# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-bril pasontwerp
gid://shopify/TaxonomyAttribute/9754  : Inkt voorbereiding vereist
gid://shopify/TaxonomyAttribute/2305  : Inkttype
gid://shopify/TaxonomyAttribute/10611 : Inline skate rem type
gid://shopify/TaxonomyAttribute/1310  : Inlineskatestijl
gid://shopify/TaxonomyAttribute/5973  : Binnenpot-coating
gid://shopify/TaxonomyAttribute/10612 : Binnentent configuratie
gid://shopify/TaxonomyAttribute/6919  : Binnenvering spoel type
gid://shopify/TaxonomyAttribute/5540  : Type ingangsverbinding
gid://shopify/TaxonomyAttribute/9755  : Type ingangsconnector
gid://shopify/TaxonomyAttribute/5543  : Ingangssignaalinterface
gid://shopify/TaxonomyAttribute/10613 : Inlaatventiel type
gid://shopify/TaxonomyAttribute/5546  : Ingangsvideointerface
gid://shopify/TaxonomyAttribute/2419  : Invoer-/uitvoerpoorten
gid://shopify/TaxonomyAttribute/10614 : Insecticide behandeling
gid://shopify/TaxonomyAttribute/6726  : Inzet dekking gebied
gid://shopify/TaxonomyAttribute/6727  : Type inzetlengte
gid://shopify/TaxonomyAttribute/9756  : Binnenbericht type
gid://shopify/TaxonomyAttribute/6728  : Bevestigingsmethode steunzool
gid://shopify/TaxonomyAttribute/5325  : Inlegzool lengtetype
gid://shopify/TaxonomyAttribute/6729  : Steunzool materiaal
gid://shopify/TaxonomyAttribute/5575  : Meegeleverde installatie-accessoires
gid://shopify/TaxonomyAttribute/8458  : Installatie fabricageniveau
gid://shopify/TaxonomyAttribute/8459  : Installatie locatie
gid://shopify/TaxonomyAttribute/8460  : Installatiemethode
gid://shopify/TaxonomyAttribute/5530  : Meegeleverde installatiegereedschappen
gid://shopify/TaxonomyAttribute/7809  : Instantkoffie vorm
gid://shopify/TaxonomyAttribute/10615 : Wreef dekking
gid://shopify/TaxonomyAttribute/9757  : Instructie formaat
gid://shopify/TaxonomyAttribute/1899  : Instructiesetarchitectuur
gid://shopify/TaxonomyAttribute/2933  : Materiaal instrumentaccessoire
gid://shopify/TaxonomyAttribute/9758  : Instrumentreinigingswisser vormfactor
gid://shopify/TaxonomyAttribute/1908  : Type instrumentcontroller
gid://shopify/TaxonomyAttribute/9759  : Instrument afmetingen eenheid context
gid://shopify/TaxonomyAttribute/9760  : Instrument elektronica type
gid://shopify/TaxonomyAttribute/9761  : Instrumenttoonaard
gid://shopify/TaxonomyAttribute/9762  : Instrument niveau
gid://shopify/TaxonomyAttribute/2940  : Materiaal instrument
gid://shopify/TaxonomyAttribute/2936  : Materiaal instrumentonderdeel
gid://shopify/TaxonomyAttribute/9763  : Instrument onderdeel montagemethode
gid://shopify/TaxonomyAttribute/9764  : Meegeleverde instrument onderdelen
gid://shopify/TaxonomyAttribute/9765  : Instrument speeltechniek
gid://shopify/TaxonomyAttribute/9766  : Instrument maat klasse
gid://shopify/TaxonomyAttribute/2937  : Materiaal snaar instrument
gid://shopify/TaxonomyAttribute/3285  : Type instrumentsteun
gid://shopify/TaxonomyAttribute/2776  : Afwerking instrument/accessoire
gid://shopify/TaxonomyAttribute/5974  : Isolatiecapaciteit
gid://shopify/TaxonomyAttribute/6730  : Isolatievulmateriaal
gid://shopify/TaxonomyAttribute/2913  : Materiaal islolatie
gid://shopify/TaxonomyAttribute/5975  : Isolatiestatus
gid://shopify/TaxonomyAttribute/5976  : Isolatietechnologie
gid://shopify/TaxonomyAttribute/5977  : Isolatietype
gid://shopify/TaxonomyAttribute/5349  : Geïntegreerde led-verlichting
gid://shopify/TaxonomyAttribute/6731  : Geïntegreerd type onderstuk
gid://shopify/TaxonomyAttribute/6920  : Geïntegreerde oplaadopties
gid://shopify/TaxonomyAttribute/6921  : Geïntegreerde meubel functie
gid://shopify/TaxonomyAttribute/8461  : Geïntegreerde vergrendeling
gid://shopify/TaxonomyAttribute/6922  : Geïntegreerde stroom opties
gid://shopify/TaxonomyAttribute/5380  : Geïntegreerde stroom-/oplaadopties
gid://shopify/TaxonomyAttribute/5011  : Geïntegreerd standaardtype
gid://shopify/TaxonomyAttribute/10616 : Geïntegreerde opberg kenmerken
gid://shopify/TaxonomyAttribute/10617 : Geïntegreerde gereedschap functies
gid://shopify/TaxonomyAttribute/2063  : Beoogde toepassing
gid://shopify/TaxonomyAttribute/5978  : Beoogd dranktype
gid://shopify/TaxonomyAttribute/10618 : Beoogd board type
gid://shopify/TaxonomyAttribute/7810  : Beoogde consumptie
gid://shopify/TaxonomyAttribute/9767  : Beoogde handwerktechniek
gid://shopify/TaxonomyAttribute/7811  : Beoogd culinair gebruik
gid://shopify/TaxonomyAttribute/5127  : Beoogd effect
gid://shopify/TaxonomyAttribute/10619 : Beoogde stuurstijl
gid://shopify/TaxonomyAttribute/5147  : Beoogd sieraadtype
gid://shopify/TaxonomyAttribute/10620 : Beoogde spelersrol
gid://shopify/TaxonomyAttribute/10621 : Beoogd speeloppervlak
gid://shopify/TaxonomyAttribute/8462  : Beoogde reparatielocatie
gid://shopify/TaxonomyAttribute/8463  : Beoogde zitpositie
gid://shopify/TaxonomyAttribute/9768  : Beoogde naaitoepassing
gid://shopify/TaxonomyAttribute/5049  : Beoogd oppervlak
gid://shopify/TaxonomyAttribute/9769  : Beoogde techniek
gid://shopify/TaxonomyAttribute/8464  : Beoogd gebruik
gid://shopify/TaxonomyAttribute/9770  : Beoogd gebruik (fleece stof)
gid://shopify/TaxonomyAttribute/8465  : Beoogde gebruiker
gid://shopify/TaxonomyAttribute/9771  : Beoogde garenvorm
gid://shopify/TaxonomyAttribute/6440  : Interactie modus
gid://shopify/TaxonomyAttribute/6441  : Interactieve effecten
gid://shopify/TaxonomyAttribute/5514  : Intercom communicatietype
gid://shopify/TaxonomyAttribute/5513  : Intercom bedradingstype
gid://shopify/TaxonomyAttribute/2466  : Type interface
gid://shopify/TaxonomyAttribute/9772  : Vlieseline toepassingsgebied
gid://shopify/TaxonomyAttribute/9773  : Vlieseline kleur familie
gid://shopify/TaxonomyAttribute/9774  : Vlieseline verkoopformaat
gid://shopify/TaxonomyAttribute/9775  : Vlieseline stijfheidsniveau
gid://shopify/TaxonomyAttribute/5146  : Materiaal binnenbekleding
gid://shopify/TaxonomyAttribute/8466  : Interieur vulling type
gid://shopify/TaxonomyAttribute/8467  : Interieur stal configuratie
gid://shopify/TaxonomyAttribute/5206  : Binnenstructuur
gid://shopify/TaxonomyAttribute/1874  : Ondersteunde interne schijfvormfactor
gid://shopify/TaxonomyAttribute/5979  : Intern membraantype
gid://shopify/TaxonomyAttribute/5468  : Internetradio vormfactor
gid://shopify/TaxonomyAttribute/3000  : Kenmerken intieme kleding
gid://shopify/TaxonomyAttribute/2689  : Omvormertype
gid://shopify/TaxonomyAttribute/2518  : Personalisatieontwerp uitnodiging
gid://shopify/TaxonomyAttribute/9776  : Uitnodiging bedrukking dekking
gid://shopify/TaxonomyAttribute/7812  : Jodering
gid://shopify/TaxonomyAttribute/9777  : Iridescentie niveau
gid://shopify/TaxonomyAttribute/9778  : Irish warpipe set configuratie
gid://shopify/TaxonomyAttribute/5980  : Doel van strijkijzerreiniger
gid://shopify/TaxonomyAttribute/9779  : Opstrijkapplicatie applicatiemethode
gid://shopify/TaxonomyAttribute/5981  : Vormfactor van strijkplank
gid://shopify/TaxonomyAttribute/5982  : Vorm van strijkplankovertrek
gid://shopify/TaxonomyAttribute/6923  : Strijkstation functies
gid://shopify/TaxonomyAttribute/3142  : Kenmerken strijken
gid://shopify/TaxonomyAttribute/2680  : Staat artikel
gid://shopify/TaxonomyAttribute/2948  : Materiaal artikel
gid://shopify/TaxonomyAttribute/2493  : Artikelstijl
gid://shopify/TaxonomyAttribute/1237  : J-cuptype
gid://shopify/TaxonomyAttribute/6732  : Colbert borststijl
gid://shopify/TaxonomyAttribute/6733  : Ventilatiestijl jasje
gid://shopify/TaxonomyAttribute/7813  : Jam en gelei consistentie
gid://shopify/TaxonomyAttribute/6298  : Potvorm
gid://shopify/TaxonomyAttribute/5210  : Verstelbaarheid kaakpositie
gid://shopify/TaxonomyAttribute/10622 : Kaak vorm
gid://shopify/TaxonomyAttribute/7814  : Jerky vorm
gid://shopify/TaxonomyAttribute/9780  : Jersey stijl
gid://shopify/TaxonomyAttribute/9781  : Inbegrepen accessoires mondharp
gid://shopify/TaxonomyAttribute/9782  : Mondharp frame stijl
gid://shopify/TaxonomyAttribute/9783  : Mondharp tongprofiel
gid://shopify/TaxonomyAttribute/5141  : Meegeleverde sieraadreinigingsaccessoires
gid://shopify/TaxonomyAttribute/5142  : Doel sieraadreiniging
gid://shopify/TaxonomyAttribute/3275  : Type sieraadverbindingen
gid://shopify/TaxonomyAttribute/2781  : Materiaal sieraad
gid://shopify/TaxonomyAttribute/6734  : Inbegrepen sieraden
gid://shopify/TaxonomyAttribute/2313  : Type sieraadproject
gid://shopify/TaxonomyAttribute/2285  : Type sieradenset
gid://shopify/TaxonomyAttribute/5145  : Kenmerken sieraadstoomreiniger
gid://shopify/TaxonomyAttribute/60    : Sieradentype
gid://shopify/TaxonomyAttribute/6442  : Legpuzzel stuk vorm
gid://shopify/TaxonomyAttribute/6735  : Jockstrap ontwerpkenmerken
gid://shopify/TaxonomyAttribute/3172  : Gewrichtverbinding
gid://shopify/TaxonomyAttribute/3173  : Type gezichtsggewricht
gid://shopify/TaxonomyAttribute/1242  : Verbindingsstijl
gid://shopify/TaxonomyAttribute/5033  : Type reis
gid://shopify/TaxonomyAttribute/5336  : Joystick montagestijl
gid://shopify/TaxonomyAttribute/5642  : Joystick-sensortechnologie
gid://shopify/TaxonomyAttribute/9784  : Jongleerkegel constructie type
gid://shopify/TaxonomyAttribute/9785  : Jongleerkegel kern materiaal
gid://shopify/TaxonomyAttribute/9786  : Jongleerprop set maat
gid://shopify/TaxonomyAttribute/9787  : Jongleerring rand stijl
gid://shopify/TaxonomyAttribute/7815  : Sap vorm
gid://shopify/TaxonomyAttribute/7816  : Sapverwerkingsmethode
gid://shopify/TaxonomyAttribute/5983  : Type sapcentrifuge
gid://shopify/TaxonomyAttribute/3382  : Ontwerp springtouw
gid://shopify/TaxonomyAttribute/6443  : Springtouw stijl
gid://shopify/TaxonomyAttribute/2765  : Materiaal springoppervlak
gid://shopify/TaxonomyAttribute/7817  : Boerenkoolvariëteit
gid://shopify/TaxonomyAttribute/6444  : Kaleidoscoop kijk type
gid://shopify/TaxonomyAttribute/1824  : Karaokemodi
gid://shopify/TaxonomyAttribute/10623 : Constructietype kajak
gid://shopify/TaxonomyAttribute/10624 : Kajak ontwerp type
gid://shopify/TaxonomyAttribute/10625 : Kajak romp ontwerp
gid://shopify/TaxonomyAttribute/10626 : Type kajakopbergtas
gid://shopify/TaxonomyAttribute/10627 : Kajak stijl
gid://shopify/TaxonomyAttribute/8468  : Type kiel
gid://shopify/TaxonomyAttribute/2112  : Toepassing kerosine
gid://shopify/TaxonomyAttribute/10628 : Kettlebell stijl
gid://shopify/TaxonomyAttribute/6736  : Sleutel bevestigingsmechanisme
gid://shopify/TaxonomyAttribute/5984  : Sleutelbladtype
gid://shopify/TaxonomyAttribute/2138  : Belangrijkste doel
gid://shopify/TaxonomyAttribute/10629 : Sleutel verwijdering bij ontgrendeling
gid://shopify/TaxonomyAttribute/2473  : Toetsenbordactie
gid://shopify/TaxonomyAttribute/9788  : Keyboardversterker ingangen
gid://shopify/TaxonomyAttribute/9789  : Keyboardversterker uitgangstypen
gid://shopify/TaxonomyAttribute/5649  : Type toetsenbordassemblage
gid://shopify/TaxonomyAttribute/5644  : Type toetsenbordverlichting
gid://shopify/TaxonomyAttribute/9790  : Keyboardcase handvat type
gid://shopify/TaxonomyAttribute/9791  : Keyboardcase interieur vulling type
gid://shopify/TaxonomyAttribute/9792  : Keyboardcase beschermingsniveau
gid://shopify/TaxonomyAttribute/9793  : Wieltype toetsenbordkoffer
gid://shopify/TaxonomyAttribute/1909  : Toetsenbordformaat
gid://shopify/TaxonomyAttribute/3291  : Type toetsenbordtoets
gid://shopify/TaxonomyAttribute/1911  : Toetsenbordindeling
gid://shopify/TaxonomyAttribute/5645  : Montagestijl toetsenbord
gid://shopify/TaxonomyAttribute/9794  : Keyboardpedaal connector type
gid://shopify/TaxonomyAttribute/1914  : Toetsenbordpoorttype
gid://shopify/TaxonomyAttribute/9795  : Keyboard stroomvoorziening type
gid://shopify/TaxonomyAttribute/3082  : Gespecialiseerde kenmerken toetsenbord
gid://shopify/TaxonomyAttribute/9796  : Keyboardstandaard verdieping type
gid://shopify/TaxonomyAttribute/9797  : Niveaus toetsenbordstandaard
gid://shopify/TaxonomyAttribute/1912  : Toetsenbordschakelaartype
gid://shopify/TaxonomyAttribute/1879  : Toetsenbordtype
gid://shopify/TaxonomyAttribute/5631  : Printmethode toetsenkaplabels
gid://shopify/TaxonomyAttribute/5646  : Materiaal toetsenkappen
gid://shopify/TaxonomyAttribute/5630  : Toetsenkapprofiel
gid://shopify/TaxonomyAttribute/9798  : Sleutelhanger bevestiging type
gid://shopify/TaxonomyAttribute/9799  : Sleutelhanger stijl
gid://shopify/TaxonomyAttribute/1335  : Keypadstijl
gid://shopify/TaxonomyAttribute/5393  : Keystone-correctietype
gid://shopify/TaxonomyAttribute/9800  : Sleutelwerk afwerking
gid://shopify/TaxonomyAttribute/10630 : Kickpunt
gid://shopify/TaxonomyAttribute/10631 : Kickzone grip systeem
gid://shopify/TaxonomyAttribute/10632 : Kickboard functies
gid://shopify/TaxonomyAttribute/10633 : Kickboard handvat stijl
gid://shopify/TaxonomyAttribute/10634 : Fietsstandaard montagepositie
gid://shopify/TaxonomyAttribute/10635 : Fietsstandaard type
gid://shopify/TaxonomyAttribute/8469  : Niergordel ondersteuningsniveau
gid://shopify/TaxonomyAttribute/5038  : Ovenkenmerken
gid://shopify/TaxonomyAttribute/9801  : Ovenstookatmosfeer
gid://shopify/TaxonomyAttribute/9802  : Oven verwarmingselement type
gid://shopify/TaxonomyAttribute/5039  : Ovenlaadstijl
gid://shopify/TaxonomyAttribute/10636 : Kingpin ontwerp
gid://shopify/TaxonomyAttribute/10637 : Kingpin oriëntatie
gid://shopify/TaxonomyAttribute/8470  : Inbegrepen kitonderdelen
gid://shopify/TaxonomyAttribute/2383  : Type kitconstructie
gid://shopify/TaxonomyAttribute/9803  : Kit formaat
gid://shopify/TaxonomyAttribute/9804  : Kit meegeleverde items
gid://shopify/TaxonomyAttribute/9805  : Kit tasje/koffer type
gid://shopify/TaxonomyAttribute/6445  : Kit meegeleverde tools
gid://shopify/TaxonomyAttribute/5985  : Keukenopstelling
gid://shopify/TaxonomyAttribute/5986  : Inbegrepen keukentextiel
gid://shopify/TaxonomyAttribute/1411  : Keukengerei inbegrepen
gid://shopify/TaxonomyAttribute/3320  : Meubels voor keuken/eetkamer inbegrepen
gid://shopify/TaxonomyAttribute/10638 : Kite oppompsysteem
gid://shopify/TaxonomyAttribute/10639 : Kite lijn configuratie
gid://shopify/TaxonomyAttribute/10640 : Kite type
gid://shopify/TaxonomyAttribute/10641 : Kiteboardtas stijl
gid://shopify/TaxonomyAttribute/1253  : Kitesurfstijl
gid://shopify/TaxonomyAttribute/7818  : Kiwi variëteit
gid://shopify/TaxonomyAttribute/5092  : Kniebracestijl
gid://shopify/TaxonomyAttribute/6737  : Kniezak type
gid://shopify/TaxonomyAttribute/10642 : Type kniebescherming
gid://shopify/TaxonomyAttribute/10643 : Kniebescherming ontwerp
gid://shopify/TaxonomyAttribute/10644 : Kneeboard constructie
gid://shopify/TaxonomyAttribute/10645 : Kneeboard band type
gid://shopify/TaxonomyAttribute/9806  : Mesvergrendelingsmechanisme
gid://shopify/TaxonomyAttribute/10646 : Mesvergrendelingsmechanisme
gid://shopify/TaxonomyAttribute/10647 : Openingsmechanisme mes
gid://shopify/TaxonomyAttribute/9807  : Messysteem
gid://shopify/TaxonomyAttribute/1263  : Mestype
gid://shopify/TaxonomyAttribute/9808  : Gebreid elastiek toepassing
gid://shopify/TaxonomyAttribute/6738  : Breipatroon
gid://shopify/TaxonomyAttribute/6739  : Brei stijl
gid://shopify/TaxonomyAttribute/9809  : Breimarkeerders/-tellers type
gid://shopify/TaxonomyAttribute/9810  : Breinaald punt stijl
gid://shopify/TaxonomyAttribute/2953  : Type project breien/opvullen
gid://shopify/TaxonomyAttribute/2414  : Knopfunctie
gid://shopify/TaxonomyAttribute/2415  : Knopstijl
gid://shopify/TaxonomyAttribute/2116  : Ontwerp knop/handgreep
gid://shopify/TaxonomyAttribute/8471  : Klopsensortechnologie
gid://shopify/TaxonomyAttribute/5197  : Knoopvorm
gid://shopify/TaxonomyAttribute/10648 : Karteling agressiviteit
gid://shopify/TaxonomyAttribute/10649 : Karteling markeringsstandaard
gid://shopify/TaxonomyAttribute/7819  : Koolrabi variëteit
gid://shopify/TaxonomyAttribute/7820  : Koji-schimmel type
gid://shopify/TaxonomyAttribute/7821  : Kumquat variëteit
gid://shopify/TaxonomyAttribute/10662 : LED kleuropties
gid://shopify/TaxonomyAttribute/10663 : LED-indicator kleur
gid://shopify/TaxonomyAttribute/10664 : LED-verlichting kleur
gid://shopify/TaxonomyAttribute/5175  : LED-lichtmodus
gid://shopify/TaxonomyAttribute/1885  : LNB-uitvoer
gid://shopify/TaxonomyAttribute/1886  : LNB-technologie
gid://shopify/TaxonomyAttribute/5987  : Type labelinhoud
gid://shopify/TaxonomyAttribute/9811  : Label rand type
gid://shopify/TaxonomyAttribute/9812  : Label afwerking
gid://shopify/TaxonomyAttribute/9813  : Label afwerking/rand stijl
gid://shopify/TaxonomyAttribute/9814  : Label vouw type
gid://shopify/TaxonomyAttribute/9815  : Labelteksttype
gid://shopify/TaxonomyAttribute/3011  : Type labelproject
gid://shopify/TaxonomyAttribute/2615  : Ontwerp laboratoriumvriezer
gid://shopify/TaxonomyAttribute/6740  : Kant gedeelte maat
gid://shopify/TaxonomyAttribute/10650 : Kant versteviger stijl
gid://shopify/TaxonomyAttribute/6741  : Kant type
gid://shopify/TaxonomyAttribute/10651 : Lacrossebal certificering
gid://shopify/TaxonomyAttribute/2851  : Lacrosse-uitrusting inbegrepen
gid://shopify/TaxonomyAttribute/10652 : Lacrossegoal reglementaire certificering
gid://shopify/TaxonomyAttribute/10653 : Lacrosse pocket type
gid://shopify/TaxonomyAttribute/10654 : Lacrosse string type
gid://shopify/TaxonomyAttribute/6924  : Ladder positie
gid://shopify/TaxonomyAttribute/2732  : Laddertype
gid://shopify/TaxonomyAttribute/3369  : Modus lamineren
gid://shopify/TaxonomyAttribute/5041  : Type laminering
gid://shopify/TaxonomyAttribute/5988  : Lamparmstijl
gid://shopify/TaxonomyAttribute/5406  : Lamp assemblagetype
gid://shopify/TaxonomyAttribute/5989  : Montagetype voor lantaarnpaalvoet
gid://shopify/TaxonomyAttribute/5405  : Lamp kwaliteitsklasse
gid://shopify/TaxonomyAttribute/5990  : Type lampenkap-bevestiging
gid://shopify/TaxonomyAttribute/5991  : Lampenkapvorm
gid://shopify/TaxonomyAttribute/5992  : Transparantie van lampenkap
gid://shopify/TaxonomyAttribute/2041  : Lamptype
gid://shopify/TaxonomyAttribute/5993  : Lampenkapvorm
gid://shopify/TaxonomyAttribute/5102  : Type lancetmechanisme
gid://shopify/TaxonomyAttribute/1733  : Taal
gid://shopify/TaxonomyAttribute/2536  : Taalversie
gid://shopify/TaxonomyAttribute/6742  : Lanyard bevestigingshardware
gid://shopify/TaxonomyAttribute/6743  : Type lanyard
gid://shopify/TaxonomyAttribute/10655 : Lanyard type
gid://shopify/TaxonomyAttribute/9816  : Lap hand loom meegeleverde accessoires
gid://shopify/TaxonomyAttribute/6744  : Revers stijl
gid://shopify/TaxonomyAttribute/5648  : Type laptopkabel
gid://shopify/TaxonomyAttribute/5647  : Type laptopbehuizingsonderdeel
gid://shopify/TaxonomyAttribute/2270  : Lichtbron laser
gid://shopify/TaxonomyAttribute/9817  : Laser veiligheidsklasse
gid://shopify/TaxonomyAttribute/6925  : Latexverwerkingsmethode
gid://shopify/TaxonomyAttribute/6926  : Latex type
gid://shopify/TaxonomyAttribute/2196  : Toepassing draaibank
gid://shopify/TaxonomyAttribute/10656 : Lanceerprofiel
gid://shopify/TaxonomyAttribute/10657 : Montageconfiguratie lanceerinrichting
gid://shopify/TaxonomyAttribute/5994  : Textuur van wasbal
gid://shopify/TaxonomyAttribute/3145  : Kenmerken wasmiddel
gid://shopify/TaxonomyAttribute/5995  : Type wasaccessoire
gid://shopify/TaxonomyAttribute/6299  : Type gazonbeluchter
gid://shopify/TaxonomyAttribute/5996  : Type grasmaaierriem
gid://shopify/TaxonomyAttribute/5997  : Type grasmaaierblad
gid://shopify/TaxonomyAttribute/5998  : Type gazonstrooier
gid://shopify/TaxonomyAttribute/6300  : Type profiel van gazonmaaier
