# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Productos para mascotas y animales
gid://shopify/TaxonomyCategory/hg-9-3-2-5        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Vaporizadores de alfombras > Vaporizadores de alfombras verticales
gid://shopify/TaxonomyCategory/hg-9-3-3          : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Productos de limpieza para parqué
gid://shopify/TaxonomyCategory/hg-9-3-4          : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Fregadoras de pisos
gid://shopify/TaxonomyCategory/hg-9-3-4-1        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Fregadoras de pisos > Fregadoras de pisos compactas
gid://shopify/TaxonomyCategory/hg-9-3-4-2        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Fregadoras de pisos > Fregadoras de pisos inalámbricas
gid://shopify/TaxonomyCategory/hg-9-3-4-3        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Fregadoras de pisos > Fregadores de lechada y pisos de baldosas
gid://shopify/TaxonomyCategory/hg-9-3-4-5        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Fregadoras de pisos > Fregadoras de pisos con operador a bordo
gid://shopify/TaxonomyCategory/hg-9-3-4-6        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Fregadoras de pisos > Fregadoras de pisos giratorias
gid://shopify/TaxonomyCategory/hg-9-3-4-7        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Fregadoras de pisos > Fregadoras de suelos manuales
gid://shopify/TaxonomyCategory/hg-9-3-5          : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Limpiadores de vapor portátiles
gid://shopify/TaxonomyCategory/hg-9-3-6          : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Mopas de vapor
gid://shopify/TaxonomyCategory/hg-9-3-6-1        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Mopas de vapor > Mopas de vapor 2 en 1
gid://shopify/TaxonomyCategory/hg-9-3-6-2        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Mopas de vapor > Mopas de vapor cilíndrica
gid://shopify/TaxonomyCategory/hg-9-3-6-3        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Mopas de vapor > Mopas de vapor manuales
gid://shopify/TaxonomyCategory/hg-9-3-6-4        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Mopas de vapor > Mopas de vapor multisuperficie
gid://shopify/TaxonomyCategory/hg-9-3-6-5        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Mopas de vapor > Mopas de vapor verticales
gid://shopify/TaxonomyCategory/hg-9-3-6-6        : Casa y jardín > Electrodomésticos > Limpiadores de vapor de alfombras y suelos > Mopas de vapor > Mopas de vapor al vacío
gid://shopify/TaxonomyCategory/hg-9-4            : Casa y jardín > Electrodomésticos > Pulidoras de suelos
gid://shopify/TaxonomyCategory/hg-9-4-1          : Casa y jardín > Electrodomésticos > Pulidoras de suelos > Abrillantadoras de suelo
gid://shopify/TaxonomyCategory/hg-9-4-2          : Casa y jardín > Electrodomésticos > Pulidoras de suelos > Pulidoras de suelos
gid://shopify/TaxonomyCategory/hg-9-5            : Casa y jardín > Electrodomésticos > Secadores de futones
gid://shopify/TaxonomyCategory/hg-9-6            : Casa y jardín > Electrodomésticos > Mandos a distancia para puertas de garaje
gid://shopify/TaxonomyCategory/hg-9-6-1          : Casa y jardín > Electrodomésticos > Mandos a distancia para puertas de garaje > Teclados para puertas de garaje
gid://shopify/TaxonomyCategory/hg-9-6-2          : Casa y jardín > Electrodomésticos > Mandos a distancia para puertas de garaje > Mandos a distancia para puertas de garaje
gid://shopify/TaxonomyCategory/hg-9-7            : Casa y jardín > Electrodomésticos > Sistemas de apertura para puertas de garaje
gid://shopify/TaxonomyCategory/hg-9-8            : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa
gid://shopify/TaxonomyCategory/hg-9-8-1          : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Secadoras
gid://shopify/TaxonomyCategory/hg-9-8-2          : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Vaporizadores para ropa
gid://shopify/TaxonomyCategory/hg-9-8-3          : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Planchas y sistemas de planchado
gid://shopify/TaxonomyCategory/hg-9-8-3-1        : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Planchas y sistemas de planchado > Sistemas de planchado
gid://shopify/TaxonomyCategory/hg-9-8-3-2        : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Planchas y sistemas de planchado > Planchas
gid://shopify/TaxonomyCategory/hg-9-8-4          : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Unidades lavadora-secadora
gid://shopify/TaxonomyCategory/hg-9-8-4-1        : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Unidades lavadora-secadora > Unidades lavadora-secadora todo en uno
gid://shopify/TaxonomyCategory/hg-9-8-4-2        : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Unidades lavadora-secadora > Unidades portátiles de lavadora-secadora
gid://shopify/TaxonomyCategory/hg-9-8-4-3        : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Unidades lavadora-secadora > Unidades lavadora-secadora apilables
gid://shopify/TaxonomyCategory/hg-9-8-4-4        : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Unidades lavadora-secadora > Combinaciones de lavadora y secadora
gid://shopify/TaxonomyCategory/hg-9-8-5          : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Prensas de vapor
gid://shopify/TaxonomyCategory/hg-9-8-6          : Casa y jardín > Electrodomésticos > Electrodomésticos para cuidado de la ropa > Lavadoras
gid://shopify/TaxonomyCategory/hg-9-9            : Casa y jardín > Electrodomésticos > Aparatos de limpieza por ultrasonidos
gid://shopify/TaxonomyCategory/hg-9-10           : Casa y jardín > Electrodomésticos > Aspiradoras
gid://shopify/TaxonomyCategory/hg-9-10-1         : Casa y jardín > Electrodomésticos > Aspiradoras > Aspiradoras de depósito
gid://shopify/TaxonomyCategory/hg-9-10-2         : Casa y jardín > Electrodomésticos > Aspiradoras > Aspiradoras verticales
gid://shopify/TaxonomyCategory/hg-9-11           : Casa y jardín > Electrodomésticos > Vaporizadores para papel pintado
gid://shopify/TaxonomyCategory/hg-9-12           : Casa y jardín > Electrodomésticos > Calentadores de agua
gid://shopify/TaxonomyCategory/hg-10             : Casa y jardín > Productos del hogar
gid://shopify/TaxonomyCategory/hg-10-1           : Casa y jardín > Productos del hogar > Forros para cajones y estanterías
gid://shopify/TaxonomyCategory/hg-10-2           : Casa y jardín > Productos del hogar > Láminas y franjas protectoras para suelos
gid://shopify/TaxonomyCategory/hg-10-2-1         : Casa y jardín > Productos del hogar > Láminas y franjas protectoras para suelos > Láminas protectoras para suelos
gid://shopify/TaxonomyCategory/hg-10-2-2         : Casa y jardín > Productos del hogar > Láminas y franjas protectoras para suelos > Franjas protectoras para suelos
gid://shopify/TaxonomyCategory/hg-10-3           : Casa y jardín > Productos del hogar > Protectores del suelo para mobiliario
gid://shopify/TaxonomyCategory/hg-10-4           : Casa y jardín > Productos del hogar > Alfombras para suelos de garajes
gid://shopify/TaxonomyCategory/hg-10-5           : Casa y jardín > Productos del hogar > Bolsas de basura
gid://shopify/TaxonomyCategory/hg-10-6           : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar
gid://shopify/TaxonomyCategory/hg-10-6-1         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Mangos para escobas y fregonas
gid://shopify/TaxonomyCategory/hg-10-6-2         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Cepillos para escobas
gid://shopify/TaxonomyCategory/hg-10-6-3         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Escobas
gid://shopify/TaxonomyCategory/hg-10-6-4         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Cubos o baldes
gid://shopify/TaxonomyCategory/hg-10-6-5         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Aspiradoras manuales
gid://shopify/TaxonomyCategory/hg-10-6-6         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Guantes de limpieza
gid://shopify/TaxonomyCategory/hg-10-6-7         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Recambios para plumeros
gid://shopify/TaxonomyCategory/hg-10-6-8         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Plumeros
gid://shopify/TaxonomyCategory/hg-10-6-9         : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Recogedores
gid://shopify/TaxonomyCategory/hg-10-6-10        : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Protectores para tejidos y tapizados
gid://shopify/TaxonomyCategory/hg-10-6-11        : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar
gid://shopify/TaxonomyCategory/hg-10-6-11-1      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores multiusos
gid://shopify/TaxonomyCategory/hg-10-6-11-2      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Productos de limpieza para alfombras
gid://shopify/TaxonomyCategory/hg-10-6-11-3      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Desincrustadores y descalcificadores
gid://shopify/TaxonomyCategory/hg-10-6-11-4      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Lavaplatos
gid://shopify/TaxonomyCategory/hg-10-6-11-5      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores de lavavajillas
gid://shopify/TaxonomyCategory/hg-10-6-11-5-1    : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores de lavavajillas > Eliminadores de detergente
gid://shopify/TaxonomyCategory/hg-10-6-11-5-2    : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores de lavavajillas > Eliminadores de grasa
gid://shopify/TaxonomyCategory/hg-10-6-11-5-3    : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores de lavavajillas > Eliminadores de cal
gid://shopify/TaxonomyCategory/hg-10-6-11-6      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores de tejidos y tapizados
gid://shopify/TaxonomyCategory/hg-10-6-11-7      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Productos de limpieza de pisos
gid://shopify/TaxonomyCategory/hg-10-6-11-8      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Cera y productos de limpieza de muebles
gid://shopify/TaxonomyCategory/hg-10-6-11-9      : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Productos de limpieza para superficies y cristales
gid://shopify/TaxonomyCategory/hg-10-6-11-9-1    : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Productos de limpieza para superficies y cristales > Limpiacristales
gid://shopify/TaxonomyCategory/hg-10-6-11-9-2    : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Productos de limpieza para superficies y cristales > Limpiadores multisuperficies
gid://shopify/TaxonomyCategory/hg-10-6-11-10     : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Desinfectantes domésticos
gid://shopify/TaxonomyCategory/hg-10-6-11-11     : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores de hornos y parrillas
gid://shopify/TaxonomyCategory/hg-10-6-11-12     : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Quitamanchas y neutralizadores de olores de mascotas
gid://shopify/TaxonomyCategory/hg-10-6-11-13     : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Abrillantadores
gid://shopify/TaxonomyCategory/hg-10-6-11-14     : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores y abrillantadores para acero inoxidable
gid://shopify/TaxonomyCategory/hg-10-6-11-14-1   : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores y abrillantadores para acero inoxidable > Paños acondicionadores
gid://shopify/TaxonomyCategory/hg-10-6-11-14-2   : Casa y jardín > Productos del hogar > Productos de limpieza para el hogar > Productos para limpieza del hogar > Limpiadores y abrillantadores para acero inoxidable > Aceite acondicionador
