# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animais e produtos para animais de estimação
gid://shopify/TaxonomyCategory/hg-9-6            : Casa e jardim > Eletrodomésticos > Controles remotos para porta de garagem
gid://shopify/TaxonomyCategory/hg-9-6-1          : Casa e jardim > Eletrodomésticos > Controles remotos para porta de garagem > Teclados para porta de garagem
gid://shopify/TaxonomyCategory/hg-9-6-2          : Casa e jardim > Eletrodomésticos > Controles remotos para porta de garagem > Controles remotos para portas de garagem
gid://shopify/TaxonomyCategory/hg-9-7            : Casa e jardim > Eletrodomésticos > Abridores de porta de garagem
gid://shopify/TaxonomyCategory/hg-9-8            : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia
gid://shopify/TaxonomyCategory/hg-9-8-1          : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Secadoras de roupa
gid://shopify/TaxonomyCategory/hg-9-8-2          : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Vaporizador de roupas
gid://shopify/TaxonomyCategory/hg-9-8-3          : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Ferros e sistemas de passar roupa
gid://shopify/TaxonomyCategory/hg-9-8-3-1        : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Ferros e sistemas de passar roupa > Sistemas de passar roupa
gid://shopify/TaxonomyCategory/hg-9-8-3-2        : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Ferros e sistemas de passar roupa > Ferros
gid://shopify/TaxonomyCategory/hg-9-8-4          : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Unidades combinadas para lavanderia
gid://shopify/TaxonomyCategory/hg-9-8-4-1        : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Unidades combinadas para lavanderia > Unidades lavadoras e secadoras multifuncionais
gid://shopify/TaxonomyCategory/hg-9-8-4-2        : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Unidades combinadas para lavanderia > Unidades lavadoras e secadoras portáteis
gid://shopify/TaxonomyCategory/hg-9-8-4-3        : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Unidades combinadas para lavanderia > Unidades lavadoras e secadoras empilháveis
gid://shopify/TaxonomyCategory/hg-9-8-4-4        : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Unidades combinadas para lavanderia > Unidades combinadas de lavadora e secadora
gid://shopify/TaxonomyCategory/hg-9-8-5          : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Prensas à vapor
gid://shopify/TaxonomyCategory/hg-9-8-6          : Casa e jardim > Eletrodomésticos > Eletrodomésticos para lavanderia > Lavadoras de roupas
gid://shopify/TaxonomyCategory/hg-9-9            : Casa e jardim > Eletrodomésticos > Limpadores ultrassônicos
gid://shopify/TaxonomyCategory/hg-9-10           : Casa e jardim > Eletrodomésticos > Aspiradores de pó
gid://shopify/TaxonomyCategory/hg-9-10-1         : Casa e jardim > Eletrodomésticos > Aspiradores de pó > Recipientes de aspiradores de pó
gid://shopify/TaxonomyCategory/hg-9-10-2         : Casa e jardim > Eletrodomésticos > Aspiradores de pó > Aspiradores de pó verticais
gid://shopify/TaxonomyCategory/hg-9-11           : Casa e jardim > Eletrodomésticos > Ferros para papel de parede
gid://shopify/TaxonomyCategory/hg-9-12           : Casa e jardim > Eletrodomésticos > Aquecedores de água
gid://shopify/TaxonomyCategory/hg-10             : Casa e jardim > Suprimentos domésticos
gid://shopify/TaxonomyCategory/hg-10-1           : Casa e jardim > Suprimentos domésticos > Forros para prateleiras e gavetas
gid://shopify/TaxonomyCategory/hg-10-2           : Casa e jardim > Suprimentos domésticos > Películas protetoras de pisos e passadeiras
gid://shopify/TaxonomyCategory/hg-10-2-1         : Casa e jardim > Suprimentos domésticos > Películas protetoras de pisos e passadeiras > Películas protetoras de pisos
gid://shopify/TaxonomyCategory/hg-10-2-2         : Casa e jardim > Suprimentos domésticos > Películas protetoras de pisos e passadeiras > Passadeiras de proteção de piso
gid://shopify/TaxonomyCategory/hg-10-3           : Casa e jardim > Suprimentos domésticos > Feltro protetor de piso
gid://shopify/TaxonomyCategory/hg-10-4           : Casa e jardim > Suprimentos domésticos > Tapetes para garagem
gid://shopify/TaxonomyCategory/hg-10-5           : Casa e jardim > Suprimentos domésticos > Sacos de lixo
gid://shopify/TaxonomyCategory/hg-10-6           : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica
gid://shopify/TaxonomyCategory/hg-10-6-1         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Cabos de vassoura e esfregão
gid://shopify/TaxonomyCategory/hg-10-6-2         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Cabeças de vassoura
gid://shopify/TaxonomyCategory/hg-10-6-3         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Vassouras
gid://shopify/TaxonomyCategory/hg-10-6-4         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Baldes
gid://shopify/TaxonomyCategory/hg-10-6-5         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Varredores de carpetes
gid://shopify/TaxonomyCategory/hg-10-6-6         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Luvas de limpeza
gid://shopify/TaxonomyCategory/hg-10-6-7         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Refis para espanadores
gid://shopify/TaxonomyCategory/hg-10-6-8         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Espanadores
gid://shopify/TaxonomyCategory/hg-10-6-9         : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Pás de lixo
gid://shopify/TaxonomyCategory/hg-10-6-10        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Protetores de tecidos e forros
gid://shopify/TaxonomyCategory/hg-10-6-11        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica
gid://shopify/TaxonomyCategory/hg-10-6-11-1      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Para todos os tipos de limpeza
gid://shopify/TaxonomyCategory/hg-10-6-11-2      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores de carpete
gid://shopify/TaxonomyCategory/hg-10-6-11-3      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Produtos de limpeza desincrustantes e descalcificadores
gid://shopify/TaxonomyCategory/hg-10-6-11-4      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Sabão e detergente para louças
gid://shopify/TaxonomyCategory/hg-10-6-11-5      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para lava-louças
gid://shopify/TaxonomyCategory/hg-10-6-11-5-1    : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para lava-louças > Removedores de detergente
gid://shopify/TaxonomyCategory/hg-10-6-11-5-2    : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para lava-louças > Removedores de gordura
gid://shopify/TaxonomyCategory/hg-10-6-11-5-3    : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para lava-louças > Removedores de calcário
gid://shopify/TaxonomyCategory/hg-10-6-11-6      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores de tecidos e estofados
gid://shopify/TaxonomyCategory/hg-10-6-11-7      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Produtos para limpeza de pisos
gid://shopify/TaxonomyCategory/hg-10-6-11-8      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores e polidores de mobiliário
gid://shopify/TaxonomyCategory/hg-10-6-11-9      : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores de superfície e vidros
gid://shopify/TaxonomyCategory/hg-10-6-11-9-1    : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores de superfície e vidros > Limpadores de vidro
gid://shopify/TaxonomyCategory/hg-10-6-11-9-2    : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores de superfície e vidros > Limpadores multissuperfícies
gid://shopify/TaxonomyCategory/hg-10-6-11-10     : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Desinfetantes domésticos
gid://shopify/TaxonomyCategory/hg-10-6-11-11     : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores de forno e grelha
gid://shopify/TaxonomyCategory/hg-10-6-11-12     : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Removedores de odor e manchas para animais de estimação
gid://shopify/TaxonomyCategory/hg-10-6-11-13     : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Secante abrilhantador
gid://shopify/TaxonomyCategory/hg-10-6-11-14     : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores e polidores para aço inoxidável
gid://shopify/TaxonomyCategory/hg-10-6-11-14-1   : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores e polidores para aço inoxidável > Panos de condicionamento
gid://shopify/TaxonomyCategory/hg-10-6-11-14-2   : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores e polidores para aço inoxidável > Óleo de condicionamento
gid://shopify/TaxonomyCategory/hg-10-6-11-15     : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para vaso sanitário
gid://shopify/TaxonomyCategory/hg-10-6-11-16     : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para banheiras e azulejos
gid://shopify/TaxonomyCategory/hg-10-6-11-16-1   : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para banheiras e azulejos > Limpadores de azulejos
gid://shopify/TaxonomyCategory/hg-10-6-11-16-2   : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para banheiras e azulejos > Limpadores de banheiras
gid://shopify/TaxonomyCategory/hg-10-6-11-17     : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para máquinas de lavar roupa
gid://shopify/TaxonomyCategory/hg-10-6-12        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Refis para esfregões
gid://shopify/TaxonomyCategory/hg-10-6-13        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Esfregões
gid://shopify/TaxonomyCategory/hg-10-6-14        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Cabeças e peças de reposição para escovas
gid://shopify/TaxonomyCategory/hg-10-6-15        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Escovas de limpeza
gid://shopify/TaxonomyCategory/hg-10-6-16        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Panos de limpeza
gid://shopify/TaxonomyCategory/hg-10-6-17        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Esponjas e esfregões de polir
gid://shopify/TaxonomyCategory/hg-10-6-18        : Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Rodos
gid://shopify/TaxonomyCategory/hg-10-7           : Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel
gid://shopify/TaxonomyCategory/hg-10-7-1         : Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel > Lenços para o rosto
gid://shopify/TaxonomyCategory/hg-10-7-2         : Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel > Guardanapos de papel
gid://shopify/TaxonomyCategory/hg-10-7-3         : Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel > Toalhas de papel
gid://shopify/TaxonomyCategory/hg-10-7-4         : Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel > Papel higiênico
gid://shopify/TaxonomyCategory/hg-10-8           : Casa e jardim > Suprimentos domésticos > Termômetros domésticos
gid://shopify/TaxonomyCategory/hg-10-9           : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira
gid://shopify/TaxonomyCategory/hg-10-9-1         : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Água sanitária
gid://shopify/TaxonomyCategory/hg-10-9-2         : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Pregadores
gid://shopify/TaxonomyCategory/hg-10-9-3         : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Kits para limpeza a seco
gid://shopify/TaxonomyCategory/hg-10-9-4         : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Varais
gid://shopify/TaxonomyCategory/hg-10-9-4-1       : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Varais > Cabides de secagem
gid://shopify/TaxonomyCategory/hg-10-9-4-2       : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Varais > Prateleiras de secagem
gid://shopify/TaxonomyCategory/hg-10-9-5         : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Desodorizadores de tecido
gid://shopify/TaxonomyCategory/hg-10-9-6         : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Removedor para tecidos
gid://shopify/TaxonomyCategory/hg-10-9-7         : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Amaciantes de tecidos e toalhas amaciantes
gid://shopify/TaxonomyCategory/hg-10-9-7-1       : Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Amaciantes de tecidos e toalhas amaciantes > Toalhas amaciantes
