# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : Дизайн 3D-очков
gid://shopify/TaxonomyAttribute/6438  : Особенности надувного плота или матраса
gid://shopify/TaxonomyAttribute/3385  : Система надува
gid://shopify/TaxonomyAttribute/8457  : Способ накачивания в комплекте
gid://shopify/TaxonomyAttribute/10610 : Пропитанный аромат
gid://shopify/TaxonomyAttribute/5972  : Тип заварочного устройства
gid://shopify/TaxonomyAttribute/9747  : Тип базового ингредиента
gid://shopify/TaxonomyAttribute/1569  : Категории ингредиентов
gid://shopify/TaxonomyAttribute/2449  : Происхождение ингредиентов
gid://shopify/TaxonomyAttribute/9748  : Физическая форма ингредиента
gid://shopify/TaxonomyAttribute/7808  : Метод обработки ингредиентов
gid://shopify/TaxonomyAttribute/1385  : Ингредиенты
gid://shopify/TaxonomyAttribute/5010  : Степень защиты (IP)
gid://shopify/TaxonomyAttribute/2347  : Техника нанесения чернил
gid://shopify/TaxonomyAttribute/6439  : Цвета чернил в комплекте
gid://shopify/TaxonomyAttribute/2301  : Форма выпуска туши
gid://shopify/TaxonomyAttribute/9749  : Способ нанесения чернил штемпельной подушкой
gid://shopify/TaxonomyAttribute/9750  : Стойкость чернильной подушки
gid://shopify/TaxonomyAttribute/9751  : Размер штемпельной подушки
gid://shopify/TaxonomyAttribute/9752  : Специальные эффекты штемпельной подушки
gid://shopify/TaxonomyAttribute/9753  : Стойкость чернил
gid://shopify/TaxonomyAttribute/9754  : Необходимость подготовки чернил
gid://shopify/TaxonomyAttribute/2305  : Тип чернил
gid://shopify/TaxonomyAttribute/10611 : Тип тормоза роликовых коньков
gid://shopify/TaxonomyAttribute/1310  : Стиль катания на роликовых коньках
gid://shopify/TaxonomyAttribute/5973  : Покрытие внутренней чаши
gid://shopify/TaxonomyAttribute/10612 : Конфигурация внутренней палатки
gid://shopify/TaxonomyAttribute/6919  : Тип пружинного блока
gid://shopify/TaxonomyAttribute/5540  : Тип входного соединения
gid://shopify/TaxonomyAttribute/9755  : Тип входного разъема
gid://shopify/TaxonomyAttribute/5543  : Входной сигнальный интерфейс
gid://shopify/TaxonomyAttribute/10613 : Тип входного клапана
gid://shopify/TaxonomyAttribute/5546  : Входной видеоинтерфейс
gid://shopify/TaxonomyAttribute/2419  : Порты ввода/вывода
gid://shopify/TaxonomyAttribute/10614 : Инсектицидная обработка
gid://shopify/TaxonomyAttribute/6726  : Область покрытия вставки
gid://shopify/TaxonomyAttribute/6727  : Тип длины вставки
gid://shopify/TaxonomyAttribute/9756  : Тип внутреннего сообщения
gid://shopify/TaxonomyAttribute/6728  : Метод крепления стельки
gid://shopify/TaxonomyAttribute/5325  : Тип длины стельки
gid://shopify/TaxonomyAttribute/6729  : Материал стельки
gid://shopify/TaxonomyAttribute/5575  : Аксессуары для установки в комплекте
gid://shopify/TaxonomyAttribute/8458  : Уровень доработки при установке
gid://shopify/TaxonomyAttribute/8459  : Место установки
gid://shopify/TaxonomyAttribute/8460  : Метод установки
gid://shopify/TaxonomyAttribute/5530  : Инструменты для установки в комплекте
gid://shopify/TaxonomyAttribute/7809  : Форма растворимого кофе
gid://shopify/TaxonomyAttribute/10615 : Покрытие подъема стопы
gid://shopify/TaxonomyAttribute/9757  : Формат инструкций
gid://shopify/TaxonomyAttribute/1899  : Архитектура набора команд
gid://shopify/TaxonomyAttribute/2933  : Материал аксессуара для инструмента
gid://shopify/TaxonomyAttribute/9758  : Формфактор чистящего тампона для инструмента
gid://shopify/TaxonomyAttribute/1908  : Тип контроллера для имитации инструмента
gid://shopify/TaxonomyAttribute/9759  : Контекст единиц размеров инструмента
gid://shopify/TaxonomyAttribute/9760  : Тип электроники инструмента
gid://shopify/TaxonomyAttribute/9761  : Тональность инструмента
gid://shopify/TaxonomyAttribute/9762  : Уровень инструмента
gid://shopify/TaxonomyAttribute/2940  : Материал инструмента
gid://shopify/TaxonomyAttribute/2936  : Материал детали инструмента
gid://shopify/TaxonomyAttribute/9763  : Способ крепления детали инструмента
gid://shopify/TaxonomyAttribute/9764  : Детали инструмента в комплекте
gid://shopify/TaxonomyAttribute/9765  : Техника игры на инструменте
gid://shopify/TaxonomyAttribute/9766  : Класс размера инструмента
gid://shopify/TaxonomyAttribute/2937  : Материал струн инструмента
gid://shopify/TaxonomyAttribute/3285  : Тип подставки или опоры для инструмента
gid://shopify/TaxonomyAttribute/2776  : Покрытие инструмента или аксессуара
gid://shopify/TaxonomyAttribute/5974  : Теплоизоляционные свойства
gid://shopify/TaxonomyAttribute/6730  : Материал утеплителя
gid://shopify/TaxonomyAttribute/2913  : Материал изоляции
gid://shopify/TaxonomyAttribute/5975  : Наличие изоляции
gid://shopify/TaxonomyAttribute/5976  : Технология теплоизоляции
gid://shopify/TaxonomyAttribute/5977  : Тип теплоизоляции
gid://shopify/TaxonomyAttribute/5349  : Встроенная светодиодная подсветка
gid://shopify/TaxonomyAttribute/6731  : Тип интегрированного дна
gid://shopify/TaxonomyAttribute/6920  : Варианты встроенной зарядки
gid://shopify/TaxonomyAttribute/6921  : Интегрированная мебельная функция
gid://shopify/TaxonomyAttribute/8461  : Встроенная система запирания
gid://shopify/TaxonomyAttribute/6922  : Встроенные варианты питания
gid://shopify/TaxonomyAttribute/5380  : Встроенные варианты питания и зарядки
gid://shopify/TaxonomyAttribute/5011  : Тип интегрированной стойки
gid://shopify/TaxonomyAttribute/10616 : Интегрированные особенности хранения
gid://shopify/TaxonomyAttribute/10617 : Интегрированные функции инструмента
gid://shopify/TaxonomyAttribute/2063  : Применение
gid://shopify/TaxonomyAttribute/5978  : Предполагаемый тип напитка
gid://shopify/TaxonomyAttribute/10618 : Предназначенный тип доски
gid://shopify/TaxonomyAttribute/7810  : Предназначенный способ употребления
gid://shopify/TaxonomyAttribute/9767  : Предназначенное ремесло
gid://shopify/TaxonomyAttribute/7811  : Предназначенное кулинарное применение
gid://shopify/TaxonomyAttribute/5127  : Предполагаемый эффект
gid://shopify/TaxonomyAttribute/10619 : Предназначенный стиль руля
gid://shopify/TaxonomyAttribute/5147  : Предполагаемый тип ювелирных изделий
gid://shopify/TaxonomyAttribute/10620 : Предназначенная роль игрока
gid://shopify/TaxonomyAttribute/10621 : Предназначенная игровая поверхность
gid://shopify/TaxonomyAttribute/8462  : Предназначенное место ремонта
gid://shopify/TaxonomyAttribute/8463  : Предназначенное посадочное место
gid://shopify/TaxonomyAttribute/9768  : Предназначенное швейное применение
gid://shopify/TaxonomyAttribute/5049  : Предполагаемая поверхность
gid://shopify/TaxonomyAttribute/9769  : Предназначенная техника
