# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Životinje i potrepštine za kućne ljubimce
gid://shopify/TaxonomyCategory/hb-3-10           : Zdravlje i ljepota > Osobna njega > Njega kose
gid://shopify/TaxonomyCategory/hb-3-10-1         : Zdravlje i ljepota > Osobna njega > Njega kose > Kompleti za njegu kose
gid://shopify/TaxonomyCategory/hb-3-10-2         : Zdravlje i ljepota > Osobna njega > Njega kose > Boja za kosu
gid://shopify/TaxonomyCategory/hb-3-10-3         : Zdravlje i ljepota > Osobna njega > Njega kose > Sredstva za uklanjanje boje za kosu
gid://shopify/TaxonomyCategory/hb-3-10-4         : Zdravlje i ljepota > Osobna njega > Njega kose > Pribor za bojanje kose
gid://shopify/TaxonomyCategory/hb-3-10-5         : Zdravlje i ljepota > Osobna njega > Njega kose > Sredstva za prikrivanje ispadanja kose
gid://shopify/TaxonomyCategory/hb-3-10-6         : Zdravlje i ljepota > Osobna njega > Njega kose > Tretmani protiv gubitka kose
gid://shopify/TaxonomyCategory/hb-3-10-7         : Zdravlje i ljepota > Osobna njega > Njega kose > Pribor za kovrčanje i pegle za kosu
gid://shopify/TaxonomyCategory/hb-3-10-8         : Zdravlje i ljepota > Osobna njega > Njega kose > Škare za kosu
gid://shopify/TaxonomyCategory/hb-3-10-9         : Zdravlje i ljepota > Osobna njega > Njega kose > Haube za kosu i toplinske kape
gid://shopify/TaxonomyCategory/hb-3-10-10        : Zdravlje i ljepota > Osobna njega > Njega kose > Proizvodi za oblikovanje kose
gid://shopify/TaxonomyCategory/hb-3-10-11        : Zdravlje i ljepota > Osobna njega > Njega kose > Dodaci za oblikovanje kose
gid://shopify/TaxonomyCategory/hb-3-10-11-1      : Zdravlje i ljepota > Osobna njega > Njega kose > Dodaci za oblikovanje kose > Kopče i ukosnice za uvijanje kose
gid://shopify/TaxonomyCategory/hb-3-10-11-1-1    : Zdravlje i ljepota > Osobna njega > Njega kose > Dodaci za oblikovanje kose > Kopče i ukosnice za uvijanje kose > Kopče
gid://shopify/TaxonomyCategory/hb-3-10-11-1-2    : Zdravlje i ljepota > Osobna njega > Njega kose > Dodaci za oblikovanje kose > Kopče i ukosnice za uvijanje kose > Ukosnice
gid://shopify/TaxonomyCategory/hb-3-10-11-2      : Zdravlje i ljepota > Osobna njega > Njega kose > Dodaci za oblikovanje kose > Pribor za sušilo za kosu
gid://shopify/TaxonomyCategory/hb-3-10-11-3      : Zdravlje i ljepota > Osobna njega > Njega kose > Dodaci za oblikovanje kose > Pribor za peglu za kosu
gid://shopify/TaxonomyCategory/hb-3-10-12        : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose
gid://shopify/TaxonomyCategory/hb-3-10-12-2      : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Češljevi i četke
gid://shopify/TaxonomyCategory/hb-3-10-12-2-1    : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Češljevi i četke > Češljevi za kosu
gid://shopify/TaxonomyCategory/hb-3-10-12-2-2    : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Češljevi i četke > Četke i češljevi za kosu
gid://shopify/TaxonomyCategory/hb-3-10-12-2-3    : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Češljevi i četke > Četke na vrući zrak
gid://shopify/TaxonomyCategory/hb-3-10-12-2-4    : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Češljevi i četke > Ravne četke za kosu
gid://shopify/TaxonomyCategory/hb-3-10-12-2-5    : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Češljevi i četke > Okrugle četke za kosu
gid://shopify/TaxonomyCategory/hb-3-10-12-2-6    : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Češljevi i četke > Četke za ravnanje
gid://shopify/TaxonomyCategory/hb-3-10-12-3      : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Figaro
gid://shopify/TaxonomyCategory/hb-3-10-12-5      : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Uvijači za kosu
gid://shopify/TaxonomyCategory/hb-3-10-12-6      : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Sušila za kosu
gid://shopify/TaxonomyCategory/hb-3-10-12-7      : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Pegle za kosu
gid://shopify/TaxonomyCategory/hb-3-10-12-9      : Zdravlje i ljepota > Osobna njega > Njega kose > Alati za oblikovanje kose > Kompleti alata za oblikovanje kose
gid://shopify/TaxonomyCategory/hb-3-10-14        : Zdravlje i ljepota > Osobna njega > Njega kose > Tretmani za kosu
gid://shopify/TaxonomyCategory/hb-3-10-14-1      : Zdravlje i ljepota > Osobna njega > Njega kose > Tretmani za kosu > Maske za kosu
gid://shopify/TaxonomyCategory/hb-3-10-14-2      : Zdravlje i ljepota > Osobna njega > Njega kose > Tretmani za kosu > Ulja za kosu
gid://shopify/TaxonomyCategory/hb-3-10-14-3      : Zdravlje i ljepota > Osobna njega > Njega kose > Tretmani za kosu > Serumi za kosu
gid://shopify/TaxonomyCategory/hb-3-10-13        : Zdravlje i ljepota > Osobna njega > Njega kose > Šampon i regenerator
gid://shopify/TaxonomyCategory/hb-3-10-13-1      : Zdravlje i ljepota > Osobna njega > Njega kose > Šampon i regenerator > Regeneratori
gid://shopify/TaxonomyCategory/hb-3-10-13-3      : Zdravlje i ljepota > Osobna njega > Njega kose > Šampon i regenerator > Šampon
gid://shopify/TaxonomyCategory/hb-3-10-13-2      : Zdravlje i ljepota > Osobna njega > Njega kose > Šampon i regenerator > Kompleti šampona i regeneratora
gid://shopify/TaxonomyCategory/hb-3-11           : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje
gid://shopify/TaxonomyCategory/hb-3-11-1         : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Grebalice za leđa
gid://shopify/TaxonomyCategory/hb-3-11-2         : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Jastuci za oči
gid://shopify/TaxonomyCategory/hb-3-11-3         : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Stolice za masažu
gid://shopify/TaxonomyCategory/hb-3-11-4         : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Masažna ulja
gid://shopify/TaxonomyCategory/hb-3-11-5         : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Grijači za masažni kamen
gid://shopify/TaxonomyCategory/hb-3-11-6         : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Masažno kamenje
gid://shopify/TaxonomyCategory/hb-3-11-7         : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Stolovi za masažu
gid://shopify/TaxonomyCategory/hb-3-11-8         : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Masažeri
gid://shopify/TaxonomyCategory/hb-3-11-8-1       : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Masažeri > Električni masažeri
gid://shopify/TaxonomyCategory/hb-3-11-8-2       : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Masažeri > Ručni alati za masažu
gid://shopify/TaxonomyCategory/hb-3-11-8-3       : Zdravlje i ljepota > Osobna njega > Masaža i opuštanje > Masažeri > Masažni jastuci
gid://shopify/TaxonomyCategory/hb-3-12           : Zdravlje i ljepota > Osobna njega > Njega usne šupljine
gid://shopify/TaxonomyCategory/hb-3-12-1         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sprejevi za svjež dah
gid://shopify/TaxonomyCategory/hb-3-12-2         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Zubni konac
gid://shopify/TaxonomyCategory/hb-3-12-3         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Štitnici za zube
gid://shopify/TaxonomyCategory/hb-3-12-4         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Zamjenski vrhovi za oralni tuš
gid://shopify/TaxonomyCategory/hb-3-12-5         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Oralni tuševi
gid://shopify/TaxonomyCategory/hb-3-12-6         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Ljepila za zubne proteze
gid://shopify/TaxonomyCategory/hb-3-12-7         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za čišćenje zubnih proteza
gid://shopify/TaxonomyCategory/hb-3-12-8         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Kompleti za popravak zubnih proteza
gid://shopify/TaxonomyCategory/hb-3-12-9         : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Zubne proteze
gid://shopify/TaxonomyCategory/hb-3-12-10        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Stimulatori desni
gid://shopify/TaxonomyCategory/hb-3-12-10-1      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Stimulatori desni > Električni stimulatori desni
gid://shopify/TaxonomyCategory/hb-3-12-10-2      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Stimulatori desni > Ručni stimulatori desni
gid://shopify/TaxonomyCategory/hb-3-12-11        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Vodica za ispiranje usta
gid://shopify/TaxonomyCategory/hb-3-12-12        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Kutije za ortodontske aparate
gid://shopify/TaxonomyCategory/hb-3-12-12-1      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Kutije za ortodontske aparate > Tvrde kutije za ortodontske aparate
gid://shopify/TaxonomyCategory/hb-3-12-12-2      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Kutije za ortodontske aparate > Meke kutije za ortodontske aparate
gid://shopify/TaxonomyCategory/hb-3-12-13        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Dentalni tuševi
gid://shopify/TaxonomyCategory/hb-3-12-14        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi
gid://shopify/TaxonomyCategory/hb-3-12-14-1      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Drveni ugljen u prahu
gid://shopify/TaxonomyCategory/hb-3-12-14-2      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Kompleti s LED svjetlima
gid://shopify/TaxonomyCategory/hb-3-12-14-3      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Kutije za udlage
gid://shopify/TaxonomyCategory/hb-3-12-14-4      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Pjena za izbjeljivanje
gid://shopify/TaxonomyCategory/hb-3-12-14-5      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Gelovi za izbjeljivanje
gid://shopify/TaxonomyCategory/hb-3-12-14-6      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Vodica za ispiranje usta za izbjeljivanje
gid://shopify/TaxonomyCategory/hb-3-12-14-7      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Olovke za izbjeljivanje
gid://shopify/TaxonomyCategory/hb-3-12-14-8      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Ampule za izbjeljivanje
gid://shopify/TaxonomyCategory/hb-3-12-14-9      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Prah za izbjeljivanje
gid://shopify/TaxonomyCategory/hb-3-12-14-10     : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Sredstva za izbjeljivanje zubi > Trakice za izbjeljivanje
gid://shopify/TaxonomyCategory/hb-3-12-15        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Strugalice za jezik
gid://shopify/TaxonomyCategory/hb-3-12-16        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Dodaci za četkice za zube
gid://shopify/TaxonomyCategory/hb-3-12-16-1      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Dodaci za četkice za zube > Zaštitne kapice za četkice za zube
gid://shopify/TaxonomyCategory/hb-3-12-16-2      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Dodaci za četkice za zube > Zamjenske glave četkica za zube
gid://shopify/TaxonomyCategory/hb-3-12-16-3      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Dodaci za četkice za zube > Sredstva za dezinfekciju četkica za zube
gid://shopify/TaxonomyCategory/hb-3-12-17        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Četkice za zube
gid://shopify/TaxonomyCategory/hb-3-12-17-1      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Četkice za zube > Električne četkice za zube
gid://shopify/TaxonomyCategory/hb-3-12-17-2      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Četkice za zube > Ručne četkice za zube
gid://shopify/TaxonomyCategory/hb-3-12-17-3      : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Četkice za zube > Kompleti četkica za zube
gid://shopify/TaxonomyCategory/hb-3-12-19        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Pasta za zube
gid://shopify/TaxonomyCategory/hb-3-12-18        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Pribor za tiskanje i dozatori paste za zube
gid://shopify/TaxonomyCategory/hb-3-12-20        : Zdravlje i ljepota > Osobna njega > Njega usne šupljine > Čačkalice za zube
gid://shopify/TaxonomyCategory/hb-3-13           : Zdravlje i ljepota > Osobna njega > Intimni lubrikanti
gid://shopify/TaxonomyCategory/hb-3-14           : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje
gid://shopify/TaxonomyCategory/hb-3-14-1         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Losion poslije brijanja
gid://shopify/TaxonomyCategory/hb-3-14-2         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Izbjeljivač dlačica na tijelu i licu
gid://shopify/TaxonomyCategory/hb-3-14-3         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Pribor za električne britvice
gid://shopify/TaxonomyCategory/hb-3-14-4         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Električne britvice
gid://shopify/TaxonomyCategory/hb-3-14-4-1       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Električne britvice > Električni aparati za brijanje
gid://shopify/TaxonomyCategory/hb-3-14-4-2       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Električne britvice > Rotirajući električni brijači
gid://shopify/TaxonomyCategory/hb-3-14-4-3       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Električne britvice > Trimeri
gid://shopify/TaxonomyCategory/hb-3-14-5         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Dodaci za mašinice za šišanje i trimere
gid://shopify/TaxonomyCategory/hb-3-14-6         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Mašinice za šišanje i trimeri
gid://shopify/TaxonomyCategory/hb-3-14-7         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka
gid://shopify/TaxonomyCategory/hb-3-14-7-1       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka > Sredstva za depilaciju
gid://shopify/TaxonomyCategory/hb-3-14-7-2       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka > Uređaji za elektrolizu
gid://shopify/TaxonomyCategory/hb-3-14-7-3       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka > Epilatori
gid://shopify/TaxonomyCategory/hb-3-14-7-4       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka > Grijači voska za uklanjanje dlačica
gid://shopify/TaxonomyCategory/hb-3-14-7-5       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka > Uređaji za lasersko i IPL uklanjanje dlačica
gid://shopify/TaxonomyCategory/hb-3-14-7-5-1     : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka > Uređaji za lasersko i IPL uklanjanje dlačica > IPL uređaji za uklanjanje dlačica
gid://shopify/TaxonomyCategory/hb-3-14-7-5-2     : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka > Uređaji za lasersko i IPL uklanjanje dlačica > Uređaji za lasersko uklanjanje dlačica
gid://shopify/TaxonomyCategory/hb-3-14-7-6       : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Uklanjanje dlaka > Kompleti i pribor za depilaciju voskom
gid://shopify/TaxonomyCategory/hb-3-14-8         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Britvice i žileti
gid://shopify/TaxonomyCategory/hb-3-14-9         : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Zdjelice i šalice za brijanje
gid://shopify/TaxonomyCategory/hb-3-14-10        : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Četkice za brijanje
gid://shopify/TaxonomyCategory/hb-3-14-11        : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Kreme za brijanje
gid://shopify/TaxonomyCategory/hb-3-14-12        : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Kompleti za brijanje
gid://shopify/TaxonomyCategory/hb-3-14-13        : Zdravlje i ljepota > Osobna njega > Brijanje i uređivanje > Štapići stipse
gid://shopify/TaxonomyCategory/hb-3-15           : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju
gid://shopify/TaxonomyCategory/hb-3-15-1         : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Maske za oči
gid://shopify/TaxonomyCategory/hb-3-15-2         : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Sredstva za pomoć kod hrkanja i apneje
gid://shopify/TaxonomyCategory/hb-3-15-2-1       : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Sredstva za pomoć kod hrkanja i apneje > Vanjske trake za nos
gid://shopify/TaxonomyCategory/hb-3-15-2-2       : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Sredstva za pomoć kod hrkanja i apneje > Naprave za potporu čeljusti
gid://shopify/TaxonomyCategory/hb-3-15-2-3       : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Sredstva za pomoć kod hrkanja i apneje > Udlage za donju čeljust (MAD)
gid://shopify/TaxonomyCategory/hb-3-15-2-4       : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Sredstva za pomoć kod hrkanja i apneje > Kopče za nos
gid://shopify/TaxonomyCategory/hb-3-15-2-5       : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Sredstva za pomoć kod hrkanja i apneje > Konusi za nos
gid://shopify/TaxonomyCategory/hb-3-15-2-6       : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Sredstva za pomoć kod hrkanja i apneje > Naprave za držanje jezika (TRD)
gid://shopify/TaxonomyCategory/hb-3-15-3         : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Jastuci za putovanje
gid://shopify/TaxonomyCategory/hb-3-15-4         : Zdravlje i ljepota > Osobna njega > Sredstva za pomoć pri spavanju > Uređaji za bijeli šum
gid://shopify/TaxonomyCategory/hb-3-16           : Zdravlje i ljepota > Osobna njega > Šatori za samotamnjenje
