# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-Brillen-Passform-Design
gid://shopify/TaxonomyAttribute/6450  : Kartengröße (Blatt)
gid://shopify/TaxonomyAttribute/6010  : Kartenstil
gid://shopify/TaxonomyAttribute/5676  : Karten-Aktualisierungsrichtlinie
gid://shopify/TaxonomyAttribute/9859  : Form der Marabufeder
gid://shopify/TaxonomyAttribute/9860  : Behandlung der Marabufeder
gid://shopify/TaxonomyAttribute/6451  : Funktionsmodule des Murmelbahnsets
gid://shopify/TaxonomyAttribute/8497  : Zertifizierung/Standard für Seenotsignale
gid://shopify/TaxonomyAttribute/3089  : Funktionen des Marine-Navigators
gid://shopify/TaxonomyAttribute/10691 : Einhaltung maritimer Sicherheitsstandards
gid://shopify/TaxonomyAttribute/8498  : Schiffsantriebsart
gid://shopify/TaxonomyAttribute/10692 : Makierertypen
gid://shopify/TaxonomyAttribute/10693 : Kaliber des Markierers
gid://shopify/TaxonomyAttribute/5599  : Markierungsformat
gid://shopify/TaxonomyAttribute/5600  : Markierungstextfarbe
gid://shopify/TaxonomyAttribute/2256  : Design der Markerspitze
gid://shopify/TaxonomyAttribute/10694 : Haltbarkeit der Markierung
gid://shopify/TaxonomyAttribute/9861  : Typ der Markierungsspitze
gid://shopify/TaxonomyAttribute/5338  : Marquee-Substrat
gid://shopify/TaxonomyAttribute/7835  : Verarbeitungsmethode der Marshmallows
gid://shopify/TaxonomyAttribute/7836  : Marshmallowgröße
gid://shopify/TaxonomyAttribute/10695 : Gürtelgrad im Kampfsport
gid://shopify/TaxonomyAttribute/5269  : Mascara-Bürstenform
gid://shopify/TaxonomyAttribute/1619  : Mascaraeffekt
gid://shopify/TaxonomyAttribute/5270  : Mascara-Formulierung
gid://shopify/TaxonomyAttribute/6011  : Stampferkopfdesign
gid://shopify/TaxonomyAttribute/10696 : Typ des Maskenlatzes
gid://shopify/TaxonomyAttribute/10697 : Material des Maskengitters
gid://shopify/TaxonomyAttribute/5086  : Maskenkissenmaterial
gid://shopify/TaxonomyAttribute/5098  : Maskengröße
gid://shopify/TaxonomyAttribute/10699 : Dichtungsmaterial der Maske
gid://shopify/TaxonomyAttribute/10700 : Riemenmaterial der Maske
gid://shopify/TaxonomyAttribute/1594  : Maskentyp
gid://shopify/TaxonomyAttribute/10698 : Design der Maske/Schutzbrille
gid://shopify/TaxonomyAttribute/2910  : Mauerwerksmaterial
gid://shopify/TaxonomyAttribute/2061  : Form des Maurereiprodukts
gid://shopify/TaxonomyAttribute/8499  : Messart des Luftmassenmessers
gid://shopify/TaxonomyAttribute/8500  : Montageart des Luftmassenmessers
gid://shopify/TaxonomyAttribute/6935  : Massagefunktion
gid://shopify/TaxonomyAttribute/5169  : Massagemechanismus-Dimensionalität
gid://shopify/TaxonomyAttribute/2839  : Textur des Massagesteins
gid://shopify/TaxonomyAttribute/1528  : Massagetechnik
gid://shopify/TaxonomyAttribute/10701 : Mastbefestigungsschnittstelle
gid://shopify/TaxonomyAttribute/10702 : Mastfußtyp
gid://shopify/TaxonomyAttribute/10703 : Mastbiegekurve
gid://shopify/TaxonomyAttribute/10704 : Mastdurchmessertyp
gid://shopify/TaxonomyAttribute/10705 : Typ der Mattenrückseite
gid://shopify/TaxonomyAttribute/2964  : Matten-Grundmaterial
gid://shopify/TaxonomyAttribute/10706 : Installationsmethode der Matte
gid://shopify/TaxonomyAttribute/10707 : Stil der Matte
gid://shopify/TaxonomyAttribute/2788  : Matten-/Teppichform
gid://shopify/TaxonomyAttribute/4     : Material
gid://shopify/TaxonomyAttribute/2148  : Materialfestigkeit
gid://shopify/TaxonomyAttribute/1222  : Materialhärte
gid://shopify/TaxonomyAttribute/5681  : Materialursprung
gid://shopify/TaxonomyAttribute/5686  : Materialbehandlung
gid://shopify/TaxonomyAttribute/3002  : Eigenschaften von Umstandskleidung
gid://shopify/TaxonomyAttribute/6763  : Typ des Umstandseinsatzes
gid://shopify/TaxonomyAttribute/3252  : Stil der Umstandsnachtwäsche
gid://shopify/TaxonomyAttribute/6764  : Stil des Umstandsbunds
gid://shopify/TaxonomyAttribute/3109  : Matratzeneigenschaften
gid://shopify/TaxonomyAttribute/6012  : Matratzenschonereigenschaften
gid://shopify/TaxonomyAttribute/6936  : Typ der Matratzenoberfläche
gid://shopify/TaxonomyAttribute/7837  : Material des Reifungsgefäßes
gid://shopify/TaxonomyAttribute/5544  : Maximale Bittiefe
gid://shopify/TaxonomyAttribute/2617  : Maximale Vergrößerung
gid://shopify/TaxonomyAttribute/9862  : Unterstützte maximale Quiltgröße
gid://shopify/TaxonomyAttribute/5472  : Maximal unterstützter Spulendurchmesser
gid://shopify/TaxonomyAttribute/7838  : Art der Mahlzeit
gid://shopify/TaxonomyAttribute/7839  : Zubereitungszustand der Mahlzeit
gid://shopify/TaxonomyAttribute/5579  : Gemessene Parameter
gid://shopify/TaxonomyAttribute/1550  : Messmethode
gid://shopify/TaxonomyAttribute/6301  : Messlöffeleigenschaften
gid://shopify/TaxonomyAttribute/1554  : Messart
gid://shopify/TaxonomyAttribute/1496  : Fleischstück
gid://shopify/TaxonomyAttribute/7840  : Verarbeitungszustand des Fleisches
gid://shopify/TaxonomyAttribute/7841  : Qualitätsstufe des Fleisches
gid://shopify/TaxonomyAttribute/7842  : Angaben zur Tierhaltung
gid://shopify/TaxonomyAttribute/6302  : Typ der Fleischklopferoberfläche
gid://shopify/TaxonomyAttribute/6013  : Mechanismus des Fleischklopfers
gid://shopify/TaxonomyAttribute/1500  : Fleischsorte
gid://shopify/TaxonomyAttribute/9863  : Montagezustand des mechanischen Webstuhls
gid://shopify/TaxonomyAttribute/9864  : Webart des mechanischen Webstuhls
gid://shopify/TaxonomyAttribute/6452  : Primärer Mechanismus des mechanischen Puzzles
gid://shopify/TaxonomyAttribute/6453  : Lösungsformat für mechanische Puzzles
gid://shopify/TaxonomyAttribute/9865  : Befestigungsart der Medaille
gid://shopify/TaxonomyAttribute/9866  : Auszeichnungsstufe der Medaille
gid://shopify/TaxonomyAttribute/9867  : Finish der Medaille
gid://shopify/TaxonomyAttribute/9868  : Verpackung der Medaille
gid://shopify/TaxonomyAttribute/2539  : Medienzugriff
gid://shopify/TaxonomyAttribute/2546  : Medieninhaltstyp
gid://shopify/TaxonomyAttribute/1823  : Medienformat
gid://shopify/TaxonomyAttribute/5594  : Physische Mediengröße
gid://shopify/TaxonomyAttribute/5413  : Media-Player-Formfaktor
gid://shopify/TaxonomyAttribute/2542  : Medienbereich
gid://shopify/TaxonomyAttribute/2540  : Medienthema
gid://shopify/TaxonomyAttribute/3126  : Medizinische Alarmfunktionen
gid://shopify/TaxonomyAttribute/5106  : Medizinprodukt-Zertifizierung
gid://shopify/TaxonomyAttribute/3330  : Medizinischer Identifikationstyp
gid://shopify/TaxonomyAttribute/5688  : Medizinisches Fachgebiet
gid://shopify/TaxonomyAttribute/5054  : Medizinisches Symbol
gid://shopify/TaxonomyAttribute/2601  : Zweck der medizinischen Spritze
gid://shopify/TaxonomyAttribute/2826  : Medizinisches Klebebandmaterial
gid://shopify/TaxonomyAttribute/2963  : Arzneimittel-/Ergänzungsmittelform
gid://shopify/TaxonomyAttribute/2362  : Medium
gid://shopify/TaxonomyAttribute/9869  : Enthaltenes Melodica-Zubehörset
gid://shopify/TaxonomyAttribute/9870  : Material der Luftkammer der Melodica
gid://shopify/TaxonomyAttribute/9871  : Mitgeliefertes Zubehör zur Melodica
gid://shopify/TaxonomyAttribute/9872  : Farbschema der Melodica-Tasten
gid://shopify/TaxonomyAttribute/9873  : Konfiguration des Melodica-Mundstücks
gid://shopify/TaxonomyAttribute/9874  : Typ des Melodica-Mundstücks
gid://shopify/TaxonomyAttribute/9875  : Material der Stimmzungen der Melodica
gid://shopify/TaxonomyAttribute/9876  : Größenklasse der Melodica
gid://shopify/TaxonomyAttribute/2487  : Stil der Melodica
gid://shopify/TaxonomyAttribute/7843  : Auswahl an Melonen
gid://shopify/TaxonomyAttribute/1900  : Speicherkanäle
gid://shopify/TaxonomyAttribute/6937  : Infusionsmaterial des Memory-Schaums
gid://shopify/TaxonomyAttribute/1875  : Speicherformfaktor
gid://shopify/TaxonomyAttribute/5567  : Speicherrang
gid://shopify/TaxonomyAttribute/2031  : Speichertyp
gid://shopify/TaxonomyAttribute/1840  : Speichertechnologie
gid://shopify/TaxonomyAttribute/9877  : Stärke des Memory-Drahts
gid://shopify/TaxonomyAttribute/9878  : Projektgröße des Memory-Drahts
gid://shopify/TaxonomyAttribute/1638  : Form der Menstruationstasse
gid://shopify/TaxonomyAttribute/5322  : Menstruationstassengröße
gid://shopify/TaxonomyAttribute/5321  : Menstruationstassen-Stieltyp
gid://shopify/TaxonomyAttribute/5351  : Mesh-Netzwerktechnologie
gid://shopify/TaxonomyAttribute/3737  : Maschenart
gid://shopify/TaxonomyAttribute/3050  : Funktionen des Metalldetektors
gid://shopify/TaxonomyAttribute/2131  : Anwendung der Metallform
gid://shopify/TaxonomyAttribute/6765  : Metallreinheit
gid://shopify/TaxonomyAttribute/2741  : Zählertyp
gid://shopify/TaxonomyAttribute/10708 : Gezählte Kennzahlen
gid://shopify/TaxonomyAttribute/1551  : Unterstützte Metriken
gid://shopify/TaxonomyAttribute/9879  : Stil der Metronomanzeige
gid://shopify/TaxonomyAttribute/9880  : Ausgabemethode des Metronoms
gid://shopify/TaxonomyAttribute/4364  : Mikrometertyp
gid://shopify/TaxonomyAttribute/3425  : Mikrofondesign
gid://shopify/TaxonomyAttribute/5457  : Kompressions-Schaltungstyp
gid://shopify/TaxonomyAttribute/1796  : Mikrofongewinde
gid://shopify/TaxonomyAttribute/6454  : Funktionsumfang des Spielzeugmikrofons
gid://shopify/TaxonomyAttribute/1815  : Mikrofontyp
gid://shopify/TaxonomyAttribute/5428  : Mikrofon‑Windschutz‑Typ
gid://shopify/TaxonomyAttribute/6015  : Mikrowellenkompatibilität
gid://shopify/TaxonomyAttribute/6016  : Funktionen des Mikrowellenherds
gid://shopify/TaxonomyAttribute/6766  : Teilstreitkraft
gid://shopify/TaxonomyAttribute/7844  : Grundzutat der Pflanzenmilch
gid://shopify/TaxonomyAttribute/7845  : Fütterungsart der Milchtiere
gid://shopify/TaxonomyAttribute/6017  : Milchaufschäumertyp
gid://shopify/TaxonomyAttribute/6018  : Milchaufschäummethode
gid://shopify/TaxonomyAttribute/6019  : Milchaufschäumsystem
gid://shopify/TaxonomyAttribute/7846  : Milchverarbeitungsmethode
gid://shopify/TaxonomyAttribute/7847  : Tierische Quelle der Milch
gid://shopify/TaxonomyAttribute/7848  : Hirseverarbeitungsmethode
gid://shopify/TaxonomyAttribute/7849  : Hirsesorte
gid://shopify/TaxonomyAttribute/7850  : Mahlverfahren
gid://shopify/TaxonomyAttribute/2378  : Mineralklasse
gid://shopify/TaxonomyAttribute/5134  : Mineralverbindungsform
gid://shopify/TaxonomyAttribute/2618  : Minimale Vergrößerung
gid://shopify/TaxonomyAttribute/9882  : Münzzeichen
gid://shopify/TaxonomyAttribute/6938  : Spiegelart
gid://shopify/TaxonomyAttribute/6939  : Spiegelabdeckung
gid://shopify/TaxonomyAttribute/6020  : Spiegelkrümmung
gid://shopify/TaxonomyAttribute/10709 : Typ der Spiegelkrümmung
gid://shopify/TaxonomyAttribute/2560  : Design des Spiegelgriffs
gid://shopify/TaxonomyAttribute/10710 : Spiegelmontageort
gid://shopify/TaxonomyAttribute/6940  : Spiegelform
gid://shopify/TaxonomyAttribute/5247  : Spiegelseiten
gid://shopify/TaxonomyAttribute/6021  : Spiegeltyp
gid://shopify/TaxonomyAttribute/5283  : Nebel-Anwendungsbereich
gid://shopify/TaxonomyAttribute/6022  : Nebelausgabemodus
gid://shopify/TaxonomyAttribute/8501  : Mischungsverhältnis
gid://shopify/TaxonomyAttribute/1827  : Mischpulttyp
gid://shopify/TaxonomyAttribute/6303  : Rührschüsseleigenschaften
gid://shopify/TaxonomyAttribute/6023  : Mischmechanismus
gid://shopify/TaxonomyAttribute/1736  : Mobile Montageart
gid://shopify/TaxonomyAttribute/1738  : Mobilebewegung
gid://shopify/TaxonomyAttribute/5429  : Handyzubehör inklusive
gid://shopify/TaxonomyAttribute/3073  : Eigenschaften der Handyhülle
gid://shopify/TaxonomyAttribute/5015  : Mobiltelefon-Anschlusstyp
gid://shopify/TaxonomyAttribute/5016  : Formfaktor des Mobiltelefons
gid://shopify/TaxonomyAttribute/6941  : Mobilitätsmerkmale
gid://shopify/TaxonomyAttribute/1582  : Typ des Elektromobils
gid://shopify/TaxonomyAttribute/5379  : Mobilitätstyp
gid://shopify/TaxonomyAttribute/3127  : Eigenschaften der Mobilitäts-/Barrierefreiheitsausstattung
gid://shopify/TaxonomyAttribute/6024  : Funktionen der Mochi-Maschine
gid://shopify/TaxonomyAttribute/6025  : Wirkungsweise
gid://shopify/TaxonomyAttribute/6455  : Montagegrad des Modellflugzeugs
gid://shopify/TaxonomyAttribute/2395  : Modellsteuerungstechnik
gid://shopify/TaxonomyAttribute/5042  : Geschlecht des Models
gid://shopify/TaxonomyAttribute/9883  : Im Modellbau-Set enthaltene Artikel
gid://shopify/TaxonomyAttribute/9884  : Modellbauprodukttyp
gid://shopify/TaxonomyAttribute/9885  : Inhalt des Modellraketen-Sets
gid://shopify/TaxonomyAttribute/9886  : Format des Modellraketen-Sets
gid://shopify/TaxonomyAttribute/9887  : Impulsklasse des Modellraketenmotors
gid://shopify/TaxonomyAttribute/6456  : Größe der Modellraketen-Motorhalterung
gid://shopify/TaxonomyAttribute/9888  : Erforderliche Energiequelle für Modellraketen
gid://shopify/TaxonomyAttribute/9889  : Typ des Modellraketentreibstoffs
gid://shopify/TaxonomyAttribute/9890  : Empfohlene Größe der Startrampe bzw. -schiene für Modellraketen
gid://shopify/TaxonomyAttribute/9891  : Bergungsmethode der Modellrakete
gid://shopify/TaxonomyAttribute/6457  : Typ des Modellraketen-Bergungssystems
gid://shopify/TaxonomyAttribute/6458  : Stufensystem der Modellrakete
gid://shopify/TaxonomyAttribute/9892  : Typ der elektrischen Verbindung für Modelleisenbahnzubehör
gid://shopify/TaxonomyAttribute/2393  : Modelleisenbahn-Zubehörtyp
gid://shopify/TaxonomyAttribute/9893  : Modellbahnkupplungstyp
gid://shopify/TaxonomyAttribute/9894  : Spurweitentyp der Modelleisenbahn
gid://shopify/TaxonomyAttribute/9895  : Eigenschaften der Modelleisenbahn-Beleuchtung
gid://shopify/TaxonomyAttribute/9896  : Stromabnahmemethode der Modelleisenbahn
gid://shopify/TaxonomyAttribute/9897  : Größe der Modelleisenbahn
gid://shopify/TaxonomyAttribute/9898  : Soundfunktionen der Modelleisenbahn
gid://shopify/TaxonomyAttribute/3022  : Modelleisenbahn-Thema
gid://shopify/TaxonomyAttribute/9899  : Spurweite der Modelleisenbahn
gid://shopify/TaxonomyAttribute/9900  : Grundmaterial des Modellierteigs
gid://shopify/TaxonomyAttribute/9901  : Merkmale des Modellierteigs
gid://shopify/TaxonomyAttribute/5360  : Modem-Formfaktor
gid://shopify/TaxonomyAttribute/5361  : Modemtechnologie
gid://shopify/TaxonomyAttribute/9902  : Modifikationsgrad
gid://shopify/TaxonomyAttribute/1867  : Modulationsmethode
gid://shopify/TaxonomyAttribute/6026  : Trocknungsmittelform
gid://shopify/TaxonomyAttribute/3341  : Feuchtigkeitscreme-Typ
gid://shopify/TaxonomyAttribute/7851  : Grundzutat der Melasse
gid://shopify/TaxonomyAttribute/7852  : Qualitätsstufe der Melasse
gid://shopify/TaxonomyAttribute/9903  : Material der Gussform
gid://shopify/TaxonomyAttribute/2955  : Form/Schnittform
gid://shopify/TaxonomyAttribute/2097  : Anwendung der Form
gid://shopify/TaxonomyAttribute/2119  : Stuckform
gid://shopify/TaxonomyAttribute/6027  : Methode der Geldentnahme
gid://shopify/TaxonomyAttribute/2795  : Monitor-Montagetyp
gid://shopify/TaxonomyAttribute/2905  : Monitorform
gid://shopify/TaxonomyAttribute/2007  : Monitortyp
gid://shopify/TaxonomyAttribute/3085  : Spezielle Monitor-/Bildschirmfunktionen
gid://shopify/TaxonomyAttribute/5109  : Überwachungsmethode
gid://shopify/TaxonomyAttribute/5053  : Überwachungsdiensttyp
gid://shopify/TaxonomyAttribute/6028  : Typ des Wischmoppkopfes
gid://shopify/TaxonomyAttribute/6029  : Auswringmechanismus des Mopps
gid://shopify/TaxonomyAttribute/1841  : Motherboard-Chipsatzfamilie
gid://shopify/TaxonomyAttribute/1842  : Motherboard-Formfaktor
gid://shopify/TaxonomyAttribute/3071  : Motherboard-Speicherfunktionen
gid://shopify/TaxonomyAttribute/1734  : Bewegung
gid://shopify/TaxonomyAttribute/2793  : Bewegungssensortyp
gid://shopify/TaxonomyAttribute/10713 : Typ des Motorriemens
gid://shopify/TaxonomyAttribute/10714 : Motorkonfiguration
gid://shopify/TaxonomyAttribute/8502  : Montagekonfiguration des Motors
gid://shopify/TaxonomyAttribute/10715 : Montageposition des Motors
gid://shopify/TaxonomyAttribute/10716 : Motorposition
gid://shopify/TaxonomyAttribute/2162  : Motorstartmethode
gid://shopify/TaxonomyAttribute/5255  : Motortyp
gid://shopify/TaxonomyAttribute/8503  : Funktionen zur Audio-/Video-Integration im Kraftfahrzeug
gid://shopify/TaxonomyAttribute/8504  : Anwendungsbereich/Position der Kfz-Glühlampe
gid://shopify/TaxonomyAttribute/8505  : Genehmigungsstandard für Kfz-Glühlampen
gid://shopify/TaxonomyAttribute/8506  : Sauerstoffsensorsonden im Kraftfahrzeug
gid://shopify/TaxonomyAttribute/8507  : Anzahl der Kabel des Sauerstoffsensors im Kraftfahrzeug
gid://shopify/TaxonomyAttribute/8508  : Position des Sauerstoffsensors im Kraftfahrzeug
gid://shopify/TaxonomyAttribute/8509  : Sensornummer des Lambdasensors im Kraftfahrzeug
gid://shopify/TaxonomyAttribute/8510  : Art der Sauerstoffsensors im Kraftfahrzeug
gid://shopify/TaxonomyAttribute/8511  : Auftragsmethode für Fahrzeuglack
gid://shopify/TaxonomyAttribute/8512  : Schritt des Fahrzeuglackiersystems
gid://shopify/TaxonomyAttribute/2698  : Platzierung der Kraftfahrzeuge
gid://shopify/TaxonomyAttribute/8513  : Montageart des Kfz-Lautsprechers
gid://shopify/TaxonomyAttribute/8514  : Größe der Subwoofer für Autos
gid://shopify/TaxonomyAttribute/8515  : Konfiguration der Schwingspulen des Kfz-Subwoofers
gid://shopify/TaxonomyAttribute/8516  : Impedanz der Schwingspule des Kfz-Subwoofers (pro Spule)
gid://shopify/TaxonomyAttribute/2695  : Kfz-Typ
gid://shopify/TaxonomyAttribute/8517  : Typ des Spannungsreglers für Kraftfahrzeuge
gid://shopify/TaxonomyAttribute/8518  : Zertifizierungsstandard für Motorradschutzkleidung
gid://shopify/TaxonomyAttribute/8519  : Größenklasse der Motorradabdeckung
gid://shopify/TaxonomyAttribute/2750  : Art des Motorradantriebs
gid://shopify/TaxonomyAttribute/8520  : Zertifizierungsstandard für Motorradhandschuhe
gid://shopify/TaxonomyAttribute/2716  : Zweck des Motorradhandschuhs
gid://shopify/TaxonomyAttribute/8521  : Wasserdichte Konstruktion von Motorradhandschuhen
gid://shopify/TaxonomyAttribute/8522  : Abdeckungsbereich des Motorradschutzes
gid://shopify/TaxonomyAttribute/8523  : Konstruktionsart des Motorrad-Nierengurts
gid://shopify/TaxonomyAttribute/8524  : Zweck des Motorrad-Nierengurts
gid://shopify/TaxonomyAttribute/8525  : Kapazitätsklasse des Motorradgepäcks
gid://shopify/TaxonomyAttribute/8526  : Befestigungssystem des Motorradgepäcks
gid://shopify/TaxonomyAttribute/8527  : Seite des Motorradgepäcks
gid://shopify/TaxonomyAttribute/8528  : Größensystem der Motorrad-Schutzausrüstung
gid://shopify/TaxonomyAttribute/8529  : Bauart des Motorradträgers
gid://shopify/TaxonomyAttribute/8530  : Motorradfahrdisziplin
gid://shopify/TaxonomyAttribute/8531  : Geschwindigkeitsindex für Motorradreifen
gid://shopify/TaxonomyAttribute/2702  : Motorradreifentyp
gid://shopify/TaxonomyAttribute/2751  : Motorrad-/Rollertyp
gid://shopify/TaxonomyAttribute/8532  : Zertifizierung des Motorsport-Fensternetzes
gid://shopify/TaxonomyAttribute/10717 : Verwendungszweck des Wurfhügels
gid://shopify/TaxonomyAttribute/8533  : Befestigungsmethode
gid://shopify/TaxonomyAttribute/5675  : Halterungs-Installationspunkt
gid://shopify/TaxonomyAttribute/5674  : Halterungs-Schnittstellensystem
gid://shopify/TaxonomyAttribute/2789  : Montagematerial
gid://shopify/TaxonomyAttribute/3023  : Halterungs-/Ständerfunktionen
gid://shopify/TaxonomyAttribute/10718 : Typ der Mountainboard-Achsen
gid://shopify/TaxonomyAttribute/6030  : Muster des Befestigungsbolzens
gid://shopify/TaxonomyAttribute/2794  : Montagezubehör
gid://shopify/TaxonomyAttribute/8534  : Montagematerial im Lieferumfang enthalten (für die Installation)
gid://shopify/TaxonomyAttribute/5430  : Montageschnittstellenstandard
gid://shopify/TaxonomyAttribute/5619  : Montageschnittstellenstandard
gid://shopify/TaxonomyAttribute/8535  : Montageort
gid://shopify/TaxonomyAttribute/5017  : Montagemechanismus
gid://shopify/TaxonomyAttribute/8536  : Montageart
gid://shopify/TaxonomyAttribute/8537  : Montageposition
