# Shopify Product Taxonomy - Mappings: 0.17.0
# Format:
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A start
# ...
# {input_category_id} -> {output_category_id}
# ...
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A end, Mappings B start
# ...
# {input_category_id} -> {output_category_id}
# ...

shopify/2024-04 -> google/2021-09-21
gid://shopify/TaxonomyCategory/ap                => 1                                               
gid://shopify/TaxonomyCategory/sg-1-25-2-3       => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-2-4       => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-2-5       => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-2-6       => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-2-7       => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-2-8       => 1068                                            
gid://shopify/TaxonomyCategory/sg-1-25-2-9       => 1068                                            
gid://shopify/TaxonomyCategory/sg-2              => 990                                             
gid://shopify/TaxonomyCategory/sg-2-1            => 499797                                          
gid://shopify/TaxonomyCategory/sg-2-1-1          => 499797                                          
gid://shopify/TaxonomyCategory/sg-2-1-2          => 499797                                          
gid://shopify/TaxonomyCategory/sg-2-2            => 237166                                          
gid://shopify/TaxonomyCategory/sg-2-3            => 499796                                          
gid://shopify/TaxonomyCategory/sg-2-3-1          => 499796                                          
gid://shopify/TaxonomyCategory/sg-2-3-2          => 499796                                          
gid://shopify/TaxonomyCategory/sg-2-3-3          => 499796                                          
gid://shopify/TaxonomyCategory/sg-2-3-4          => 499796                                          
gid://shopify/TaxonomyCategory/sg-2-4            => 499792                                          
gid://shopify/TaxonomyCategory/sg-2-4-1          => 4598                                            
gid://shopify/TaxonomyCategory/sg-2-4-1-1        => 499703                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-1-1      => 499703                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-1-2      => 499703                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-2        => 499702                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-2-1      => 499702                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-2-2      => 499702                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-2-3      => 499702                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-2-4      => 499702                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-2-5      => 499702                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-2-6      => 499702                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-3        => 499701                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-3-1      => 499701                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-3-2      => 499701                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-4        => 499700                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-4-1      => 499700                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-4-2      => 499700                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5        => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-1      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-2      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-3      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-4      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-5      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-6      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-7      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-8      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-9      => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-10     => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-11     => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-12     => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-13     => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-1-5-14     => 499699                                          
gid://shopify/TaxonomyCategory/sg-2-4-2          => 4589                                            
gid://shopify/TaxonomyCategory/sg-2-4-2-1        => 992                                             
gid://shopify/TaxonomyCategory/sg-2-4-2-1-1      => 992                                             
gid://shopify/TaxonomyCategory/sg-2-4-2-1-2      => 992                                             
