# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-glasögonpassningsdesign
gid://shopify/TaxonomyAttribute/6062  : Nålsform
gid://shopify/TaxonomyAttribute/2356  : Stiftstorlek
gid://shopify/TaxonomyAttribute/5151  : Nålspetstyp
gid://shopify/TaxonomyAttribute/10056 : Nåltyp
gid://shopify/TaxonomyAttribute/5332  : Flipperspelsutgåva
gid://shopify/TaxonomyAttribute/5333  : Flipperspelsformat
gid://shopify/TaxonomyAttribute/10790 : Bordtenniscerifiering
gid://shopify/TaxonomyAttribute/10791 : Bordtennistävlingscertifiering
gid://shopify/TaxonomyAttribute/2862  : Bordtennisutrustning som ingår
gid://shopify/TaxonomyAttribute/10792 : Bordtennisracket – typ av handtag
gid://shopify/TaxonomyAttribute/10793 : Typ av tillbehör till pingisrobot
gid://shopify/TaxonomyAttribute/3174  : Detaljer för bordtennisrobot
gid://shopify/TaxonomyAttribute/10794 : Yttyp för pingisgummi
gid://shopify/TaxonomyAttribute/10795 : Typ av pingisgummi
gid://shopify/TaxonomyAttribute/10796 : Typ av pingisbord
gid://shopify/TaxonomyAttribute/2140  : Utförande av rörklämma
gid://shopify/TaxonomyAttribute/6307  : Rörkopplingsmetod
gid://shopify/TaxonomyAttribute/10057 : Ljudalstringssätt för rörinstrument
gid://shopify/TaxonomyAttribute/1503  : Rörform
gid://shopify/TaxonomyAttribute/6063  : Spritsmunstyckets form
gid://shopify/TaxonomyAttribute/8593  : Användningsområde för kolv
gid://shopify/TaxonomyAttribute/8594  : Kolvkrona/skålform
gid://shopify/TaxonomyAttribute/8595  : Fästtyp för kolvbult
gid://shopify/TaxonomyAttribute/10797 : Utformning av grop/pit
gid://shopify/TaxonomyAttribute/10798 : Typ av groplock
gid://shopify/TaxonomyAttribute/7880  : Pitahayans fruktköttsfärg
gid://shopify/TaxonomyAttribute/10799 : Täckningslängd för planmattan
gid://shopify/TaxonomyAttribute/10058 : Tonhöjdsområde
gid://shopify/TaxonomyAttribute/10059 : Tonhöjdsstandard
gid://shopify/TaxonomyAttribute/6064  : Kanna med hällpip
gid://shopify/TaxonomyAttribute/10800 : Storleksbeteckning för pitching rubber
gid://shopify/TaxonomyAttribute/10801 : Pitching-skärmstil
gid://shopify/TaxonomyAttribute/10802 : Design av pitching-mål
gid://shopify/TaxonomyAttribute/10803 : Antal pitchinghjul
gid://shopify/TaxonomyAttribute/10060 : Vridjustering
gid://shopify/TaxonomyAttribute/10804 : Typ av svängstycke
gid://shopify/TaxonomyAttribute/6065  : Design av pizzaskärare
gid://shopify/TaxonomyAttribute/6066  : Pizzapanna-stil
gid://shopify/TaxonomyAttribute/2519  : Pi√±ata design
gid://shopify/TaxonomyAttribute/10040 : Piñatafyllning som ingår
gid://shopify/TaxonomyAttribute/10041 : Upphängningsmetod för piñata
gid://shopify/TaxonomyAttribute/10042 : Typ av piñataöppning
gid://shopify/TaxonomyAttribute/10061 : Stängningsmekanism för platskortshållare
gid://shopify/TaxonomyAttribute/10062 : Orientering av platskort
gid://shopify/TaxonomyAttribute/10063 : Utskriftsstatus för platskort
gid://shopify/TaxonomyAttribute/2161  : Möjlig placering
gid://shopify/TaxonomyAttribute/6781  : Typ av knapplås
gid://shopify/TaxonomyAttribute/5020  : Planens servicetyp
gid://shopify/TaxonomyAttribute/6472  : Temainnehåll för planetarium
gid://shopify/TaxonomyAttribute/6473  : Innehållsformat för planetariumprojektion
gid://shopify/TaxonomyAttribute/6308  : Svårighetsgrad för växtskötsel
gid://shopify/TaxonomyAttribute/1445  : Egenskaper hos växt
gid://shopify/TaxonomyAttribute/1338  : Växtklass
gid://shopify/TaxonomyAttribute/6067  : Typ av växtbehållare
gid://shopify/TaxonomyAttribute/10064 : Typ av växtfiber
gid://shopify/TaxonomyAttribute/6068  : Växtens livscykel
gid://shopify/TaxonomyAttribute/5682  : Växtmaterial
gid://shopify/TaxonomyAttribute/1339  : Växtens namn
gid://shopify/TaxonomyAttribute/4052  : Växtfas
gid://shopify/TaxonomyAttribute/2822  : Växtstöd - material
gid://shopify/TaxonomyAttribute/6069  : Material för planteringskruka
gid://shopify/TaxonomyAttribute/10065 : Ytfinish för gipsgaze
gid://shopify/TaxonomyAttribute/10066 : Gipsgaze – kvalitet
gid://shopify/TaxonomyAttribute/10067 : Vävtäthet för gipsgaze
gid://shopify/TaxonomyAttribute/10068 : Ytfinish för plastduk
gid://shopify/TaxonomyAttribute/10069 : Ytbehandling för plastcanvas-ark
gid://shopify/TaxonomyAttribute/10070 : Genomskinlighet för plastduk
gid://shopify/TaxonomyAttribute/10805 : Design av plattans botten
gid://shopify/TaxonomyAttribute/10806 : Kompatibilitetsstandard för tallrik
gid://shopify/TaxonomyAttribute/6070  : Plattkopplingsmönster
gid://shopify/TaxonomyAttribute/10807 : Installationstyp för platta
gid://shopify/TaxonomyAttribute/6071  : Plattans syfte
gid://shopify/TaxonomyAttribute/10808 : Tallriksstorlekskategori
gid://shopify/TaxonomyAttribute/6072  : Tallriksstil
gid://shopify/TaxonomyAttribute/1651  : Typ av tallrik
gid://shopify/TaxonomyAttribute/6474  : Innehåll i lekdegssats
gid://shopify/TaxonomyAttribute/6475  : Verktyg som ingår i set för leklera
gid://shopify/TaxonomyAttribute/10809 : Lämplighet för lekmiljöer
gid://shopify/TaxonomyAttribute/3294  : Spelutrustningsartiklar som ingår
gid://shopify/TaxonomyAttribute/6476  : Egenskaper för leksaksmat
gid://shopify/TaxonomyAttribute/6477  : Matleksaker som ingår
gid://shopify/TaxonomyAttribute/6478  : Storleksskala för lekmat
gid://shopify/TaxonomyAttribute/6479  : Ingående delar i leksakspengar-set
gid://shopify/TaxonomyAttribute/6480  : Spelmönster
gid://shopify/TaxonomyAttribute/3395  : Rutschkana - design
gid://shopify/TaxonomyAttribute/6481  : Monteringstyp för leksprinkler
gid://shopify/TaxonomyAttribute/6482  : Leksaksfordonets ljus och ljud
gid://shopify/TaxonomyAttribute/3402  : Spela framdrivning av fordon
gid://shopify/TaxonomyAttribute/6483  : Skala för lekfordon
gid://shopify/TaxonomyAttribute/3295  : Detaljer för design av lekhage
gid://shopify/TaxonomyAttribute/1964  : Format på uppspelningsskivor
gid://shopify/TaxonomyAttribute/5463  : Uppspelningshastighet som stöds
gid://shopify/TaxonomyAttribute/1826  : Drivtyp för spelare
gid://shopify/TaxonomyAttribute/1217  : Spelarposition
gid://shopify/TaxonomyAttribute/10810 : Spelarstorlekskategori
gid://shopify/TaxonomyAttribute/10071 : Storleksintervall för spelare
gid://shopify/TaxonomyAttribute/3095  : Specialfunktioner spelare/inspelare
gid://shopify/TaxonomyAttribute/2764  : Lekstugekonstruktion
gid://shopify/TaxonomyAttribute/10811 : Lekmiljö
gid://shopify/TaxonomyAttribute/10072 : Spelmetod
gid://shopify/TaxonomyAttribute/10073 : Material för spelyta
gid://shopify/TaxonomyAttribute/10074 : Typ av spelyta
gid://shopify/TaxonomyAttribute/6484  : Lekset – aktiviteter som ingår
gid://shopify/TaxonomyAttribute/6485  : Typ av installation för lekset
gid://shopify/TaxonomyAttribute/6486  : Delar som ingår i lekset
gid://shopify/TaxonomyAttribute/10812 : Tångens käftform
gid://shopify/TaxonomyAttribute/1925  : Pluggtyp
gid://shopify/TaxonomyAttribute/7881  : Plommonsort
gid://shopify/TaxonomyAttribute/2069  : Applicering av primer för rörledningar
gid://shopify/TaxonomyAttribute/2143  : Vattenlåskonstruktion
gid://shopify/TaxonomyAttribute/7882  : Pluotsort
gid://shopify/TaxonomyAttribute/10075 : Typ av handtag för plungerdämpare
gid://shopify/TaxonomyAttribute/2208  : Kolvform
gid://shopify/TaxonomyAttribute/2095  : Plywoodkvalitet
gid://shopify/TaxonomyAttribute/2585  : Pneumatisk transportördrift
gid://shopify/TaxonomyAttribute/1943  : PoE-standard
gid://shopify/TaxonomyAttribute/6782  : Fickförslutningstyp
gid://shopify/TaxonomyAttribute/10076 : Öppningsmekanism för fickkniv
gid://shopify/TaxonomyAttribute/6783  : Fickstil
gid://shopify/TaxonomyAttribute/6784  : Typ av ficka
gid://shopify/TaxonomyAttribute/10813 : Fastsättningssystem för pod
gid://shopify/TaxonomyAttribute/6487  : Typ av fotstöd för pogo stick
gid://shopify/TaxonomyAttribute/6488  : Fjädringstyp för pogo stick
gid://shopify/TaxonomyAttribute/10077 : Typ av handtag för poi
gid://shopify/TaxonomyAttribute/10078 : Poi-ljuskälla
gid://shopify/TaxonomyAttribute/10079 : Typ av koppling för poi
gid://shopify/TaxonomyAttribute/10080 : Poi-typ
gid://shopify/TaxonomyAttribute/2244  : Spetsdesign
gid://shopify/TaxonomyAttribute/10081 : Punkttyp
gid://shopify/TaxonomyAttribute/10814 : Skaftlängd för spetssko
gid://shopify/TaxonomyAttribute/10815 : Pointe-skoskaftstyrka
gid://shopify/TaxonomyAttribute/1913  : Pekdon
gid://shopify/TaxonomyAttribute/6489  : Ingående förvaring för pokertillbehör
gid://shopify/TaxonomyAttribute/6490  : Konfiguration av pokerchipsfack/ställ
gid://shopify/TaxonomyAttribute/1816  : Polarmönster
gid://shopify/TaxonomyAttribute/5505  : Polaritetskonfiguration
gid://shopify/TaxonomyAttribute/1887  : Polarisering
gid://shopify/TaxonomyAttribute/10816 : Metod för stagning av stång
gid://shopify/TaxonomyAttribute/10817 : Typ av stolpkorg
gid://shopify/TaxonomyAttribute/10818 : Polkopplingssystem
gid://shopify/TaxonomyAttribute/6073  : Typ av stolpkonstruktion
gid://shopify/TaxonomyAttribute/10819 : Typ av stångsystem
gid://shopify/TaxonomyAttribute/2965  : Stolpe/påle - material
gid://shopify/TaxonomyAttribute/8596  : Anpassning av polisutrustning
gid://shopify/TaxonomyAttribute/8597  : Utrustningspaket för polisfordon
gid://shopify/TaxonomyAttribute/8598  : Polisfordonets ljus-/sirenutrustning
gid://shopify/TaxonomyAttribute/8599  : Anpassningsnivå av polisfordon
gid://shopify/TaxonomyAttribute/2628  : Design av regelskylt
gid://shopify/TaxonomyAttribute/2834  : Polish torr form
gid://shopify/TaxonomyAttribute/10082 : Formulering för polish
gid://shopify/TaxonomyAttribute/10083 : Användningsområde för polish
gid://shopify/TaxonomyAttribute/1626  : Form på nagellacksborttagare
gid://shopify/TaxonomyAttribute/5282  : Nagellacksborttagningsformulering
gid://shopify/TaxonomyAttribute/2736  : Typ av polermedel
gid://shopify/TaxonomyAttribute/10084 : Pollenhalt
gid://shopify/TaxonomyAttribute/10085 : Polymerleras fasthetsnivå
gid://shopify/TaxonomyAttribute/10086 : Polymerlerans genomskinlighet
gid://shopify/TaxonomyAttribute/2468  : Polyfoni
gid://shopify/TaxonomyAttribute/10820 : Modell av pompomhandtag
gid://shopify/TaxonomyAttribute/10087 : Baksides-/tejpmaterial för pom-pom-kant
gid://shopify/TaxonomyAttribute/6785  : Pompong – typ
gid://shopify/TaxonomyAttribute/7883  : Granatäpplets produktform
gid://shopify/TaxonomyAttribute/7884  : Granatäpplesort
gid://shopify/TaxonomyAttribute/6786  : Stil för hästsvanshållare
gid://shopify/TaxonomyAttribute/6074  : Kemikalietyp i poolen
gid://shopify/TaxonomyAttribute/6075  : Poolfiltertyp
gid://shopify/TaxonomyAttribute/6076  : Typ av poolspel
gid://shopify/TaxonomyAttribute/6077  : Design av poolstege
gid://shopify/TaxonomyAttribute/6078  : Installationsstil för poolfoder
gid://shopify/TaxonomyAttribute/6079  : Poollounge-stil
gid://shopify/TaxonomyAttribute/6080  : Specifikation för pool solstolar
gid://shopify/TaxonomyAttribute/6081  : Typ av poolskimmer
gid://shopify/TaxonomyAttribute/6082  : Specikation för poolleksak
gid://shopify/TaxonomyAttribute/6083  : Pooltyp
gid://shopify/TaxonomyAttribute/6084  : Typ av pooldammsugare
gid://shopify/TaxonomyAttribute/7885  : Popcornform
gid://shopify/TaxonomyAttribute/6085  : Popcornkärnsort
gid://shopify/TaxonomyAttribute/7886  : Fläsksvålsutförande
gid://shopify/TaxonomyAttribute/1634  : Bärbarhet
gid://shopify/TaxonomyAttribute/6946  : Portabilitetsfunktioner
gid://shopify/TaxonomyAttribute/10088 : Bärbarhet/ramtyp
gid://shopify/TaxonomyAttribute/6491  : Funktioner för bärbara elektroniska spel
gid://shopify/TaxonomyAttribute/6086  : Typ av portafilter
gid://shopify/TaxonomyAttribute/6087  : Metod för eftermontering
gid://shopify/TaxonomyAttribute/6787  : Lämplighet för postoperativt stadium
gid://shopify/TaxonomyAttribute/3021  : Detaljer för frimärke
gid://shopify/TaxonomyAttribute/10089 : Frimärkesformat
gid://shopify/TaxonomyAttribute/10090 : Poststämpeltyp
gid://shopify/TaxonomyAttribute/5316  : Postpartumstadium
gid://shopify/TaxonomyAttribute/7887  : Typ av potatisskärning
gid://shopify/TaxonomyAttribute/7888  : Avsedd användning för potatis
gid://shopify/TaxonomyAttribute/7889  : Potatissort
gid://shopify/TaxonomyAttribute/2389  : Potentiellt extrakt
gid://shopify/TaxonomyAttribute/10091 : Bränning av keramiklera som krävs
gid://shopify/TaxonomyAttribute/10092 : Appliceringsmetod för keramikglasyr
gid://shopify/TaxonomyAttribute/10093 : Lerkropp kompatibel med keramikglasyr
gid://shopify/TaxonomyAttribute/10094 : Glasyrform
gid://shopify/TaxonomyAttribute/1789  : Delar i potträningskit
gid://shopify/TaxonomyAttribute/1788  : Design på pott-/toalettsits
gid://shopify/TaxonomyAttribute/6788  : Påsedesign
gid://shopify/TaxonomyAttribute/6789  : Typ av påse
gid://shopify/TaxonomyAttribute/6088  : Design av hällpip
gid://shopify/TaxonomyAttribute/6089  : Hällpipstil
gid://shopify/TaxonomyAttribute/7890  : Dryckessort i pulverform
gid://shopify/TaxonomyAttribute/5625  : Strömkontakttyp
gid://shopify/TaxonomyAttribute/5580  : Typ av kraftomvandlingshalvledare
gid://shopify/TaxonomyAttribute/6090  : Typ av draganordning för motordrivet utrustning
gid://shopify/TaxonomyAttribute/10821 : Stil för power rack
gid://shopify/TaxonomyAttribute/1221  : Strömkälla
gid://shopify/TaxonomyAttribute/8600  : Formulering av servostyrningsvätska
gid://shopify/TaxonomyAttribute/5554  : Nätaggregatets effektivitetsklassning
gid://shopify/TaxonomyAttribute/5666  : Nätaggregatsformfaktor
gid://shopify/TaxonomyAttribute/5667  : Nätaggregatsmodularitet
gid://shopify/TaxonomyAttribute/10095 : Ljudutgång för övningsdämpare
gid://shopify/TaxonomyAttribute/10096 : Inverkan på intonation för övningsdämpare
gid://shopify/TaxonomyAttribute/10097 : Ventilations-/ventiltyp för övningsdämpare
gid://shopify/TaxonomyAttribute/10098 : Funktioner för övningspad
gid://shopify/TaxonomyAttribute/10099 : Monteringsstil för övningsplatta
gid://shopify/TaxonomyAttribute/10100 : Rebound-nivå för övningsplatta
gid://shopify/TaxonomyAttribute/10101 : Konfiguration av övningsplattans yta
gid://shopify/TaxonomyAttribute/6091  : Predator-skyddsstil
gid://shopify/TaxonomyAttribute/6092  : Föredragen jordtyp
gid://shopify/TaxonomyAttribute/6790  : Lämplighet för graviditetsstadier
gid://shopify/TaxonomyAttribute/1580  : Graviditetstestkänslighet
gid://shopify/TaxonomyAttribute/7891  : Förberedelsestatus
gid://shopify/TaxonomyAttribute/7892  : Beredningssätt
gid://shopify/TaxonomyAttribute/6093  : Typ av beredning
gid://shopify/TaxonomyAttribute/5306  : Receptstatus
gid://shopify/TaxonomyAttribute/3165  : Detaljer för presentationsförsörjning
gid://shopify/TaxonomyAttribute/7893  : Konserveringsmedium
gid://shopify/TaxonomyAttribute/6094  : Konserveringsmetod
gid://shopify/TaxonomyAttribute/2621  : Konserveringstyp
gid://shopify/TaxonomyAttribute/10102 : Metod för fastsättning av pressarfot
gid://shopify/TaxonomyAttribute/6309  : Tryckkokare användarnamn typ
gid://shopify/TaxonomyAttribute/6095  : Säkerhetsfunktioner för tryckkokare
gid://shopify/TaxonomyAttribute/10822 : Typ av tryckmätare
gid://shopify/TaxonomyAttribute/8601  : Tryckenhet
gid://shopify/TaxonomyAttribute/8602  : Balanstyp för tryckplatta
gid://shopify/TaxonomyAttribute/8603  : Ingående komponenter i tryckplatta
gid://shopify/TaxonomyAttribute/8604  : Användningsområde för trycksensor
gid://shopify/TaxonomyAttribute/8605  : Port/gängstandard för trycksensor
gid://shopify/TaxonomyAttribute/6096  : Tryckinställningar
gid://shopify/TaxonomyAttribute/6097  : Typ av anslutning för högtryckstvättens utlopp
gid://shopify/TaxonomyAttribute/6098  : Sprutmönster för högtryckstvätt
gid://shopify/TaxonomyAttribute/10823 : Trycksättningsmetod
gid://shopify/TaxonomyAttribute/3403  : Typ av låtsaselektronikleksak
gid://shopify/TaxonomyAttribute/6492  : Leksaksstädset – artiklar som ingår
gid://shopify/TaxonomyAttribute/3404  : Typ av hushållsutrustningsleksak
gid://shopify/TaxonomyAttribute/6493  : Elektroniska funktioner för låtsasspel
gid://shopify/TaxonomyAttribute/6494  : Delar som ingår i låtsaslekset
gid://shopify/TaxonomyAttribute/6495  : Tema för låtsaslekset
gid://shopify/TaxonomyAttribute/7894  : Pretzelbeläggning
gid://shopify/TaxonomyAttribute/7895  : Kringelform
gid://shopify/TaxonomyAttribute/5497  : Primär PCIe-platsversion
gid://shopify/TaxonomyAttribute/8606  : Primärt komponentmaterial
gid://shopify/TaxonomyAttribute/7896  : Primärt användningsområde för maträtt
gid://shopify/TaxonomyAttribute/7897  : Primär växtbas
gid://shopify/TaxonomyAttribute/7898  : Primär växtproteinkälla
gid://shopify/TaxonomyAttribute/2644  : Primär region
gid://shopify/TaxonomyAttribute/7899  : Primär sötningsmedelskälla
gid://shopify/TaxonomyAttribute/2064  : Användningsområde för primer
gid://shopify/TaxonomyAttribute/6099  : Typ av tryckt Edition
gid://shopify/TaxonomyAttribute/5339  : Tryckorientering
gid://shopify/TaxonomyAttribute/10103 : Placering av tryck
gid://shopify/TaxonomyAttribute/5363  : Skrivarservers formfaktor
gid://shopify/TaxonomyAttribute/10104 : Tryckteknik
gid://shopify/TaxonomyAttribute/1946  : Tryckteknik
gid://shopify/TaxonomyAttribute/10105 : Avsedd användning för tryckbar canvas
gid://shopify/TaxonomyAttribute/10106 : Format för tryckbart tyg
gid://shopify/TaxonomyAttribute/6100  : Tryckta sidor
gid://shopify/TaxonomyAttribute/1947  : Skrivartillbehör ingår
gid://shopify/TaxonomyAttribute/5382  : Skrivarens färgkapacitet
gid://shopify/TaxonomyAttribute/5364  : Skrivarens anslutningsgränssnitt
gid://shopify/TaxonomyAttribute/5383  : Skrivarens formfaktor
gid://shopify/TaxonomyAttribute/1952  : Skrivarfunktioner
gid://shopify/TaxonomyAttribute/3091  : Specialfunktioner skrivare/kopiator
gid://shopify/TaxonomyAttribute/1949  : Utskriftsfärg
gid://shopify/TaxonomyAttribute/2372  : Utskriftsmetod
gid://shopify/TaxonomyAttribute/6496  : Prismamaterial
gid://shopify/TaxonomyAttribute/8607  : Konfiguration av fångartransport
gid://shopify/TaxonomyAttribute/8608  : Typ av skiljevägg för fångtransport
gid://shopify/TaxonomyAttribute/5564  : Sekretessfiltreringsriktning
gid://shopify/TaxonomyAttribute/6947  : Avskildhets- eller akustisk funktion
gid://shopify/TaxonomyAttribute/5687  : Procedur
gid://shopify/TaxonomyAttribute/10107 : Bearbetningsgrad
gid://shopify/TaxonomyAttribute/1901  : Processorkärnor
gid://shopify/TaxonomyAttribute/1869  : Processorfamilj
gid://shopify/TaxonomyAttribute/1845  : Processoruttag
gid://shopify/TaxonomyAttribute/1817  : Processorteknik
gid://shopify/TaxonomyAttribute/7900  : Kvalitetsklass för produkt
