# Shopify Product Taxonomy - Categories: 2025-03
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Eläinten ja lemmikkieläinten tarvikkeet
gid://shopify/TaxonomyCategory/hg-4-3            : Koti ja puutarha > Hätätilanteisiin varautuminen > Hätäruokapakkaukset
gid://shopify/TaxonomyCategory/hg-4-4            : Koti ja puutarha > Hätätilanteisiin varautuminen > Selviytymisvälineet ja -pakkaukset
gid://shopify/TaxonomyCategory/hg-4-5            : Koti ja puutarha > Hätätilanteisiin varautuminen > Kalusteiden kiinnitys
gid://shopify/TaxonomyCategory/hg-5              : Koti ja puutarha > Takka- ja puu-uunitarvikkeet
gid://shopify/TaxonomyCategory/hg-5-1            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Palkeet
gid://shopify/TaxonomyCategory/hg-5-2            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Takan ja puu-uunin arinat
gid://shopify/TaxonomyCategory/hg-5-3            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Kipinäkaaret
gid://shopify/TaxonomyCategory/hg-5-4            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Takkaheijastimet
gid://shopify/TaxonomyCategory/hg-5-5            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Kipinäsuojat
gid://shopify/TaxonomyCategory/hg-5-6            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Takkavälineet
gid://shopify/TaxonomyCategory/hg-5-7            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Polttopuu ja polttoaine
gid://shopify/TaxonomyCategory/hg-5-7-1          : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Polttopuu ja polttoaine > Polttopuut
gid://shopify/TaxonomyCategory/hg-5-8            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Tulisijan suojat
gid://shopify/TaxonomyCategory/hg-5-9            : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Halkotelineiden ja -korien lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-5-9-1          : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Halkotelineiden ja -korien lisätarvikkeet > Säädettävät hyllyt
gid://shopify/TaxonomyCategory/hg-5-9-2          : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Halkotelineiden ja -korien lisätarvikkeet > Takaseinät
gid://shopify/TaxonomyCategory/hg-5-9-3          : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Halkotelineiden ja -korien lisätarvikkeet > Pohjasuojukset
gid://shopify/TaxonomyCategory/hg-5-10           : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Halkotelineet ja -korit
gid://shopify/TaxonomyCategory/hg-5-10-1         : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Halkotelineet ja -korit > Polttopuukärryt
gid://shopify/TaxonomyCategory/hg-5-10-2         : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Halkotelineet ja -korit > Polttopuutelineet
gid://shopify/TaxonomyCategory/hg-5-11           : Koti ja puutarha > Takka- ja puu-uunitarvikkeet > Puuhellan tuulettimet ja puhaltimet
gid://shopify/TaxonomyCategory/hg-6              : Koti ja puutarha > Takat
gid://shopify/TaxonomyCategory/hg-6-1            : Koti ja puutarha > Takat > Sisätakat
gid://shopify/TaxonomyCategory/hg-6-2            : Koti ja puutarha > Takat > Ulkotakat
gid://shopify/TaxonomyCategory/hg-7              : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus
gid://shopify/TaxonomyCategory/hg-7-1            : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Palovaroittimen ohjauspaneelit
gid://shopify/TaxonomyCategory/hg-7-2            : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Palovaroittimet
gid://shopify/TaxonomyCategory/hg-7-3            : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Palosammuttimien säilytys
gid://shopify/TaxonomyCategory/hg-7-4            : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Palosammuttimet
gid://shopify/TaxonomyCategory/hg-7-5            : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Sprinklerijärjestelmät
gid://shopify/TaxonomyCategory/hg-7-6            : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Lämpövaroittimet
gid://shopify/TaxonomyCategory/hg-7-7            : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Savu- ja häkävaroittimet
gid://shopify/TaxonomyCategory/hg-7-7-1          : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Savu- ja häkävaroittimet > Häkävaroittimet
gid://shopify/TaxonomyCategory/hg-7-7-2          : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Savu- ja häkävaroittimet > Savuvaroittimet
gid://shopify/TaxonomyCategory/hg-7-8            : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Vesi- ja tulvavaroittimet
gid://shopify/TaxonomyCategory/hg-7-8-1          : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Vesi- ja tulvavaroittimet > Anturi- ja hälytysjärjestelmät
gid://shopify/TaxonomyCategory/hg-7-8-2          : Koti ja puutarha > Tulva-, tulipalo ja kaasuturvallisuus > Vesi- ja tulvavaroittimet > Lämpövuotoilmaisimet
gid://shopify/TaxonomyCategory/hg-8              : Koti ja puutarha > Kodinkoneiden lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-1            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Ilmastointilaitteen tarvikkeet
gid://shopify/TaxonomyCategory/hg-8-1-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Ilmastointilaitteen tarvikkeet > Ilmastointilaitteen kotelointi
gid://shopify/TaxonomyCategory/hg-8-1-2          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Ilmastointilaitteen tarvikkeet > Ilmastointilaitteen suodattimet
gid://shopify/TaxonomyCategory/hg-8-2            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Ilmanpuhdistimen tarvikkeet
gid://shopify/TaxonomyCategory/hg-8-2-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Ilmanpuhdistimen tarvikkeet > Ilmanpuhdistimen suodattimet
gid://shopify/TaxonomyCategory/hg-8-3            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Kosteudenpoistimen lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-3-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Kosteudenpoistimen lisätarvikkeet > Kosteudenpoistimen suodattimet
gid://shopify/TaxonomyCategory/hg-8-3-3          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Kosteudenpoistimen lisätarvikkeet > Kosteudenpoistimen täyttö
gid://shopify/TaxonomyCategory/hg-8-4            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Tuuletintarvikkeet
gid://shopify/TaxonomyCategory/hg-8-4-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Tuuletintarvikkeet > Valaistusjärjestelmäsetit
gid://shopify/TaxonomyCategory/hg-8-5            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lattia- ja höyrypesurin lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-5-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lattia- ja höyrypesurin lisätarvikkeet > Mattolisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-5-3          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lattia- ja höyrypesurin lisätarvikkeet > Jatkosauvat
gid://shopify/TaxonomyCategory/hg-8-5-4          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lattia- ja höyrypesurin lisätarvikkeet > Lattianpuhdistustyynyt
gid://shopify/TaxonomyCategory/hg-8-5-5          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lattia- ja höyrypesurin lisätarvikkeet > Laastin puhdistusvälineet
gid://shopify/TaxonomyCategory/hg-8-5-6          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lattia- ja höyrypesurin lisätarvikkeet > Ikkunalastan lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-5-8          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lattia- ja höyrypesurin lisätarvikkeet > Höyrysuuttimet
gid://shopify/TaxonomyCategory/hg-8-6            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-6-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien suodattimet
gid://shopify/TaxonomyCategory/hg-8-6-2          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien korjaussetit
gid://shopify/TaxonomyCategory/hg-8-6-3          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien letkut
gid://shopify/TaxonomyCategory/hg-8-6-4          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien lisätarvikkeet > Kaasunhallintakulmat
gid://shopify/TaxonomyCategory/hg-8-6-5          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien lisätarvikkeet > Kaasunhallintalaajennukset
gid://shopify/TaxonomyCategory/hg-8-6-6          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien lisätarvikkeet > Kaasunhallintasetit
gid://shopify/TaxonomyCategory/hg-8-6-7          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämmityskattiloiden ja lämminvesivaraajien lisätarvikkeet > Lämpösähköparit
gid://shopify/TaxonomyCategory/hg-8-7            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämpöpattereiden lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-7-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämpöpattereiden lisätarvikkeet > Lämpöpatterin heijastimet
gid://shopify/TaxonomyCategory/hg-8-7-1-1        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämpöpattereiden lisätarvikkeet > Lämpöpatterin heijastimet > Lämpöpatteripaneelit
gid://shopify/TaxonomyCategory/hg-8-7-1-2        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämpöpattereiden lisätarvikkeet > Lämpöpatterin heijastimet > Lämpöpatterirullat
gid://shopify/TaxonomyCategory/hg-8-7-1-3        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Lämpöpattereiden lisätarvikkeet > Lämpöpatterin heijastimet > Lämpöpatterilevyt
gid://shopify/TaxonomyCategory/hg-8-8            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Ilmankostuttajan lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-8-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Ilmankostuttajan lisätarvikkeet > Ilmankostuttajan suodattimet
gid://shopify/TaxonomyCategory/hg-8-9            : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-9-1          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Höyrysilitysraudan lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-9-1-1        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Höyrysilitysraudan lisätarvikkeet > Johtotelineet
gid://shopify/TaxonomyCategory/hg-8-9-1-2        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Höyrysilitysraudan lisätarvikkeet > Höyrysilitysraudan kärryt
gid://shopify/TaxonomyCategory/hg-8-9-1-4        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Höyrysilitysraudan lisätarvikkeet > Säilytyspussit
gid://shopify/TaxonomyCategory/hg-8-9-2          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Silitystarvikkeet
gid://shopify/TaxonomyCategory/hg-8-9-2-1        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Silitystarvikkeet > Silitysraudan puhdistusaineet
gid://shopify/TaxonomyCategory/hg-8-9-2-2        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Silitystarvikkeet > Verkkokankaiden silitys
gid://shopify/TaxonomyCategory/hg-8-9-2-3        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Silitystarvikkeet > Vesisuihkupullot
gid://shopify/TaxonomyCategory/hg-8-9-3          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Vaateprässien lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-9-4          : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Pyykinpesukoneiden lisätarvikkeet > Pyykin pesu- ja kuivauslaitteiden lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-10           : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Terassilämmittimen lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-10-1         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Terassilämmittimen lisätarvikkeet > Terassilämmittimen peitteet
gid://shopify/TaxonomyCategory/hg-8-11           : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-11-2         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Lisätarvikesetit
gid://shopify/TaxonomyCategory/hg-8-11-4         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Eläintenhoitosetit
gid://shopify/TaxonomyCategory/hg-8-11-5         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Antiallergiset aineet
gid://shopify/TaxonomyCategory/hg-8-11-6         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Tuhkanerottimet
gid://shopify/TaxonomyCategory/hg-8-11-9         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Autonpuhdistussetit
gid://shopify/TaxonomyCategory/hg-8-11-11        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Lataustelineet
gid://shopify/TaxonomyCategory/hg-8-11-12        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Puhdistuspäämoduulit
gid://shopify/TaxonomyCategory/hg-8-11-17        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Rakotyökalut
gid://shopify/TaxonomyCategory/hg-8-11-21        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Pölypussit
gid://shopify/TaxonomyCategory/hg-8-11-22        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Pölysäiliöt
gid://shopify/TaxonomyCategory/hg-8-11-25        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Rikkalapiot
gid://shopify/TaxonomyCategory/hg-8-11-26        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Jatkoletkut
gid://shopify/TaxonomyCategory/hg-8-11-28        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Suodatinlevyt
gid://shopify/TaxonomyCategory/hg-8-11-29        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Suodattimet
gid://shopify/TaxonomyCategory/hg-8-11-44        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Tuoksukasetit
gid://shopify/TaxonomyCategory/hg-8-11-47        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Aloitussarjat
gid://shopify/TaxonomyCategory/hg-8-11-48        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Imupään suojukset
gid://shopify/TaxonomyCategory/hg-8-11-49        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Teleskooppiputket
gid://shopify/TaxonomyCategory/hg-8-11-51        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Kulmaputket
gid://shopify/TaxonomyCategory/hg-8-11-52        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Putkikiinnikkeet
gid://shopify/TaxonomyCategory/hg-8-11-62        : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Imurien lisätarvikkeet > Pyörien vaihtosarjat
gid://shopify/TaxonomyCategory/hg-8-12           : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Vedenlämmittimen lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-8-12-1         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Vedenlämmittimen lisätarvikkeet > Anoditangot
gid://shopify/TaxonomyCategory/hg-8-12-2         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Vedenlämmittimen lisätarvikkeet > Lämminvesivaraajat
gid://shopify/TaxonomyCategory/hg-8-12-3         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Vedenlämmittimen lisätarvikkeet > Vedenlämmittimen elementit
gid://shopify/TaxonomyCategory/hg-8-12-4         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Vedenlämmittimen lisätarvikkeet > Vedenlämmittimen paisuntatankit
gid://shopify/TaxonomyCategory/hg-8-12-5         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Vedenlämmittimen lisätarvikkeet > Vedenlämmittimen alusastia
gid://shopify/TaxonomyCategory/hg-8-12-6         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Vedenlämmittimen lisätarvikkeet > Vedenlämmittimen pystyputket
gid://shopify/TaxonomyCategory/hg-8-12-7         : Koti ja puutarha > Kodinkoneiden lisätarvikkeet > Vedenlämmittimen lisätarvikkeet > Vedenlämmittinen aukot
gid://shopify/TaxonomyCategory/hg-9              : Koti ja puutarha > Kodinkoneet
gid://shopify/TaxonomyCategory/hg-9-1            : Koti ja puutarha > Kodinkoneet > Ilmastointi
gid://shopify/TaxonomyCategory/hg-9-1-1          : Koti ja puutarha > Kodinkoneet > Ilmastointi > Ilmastointilaitteet
gid://shopify/TaxonomyCategory/hg-9-1-2          : Koti ja puutarha > Kodinkoneet > Ilmastointi > Ilmanpuhdistimet
gid://shopify/TaxonomyCategory/hg-9-1-3          : Koti ja puutarha > Kodinkoneet > Ilmastointi > Kosteudenpoistin
gid://shopify/TaxonomyCategory/hg-9-1-4          : Koti ja puutarha > Kodinkoneet > Ilmastointi > Kanavalämmittimet
gid://shopify/TaxonomyCategory/hg-9-1-5          : Koti ja puutarha > Kodinkoneet > Ilmastointi > Haihdutusjäähdyttimet
gid://shopify/TaxonomyCategory/hg-9-1-5-3        : Koti ja puutarha > Kodinkoneet > Ilmastointi > Haihdutusjäähdyttimet > Kannettavat haihdutusjäähdyttimet
gid://shopify/TaxonomyCategory/hg-9-1-5-5        : Koti ja puutarha > Kodinkoneet > Ilmastointi > Haihdutusjäähdyttimet > Ikkunaan asennettavat haihdutusjäähdyttimet
gid://shopify/TaxonomyCategory/hg-9-1-6          : Koti ja puutarha > Kodinkoneet > Ilmastointi > Tuulettimet
gid://shopify/TaxonomyCategory/hg-9-1-6-1        : Koti ja puutarha > Kodinkoneet > Ilmastointi > Tuulettimet > Kattotuulettimet
gid://shopify/TaxonomyCategory/hg-9-1-6-2        : Koti ja puutarha > Kodinkoneet > Ilmastointi > Tuulettimet > Pöytä- ja jalkatuulettimet
gid://shopify/TaxonomyCategory/hg-9-1-6-3        : Koti ja puutarha > Kodinkoneet > Ilmastointi > Tuulettimet > Sähkökäyttöiset käsituulettimet ja sumuttimet
gid://shopify/TaxonomyCategory/hg-9-1-6-4        : Koti ja puutarha > Kodinkoneet > Ilmastointi > Tuulettimet > Ilmanvaihto­tuulettimet
gid://shopify/TaxonomyCategory/hg-9-1-6-5        : Koti ja puutarha > Kodinkoneet > Ilmastointi > Tuulettimet > Seinään kiinnitettävät tuulettimet
gid://shopify/TaxonomyCategory/hg-9-1-7          : Koti ja puutarha > Kodinkoneet > Ilmastointi > Lämmityskattilat ja lämminvesivaraajat
