# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-lasien istuvuuden muotoilu
gid://shopify/TaxonomyAttribute/8563  : Öljyn täyttökorkin kiinnitystyyppi
gid://shopify/TaxonomyAttribute/8564  : Öljyntäyttökorkin tuuletustyyppi
gid://shopify/TaxonomyAttribute/8565  : Öljynsuodattimen tyyppi
gid://shopify/TaxonomyAttribute/8566  : Öljypohjan väliseinä-/windage-suojaratkaisut
gid://shopify/TaxonomyAttribute/8567  : Öljyastian viimeistely/pinnoite
gid://shopify/TaxonomyAttribute/8568  : Öljynpaineanturin toimintatyyppi
gid://shopify/TaxonomyAttribute/8569  : Öljynpaineanturin signaalin lähtötyyppi
gid://shopify/TaxonomyAttribute/7858  : Öljyn käsittelymenetelmä
gid://shopify/TaxonomyAttribute/8570  : Öljypumpun käyttötapa
gid://shopify/TaxonomyAttribute/8571  : Öljypumpun kiinnitystyyppi
gid://shopify/TaxonomyAttribute/8572  : Öljyjärjestelmän liitäntäkierteen standardi
gid://shopify/TaxonomyAttribute/1440  : Öljyn tyyppi
gid://shopify/TaxonomyAttribute/9974  : Öljyn viskositeettiluokka
gid://shopify/TaxonomyAttribute/7859  : Okralajike
gid://shopify/TaxonomyAttribute/9975  : Hajuaistia hyödyntävän taiteen materiaalien muoto
gid://shopify/TaxonomyAttribute/9976  : Tuoksutyökalupakin sisältö
gid://shopify/TaxonomyAttribute/3422  : Hajuperhe
gid://shopify/TaxonomyAttribute/7860  : Oliivilajike
gid://shopify/TaxonomyAttribute/3248  : Yksiosainen tyyli
gid://shopify/TaxonomyAttribute/7861  : Sipulilajike
gid://shopify/TaxonomyAttribute/6770  : Peittävyystaso
gid://shopify/TaxonomyAttribute/2626  : Auki/kiinni-kyltin suunnittelu
gid://shopify/TaxonomyAttribute/1728  : Avaussuunta
gid://shopify/TaxonomyAttribute/1729  : Avausmekanismi
gid://shopify/TaxonomyAttribute/2587  : Toimintatila
gid://shopify/TaxonomyAttribute/9977  : Toimintatilat
gid://shopify/TaxonomyAttribute/1859  : Käyttöjärjestelmät
gid://shopify/TaxonomyAttribute/8573  : Käyttöjännite
gid://shopify/TaxonomyAttribute/5595  : Toimintamekanismi
gid://shopify/TaxonomyAttribute/1373  : Toimintatapa
gid://shopify/TaxonomyAttribute/5593  : Optisen levyn tallennettavuus
gid://shopify/TaxonomyAttribute/5660  : Optisen aseman muotokerroin
gid://shopify/TaxonomyAttribute/5659  : Optisen aseman latausmekanismi
gid://shopify/TaxonomyAttribute/1877  : Optinen levyasematyyppi
gid://shopify/TaxonomyAttribute/1695  : Optisen kehyksen muotoilu
gid://shopify/TaxonomyAttribute/6461  : Optisen lelun ominaisuudet
gid://shopify/TaxonomyAttribute/2022  : Optinen zoomi
gid://shopify/TaxonomyAttribute/5170  : Suuhygieniatoiminto
gid://shopify/TaxonomyAttribute/5187  : Mukana tulevat suunhoitotuotteet
gid://shopify/TaxonomyAttribute/9978  : Orkesterisoittimen kielten ydinmateriaali
gid://shopify/TaxonomyAttribute/9979  : Orkesterisoittimen kielen päätytyyppi
gid://shopify/TaxonomyAttribute/9980  : Jousisoitinten mukana tulevat kielet
gid://shopify/TaxonomyAttribute/9981  : Orkesterikielisoittimen sovitin/osatyyppi
gid://shopify/TaxonomyAttribute/9982  : Orkesterin jousisoitinten vaimennustyyppi
gid://shopify/TaxonomyAttribute/9983  : Orkesterikielisoittimen osan sijainti
gid://shopify/TaxonomyAttribute/9984  : Orkesterin jousisoitinten punosmateriaali
gid://shopify/TaxonomyAttribute/12756 : Luomusertifikaatti
gid://shopify/TaxonomyAttribute/6043  : Järjestäjän käyttötarkoitus
gid://shopify/TaxonomyAttribute/2727  : Järjestäjätyyppi
gid://shopify/TaxonomyAttribute/9985  : Organzan viimeistely/kiillotus
gid://shopify/TaxonomyAttribute/9986  : Organza-nauhan läpinäkyvyysaste
gid://shopify/TaxonomyAttribute/9987  : Organzakankaan läpinäkyvyystaso
gid://shopify/TaxonomyAttribute/1383  : Suuntautuminen
gid://shopify/TaxonomyAttribute/9988  : Origamipaperin muoto
gid://shopify/TaxonomyAttribute/9989  : Origamipaperin puolisuus
gid://shopify/TaxonomyAttribute/6044  : Koristekoukkutyyli
gid://shopify/TaxonomyAttribute/5327  : Ortoottisen tuen pituus
gid://shopify/TaxonomyAttribute/6045  : Oskillaatiotila
gid://shopify/TaxonomyAttribute/6046  : Oskillointityyppi
gid://shopify/TaxonomyAttribute/9990  : Strutsin sulan osa
gid://shopify/TaxonomyAttribute/8574  : Perämoottorin akselin tyyppi
gid://shopify/TaxonomyAttribute/8575  : Perämoottorin ohjaustapa
gid://shopify/TaxonomyAttribute/2975  : Ulkovarusteiden ominaisuudet
gid://shopify/TaxonomyAttribute/3321  : Mukana ulkokalusteet
gid://shopify/TaxonomyAttribute/6047  : Ulkogrillin varastohyllytyyppi
gid://shopify/TaxonomyAttribute/1432  : Mukana ulkokäyttöisten voimatyökalujen lisätarvikkeet
gid://shopify/TaxonomyAttribute/6944  : Ulkopöydän toiminnot
gid://shopify/TaxonomyAttribute/1264  : Ulkona kävelyn toiminta
gid://shopify/TaxonomyAttribute/2998  : Päällysvaatteiden ominaisuudet
gid://shopify/TaxonomyAttribute/6771  : Päällysvaatteiden pituus
gid://shopify/TaxonomyAttribute/6772  : Mukana tulevat ulkovaatekerraston osat
gid://shopify/TaxonomyAttribute/6462  : Asusteen kiinnitysmekanismi
gid://shopify/TaxonomyAttribute/6773  : Mukana tulevat asusteet
gid://shopify/TaxonomyAttribute/8576  : Liitännän tyyppi
gid://shopify/TaxonomyAttribute/1931  : Ulostulotyyppi
gid://shopify/TaxonomyAttribute/5541  : Lähtöliitäntätyyppi
gid://shopify/TaxonomyAttribute/9991  : Ulostuloliittimen tyyppi (soitin)
gid://shopify/TaxonomyAttribute/2434  : Ulostulotaso
gid://shopify/TaxonomyAttribute/5542  : Lähtösignaalin rajapinta
gid://shopify/TaxonomyAttribute/8577  : Lähtösignaalin tyyppi
gid://shopify/TaxonomyAttribute/5547  : Videolähtörajapinta
gid://shopify/TaxonomyAttribute/1835  : Lähtöaaltomuoto
gid://shopify/TaxonomyAttribute/10745 : Ulkopohjan merkinnän tyyppi
gid://shopify/TaxonomyAttribute/6774  : Ulkopohjan materiaali
gid://shopify/TaxonomyAttribute/10746 : Ulkopohjan nappulatyyppi
gid://shopify/TaxonomyAttribute/1403  : Mukana uunitarvikkeet
gid://shopify/TaxonomyAttribute/6945  : Uunikokoonpano
gid://shopify/TaxonomyAttribute/9992  : Uunissa kovettuvan massan koostumus
gid://shopify/TaxonomyAttribute/5570  : Ylikellotusprofiilin tuki
gid://shopify/TaxonomyAttribute/8578  : Kattoasennusmenetelmä
gid://shopify/TaxonomyAttribute/8579  : Ylikoko- tai alikokoluokka
gid://shopify/TaxonomyAttribute/5082  : Happisylinterin ulostulostandardi
gid://shopify/TaxonomyAttribute/6048  : Happi-indikaattorin tyyppi
gid://shopify/TaxonomyAttribute/1593  : Happisäiliön venttiilityyppi
gid://shopify/TaxonomyAttribute/10747 : P-Texin levitysmenetelmä
gid://shopify/TaxonomyAttribute/10748 : P-Tex-materiaalin muoto
gid://shopify/TaxonomyAttribute/5287  : PA-luokitus
gid://shopify/TaxonomyAttribute/5538  : PBX-järjestelmätyyppi
gid://shopify/TaxonomyAttribute/5495  : Piirilevyn pintaviimeistely
gid://shopify/TaxonomyAttribute/3311  : PCB-tyyppi
gid://shopify/TaxonomyAttribute/5624  : PCIe-kaistakokoonpano
gid://shopify/TaxonomyAttribute/2674  : PEGI-luokitus
gid://shopify/TaxonomyAttribute/4051  : pH-taso
gid://shopify/TaxonomyAttribute/1941  : Yleisen valintaisen puhelinverkon (Pstn:n) liitettävyysvaihtoehdot
gid://shopify/TaxonomyAttribute/1723  : Tutin/purulelun muotoilu
gid://shopify/TaxonomyAttribute/6775  : Pakattavuus
gid://shopify/TaxonomyAttribute/1456  : Pakkaustyyppi
gid://shopify/TaxonomyAttribute/9993  : Pakkausmuoto
gid://shopify/TaxonomyAttribute/7862  : Pakkausmateriaali
gid://shopify/TaxonomyAttribute/6463  : Pakkaustyyppi
gid://shopify/TaxonomyAttribute/2272  : Mukana pakkausmateriaaleja
gid://shopify/TaxonomyAttribute/7863  : Säilöntäneste
gid://shopify/TaxonomyAttribute/6049  : Tyynyjen puhdistustoiminto
gid://shopify/TaxonomyAttribute/10749 : Mukana tulevat suojaosat
gid://shopify/TaxonomyAttribute/9994  : Pad-ohjaimen lisäsäätimet
gid://shopify/TaxonomyAttribute/9995  : Pad-ohjaimen tehokkaat ominaisuudet
gid://shopify/TaxonomyAttribute/10750 : Suojuksen peittoalue
gid://shopify/TaxonomyAttribute/2608  : Padin näyttöprofiili
gid://shopify/TaxonomyAttribute/10751 : Suojuksen materiaali tai teknologia
gid://shopify/TaxonomyAttribute/10752 : Suojuksen kiinnitys- tai pitotapa
gid://shopify/TaxonomyAttribute/9996  : Puhdistuspuikon tyyppi
gid://shopify/TaxonomyAttribute/10753 : Pehmusteen muoto
gid://shopify/TaxonomyAttribute/10754 : Pehmusteen ulkopinnan tyyppi
gid://shopify/TaxonomyAttribute/10755 : Pehmustetyyppi
gid://shopify/TaxonomyAttribute/5315  : Siteen paksuus
gid://shopify/TaxonomyAttribute/1608  : Pehmiketyyppi
gid://shopify/TaxonomyAttribute/5317  : Pikkuhousunsuojan siipien tyyli
gid://shopify/TaxonomyAttribute/10756 : Pehmustekerrokset
gid://shopify/TaxonomyAttribute/9997  : Pehmustustaso
gid://shopify/TaxonomyAttribute/10757 : Pehmustemateriaali
gid://shopify/TaxonomyAttribute/6464  : Mailapelin kiinnitystyyppi
gid://shopify/TaxonomyAttribute/2891  : Melavarusteet mukana
gid://shopify/TaxonomyAttribute/10758 : Melan hihnan tyyppi
gid://shopify/TaxonomyAttribute/6465  : Melan muoto
gid://shopify/TaxonomyAttribute/3383  : Melan/airon materiaali
gid://shopify/TaxonomyAttribute/10759 : Suppilaudan käyttötarkoitus
gid://shopify/TaxonomyAttribute/2232  : Sivuasettelu
gid://shopify/TaxonomyAttribute/5515  : Hakulaitteen sovellus
gid://shopify/TaxonomyAttribute/5200  : Kivunlievitysteknologia
gid://shopify/TaxonomyAttribute/8580  : Maalin levitysmenetelmä
gid://shopify/TaxonomyAttribute/2207  : Siveltimen muotoilu
gid://shopify/TaxonomyAttribute/2712  : Maaliviimeistely
gid://shopify/TaxonomyAttribute/9998  : Maalausvärin levitystapa
gid://shopify/TaxonomyAttribute/9999  : Maalausvärin tarkoitettu vaikutus
gid://shopify/TaxonomyAttribute/2306  : Maalivälinetyyppi
gid://shopify/TaxonomyAttribute/2298  : Maalityyppi
gid://shopify/TaxonomyAttribute/6466  : Numeromaalauspohjan tyyppi
gid://shopify/TaxonomyAttribute/8581  : Maalinkestävät harjakset
gid://shopify/TaxonomyAttribute/2952  : Maalin/väriaineen muoto
gid://shopify/TaxonomyAttribute/10000 : Maalattava pinta
gid://shopify/TaxonomyAttribute/10760 : Paintball-kaliiperi
gid://shopify/TaxonomyAttribute/10761 : Paintball-syöttöjärjestelmä
gid://shopify/TaxonomyAttribute/10762 : Värikuulan täyteaineen väri
gid://shopify/TaxonomyAttribute/10763 : Paintball-täyttötyyppi
gid://shopify/TaxonomyAttribute/10764 : Paintball-luokitus
gid://shopify/TaxonomyAttribute/10765 : Paintball-maskin peittävyystaso
gid://shopify/TaxonomyAttribute/10766 : Paintball-säiliön venttiilityyppi
gid://shopify/TaxonomyAttribute/2889  : Mukana paintball/airsoft-varusteet
gid://shopify/TaxonomyAttribute/2929  : Maalauksen kanvaasimateriaali
gid://shopify/TaxonomyAttribute/3428  : Maalausväline
gid://shopify/TaxonomyAttribute/10001 : Maalauspohjan pohjustustapa
gid://shopify/TaxonomyAttribute/1810  : Pariliittämismenetelmä
gid://shopify/TaxonomyAttribute/2343  : Paletin muotoilu
gid://shopify/TaxonomyAttribute/10002 : Palettiveitsen terän profiili
gid://shopify/TaxonomyAttribute/10003 : Palettiveitsen joustavuus
gid://shopify/TaxonomyAttribute/2342  : Palettiveitsen muoto
gid://shopify/TaxonomyAttribute/10004 : Palettipinnan viimeistely
gid://shopify/TaxonomyAttribute/10767 : Kämmenen pehmustetaso
gid://shopify/TaxonomyAttribute/10768 : Kämmenen pehmusteen tyyppi
gid://shopify/TaxonomyAttribute/10005 : Palmuvahasekoituksen valmius
gid://shopify/TaxonomyAttribute/10006 : Palmuvahan muoto
gid://shopify/TaxonomyAttribute/6050  : Vuoan pohjan tyyppi
gid://shopify/TaxonomyAttribute/10007 : Panhuilun viritysstandardi
gid://shopify/TaxonomyAttribute/6051  : Vuoan rei'ityksen tyyppi
gid://shopify/TaxonomyAttribute/1890  : Paneelin määrittely
gid://shopify/TaxonomyAttribute/1891  : Paneelin päättyminen
gid://shopify/TaxonomyAttribute/5215  : Paneelien läpinäkyvyys
gid://shopify/TaxonomyAttribute/10769 : Laukkujen konfiguraatio
gid://shopify/TaxonomyAttribute/10770 : Laukkujen kiinnitysjärjestelmä
gid://shopify/TaxonomyAttribute/6776  : Housujen lahkeen tyyli
gid://shopify/TaxonomyAttribute/6777  : Housujen lahkeiden muunnostyyppi
gid://shopify/TaxonomyAttribute/1178  : Housujen pituustyyppi
gid://shopify/TaxonomyAttribute/5318  : Alushousunsuojan siipiprofiili
gid://shopify/TaxonomyAttribute/6778  : Sukkahousujen haarakiilan tyyli
gid://shopify/TaxonomyAttribute/3251  : Sukkahousujen tyyli
gid://shopify/TaxonomyAttribute/7864  : Papaijalajike
gid://shopify/TaxonomyAttribute/6468  : Paperi- ja magneettinukkesarjan sisältö
gid://shopify/TaxonomyAttribute/6467  : Paperi- ja magneettinuken muoto
gid://shopify/TaxonomyAttribute/10008 : Paperivärisarja
gid://shopify/TaxonomyAttribute/2290  : Paperin viimeistely
gid://shopify/TaxonomyAttribute/2291  : Paperiformaatti
gid://shopify/TaxonomyAttribute/6469  : Paperin läpinäkyvyys
gid://shopify/TaxonomyAttribute/2234  : Paperin koko
gid://shopify/TaxonomyAttribute/2292  : Paperin rakenne
gid://shopify/TaxonomyAttribute/2240  : Paperityyppi
gid://shopify/TaxonomyAttribute/2263  : Paperipainon muotoilu
gid://shopify/TaxonomyAttribute/2308  : Paperimassa­n muoto
gid://shopify/TaxonomyAttribute/1301  : Laskuvarjohyppytoiminta
gid://shopify/TaxonomyAttribute/10771 : Varjoliitimen sertifiointiluokitus
gid://shopify/TaxonomyAttribute/1844  : Tuettu rinnakkainen käsittelytekniikka
gid://shopify/TaxonomyAttribute/10772 : Torjuttavat loistyypit
gid://shopify/TaxonomyAttribute/6052  : Aurinkovarjon avausmekanismi
gid://shopify/TaxonomyAttribute/6053  : Leivinpaperin pinnoite
gid://shopify/TaxonomyAttribute/3200  : Pysäköintikameran ominaisuudet
gid://shopify/TaxonomyAttribute/8582  : Pysäköintikameran asennuspaikka
gid://shopify/TaxonomyAttribute/8583  : Pysäköintikameran yönäkötekniikka
gid://shopify/TaxonomyAttribute/8584  : Pysäköintikameran suuntaus
gid://shopify/TaxonomyAttribute/8585  : Pysäköintitutkan viimeistely
gid://shopify/TaxonomyAttribute/8586  : Pysäköintianturin tyyppi
gid://shopify/TaxonomyAttribute/2627  : Pysäköintikyltin suunnittelu
gid://shopify/TaxonomyAttribute/7865  : Juuripersiljan lajike
gid://shopify/TaxonomyAttribute/7866  : Palsternakan lajike
gid://shopify/TaxonomyAttribute/8587  : Osan kunto
gid://shopify/TaxonomyAttribute/10773 : Osan sijainti
gid://shopify/TaxonomyAttribute/10009 : Osittaisen capon kattamat kielet
gid://shopify/TaxonomyAttribute/6054  : Partikkelikokoluokka
gid://shopify/TaxonomyAttribute/6779  : Jakauksen tyyli
gid://shopify/TaxonomyAttribute/10010 : Vieraslahjan tyyppi
gid://shopify/TaxonomyAttribute/10011 : Juhlapelin muoto
gid://shopify/TaxonomyAttribute/10012 : Juhlatorven suukappaleen tyyppi
gid://shopify/TaxonomyAttribute/10013 : Juhlatorven tyyppi
gid://shopify/TaxonomyAttribute/5034  : Passin kesto
gid://shopify/TaxonomyAttribute/1832  : Päästökaista
gid://shopify/TaxonomyAttribute/10014 : Henkilöauton tyyppi
gid://shopify/TaxonomyAttribute/7867  : Passionhedelmän lajike
gid://shopify/TaxonomyAttribute/7868  : Pastakastikkeen koostumus
gid://shopify/TaxonomyAttribute/7869  : Pastakastikkeen lajike
gid://shopify/TaxonomyAttribute/1412  : Pastan muodon tyyppi
gid://shopify/TaxonomyAttribute/1498  : Pastatyyppi
gid://shopify/TaxonomyAttribute/7870  : Leivonnaispohjan tila
gid://shopify/TaxonomyAttribute/7871  : Leivonnaisen kuoren tyyli
gid://shopify/TaxonomyAttribute/7872  : Leivonnaisen täytteen tyyppi
gid://shopify/TaxonomyAttribute/10774 : Laastarin kiinnitysmenetelmä
gid://shopify/TaxonomyAttribute/10015 : Merkin taustamateriaali
gid://shopify/TaxonomyAttribute/10016 : Merkin taustan tyyli
gid://shopify/TaxonomyAttribute/10017 : Lapun pohjan materiaali
gid://shopify/TaxonomyAttribute/10018 : Merkin reunan viimeistely
gid://shopify/TaxonomyAttribute/10019 : Merkin sijoituspaikka
gid://shopify/TaxonomyAttribute/5093  : Polvilumpion aukon muotoilu
gid://shopify/TaxonomyAttribute/10775 : Patogeenien poistokyky
gid://shopify/TaxonomyAttribute/6055  : Terassilämmittimen turvaominaisuudet
gid://shopify/TaxonomyAttribute/3     : Kuvio
gid://shopify/TaxonomyAttribute/2357  : Kuvion jakeluformaatti
gid://shopify/TaxonomyAttribute/6056  : Kuvion vastaavuustyyppi
gid://shopify/TaxonomyAttribute/10020 : Kuvioiden kokojärjestelmä
gid://shopify/TaxonomyAttribute/5334  : Maksumekanismin tyyppi
gid://shopify/TaxonomyAttribute/10776 : Lipan tyyppi
gid://shopify/TaxonomyAttribute/7873  : Päärynän lajike
gid://shopify/TaxonomyAttribute/10021 : Helmen kiillon luokka
gid://shopify/TaxonomyAttribute/10022 : Helmien yhtenäisyysaste
gid://shopify/TaxonomyAttribute/10023 : Helmen muoto
gid://shopify/TaxonomyAttribute/10024 : Helmiäispinnan kunto
gid://shopify/TaxonomyAttribute/10025 : Helmien käsittely
gid://shopify/TaxonomyAttribute/10026 : Helmityyppi
gid://shopify/TaxonomyAttribute/7874  : Turpeisuustaso
gid://shopify/TaxonomyAttribute/10777 : Poljin- ja klossijärjestelmän yhteensopivuus
gid://shopify/TaxonomyAttribute/10778 : Polkimen kokoonpano
gid://shopify/TaxonomyAttribute/8588  : Polkimen asennustyyli
gid://shopify/TaxonomyAttribute/2422  : Pedaalin napaisuus
gid://shopify/TaxonomyAttribute/8589  : Poljinsarjan osat
gid://shopify/TaxonomyAttribute/10779 : Polkimen akselin materiaali
gid://shopify/TaxonomyAttribute/10780 : Polkimen akselin kierrekoko
gid://shopify/TaxonomyAttribute/10781 : Polkimen tyyppi
gid://shopify/TaxonomyAttribute/10782 : Pellettilisävarusteen tyyppi
gid://shopify/TaxonomyAttribute/10783 : Kuulien laatu
gid://shopify/TaxonomyAttribute/10784 : Kynän musteen väri
gid://shopify/TaxonomyAttribute/2257  : Kynätyyppi
gid://shopify/TaxonomyAttribute/2967  : Kynän/huopakärkikynän muotoilu
gid://shopify/TaxonomyAttribute/3162  : Kynän/lyijykynän ominaisuudet
gid://shopify/TaxonomyAttribute/10785 : Mukana tulevat rangaistuskorttitarvikkeet
gid://shopify/TaxonomyAttribute/10786 : Mukana tulevien rangaistuslappujen värit
gid://shopify/TaxonomyAttribute/10787 : Rangaistuslipun heittoetäisyys
gid://shopify/TaxonomyAttribute/3371  : Kynänteroittimen muotoilu
gid://shopify/TaxonomyAttribute/2258  : Lyijykynätyyppi
gid://shopify/TaxonomyAttribute/10027 : Turvavyöleikkurin turvaominaisuudet
gid://shopify/TaxonomyAttribute/10028 : Turvavyöleikkurin kantamistapa
gid://shopify/TaxonomyAttribute/6057  : Heilurin yhteensopivuus
gid://shopify/TaxonomyAttribute/7875  : Pippurin lajike
gid://shopify/TaxonomyAttribute/6305  : Orsimuotoilu
gid://shopify/TaxonomyAttribute/6306  : Orren pintarakenne
gid://shopify/TaxonomyAttribute/10029 : Lyömäsoittimet kotelon tyyppi
gid://shopify/TaxonomyAttribute/6470  : Mukana tulevat lyömäsoitinvälineet
gid://shopify/TaxonomyAttribute/10030 : Lyömäsoittimen nuijan varren otepinta
gid://shopify/TaxonomyAttribute/10031 : Nuijan pään rakenne
gid://shopify/TaxonomyAttribute/2432  : Lyömäsoitintelineen muotoilu
gid://shopify/TaxonomyAttribute/2429  : Lyöntikapulan kärjen muoto
gid://shopify/TaxonomyAttribute/2652  : Suorituskykymittarit
gid://shopify/TaxonomyAttribute/10032 : Hajusteen kantaja-aineen tyyppi
gid://shopify/TaxonomyAttribute/10033 : Hajustepohjan käyttötarkoitus
gid://shopify/TaxonomyAttribute/10034 : Hajusteen kantaja- tai liuotinaine
gid://shopify/TaxonomyAttribute/10035 : Hajuveden ainesosan muoto
gid://shopify/TaxonomyAttribute/10036 : Hajuveden ainesosatyyppi
gid://shopify/TaxonomyAttribute/10037 : Hajusteen ainesosan käyttöä koskeva huomautus
gid://shopify/TaxonomyAttribute/10038 : Hajuveden ainesosat
gid://shopify/TaxonomyAttribute/3419  : Mukana tulevat hajuvesivälineet
gid://shopify/TaxonomyAttribute/10039 : Hajusteen nuotin sijainti
gid://shopify/TaxonomyAttribute/1671  : Peroksidipitoisuus
gid://shopify/TaxonomyAttribute/7876  : Persimonin lajike
gid://shopify/TaxonomyAttribute/3217  : Vesiskootterin tyyppi
gid://shopify/TaxonomyAttribute/2504  : Personoinnin suunnittelu
gid://shopify/TaxonomyAttribute/1719  : Personointivaihtoehdot
gid://shopify/TaxonomyAttribute/8590  : Mukautustyyppi
gid://shopify/TaxonomyAttribute/1418  : Tuholaistorjuntamenetelmä
gid://shopify/TaxonomyAttribute/2984  : Lemmikkieläinten vaatteet/vuodevaatteet
gid://shopify/TaxonomyAttribute/2986  : Lemmikkieläinten hallintavarusteiden ominaisuudet
gid://shopify/TaxonomyAttribute/3238  : Ruokavaliomieltymykset
gid://shopify/TaxonomyAttribute/1700  : Lemmikkien ruokavaliovaatimukset
gid://shopify/TaxonomyAttribute/1701  : Lemmikkiruoan maku
gid://shopify/TaxonomyAttribute/3222  : Lemmikkieläinten ruokamuoto
gid://shopify/TaxonomyAttribute/3223  : Lemmikkieläinten ravintolisät
