# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 动物/宠物用品
gid://shopify/TaxonomyCategory/ha-14-28-3        : 五金/硬件 > 工具配件 > 楔形工具 > 劈裂楔
gid://shopify/TaxonomyCategory/ha-14-29          : 五金/硬件 > 工具配件 > 焊接配件
gid://shopify/TaxonomyCategory/ha-15             : 五金/硬件 > 工具
gid://shopify/TaxonomyCategory/ha-15-1           : 五金/硬件 > 工具 > 喷砂机
gid://shopify/TaxonomyCategory/ha-15-1-1         : 五金/硬件 > 工具 > 喷砂机 > 柜式喷砂机
gid://shopify/TaxonomyCategory/ha-15-1-2         : 五金/硬件 > 工具 > 喷砂机 > 压力喷砂机
gid://shopify/TaxonomyCategory/ha-15-1-3         : 五金/硬件 > 工具 > 喷砂机 > 虹吸喷砂机
gid://shopify/TaxonomyCategory/ha-15-2           : 五金/硬件 > 工具 > 铁砧
gid://shopify/TaxonomyCategory/ha-15-3           : 五金/硬件 > 工具 > 斧子
gid://shopify/TaxonomyCategory/ha-15-3-1         : 五金/硬件 > 工具 > 斧子 > 伐木斧
gid://shopify/TaxonomyCategory/ha-15-3-2         : 五金/硬件 > 工具 > 斧子 > 短柄斧
gid://shopify/TaxonomyCategory/ha-15-3-3         : 五金/硬件 > 工具 > 斧子 > 劈斧
gid://shopify/TaxonomyCategory/ha-15-4           : 五金/硬件 > 工具 > 木榫
gid://shopify/TaxonomyCategory/ha-15-4-1         : 五金/硬件 > 工具 > 木榫 > 长凳榫
gid://shopify/TaxonomyCategory/ha-15-4-2         : 五金/硬件 > 工具 > 木榫 > 手持式榫
gid://shopify/TaxonomyCategory/ha-15-5           : 五金/硬件 > 工具 > 雕刻工具
gid://shopify/TaxonomyCategory/ha-15-5-1         : 五金/硬件 > 工具 > 雕刻工具 > 直凿
gid://shopify/TaxonomyCategory/ha-15-5-2         : 五金/硬件 > 工具 > 雕刻工具 > U 形凿
gid://shopify/TaxonomyCategory/ha-15-5-3         : 五金/硬件 > 工具 > 雕刻工具 > V 形凿
gid://shopify/TaxonomyCategory/ha-15-6           : 五金/硬件 > 工具 > 填缝工具
gid://shopify/TaxonomyCategory/ha-15-6-1         : 五金/硬件 > 工具 > 填缝工具 > 填缝剂
gid://shopify/TaxonomyCategory/ha-15-6-2         : 五金/硬件 > 工具 > 填缝工具 > 填缝平滑剂
gid://shopify/TaxonomyCategory/ha-15-6-3         : 五金/硬件 > 工具 > 填缝工具 > 填缝枪
gid://shopify/TaxonomyCategory/ha-15-7           : 五金/硬件 > 工具 > 烟囱刷
gid://shopify/TaxonomyCategory/ha-15-8           : 五金/硬件 > 工具 > 压实机
gid://shopify/TaxonomyCategory/ha-15-8-1         : 五金/硬件 > 工具 > 压实机 > 板式压实机
gid://shopify/TaxonomyCategory/ha-15-8-2         : 五金/硬件 > 工具 > 压实机 > 夯实机
gid://shopify/TaxonomyCategory/ha-15-9           : 五金/硬件 > 工具 > 压缩机
gid://shopify/TaxonomyCategory/ha-15-10          : 五金/硬件 > 工具 > 水泥专用刷
gid://shopify/TaxonomyCategory/ha-15-11          : 五金/硬件 > 工具 > 刀具
gid://shopify/TaxonomyCategory/ha-15-11-1        : 五金/硬件 > 工具 > 刀具 > 断线钳
gid://shopify/TaxonomyCategory/ha-15-11-1-2      : 五金/硬件 > 工具 > 刀具 > 断线钳 > 链式刀具
gid://shopify/TaxonomyCategory/ha-15-11-1-3      : 五金/硬件 > 工具 > 刀具 > 断线钳 > 混凝土钢筋网切断机
gid://shopify/TaxonomyCategory/ha-15-11-2        : 五金/硬件 > 工具 > 刀具 > 玻璃刀
gid://shopify/TaxonomyCategory/ha-15-11-2-1      : 五金/硬件 > 工具 > 刀具 > 玻璃刀 > 定制握把刀具
gid://shopify/TaxonomyCategory/ha-15-11-2-2      : 五金/硬件 > 工具 > 刀具 > 玻璃刀 > 握笔式刀具
gid://shopify/TaxonomyCategory/ha-15-11-2-3      : 五金/硬件 > 工具 > 刀具 > 玻璃刀 > 手枪式刀具
gid://shopify/TaxonomyCategory/ha-15-11-3        : 五金/硬件 > 工具 > 刀具 > 手持金属剪/毛坯下料机
gid://shopify/TaxonomyCategory/ha-15-11-4        : 五金/硬件 > 工具 > 刀具 > 夹钳工具
gid://shopify/TaxonomyCategory/ha-15-11-4-1      : 五金/硬件 > 工具 > 刀具 > 夹钳工具 > 端切钳
gid://shopify/TaxonomyCategory/ha-15-11-4-2      : 五金/硬件 > 工具 > 刀具 > 夹钳工具 > 侧切钳
gid://shopify/TaxonomyCategory/ha-15-11-5        : 五金/硬件 > 工具 > 刀具 > 切管器
gid://shopify/TaxonomyCategory/ha-15-11-6        : 五金/硬件 > 工具 > 刀具 > 钢筋切断机
gid://shopify/TaxonomyCategory/ha-15-11-6-2      : 五金/硬件 > 工具 > 刀具 > 钢筋切断机 > 手动钢筋切断机
gid://shopify/TaxonomyCategory/ha-15-11-6-1      : 五金/硬件 > 工具 > 刀具 > 钢筋切断机 > 电动钢筋切割机
gid://shopify/TaxonomyCategory/ha-15-11-7        : 五金/硬件 > 工具 > 刀具 > 瓷砖/石头切割机
gid://shopify/TaxonomyCategory/ha-15-11-7-1      : 五金/硬件 > 工具 > 刀具 > 瓷砖/石头切割机 > 手动切割机
gid://shopify/TaxonomyCategory/ha-15-11-7-2      : 五金/硬件 > 工具 > 刀具 > 瓷砖/石头切割机 > 电动切割机
gid://shopify/TaxonomyCategory/ha-15-11-8        : 五金/硬件 > 工具 > 刀具 > 美工刀
gid://shopify/TaxonomyCategory/ha-15-11-8-1      : 五金/硬件 > 工具 > 刀具 > 美工刀 > 固定刃刀
gid://shopify/TaxonomyCategory/ha-15-11-8-2      : 五金/硬件 > 工具 > 刀具 > 美工刀 > 伸缩刃刀
gid://shopify/TaxonomyCategory/ha-15-12          : 五金/硬件 > 工具 > 去毛刺机
gid://shopify/TaxonomyCategory/ha-15-12-1        : 五金/硬件 > 工具 > 去毛刺机 > 手动去毛刺机
gid://shopify/TaxonomyCategory/ha-15-12-2        : 五金/硬件 > 工具 > 去毛刺机 > 电动去毛刺机
gid://shopify/TaxonomyCategory/ha-15-13          : 五金/硬件 > 工具 > 小机车/手推车
gid://shopify/TaxonomyCategory/ha-15-13-1        : 五金/硬件 > 工具 > 小机车/手推车 > 设备小机车
gid://shopify/TaxonomyCategory/ha-15-13-2        : 五金/硬件 > 工具 > 小机车/手推车 > 可转换手推车
gid://shopify/TaxonomyCategory/ha-15-13-3        : 五金/硬件 > 工具 > 小机车/手推车 > 平台小机车
gid://shopify/TaxonomyCategory/ha-15-14          : 五金/硬件 > 工具 > 钻机
gid://shopify/TaxonomyCategory/ha-15-14-1        : 五金/硬件 > 工具 > 钻机 > 螺旋钻
gid://shopify/TaxonomyCategory/ha-15-14-1-1      : 五金/硬件 > 工具 > 钻机 > 螺旋钻 > 手提螺旋钻
gid://shopify/TaxonomyCategory/ha-15-14-1-2      : 五金/硬件 > 工具 > 钻机 > 螺旋钻 > 电力螺旋钻
gid://shopify/TaxonomyCategory/ha-15-14-2        : 五金/硬件 > 工具 > 钻机 > 钻床
gid://shopify/TaxonomyCategory/ha-15-14-3        : 五金/硬件 > 工具 > 钻机 > 手持电钻
gid://shopify/TaxonomyCategory/ha-15-14-3-1      : 五金/硬件 > 工具 > 钻机 > 手持电钻 > 冲击凿岩钻
gid://shopify/TaxonomyCategory/ha-15-14-3-2      : 五金/硬件 > 工具 > 钻机 > 手持电钻 > 冲击钻
gid://shopify/TaxonomyCategory/ha-15-14-3-3      : 五金/硬件 > 工具 > 钻机 > 手持电钻 > 回转钻
gid://shopify/TaxonomyCategory/ha-15-14-4        : 五金/硬件 > 工具 > 钻机 > 凿孔机
gid://shopify/TaxonomyCategory/ha-15-14-5        : 五金/硬件 > 工具 > 钻机 > 风钻
gid://shopify/TaxonomyCategory/ha-15-14-5-1      : 五金/硬件 > 工具 > 钻机 > 风钻 > 手枪式电钻
gid://shopify/TaxonomyCategory/ha-15-14-5-2      : 五金/硬件 > 工具 > 钻机 > 风钻 > 直角钻
gid://shopify/TaxonomyCategory/ha-15-15          : 五金/硬件 > 工具 > 电线穿线器
gid://shopify/TaxonomyCategory/ha-15-16          : 五金/硬件 > 工具 > 手电筒/头灯
gid://shopify/TaxonomyCategory/ha-15-16-1        : 五金/硬件 > 工具 > 手电筒/头灯 > 手电筒
gid://shopify/TaxonomyCategory/ha-15-16-1-1      : 五金/硬件 > 工具 > 手电筒/头灯 > 手电筒 > 手持式手电筒
gid://shopify/TaxonomyCategory/ha-15-16-1-3      : 五金/硬件 > 工具 > 手电筒/头灯 > 手电筒 > 灯笼
gid://shopify/TaxonomyCategory/ha-15-16-2        : 五金/硬件 > 工具 > 手电筒/头灯 > 头灯
gid://shopify/TaxonomyCategory/ha-15-17          : 五金/硬件 > 工具 > 黄油枪
gid://shopify/TaxonomyCategory/ha-15-17-2        : 五金/硬件 > 工具 > 黄油枪 > 压杆式黄油枪
gid://shopify/TaxonomyCategory/ha-15-17-3        : 五金/硬件 > 工具 > 黄油枪 > 手枪式黄油枪
gid://shopify/TaxonomyCategory/ha-15-18          : 五金/硬件 > 工具 > 研磨机
gid://shopify/TaxonomyCategory/ha-15-18-1        : 五金/硬件 > 工具 > 研磨机 > 角磨机
gid://shopify/TaxonomyCategory/ha-15-18-2        : 五金/硬件 > 工具 > 研磨机 > 台式研磨机
gid://shopify/TaxonomyCategory/ha-15-18-3        : 五金/硬件 > 工具 > 研磨机 > 模具研磨机
gid://shopify/TaxonomyCategory/ha-15-19          : 五金/硬件 > 工具 > 手柄
gid://shopify/TaxonomyCategory/ha-15-19-1        : 五金/硬件 > 工具 > 手柄 > 车把手柄
gid://shopify/TaxonomyCategory/ha-15-19-2        : 五金/硬件 > 工具 > 手柄 > 手枪式手柄
gid://shopify/TaxonomyCategory/ha-15-19-3        : 五金/硬件 > 工具 > 手柄 > 钳子手柄
gid://shopify/TaxonomyCategory/ha-15-20          : 五金/硬件 > 工具 > 锤子
gid://shopify/TaxonomyCategory/ha-15-20-1        : 五金/硬件 > 工具 > 锤子 > 手工锤子
gid://shopify/TaxonomyCategory/ha-15-20-1-1      : 五金/硬件 > 工具 > 锤子 > 手工锤子 > 羊角锤
gid://shopify/TaxonomyCategory/ha-15-20-1-2      : 五金/硬件 > 工具 > 锤子 > 手工锤子 > 木槌
gid://shopify/TaxonomyCategory/ha-15-20-1-3      : 五金/硬件 > 工具 > 锤子 > 手工锤子 > 大锤
gid://shopify/TaxonomyCategory/ha-15-20-2        : 五金/硬件 > 工具 > 锤子 > 电动锤
gid://shopify/TaxonomyCategory/ha-15-20-2-1      : 五金/硬件 > 工具 > 锤子 > 电动锤 > 拆除锤
gid://shopify/TaxonomyCategory/ha-15-20-2-2      : 五金/硬件 > 工具 > 锤子 > 电动锤 > 电锤
gid://shopify/TaxonomyCategory/ha-15-21          : 五金/硬件 > 工具 > 手持电动搅拌机
gid://shopify/TaxonomyCategory/ha-15-22          : 五金/硬件 > 工具 > 五金喷火枪
gid://shopify/TaxonomyCategory/ha-15-23          : 五金/硬件 > 工具 > 热风枪
gid://shopify/TaxonomyCategory/ha-15-23-1        : 五金/硬件 > 工具 > 热风枪 > 热气喷枪
gid://shopify/TaxonomyCategory/ha-15-23-2        : 五金/硬件 > 工具 > 热风枪 > 红外热风枪
gid://shopify/TaxonomyCategory/ha-15-24          : 五金/硬件 > 工具 > 冲击扳手/起子
gid://shopify/TaxonomyCategory/ha-15-24-1        : 五金/硬件 > 工具 > 冲击扳手/起子 > 冲击起子
gid://shopify/TaxonomyCategory/ha-15-24-2        : 五金/硬件 > 工具 > 冲击扳手/起子 > 电动螺丝刀
gid://shopify/TaxonomyCategory/ha-15-24-3        : 五金/硬件 > 工具 > 冲击扳手/起子 > 螺丝枪
gid://shopify/TaxonomyCategory/ha-15-25          : 五金/硬件 > 工具 > 工业振动器
gid://shopify/TaxonomyCategory/ha-15-26          : 五金/硬件 > 工具 > 检查镜
gid://shopify/TaxonomyCategory/ha-15-27          : 五金/硬件 > 工具 > 梯子/脚手架
gid://shopify/TaxonomyCategory/ha-15-27-1        : 五金/硬件 > 工具 > 梯子/脚手架 > 折叠梯车
gid://shopify/TaxonomyCategory/ha-15-27-2        : 五金/硬件 > 工具 > 梯子/脚手架 > 梯子
gid://shopify/TaxonomyCategory/ha-15-27-2-1      : 五金/硬件 > 工具 > 梯子/脚手架 > 梯子 > 伸缩梯
gid://shopify/TaxonomyCategory/ha-15-27-2-2      : 五金/硬件 > 工具 > 梯子/脚手架 > 梯子 > 多位置梯子
gid://shopify/TaxonomyCategory/ha-15-27-2-3      : 五金/硬件 > 工具 > 梯子/脚手架 > 梯子 > 台阶梯
gid://shopify/TaxonomyCategory/ha-15-27-3        : 五金/硬件 > 工具 > 梯子/脚手架 > 脚手架
gid://shopify/TaxonomyCategory/ha-15-27-3-3      : 五金/硬件 > 工具 > 梯子/脚手架 > 脚手架 > 支撑脚手架
gid://shopify/TaxonomyCategory/ha-15-27-3-4      : 五金/硬件 > 工具 > 梯子/脚手架 > 脚手架 > 悬挂式脚手架
gid://shopify/TaxonomyCategory/ha-15-27-4        : 五金/硬件 > 工具 > 梯子/脚手架 > 梯凳
gid://shopify/TaxonomyCategory/ha-15-27-5        : 五金/硬件 > 工具 > 梯子/脚手架 > 工作平台
gid://shopify/TaxonomyCategory/ha-15-28          : 五金/硬件 > 工具 > 车床
gid://shopify/TaxonomyCategory/ha-15-29          : 五金/硬件 > 工具 > 灯泡更换器
gid://shopify/TaxonomyCategory/ha-15-29-1        : 五金/硬件 > 工具 > 灯泡更换器 > 灯杆更换器
gid://shopify/TaxonomyCategory/ha-15-29-2        : 五金/硬件 > 工具 > 灯泡更换器 > 吸盘更换器
gid://shopify/TaxonomyCategory/ha-15-30          : 五金/硬件 > 工具 > 打火机/火柴
gid://shopify/TaxonomyCategory/ha-15-30-1        : 五金/硬件 > 工具 > 打火机/火柴 > 气体打火机
gid://shopify/TaxonomyCategory/ha-15-30-3        : 五金/硬件 > 工具 > 打火机/火柴 > 金属打火机
gid://shopify/TaxonomyCategory/ha-15-30-2        : 五金/硬件 > 工具 > 打火机/火柴 > 安全火柴
gid://shopify/TaxonomyCategory/ha-15-31          : 五金/硬件 > 工具 > 劈木机
gid://shopify/TaxonomyCategory/ha-15-31-1        : 五金/硬件 > 工具 > 劈木机 > 手动劈木机
gid://shopify/TaxonomyCategory/ha-15-31-2        : 五金/硬件 > 工具 > 劈木机 > 电动劈木机
gid://shopify/TaxonomyCategory/ha-15-32          : 五金/硬件 > 工具 > 磁性扫地机
gid://shopify/TaxonomyCategory/ha-15-32-1        : 五金/硬件 > 工具 > 磁性扫地机 > 手持式磁性扫地机
gid://shopify/TaxonomyCategory/ha-15-32-2        : 五金/硬件 > 工具 > 磁性扫地机 > 滚动式磁性扫地机
gid://shopify/TaxonomyCategory/ha-15-33          : 五金/硬件 > 工具 > 划线工具
gid://shopify/TaxonomyCategory/ha-15-34          : 五金/硬件 > 工具 > 砌体工具
gid://shopify/TaxonomyCategory/ha-15-34-1        : 五金/硬件 > 工具 > 砌体工具 > 砌砖工具
gid://shopify/TaxonomyCategory/ha-15-34-2        : 五金/硬件 > 工具 > 砌体工具 > 水泥搅拌机
gid://shopify/TaxonomyCategory/ha-15-34-2-1      : 五金/硬件 > 工具 > 砌体工具 > 水泥搅拌机 > 手持式水泥搅拌机
gid://shopify/TaxonomyCategory/ha-15-34-2-2      : 五金/硬件 > 工具 > 砌体工具 > 水泥搅拌机 > 立式水泥搅拌机
gid://shopify/TaxonomyCategory/ha-15-34-3        : 五金/硬件 > 工具 > 砌体工具 > 作图线/构造线/建构线
gid://shopify/TaxonomyCategory/ha-15-34-4        : 五金/硬件 > 工具 > 砌体工具 > 抹泥刀/镘刀/推刀
gid://shopify/TaxonomyCategory/ha-15-34-4-1      : 五金/硬件 > 工具 > 砌体工具 > 抹泥刀/镘刀/推刀 > 牛头抹泥刀
gid://shopify/TaxonomyCategory/ha-15-34-4-2      : 五金/硬件 > 工具 > 砌体工具 > 抹泥刀/镘刀/推刀 > 刮板抹泥刀
gid://shopify/TaxonomyCategory/ha-15-34-4-3      : 五金/硬件 > 工具 > 砌体工具 > 抹泥刀/镘刀/推刀 > 手动抹泥刀
gid://shopify/TaxonomyCategory/ha-15-34-5        : 五金/硬件 > 工具 > 砌体工具 > 灌浆海绵
gid://shopify/TaxonomyCategory/ha-15-34-6        : 五金/硬件 > 工具 > 砌体工具 > 瓦工磨边机
gid://shopify/TaxonomyCategory/ha-15-34-6-1      : 五金/硬件 > 工具 > 砌体工具 > 瓦工磨边机 > 磨边机
gid://shopify/TaxonomyCategory/ha-15-34-6-2      : 五金/硬件 > 工具 > 砌体工具 > 瓦工磨边机 > 挖槽机
gid://shopify/TaxonomyCategory/ha-15-34-7        : 五金/硬件 > 工具 > 砌体工具 > 砌砖接缝刨
gid://shopify/TaxonomyCategory/ha-15-34-7-1      : 五金/硬件 > 工具 > 砌体工具 > 砌砖接缝刨 > 砌块接缝器
gid://shopify/TaxonomyCategory/ha-15-34-7-2      : 五金/硬件 > 工具 > 砌体工具 > 砌砖接缝刨 > 砌砖接缝器
gid://shopify/TaxonomyCategory/ha-15-34-8        : 五金/硬件 > 工具 > 砌体工具 > 泥刀
gid://shopify/TaxonomyCategory/ha-15-34-8-1      : 五金/硬件 > 工具 > 砌体工具 > 泥刀 > 砌砖镘刀
gid://shopify/TaxonomyCategory/ha-15-34-8-2      : 五金/硬件 > 工具 > 砌体工具 > 泥刀 > 校准抹子
gid://shopify/TaxonomyCategory/ha-15-34-8-3      : 五金/硬件 > 工具 > 砌体工具 > 泥刀 > 勾缝刀
gid://shopify/TaxonomyCategory/ha-15-34-9        : 五金/硬件 > 工具 > 砌体工具 > 电动抹平机
gid://shopify/TaxonomyCategory/ha-15-35          : 五金/硬件 > 工具 > 鹤嘴锄/镐锄
gid://shopify/TaxonomyCategory/ha-15-35-1        : 五金/硬件 > 工具 > 鹤嘴锄/镐锄 > 鹤嘴锄
gid://shopify/TaxonomyCategory/ha-15-35-2        : 五金/硬件 > 工具 > 鹤嘴锄/镐锄 > 镐锄
gid://shopify/TaxonomyCategory/ha-15-36          : 五金/硬件 > 工具 > 测量工具与传感器
gid://shopify/TaxonomyCategory/ha-15-36-1        : 五金/硬件 > 工具 > 测量工具与传感器 > 空气质量检测仪
gid://shopify/TaxonomyCategory/ha-15-36-1-1      : 五金/硬件 > 工具 > 测量工具与传感器 > 空气质量检测仪 > 二氧化碳检测仪
gid://shopify/TaxonomyCategory/ha-15-36-1-2      : 五金/硬件 > 工具 > 测量工具与传感器 > 空气质量检测仪 > 颗粒物检测仪
gid://shopify/TaxonomyCategory/ha-15-36-1-3      : 五金/硬件 > 工具 > 测量工具与传感器 > 空气质量检测仪 > 挥发性有机化合物 (VOC) 检测仪
gid://shopify/TaxonomyCategory/ha-15-36-2        : 五金/硬件 > 工具 > 测量工具与传感器 > 测高仪
gid://shopify/TaxonomyCategory/ha-15-36-3        : 五金/硬件 > 工具 > 测量工具与传感器 > 风速计
gid://shopify/TaxonomyCategory/ha-15-36-3-1      : 五金/硬件 > 工具 > 测量工具与传感器 > 风速计 > 转杯风速计
gid://shopify/TaxonomyCategory/ha-15-36-3-2      : 五金/硬件 > 工具 > 测量工具与传感器 > 风速计 > 热线风速计
gid://shopify/TaxonomyCategory/ha-15-36-3-3      : 五金/硬件 > 工具 > 测量工具与传感器 > 风速计 > 翼式风速计
gid://shopify/TaxonomyCategory/ha-15-36-4        : 五金/硬件 > 工具 > 测量工具与传感器 > 气压表
gid://shopify/TaxonomyCategory/ha-15-36-4-1      : 五金/硬件 > 工具 > 测量工具与传感器 > 气压表 > 无液气压表
gid://shopify/TaxonomyCategory/ha-15-36-4-2      : 五金/硬件 > 工具 > 测量工具与传感器 > 气压表 > 数字气压表
gid://shopify/TaxonomyCategory/ha-15-36-4-3      : 五金/硬件 > 工具 > 测量工具与传感器 > 气压表 > 水银气压表
gid://shopify/TaxonomyCategory/ha-15-36-5        : 五金/硬件 > 工具 > 测量工具与传感器 > 卡尺
gid://shopify/TaxonomyCategory/ha-15-36-5-1      : 五金/硬件 > 工具 > 测量工具与传感器 > 卡尺 > 千分尺
gid://shopify/TaxonomyCategory/ha-15-36-5-2      : 五金/硬件 > 工具 > 测量工具与传感器 > 卡尺 > 数显卡尺
