# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 動物/寵物補給品
gid://shopify/TaxonomyCategory/hg-11-7-4-2       : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 咖啡機/義式咖啡機 > 電子/爐式摩卡壺
gid://shopify/TaxonomyCategory/hg-11-7-4-3       : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 咖啡機/義式咖啡機 > 義式濃縮咖啡機
gid://shopify/TaxonomyCategory/hg-11-7-4-4       : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 咖啡機/義式咖啡機 > 法式濾壓壺
gid://shopify/TaxonomyCategory/hg-11-7-4-5       : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 咖啡機/義式咖啡機 > 過濾式咖啡壺
gid://shopify/TaxonomyCategory/hg-11-7-4-6       : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 咖啡機/義式咖啡機 > 虹吸式咖啡壺
gid://shopify/TaxonomyCategory/hg-11-7-5         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 爐具
gid://shopify/TaxonomyCategory/hg-11-7-6         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 棉花糖機
gid://shopify/TaxonomyCategory/hg-11-7-7         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 油炸機
gid://shopify/TaxonomyCategory/hg-11-7-8         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 切肉機
gid://shopify/TaxonomyCategory/hg-11-7-9         : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 洗碗機
gid://shopify/TaxonomyCategory/hg-11-7-10        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 電烤盤/電烤架
gid://shopify/TaxonomyCategory/hg-11-7-11        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 電水壺
gid://shopify/TaxonomyCategory/hg-11-7-12        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 電煎鍋/電炒鍋
gid://shopify/TaxonomyCategory/hg-11-7-12-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 電煎鍋/電炒鍋 > 電煎鍋
gid://shopify/TaxonomyCategory/hg-11-7-12-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 電煎鍋/電炒鍋 > 電子炒鍋
gid://shopify/TaxonomyCategory/hg-11-7-13        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 巧克力鍋具/組
gid://shopify/TaxonomyCategory/hg-11-7-14        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 料理鍋/蒸鍋
gid://shopify/TaxonomyCategory/hg-11-7-14-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 料理鍋/蒸鍋 > 煮蛋器
gid://shopify/TaxonomyCategory/hg-11-7-14-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 料理鍋/蒸鍋 > 蒸煮器
gid://shopify/TaxonomyCategory/hg-11-7-14-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 料理鍋/蒸鍋 > 飯鍋
gid://shopify/TaxonomyCategory/hg-11-7-14-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 料理鍋/蒸鍋 > 慢燉鍋
gid://shopify/TaxonomyCategory/hg-11-7-14-5      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 料理鍋/蒸鍋 > 燜燒鍋
gid://shopify/TaxonomyCategory/hg-11-7-14-6      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 料理鍋/蒸鍋 > 水波爐
gid://shopify/TaxonomyCategory/hg-11-7-15        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物乾燥劑
gid://shopify/TaxonomyCategory/hg-11-7-16        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物研磨機
gid://shopify/TaxonomyCategory/hg-11-7-16-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物研磨機 > 食品研磨機
gid://shopify/TaxonomyCategory/hg-11-7-16-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物研磨機 > 食物研磨器
gid://shopify/TaxonomyCategory/hg-11-7-17        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物攪拌器
gid://shopify/TaxonomyCategory/hg-11-7-17-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物攪拌器 > 果汁機
gid://shopify/TaxonomyCategory/hg-11-7-17-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物攪拌器 > 食品攪拌機
gid://shopify/TaxonomyCategory/hg-11-7-54        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食品加工機
gid://shopify/TaxonomyCategory/hg-11-7-18        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 煙燻機
gid://shopify/TaxonomyCategory/hg-11-7-19        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物保溫設備
gid://shopify/TaxonomyCategory/hg-11-7-19-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物保溫設備 > 暖鍋
gid://shopify/TaxonomyCategory/hg-11-7-19-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物保溫設備 > 食品保溫燈
gid://shopify/TaxonomyCategory/hg-11-7-19-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物保溫設備 > 儲米箱
gid://shopify/TaxonomyCategory/hg-11-7-19-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 食物保溫設備 > 保溫餐檯
gid://shopify/TaxonomyCategory/hg-11-7-20        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 冷凍庫
gid://shopify/TaxonomyCategory/hg-11-7-21        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 雪泥機
gid://shopify/TaxonomyCategory/hg-11-7-22        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 家用廚餘處理機
gid://shopify/TaxonomyCategory/hg-11-7-23        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 瓦斯烤架
gid://shopify/TaxonomyCategory/hg-11-7-24        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 熱飲製造機
gid://shopify/TaxonomyCategory/hg-11-7-25        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 加熱板
gid://shopify/TaxonomyCategory/hg-11-7-26        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 冰淇淋機
gid://shopify/TaxonomyCategory/hg-11-7-27        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 碎冰機和刨冰機
gid://shopify/TaxonomyCategory/hg-11-7-27-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 碎冰機和刨冰機 > 碎冰機
gid://shopify/TaxonomyCategory/hg-11-7-27-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 碎冰機和刨冰機 > 刨冰機
gid://shopify/TaxonomyCategory/hg-11-7-28        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 製冰機
gid://shopify/TaxonomyCategory/hg-11-7-29        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 榨汁機
gid://shopify/TaxonomyCategory/hg-11-7-30        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 磨刀器
gid://shopify/TaxonomyCategory/hg-11-7-30-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 磨刀器 > 電動磨刀器
gid://shopify/TaxonomyCategory/hg-11-7-30-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 磨刀器 > 珩磨鋼
gid://shopify/TaxonomyCategory/hg-11-7-30-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 磨刀器 > 手動磨刀器
gid://shopify/TaxonomyCategory/hg-11-7-30-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 磨刀器 > 拉式磨刀器
gid://shopify/TaxonomyCategory/hg-11-7-30-5      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 磨刀器 > 磨刀石
gid://shopify/TaxonomyCategory/hg-11-7-31        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 微波爐
gid://shopify/TaxonomyCategory/hg-11-7-32        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 奶泡機
gid://shopify/TaxonomyCategory/hg-11-7-33        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 麻糬機
gid://shopify/TaxonomyCategory/hg-11-7-34        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 戶外烤架
gid://shopify/TaxonomyCategory/hg-11-7-35        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤爐
gid://shopify/TaxonomyCategory/hg-11-7-36        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 義大利麵機
gid://shopify/TaxonomyCategory/hg-11-7-37        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 爆米花機
gid://shopify/TaxonomyCategory/hg-11-7-38        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 戶外爐
gid://shopify/TaxonomyCategory/hg-11-7-39        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 抽油煙機
gid://shopify/TaxonomyCategory/hg-11-7-40        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 各式爐具
gid://shopify/TaxonomyCategory/hg-11-7-41        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 冰箱
gid://shopify/TaxonomyCategory/hg-11-7-42        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 旋風烤箱/燒烤爐
gid://shopify/TaxonomyCategory/hg-11-7-43        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 氣泡水製造機
gid://shopify/TaxonomyCategory/hg-11-7-44        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 豆漿機
gid://shopify/TaxonomyCategory/hg-11-7-45        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 泡茶機
gid://shopify/TaxonomyCategory/hg-11-7-46        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤
gid://shopify/TaxonomyCategory/hg-11-7-46-1      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 小烤箱
gid://shopify/TaxonomyCategory/hg-11-7-46-2      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 甜甜圈機
gid://shopify/TaxonomyCategory/hg-11-7-46-3      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 杯子蛋糕機
gid://shopify/TaxonomyCategory/hg-11-7-46-4      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 披薩機/披薩烤箱
gid://shopify/TaxonomyCategory/hg-11-7-46-5      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 義大利脆餅機
gid://shopify/TaxonomyCategory/hg-11-7-46-6      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 椒鹽捲餅機
gid://shopify/TaxonomyCategory/hg-11-7-46-7      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 三明治機
gid://shopify/TaxonomyCategory/hg-11-7-46-8      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 烤麵包機
gid://shopify/TaxonomyCategory/hg-11-7-46-9      : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 墨西哥薄餅機
gid://shopify/TaxonomyCategory/hg-11-7-46-10     : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 烤麵包機和煎烤盤 > 格子鬆餅機
gid://shopify/TaxonomyCategory/hg-11-7-47        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 垃圾壓縮機
gid://shopify/TaxonomyCategory/hg-11-7-48        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 真空封口機
gid://shopify/TaxonomyCategory/hg-11-7-49        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 直立式飲水機
gid://shopify/TaxonomyCategory/hg-11-7-50        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 濾水器
gid://shopify/TaxonomyCategory/hg-11-7-51        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 冷藏酒櫃
gid://shopify/TaxonomyCategory/hg-11-7-52        : 居家和庭園 > 廚房與餐廳 > 廚房電器 > 優格機
gid://shopify/TaxonomyCategory/hg-11-8           : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具
gid://shopify/TaxonomyCategory/hg-11-8-1         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 圍裙
gid://shopify/TaxonomyCategory/hg-11-8-2         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烘焙鏟
gid://shopify/TaxonomyCategory/hg-11-8-3         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 淋油器
gid://shopify/TaxonomyCategory/hg-11-8-4         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 醬料刷
gid://shopify/TaxonomyCategory/hg-11-8-5         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 飲料機
gid://shopify/TaxonomyCategory/hg-11-8-6         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 蛋糕裝飾用品
gid://shopify/TaxonomyCategory/hg-11-8-6-1       : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 蛋糕裝飾用品 > 裝飾袋
gid://shopify/TaxonomyCategory/hg-11-8-6-3       : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 蛋糕裝飾用品 > 轉盤
gid://shopify/TaxonomyCategory/hg-11-8-7         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 蛋糕鏟
gid://shopify/TaxonomyCategory/hg-11-8-8         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 鋁罐壓扁機
gid://shopify/TaxonomyCategory/hg-11-8-9         : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 開罐器
gid://shopify/TaxonomyCategory/hg-11-8-10        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 餐叉
gid://shopify/TaxonomyCategory/hg-11-8-11        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 雕刻刀
gid://shopify/TaxonomyCategory/hg-11-8-12        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 濾籃/濾器
gid://shopify/TaxonomyCategory/hg-11-8-12-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 濾籃/濾器 > 濾水盆
gid://shopify/TaxonomyCategory/hg-11-8-12-2      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 濾籃/濾器 > 過濾篩
gid://shopify/TaxonomyCategory/hg-11-8-13        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 調味罐
gid://shopify/TaxonomyCategory/hg-11-8-14        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 餅乾模具
gid://shopify/TaxonomyCategory/hg-11-8-15        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 餅乾擠花器
gid://shopify/TaxonomyCategory/hg-11-8-16        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計配件
gid://shopify/TaxonomyCategory/hg-11-8-16-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計配件 > 校準工具
gid://shopify/TaxonomyCategory/hg-11-8-16-5      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計配件 > 替換針頭
gid://shopify/TaxonomyCategory/hg-11-8-16-6      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計配件 > 無線接收器
gid://shopify/TaxonomyCategory/hg-11-8-17        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計
gid://shopify/TaxonomyCategory/hg-11-8-17-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計 > 糖花溫度計
gid://shopify/TaxonomyCategory/hg-11-8-17-2      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計 > 即時讀取溫度計
gid://shopify/TaxonomyCategory/hg-11-8-17-3      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計 > 烤箱溫度計
gid://shopify/TaxonomyCategory/hg-11-8-17-4      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計 > 探針溫度計
gid://shopify/TaxonomyCategory/hg-11-8-17-5      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 烹飪溫度計 > 無線溫度計
gid://shopify/TaxonomyCategory/hg-11-8-18        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 料理計時器
gid://shopify/TaxonomyCategory/hg-11-8-19        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 料理噴槍
gid://shopify/TaxonomyCategory/hg-11-8-20        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 冷卻架
gid://shopify/TaxonomyCategory/hg-11-8-21        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 砧板
gid://shopify/TaxonomyCategory/hg-11-8-22        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 碗碟架/瀝水盤
gid://shopify/TaxonomyCategory/hg-11-8-22-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 碗碟架/瀝水盤 > 碗碟架
gid://shopify/TaxonomyCategory/hg-11-8-22-2      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 碗碟架/瀝水盤 > 排水板
gid://shopify/TaxonomyCategory/hg-11-8-23        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 麵糰輪刀
gid://shopify/TaxonomyCategory/hg-11-8-24        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 電動刀配件
gid://shopify/TaxonomyCategory/hg-11-8-24-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 電動刀配件 > 電動刀替換刀片
gid://shopify/TaxonomyCategory/hg-11-8-25        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 電動刀
gid://shopify/TaxonomyCategory/hg-11-8-26        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 麵粉篩
gid://shopify/TaxonomyCategory/hg-11-8-27        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 粉篩模具組
gid://shopify/TaxonomyCategory/hg-11-8-28        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子
gid://shopify/TaxonomyCategory/hg-11-8-28-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 龍蝦/螃蟹鉗
gid://shopify/TaxonomyCategory/hg-11-8-28-1-1    : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 龍蝦/螃蟹鉗 > 剝殼器
gid://shopify/TaxonomyCategory/hg-11-8-28-1-2    : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 龍蝦/螃蟹鉗 > 龍蝦鉗
gid://shopify/TaxonomyCategory/hg-11-8-28-2      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 胡桃鉗
gid://shopify/TaxonomyCategory/hg-11-8-28-2-1    : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 胡桃鉗 > 胡桃鉗裝飾品
gid://shopify/TaxonomyCategory/hg-11-8-28-2-2    : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 胡桃鉗 > 電動胡桃鉗
gid://shopify/TaxonomyCategory/hg-11-8-28-2-3    : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 胡桃鉗 > 手持胡桃鉗
gid://shopify/TaxonomyCategory/hg-11-8-28-2-4    : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 胡桃鉗 > 槓桿胡桃鉗
gid://shopify/TaxonomyCategory/hg-11-8-28-2-5    : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 胡桃鉗 > 堅果鎬
gid://shopify/TaxonomyCategory/hg-11-8-28-2-6    : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 剝殼器/鉗子 > 胡桃鉗 > 夾式胡桃鉗
gid://shopify/TaxonomyCategory/hg-11-8-29        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 食物分配器
gid://shopify/TaxonomyCategory/hg-11-8-30        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 削皮器/磨泥器
gid://shopify/TaxonomyCategory/hg-11-8-30-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 削皮器/磨泥器 > 刨絲器
gid://shopify/TaxonomyCategory/hg-11-8-30-2      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 削皮器/磨泥器 > 磨泥器
gid://shopify/TaxonomyCategory/hg-11-8-31        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 削皮器/去核器
gid://shopify/TaxonomyCategory/hg-11-8-31-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 削皮器/去核器 > 去核器
gid://shopify/TaxonomyCategory/hg-11-8-31-2      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 削皮器/去核器 > 削皮器
gid://shopify/TaxonomyCategory/hg-11-8-32        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 蒸煮包裝袋
gid://shopify/TaxonomyCategory/hg-11-8-33        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 食物串籤/肉串籤
gid://shopify/TaxonomyCategory/hg-11-8-33-1      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 食物串籤/肉串籤 > 肉串籤
gid://shopify/TaxonomyCategory/hg-11-8-33-2      : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 食物串籤/肉串籤 > 串籤
gid://shopify/TaxonomyCategory/hg-11-8-34        : 居家和庭園 > 廚房與餐廳 > 廚房工具和用具 > 漏斗
