# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼鏡配戴設計
gid://shopify/TaxonomyAttribute/9808  : 針織鬆緊帶適用用途
gid://shopify/TaxonomyAttribute/6738  : 針織花紋
gid://shopify/TaxonomyAttribute/6739  : 針織樣式
gid://shopify/TaxonomyAttribute/9809  : 編織記號器/計數器類型
gid://shopify/TaxonomyAttribute/9810  : 編織針針尖樣式
gid://shopify/TaxonomyAttribute/2953  : 針織/襯墊類型
gid://shopify/TaxonomyAttribute/2414  : 旋鈕功能
gid://shopify/TaxonomyAttribute/2415  : 旋鈕樣式
gid://shopify/TaxonomyAttribute/2116  : 旋鈕/手柄設計
gid://shopify/TaxonomyAttribute/8471  : 爆震感測器技術
gid://shopify/TaxonomyAttribute/5197  : 刷結形狀
gid://shopify/TaxonomyAttribute/10648 : 滾花銳利度
gid://shopify/TaxonomyAttribute/10649 : 滾花標記標準
gid://shopify/TaxonomyAttribute/7819  : 球莖甘藍品種
gid://shopify/TaxonomyAttribute/7820  : 麴菌類型
gid://shopify/TaxonomyAttribute/7821  : 金橘品種
gid://shopify/TaxonomyAttribute/10662 : LED 顏色選項
gid://shopify/TaxonomyAttribute/10663 : LED 指示燈顏色
gid://shopify/TaxonomyAttribute/10664 : LED 燈光顏色
gid://shopify/TaxonomyAttribute/5175  : LED 燈模式
gid://shopify/TaxonomyAttribute/1885  : 訊號集波器輸出
gid://shopify/TaxonomyAttribute/1886  : 訊號集波器技術
gid://shopify/TaxonomyAttribute/5987  : 標籤內容類型
gid://shopify/TaxonomyAttribute/9811  : 標籤邊緣類型
gid://shopify/TaxonomyAttribute/9812  : 標籤表面處理
gid://shopify/TaxonomyAttribute/9813  : 標籤表面處理/邊緣樣式
gid://shopify/TaxonomyAttribute/9814  : 標籤折法
gid://shopify/TaxonomyAttribute/9815  : 標籤文字類型
gid://shopify/TaxonomyAttribute/3011  : 標籤專案類型
gid://shopify/TaxonomyAttribute/2615  : 實驗室冰櫃設計
gid://shopify/TaxonomyAttribute/6740  : 蕾絲網區域尺寸
gid://shopify/TaxonomyAttribute/10650 : 鞋帶束緊器樣式
gid://shopify/TaxonomyAttribute/6741  : 蕾絲網類型
gid://shopify/TaxonomyAttribute/10651 : 長曲棍球球認證
gid://shopify/TaxonomyAttribute/2851  : 包括長曲棍球裝備
gid://shopify/TaxonomyAttribute/10652 : 長曲棍球球門規格認證
gid://shopify/TaxonomyAttribute/10653 : 長曲棍球桿網袋類型
gid://shopify/TaxonomyAttribute/10654 : 長曲棍球線材類型
gid://shopify/TaxonomyAttribute/6924  : 梯子位置
gid://shopify/TaxonomyAttribute/2732  : 梯子類型
gid://shopify/TaxonomyAttribute/3369  : 護貝方式
gid://shopify/TaxonomyAttribute/5041  : 覆膜類型
gid://shopify/TaxonomyAttribute/5988  : 燈臂樣式
gid://shopify/TaxonomyAttribute/5406  : 燈泡組件類型
gid://shopify/TaxonomyAttribute/5989  : 燈柱底座安裝類型
gid://shopify/TaxonomyAttribute/5405  : 燈泡品質等級
gid://shopify/TaxonomyAttribute/5990  : 燈罩固定架類型
gid://shopify/TaxonomyAttribute/5991  : 燈罩形狀
gid://shopify/TaxonomyAttribute/5992  : 燈罩透光度
gid://shopify/TaxonomyAttribute/2041  : 燈頭類型
gid://shopify/TaxonomyAttribute/5993  : 燈罩形狀
gid://shopify/TaxonomyAttribute/5102  : 採血針機制類型
gid://shopify/TaxonomyAttribute/1733  : 語言
gid://shopify/TaxonomyAttribute/2536  : 語言版本
gid://shopify/TaxonomyAttribute/6742  : 掛繩連接五金
gid://shopify/TaxonomyAttribute/6743  : 掛繩樣式
gid://shopify/TaxonomyAttribute/10655 : 掛繩類型
gid://shopify/TaxonomyAttribute/9816  : 膝上型手織機隨附配件
gid://shopify/TaxonomyAttribute/6744  : 翻領款式
gid://shopify/TaxonomyAttribute/5648  : 筆記型電腦纜線類型
gid://shopify/TaxonomyAttribute/5647  : 筆記型電腦外殼零件類型
gid://shopify/TaxonomyAttribute/2270  : 雷射光源
gid://shopify/TaxonomyAttribute/9817  : 雷射安全等級
gid://shopify/TaxonomyAttribute/6925  : 乳膠加工方式
gid://shopify/TaxonomyAttribute/6926  : 乳膠類型
gid://shopify/TaxonomyAttribute/2196  : 車床應用
gid://shopify/TaxonomyAttribute/10656 : 起飛彈道特性
gid://shopify/TaxonomyAttribute/10657 : 發射器安裝配置
gid://shopify/TaxonomyAttribute/5994  : 洗衣球表面紋理
gid://shopify/TaxonomyAttribute/3145  : 洗衣粉特點
gid://shopify/TaxonomyAttribute/5995  : 洗衣配件類型
gid://shopify/TaxonomyAttribute/6299  : 草坪打孔機類型
gid://shopify/TaxonomyAttribute/5996  : 除草機皮帶類型
gid://shopify/TaxonomyAttribute/5997  : 割草機刀片類型
gid://shopify/TaxonomyAttribute/5998  : 草坪撒佈機類型
gid://shopify/TaxonomyAttribute/6300  : 草坪拖拉機胎紋類型
gid://shopify/TaxonomyAttribute/6745  : 疊層結構
gid://shopify/TaxonomyAttribute/6746  : 分層設計
gid://shopify/TaxonomyAttribute/9818  : 線軸架張力控制類型
gid://shopify/TaxonomyAttribute/2254  : 鉛等級
gid://shopify/TaxonomyAttribute/10658 : 牽引繩五金類型
gid://shopify/TaxonomyAttribute/7822  : 片狀明膠等級
gid://shopify/TaxonomyAttribute/7823  : 葉片處理方式
gid://shopify/TaxonomyAttribute/8472  : 葉片彈簧材質
gid://shopify/TaxonomyAttribute/6747  : 防漏層
gid://shopify/TaxonomyAttribute/10659 : 牽引繩扣具類型
gid://shopify/TaxonomyAttribute/3233  : 皮帶設計
gid://shopify/TaxonomyAttribute/10660 : 牽引繩款式
gid://shopify/TaxonomyAttribute/10661 : 防走失牽繩類型
gid://shopify/TaxonomyAttribute/5680  : 皮革類型
gid://shopify/TaxonomyAttribute/2330  : 皮革/乙烯基紋理
gid://shopify/TaxonomyAttribute/7824  : 膨鬆作用類型
gid://shopify/TaxonomyAttribute/7825  : 膨鬆劑
gid://shopify/TaxonomyAttribute/2271  : 講台安裝類型
gid://shopify/TaxonomyAttribute/7826  : 韭蔥品種
gid://shopify/TaxonomyAttribute/10665 : 腿部覆蓋範圍
gid://shopify/TaxonomyAttribute/6748  : 褲腳束口款式
gid://shopify/TaxonomyAttribute/6749  : 腿部開口高度
gid://shopify/TaxonomyAttribute/6750  : 褲腿剪裁樣式
gid://shopify/TaxonomyAttribute/6751  : 褲管長度
gid://shopify/TaxonomyAttribute/1852  : 腿部鎖型
gid://shopify/TaxonomyAttribute/10666 : 腿環類型
gid://shopify/TaxonomyAttribute/6752  : 褲管開口款式
gid://shopify/TaxonomyAttribute/1853  : 腿部分節
gid://shopify/TaxonomyAttribute/6927  : 褲腿樣式
gid://shopify/TaxonomyAttribute/5598  : 標籤類型
gid://shopify/TaxonomyAttribute/6753  : 內搭褲腳部設計
gid://shopify/TaxonomyAttribute/6754  : 內搭褲腰頭款式
gid://shopify/TaxonomyAttribute/6755  : 花環閉合款式
gid://shopify/TaxonomyAttribute/7827  : 檸檬品種
gid://shopify/TaxonomyAttribute/5230  : 長度可調整性
gid://shopify/TaxonomyAttribute/6446  : 長度調整方式
gid://shopify/TaxonomyAttribute/1985  : 鏡頭蓋相容裝置
gid://shopify/TaxonomyAttribute/5219  : 包含的鏡片盒配件
gid://shopify/TaxonomyAttribute/5557  : 鏡片特性
gid://shopify/TaxonomyAttribute/1693  : 鏡片鍍膜
gid://shopify/TaxonomyAttribute/5397  : 鏡片色彩組合
gid://shopify/TaxonomyAttribute/10667 : 鏡片顏色/色調
gid://shopify/TaxonomyAttribute/2249  : 鏡頭配置
gid://shopify/TaxonomyAttribute/10668 : 鏡片結構
gid://shopify/TaxonomyAttribute/5234  : 鏡片濾光片類別
gid://shopify/TaxonomyAttribute/1987  : 鏡頭濾鏡效果
gid://shopify/TaxonomyAttribute/1988  : 鏡頭濾鏡類型
gid://shopify/TaxonomyAttribute/5012  : 隨附的鏡頭套件配件
gid://shopify/TaxonomyAttribute/77    : 鏡片偏光
gid://shopify/TaxonomyAttribute/5030  : 鏡頭保護貼覆蓋形式
gid://shopify/TaxonomyAttribute/5013  : 鏡頭保護貼功能特點
gid://shopify/TaxonomyAttribute/5227  : 鏡片折射率
gid://shopify/TaxonomyAttribute/3303  : 鏡頭收納類型
gid://shopify/TaxonomyAttribute/6756  : 鏡片色調類別
gid://shopify/TaxonomyAttribute/5224  : 鏡片染色類型
gid://shopify/TaxonomyAttribute/1694  : 鏡片類型
gid://shopify/TaxonomyAttribute/2957  : 鏡頭/幻燈片材料
gid://shopify/TaxonomyAttribute/7828  : 生菜品種
gid://shopify/TaxonomyAttribute/10669 : 適用等級
gid://shopify/TaxonomyAttribute/8473  : 拉桿配置
gid://shopify/TaxonomyAttribute/9819  : 變調桿類型
gid://shopify/TaxonomyAttribute/8474  : 車牌蓋款式
gid://shopify/TaxonomyAttribute/8475  : 車牌個人化類型
gid://shopify/TaxonomyAttribute/2646  : 授權類型
gid://shopify/TaxonomyAttribute/9820  : 授權/使用條款
gid://shopify/TaxonomyAttribute/9821  : 授權運動資產
gid://shopify/TaxonomyAttribute/5999  : 鍋蓋功能
gid://shopify/TaxonomyAttribute/6928  : 蓋子鉸鏈機構
gid://shopify/TaxonomyAttribute/9822  : 蓋子支撐位置
gid://shopify/TaxonomyAttribute/1786  : 蓋子類型
gid://shopify/TaxonomyAttribute/6000  : 鍋蓋排氣孔類型
gid://shopify/TaxonomyAttribute/10670 : 球桿傾角顏色代碼
gid://shopify/TaxonomyAttribute/10671 : 救生衣認證標準
gid://shopify/TaxonomyAttribute/3175  : 救生衣特點
gid://shopify/TaxonomyAttribute/8476  : 救生衣認證標準
gid://shopify/TaxonomyAttribute/8477  : 救生筏容器類型
gid://shopify/TaxonomyAttribute/8478  : 救生背心核准標準
gid://shopify/TaxonomyAttribute/8479  : 救生衣適用使用者
gid://shopify/TaxonomyAttribute/8480  : 救生圈核准標準
gid://shopify/TaxonomyAttribute/8481  : 救生圈功能特色
gid://shopify/TaxonomyAttribute/6001  : 升降機制
gid://shopify/TaxonomyAttribute/6929  : 升降機制類型
gid://shopify/TaxonomyAttribute/8482  : 升降機/支架支撐點
gid://shopify/TaxonomyAttribute/8483  : 升力氣體類型
gid://shopify/TaxonomyAttribute/8484  : 升降支撐類型
gid://shopify/TaxonomyAttribute/9823  : 束箍與管帽組件類型
gid://shopify/TaxonomyAttribute/9824  : 束箍材質
gid://shopify/TaxonomyAttribute/9825  : 束箍鍍層或表面處理
gid://shopify/TaxonomyAttribute/9826  : 束箍簧片接觸方式
gid://shopify/TaxonomyAttribute/9827  : 束箍螺絲位置（相對於簧片）
gid://shopify/TaxonomyAttribute/9828  : 束箍張力調整機構
gid://shopify/TaxonomyAttribute/9829  : 束箍鎖緊機構類型
gid://shopify/TaxonomyAttribute/2229  : 燈具附件類型
gid://shopify/TaxonomyAttribute/8485  : 燈條外殼材質
gid://shopify/TaxonomyAttribute/8486  : 燈條鏡片材質
gid://shopify/TaxonomyAttribute/8487  : 燈條安裝位置
gid://shopify/TaxonomyAttribute/1360  : 燈光控制
gid://shopify/TaxonomyAttribute/2008  : 燈光設計
gid://shopify/TaxonomyAttribute/2021  : 曝光模式
gid://shopify/TaxonomyAttribute/6002  : 光照需求
gid://shopify/TaxonomyAttribute/2050  : 濾光
gid://shopify/TaxonomyAttribute/1740  : 燈光選項
gid://shopify/TaxonomyAttribute/5404  : 環境光抑制類型
gid://shopify/TaxonomyAttribute/1333  : 光源
gid://shopify/TaxonomyAttribute/1574  : 光譜
gid://shopify/TaxonomyAttribute/9830  : 燈架款式
gid://shopify/TaxonomyAttribute/8488  : 燈光開關功能
gid://shopify/TaxonomyAttribute/1244  : 色溫
gid://shopify/TaxonomyAttribute/5051  : 光療設備外型規格
gid://shopify/TaxonomyAttribute/2742  : 照明燈類型
gid://shopify/TaxonomyAttribute/9831  : 支援的照明控制協定
gid://shopify/TaxonomyAttribute/10672 : 燈光效果
gid://shopify/TaxonomyAttribute/2982  : 照明功能
gid://shopify/TaxonomyAttribute/10673 : 照明模式
gid://shopify/TaxonomyAttribute/3056  : 照明選項
gid://shopify/TaxonomyAttribute/5451  : 照明類型
gid://shopify/TaxonomyAttribute/9832  : 百合品種
gid://shopify/TaxonomyAttribute/10674 : 肢體關節活動度
gid://shopify/TaxonomyAttribute/10675 : 肢體材質
gid://shopify/TaxonomyAttribute/7829  : 肢體種類
gid://shopify/TaxonomyAttribute/10676 : 線材浮力
gid://shopify/TaxonomyAttribute/10677 : 線材用途
gid://shopify/TaxonomyAttribute/2247  : 行距選項
gid://shopify/TaxonomyAttribute/2729  : 線/繩類型
gid://shopify/TaxonomyAttribute/9833  : 亞麻整理/處理
gid://shopify/TaxonomyAttribute/9834  : 亞麻織法類型
gid://shopify/TaxonomyAttribute/6003  : 襯墊安裝方式
gid://shopify/TaxonomyAttribute/6930  : 內襯填墊類型
gid://shopify/TaxonomyAttribute/10678 : 內襯形狀
gid://shopify/TaxonomyAttribute/6757  : 內襯類型
gid://shopify/TaxonomyAttribute/6758  : 襯裡
gid://shopify/TaxonomyAttribute/6759  : 襯裡材質
gid://shopify/TaxonomyAttribute/6760  : 襯裡類型
gid://shopify/TaxonomyAttribute/10679 : 鏈節連接方式
gid://shopify/TaxonomyAttribute/6004  : 黏毛滾筒類型
gid://shopify/TaxonomyAttribute/5302  : 護唇膏色調級數
gid://shopify/TaxonomyAttribute/5273  : 唇彩塗抹器類型
gid://shopify/TaxonomyAttribute/1621  : 唇蜜效果
gid://shopify/TaxonomyAttribute/5272  : 唇彩配方
gid://shopify/TaxonomyAttribute/3336  : 唇線筆設計
gid://shopify/TaxonomyAttribute/5271  : 唇妝不透明度
gid://shopify/TaxonomyAttribute/5274  : 口紅遮蓋度
gid://shopify/TaxonomyAttribute/1622  : 唇膏效果
gid://shopify/TaxonomyAttribute/1464  : 利口酒種類
gid://shopify/TaxonomyAttribute/10680 : 活餌形式
gid://shopify/TaxonomyAttribute/6005  : 活捕陷阱設計
gid://shopify/TaxonomyAttribute/2551  : 畜牧食品原料
gid://shopify/TaxonomyAttribute/6931  : 包含客廳家具品項
gid://shopify/TaxonomyAttribute/2117  : 負載容量
gid://shopify/TaxonomyAttribute/10681 : 裝載機制
gid://shopify/TaxonomyAttribute/2723  : 裝載坡道類型
gid://shopify/TaxonomyAttribute/1374  : 裝載類型
gid://shopify/TaxonomyAttribute/8489  : 鎖芯類型
gid://shopify/TaxonomyAttribute/6006  : 鎖心配置選項
gid://shopify/TaxonomyAttribute/2738  : 鎖放置
gid://shopify/TaxonomyAttribute/8490  : 鎖具安全等級
gid://shopify/TaxonomyAttribute/8491  : 鎖定系統
gid://shopify/TaxonomyAttribute/1236  : 鎖型
gid://shopify/TaxonomyAttribute/6932  : 更衣櫃長椅配置
gid://shopify/TaxonomyAttribute/1726  : 鎖定裝置
gid://shopify/TaxonomyAttribute/9835  : 火車頭原型動力類型
gid://shopify/TaxonomyAttribute/9836  : 火車頭輪式排列（Whyte 標記法）
gid://shopify/TaxonomyAttribute/6933  : 高架床高度分類
gid://shopify/TaxonomyAttribute/5483  : 邏輯系列
gid://shopify/TaxonomyAttribute/6761  : 標誌應用方式
gid://shopify/TaxonomyAttribute/9837  : 標誌標籤適用布料重量
gid://shopify/TaxonomyAttribute/9838  : 標誌標籤邊緣處理
gid://shopify/TaxonomyAttribute/9839  : 標誌標籤印刷/製作方式
gid://shopify/TaxonomyAttribute/8492  : 引擎長本體完整度
gid://shopify/TaxonomyAttribute/6762  : 保暖內衣包含部件
gid://shopify/TaxonomyAttribute/7830  : 龍眼品種
gid://shopify/TaxonomyAttribute/9840  : 包含織布機配件
gid://shopify/TaxonomyAttribute/9841  : 織布機表面處理
gid://shopify/TaxonomyAttribute/9842  : 織布機折疊/便攜設計類型
gid://shopify/TaxonomyAttribute/9843  : 織布機框架折疊設計
gid://shopify/TaxonomyAttribute/9844  : 織布機張力調整方式
gid://shopify/TaxonomyAttribute/9845  : 織布機綁接系統
gid://shopify/TaxonomyAttribute/7831  : 枇杷品種
gid://shopify/TaxonomyAttribute/2388  : 羅維朋
gid://shopify/TaxonomyAttribute/1676  : 潤滑劑應用
gid://shopify/TaxonomyAttribute/1677  : 潤滑劑成分
gid://shopify/TaxonomyAttribute/2060  : 潤滑劑分配器類型
gid://shopify/TaxonomyAttribute/5112  : 潤滑劑效果
gid://shopify/TaxonomyAttribute/10682 : 潤滑劑特色
gid://shopify/TaxonomyAttribute/2397  : 潤滑劑形式
gid://shopify/TaxonomyAttribute/6007  : 潤滑劑需求
gid://shopify/TaxonomyAttribute/10683 : 潤滑要求
gid://shopify/TaxonomyAttribute/8493  : 潤滑類型
gid://shopify/TaxonomyAttribute/8494  : 輪圈螺帽座面輪廓
gid://shopify/TaxonomyAttribute/6934  : 腰部支撐類型
gid://shopify/TaxonomyAttribute/2914  : 木材/木料類型
gid://shopify/TaxonomyAttribute/6008  : 午餐套組包含品項
gid://shopify/TaxonomyAttribute/10684 : 弓箭步訓練器款式
gid://shopify/TaxonomyAttribute/10685 : 擬餌浮力
gid://shopify/TaxonomyAttribute/9846  : 光澤
gid://shopify/TaxonomyAttribute/7832  : 荔枝栽培品種
gid://shopify/TaxonomyAttribute/2407  : 里拉琴/翻蓋資料夾附件類型
gid://shopify/TaxonomyAttribute/9847  : 譜夾/翻頁譜夾安裝位置
gid://shopify/TaxonomyAttribute/6447  : 歌詞顯示類型
gid://shopify/TaxonomyAttribute/5657  : 支援的 M.2 磁碟長度
gid://shopify/TaxonomyAttribute/8496  : MAP 感測器輸出訊號類型
gid://shopify/TaxonomyAttribute/6014  : MERV 等級
gid://shopify/TaxonomyAttribute/2430  : 音樂數位介面連接性
gid://shopify/TaxonomyAttribute/9881  : MIDI 輸出類型
gid://shopify/TaxonomyAttribute/5352  : MIMO 技術
gid://shopify/TaxonomyAttribute/10711 : MMA 手套類型
gid://shopify/TaxonomyAttribute/10712 : MOLLE 相容性
gid://shopify/TaxonomyAttribute/1797  : 包括 MP3 播放器配件
gid://shopify/TaxonomyAttribute/2547  : 美國電影協會評級
gid://shopify/TaxonomyAttribute/6009  : 砍刀刀型
gid://shopify/TaxonomyAttribute/5014  : MagSafe 相容性
gid://shopify/TaxonomyAttribute/10686 : 彈匣相容性
gid://shopify/TaxonomyAttribute/10687 : 磁鐵要求
gid://shopify/TaxonomyAttribute/6448  : 磁性玩具隨附收納
gid://shopify/TaxonomyAttribute/1350  : 磁鐵類型
gid://shopify/TaxonomyAttribute/2616  : 倍率
gid://shopify/TaxonomyAttribute/5251  : 化妝刷應用
gid://shopify/TaxonomyAttribute/3130  : 彩妝特點
gid://shopify/TaxonomyAttribute/3334  : 化妝品色調
gid://shopify/TaxonomyAttribute/7833  : 馬蘭加芋品種
gid://shopify/TaxonomyAttribute/2935  : 木槌材質
gid://shopify/TaxonomyAttribute/9848  : 麥芽顏色評等系統
gid://shopify/TaxonomyAttribute/9849  : 麥芽粉碎狀態
gid://shopify/TaxonomyAttribute/9850  : 麥芽形式
gid://shopify/TaxonomyAttribute/9851  : 麥芽預期用途
gid://shopify/TaxonomyAttribute/9852  : 麥芽處理方式
gid://shopify/TaxonomyAttribute/9853  : 麥芽使用用途
gid://shopify/TaxonomyAttribute/8495  : 人員落水系統類型
gid://shopify/TaxonomyAttribute/5350  : 管理類型
gid://shopify/TaxonomyAttribute/5209  : 下顎裝置配合方法
gid://shopify/TaxonomyAttribute/9854  : 曼陀林背側板木材
gid://shopify/TaxonomyAttribute/4993  : 曼陀林背部形狀
gid://shopify/TaxonomyAttribute/9855  : 曼陀林面板木材
gid://shopify/TaxonomyAttribute/9856  : 曼陀林琴橋類型
gid://shopify/TaxonomyAttribute/9857  : 曼陀林拾音器配置
gid://shopify/TaxonomyAttribute/9858  : 曼陀林琴弦配置
gid://shopify/TaxonomyAttribute/7834  : 山竹品種
gid://shopify/TaxonomyAttribute/10688 : 人體模型款式
gid://shopify/TaxonomyAttribute/2681  : 製造商類型
gid://shopify/TaxonomyAttribute/10689 : 製造工法
gid://shopify/TaxonomyAttribute/6449  : 地圖涵蓋範圍（星空/行星天體）
gid://shopify/TaxonomyAttribute/10690 : 地圖格式
gid://shopify/TaxonomyAttribute/6450  : 地圖尺寸（紙張）
gid://shopify/TaxonomyAttribute/6010  : 地圖風格
gid://shopify/TaxonomyAttribute/5676  : 地圖更新政策
gid://shopify/TaxonomyAttribute/9859  : 馬拉布羽毛形式
gid://shopify/TaxonomyAttribute/9860  : 馬拉布羽毛處理方式
gid://shopify/TaxonomyAttribute/6451  : 彈珠軌道組功能模組
gid://shopify/TaxonomyAttribute/8497  : 船用信號彈認證/標準
gid://shopify/TaxonomyAttribute/3089  : 航海導航儀特點
gid://shopify/TaxonomyAttribute/10691 : 海上安全標準符合性
gid://shopify/TaxonomyAttribute/8498  : 船用變速箱類型
gid://shopify/TaxonomyAttribute/10692 : 麥克筆動作類型
gid://shopify/TaxonomyAttribute/10693 : 彩彈槍口徑
gid://shopify/TaxonomyAttribute/5599  : 標記器格式
gid://shopify/TaxonomyAttribute/5600  : 標記器文字顏色
gid://shopify/TaxonomyAttribute/2256  : 記號筆筆尖設計
gid://shopify/TaxonomyAttribute/10694 : 標線耐久性
