# Shopify Product Taxonomy - Categories: 9999-13-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Ζώα και προμήθειες για κατοικίδια ζώα
gid://shopify/TaxonomyCategory/fr-1              : Έπιπλα > Βρεφικά & παιδικά έπιπλα
gid://shopify/TaxonomyCategory/fr-1-1            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Σετ βρεφικών & παιδικών επίπλων
gid://shopify/TaxonomyCategory/fr-1-2            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για λίκνα & κούνιες
gid://shopify/TaxonomyCategory/fr-1-3            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες
gid://shopify/TaxonomyCategory/fr-1-3-1          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Λίκνα παιχνιδιού
gid://shopify/TaxonomyCategory/fr-1-3-2          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Κούνιες (Bassinets)
gid://shopify/TaxonomyCategory/fr-1-3-3          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Λίκνα δίπλα στο κρεβάτι
gid://shopify/TaxonomyCategory/fr-1-3-5          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Πτυσσόμενα λίκνα
gid://shopify/TaxonomyCategory/fr-1-3-6          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Λίκνα
gid://shopify/TaxonomyCategory/fr-1-3-7          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Αναδιπλούμενα λίκνα
gid://shopify/TaxonomyCategory/fr-1-3-8          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Κρεμαστά λίκνα
gid://shopify/TaxonomyCategory/fr-1-3-10         : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Λίκνα με κίνηση
gid://shopify/TaxonomyCategory/fr-1-3-11         : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Λίκνα & κούνιες > Ταξιδιωτικά λίκνα
gid://shopify/TaxonomyCategory/fr-1-4            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Τραπέζια αλλαγής
gid://shopify/TaxonomyCategory/fr-1-5            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια
gid://shopify/TaxonomyCategory/fr-1-5-1          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια > Προφυλακτήρες & επενδύσεις κούνιας
gid://shopify/TaxonomyCategory/fr-1-5-1-1        : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια > Προφυλακτήρες & επενδύσεις κούνιας > Επένδυση κούνιας
gid://shopify/TaxonomyCategory/fr-1-5-1-2        : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια > Προφυλακτήρες & επενδύσεις κούνιας > Καλύμματα ράγας κούνιας
gid://shopify/TaxonomyCategory/fr-1-5-1-3        : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια > Προφυλακτήρες & επενδύσεις κούνιας > Υφασμάτινα διακοσμητικά καλύμματα βάσης κούνιας
gid://shopify/TaxonomyCategory/fr-1-5-1-4        : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια > Προφυλακτήρες & επενδύσεις κούνιας > Πλέγματα προστατευτικών διατάξεων βρεφικής κούνιας
gid://shopify/TaxonomyCategory/fr-1-5-1-5        : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια > Προφυλακτήρες & επενδύσεις κούνιας > Επενδυμένες προστατευτικές διατάξεις βρεφικής κούνιας
gid://shopify/TaxonomyCategory/fr-1-5-1-6        : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια > Προφυλακτήρες & επενδύσεις κούνιας > Καλύμματα ραγών για οδοντοφυΐα
gid://shopify/TaxonomyCategory/fr-1-5-2          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ για κούνιες & παιδικά κρεβάτια > Κιτ μετατροπής κούνιας
gid://shopify/TaxonomyCategory/fr-1-6            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια
gid://shopify/TaxonomyCategory/fr-1-6-4          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια > Παιδικές κουκέτες
gid://shopify/TaxonomyCategory/fr-1-6-5          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια > Παιδικά κρεβάτια με ουρανό
gid://shopify/TaxonomyCategory/fr-1-6-6          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια > Υπερυψωμένα παιδικά κρεβάτια
gid://shopify/TaxonomyCategory/fr-1-6-7          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια > Κούνιες Mini
gid://shopify/TaxonomyCategory/fr-1-6-9          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια > Παιδικά κρεβάτια τύπου έλκηθρο
gid://shopify/TaxonomyCategory/fr-1-6-10         : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια > Κανονικές κούνιες
gid://shopify/TaxonomyCategory/fr-1-6-11         : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια > Παιδικά κρεβάτια
gid://shopify/TaxonomyCategory/fr-1-6-12         : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Κούνιες & παιδικά κρεβάτια > Κούνιες ταξιδιού
gid://shopify/TaxonomyCategory/fr-1-7            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Αξεσουάρ καρεκλών φαγητού & ενισχυτικών καθισμάτων
gid://shopify/TaxonomyCategory/fr-1-8            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Καρέκλες φαγητού & ενισχυτικά καθίσματα
gid://shopify/TaxonomyCategory/fr-1-8-2          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Καρέκλες φαγητού & ενισχυτικά καθίσματα > Ενισχυτικά καθίσματα φαγητού
gid://shopify/TaxonomyCategory/fr-1-8-3          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Καρέκλες φαγητού & ενισχυτικά καθίσματα > Μετατρέψιμες καρέκλες φαγητού
gid://shopify/TaxonomyCategory/fr-1-8-4          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Καρέκλες φαγητού & ενισχυτικά καθίσματα > Καρέκλες φαγητού
gid://shopify/TaxonomyCategory/fr-1-8-5          : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Καρέκλες φαγητού & ενισχυτικά καθίσματα > Καθίσματα που προσαρμόζονται στο τραπέζι
gid://shopify/TaxonomyCategory/fr-1-9            : Έπιπλα > Βρεφικά & παιδικά έπιπλα > Καναπέδες παιχνιδιού
gid://shopify/TaxonomyCategory/fr-2              : Έπιπλα > Κρεβάτια & αξεσουάρ
gid://shopify/TaxonomyCategory/fr-2-1            : Έπιπλα > Κρεβάτια & αξεσουάρ > Αξεσουάρ κρεβατιών & πλαισίων κρεβατιών
gid://shopify/TaxonomyCategory/fr-2-2            : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών
gid://shopify/TaxonomyCategory/fr-2-2-1          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Αεροστρώματα
gid://shopify/TaxonomyCategory/fr-2-2-2          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κουκέτες & πλαίσια κρεβατιών
gid://shopify/TaxonomyCategory/fr-2-2-3          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια καμπίνας & πλαίσια
gid://shopify/TaxonomyCategory/fr-2-2-4          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια με ουρανό & πλαίσια
gid://shopify/TaxonomyCategory/fr-2-2-5          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Παιδικά κρεβάτια & πλαίσια
gid://shopify/TaxonomyCategory/fr-2-2-6          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Ντιβάνια & πλαίσια κρεβατιών
gid://shopify/TaxonomyCategory/fr-2-2-7          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια με τέσσερις κολώνες
gid://shopify/TaxonomyCategory/fr-2-2-8          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Υπερυψωμένα κρεβάτια & πλαίσια κρεβατιών
gid://shopify/TaxonomyCategory/fr-2-2-9          : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια & πλαίσια κρεβατιών τύπου Mid-Century
gid://shopify/TaxonomyCategory/fr-2-2-10         : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια & πλαίσια κρεβατιών τύπου πάνελ
gid://shopify/TaxonomyCategory/fr-2-2-11         : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια & πλαίσια κρεβατιών τύπου πλατφόρμα
gid://shopify/TaxonomyCategory/fr-2-2-12         : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια & πλαίσια κρεβατιών με σχάρες
gid://shopify/TaxonomyCategory/fr-2-2-13         : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια & πλαίσια κρεβατιών τύπου έλκηθρο
gid://shopify/TaxonomyCategory/fr-2-2-14         : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Συρόμενα κρεβάτια & πλαίσια κρεβατιών
gid://shopify/TaxonomyCategory/fr-2-2-15         : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Επιτοίχια κρεβάτια & πλαίσια κρεβατιών
gid://shopify/TaxonomyCategory/fr-2-2-16         : Έπιπλα > Κρεβάτια & αξεσουάρ > Κρεβάτια & πλαίσια κρεβατιών > Κρεβάτια νερού
gid://shopify/TaxonomyCategory/fr-2-3            : Έπιπλα > Κρεβάτια & αξεσουάρ > Στηρίγματα ποδιών
gid://shopify/TaxonomyCategory/fr-2-4            : Έπιπλα > Κρεβάτια & αξεσουάρ > Κεφαλάρια
gid://shopify/TaxonomyCategory/fr-2-5            : Έπιπλα > Κρεβάτια & αξεσουάρ > Βάσεις στρωμάτων
gid://shopify/TaxonomyCategory/fr-2-5-1          : Έπιπλα > Κρεβάτια & αξεσουάρ > Βάσεις στρωμάτων > Ρυθμιζόμενες βάσεις
gid://shopify/TaxonomyCategory/fr-2-5-2          : Έπιπλα > Κρεβάτια & αξεσουάρ > Βάσεις στρωμάτων > Ελατήρια βάσης στρώματος
gid://shopify/TaxonomyCategory/fr-2-5-3          : Έπιπλα > Κρεβάτια & αξεσουάρ > Βάσεις στρωμάτων > Πάνελ κρεβατιών
gid://shopify/TaxonomyCategory/fr-2-5-4          : Έπιπλα > Κρεβάτια & αξεσουάρ > Βάσεις στρωμάτων > Πτυσσόμενες μεταλλικές βάσεις
gid://shopify/TaxonomyCategory/fr-2-5-5          : Έπιπλα > Κρεβάτια & αξεσουάρ > Βάσεις στρωμάτων > Ενσωματωμένες βάσεις & πλαίσια
gid://shopify/TaxonomyCategory/fr-2-5-7          : Έπιπλα > Κρεβάτια & αξεσουάρ > Βάσεις στρωμάτων > Βάσεις πάνελ
gid://shopify/TaxonomyCategory/fr-2-5-8          : Έπιπλα > Κρεβάτια & αξεσουάρ > Βάσεις στρωμάτων > Βάσεις πλατφόρμας
