# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Artigos para animais e animais estimação
gid://shopify/TaxonomyCategory/fb-2-4-13-1       : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Azeitonas e alcaparras > Alcaparras
gid://shopify/TaxonomyCategory/fb-2-4-13-2       : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Azeitonas e alcaparras > Azeitonas
gid://shopify/TaxonomyCategory/fb-2-4-14         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho para massa
gid://shopify/TaxonomyCategory/fb-2-4-15         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Fruta e vegetais em conserva
gid://shopify/TaxonomyCategory/fb-2-4-16         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho de piza
gid://shopify/TaxonomyCategory/fb-2-4-17         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Relish e chutney
gid://shopify/TaxonomyCategory/fb-2-4-18         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Coberturas para salada
gid://shopify/TaxonomyCategory/fb-2-4-19         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho Satay
gid://shopify/TaxonomyCategory/fb-2-4-20         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho de soja
gid://shopify/TaxonomyCategory/fb-2-4-21         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molhos agridoces
gid://shopify/TaxonomyCategory/fb-2-4-22         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Xarope
gid://shopify/TaxonomyCategory/fb-2-4-23         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Tahini
gid://shopify/TaxonomyCategory/fb-2-4-24         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho tártaro
gid://shopify/TaxonomyCategory/fb-2-4-25         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molhos branco e cremes
gid://shopify/TaxonomyCategory/fb-2-4-26         : Comida, bebidas e tabaco > Artigos alimentares > Condimentos e molhos > Molho Worcestershire
gid://shopify/TaxonomyCategory/fb-2-5            : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar
gid://shopify/TaxonomyCategory/fb-2-5-1          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Pepitas para cozinhar
gid://shopify/TaxonomyCategory/fb-2-5-2          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Chocolate para cozinhar
gid://shopify/TaxonomyCategory/fb-2-5-3          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Aromas e extratos para cozinhar
gid://shopify/TaxonomyCategory/fb-2-5-4          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Misturas para cozinhar
gid://shopify/TaxonomyCategory/fb-2-5-5          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Fermento em pó
gid://shopify/TaxonomyCategory/fb-2-5-6          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Bicarbonato de sódio
gid://shopify/TaxonomyCategory/fb-2-5-7          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Misturas para massas e revestimento
gid://shopify/TaxonomyCategory/fb-2-5-8          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Pasta de feijão
gid://shopify/TaxonomyCategory/fb-2-5-9          : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Côdeas
gid://shopify/TaxonomyCategory/fb-2-5-10         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Leite em lata e em pó
gid://shopify/TaxonomyCategory/fb-2-5-10-1       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Leite em lata e em pó > Leite condensado
gid://shopify/TaxonomyCategory/fb-2-5-10-2       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Leite em lata e em pó > Leite evaporado
gid://shopify/TaxonomyCategory/fb-2-5-10-3       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Leite em lata e em pó > Leite em pó
gid://shopify/TaxonomyCategory/fb-2-5-11         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Kits de decoração de bolachas
gid://shopify/TaxonomyCategory/fb-2-5-12         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha
gid://shopify/TaxonomyCategory/fb-2-5-12-1       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo de abacate
gid://shopify/TaxonomyCategory/fb-2-5-12-2       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo de coco
gid://shopify/TaxonomyCategory/fb-2-5-12-3       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo de milho
gid://shopify/TaxonomyCategory/fb-2-5-12-4       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Azeite
gid://shopify/TaxonomyCategory/fb-2-5-12-5       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo de amendoim
gid://shopify/TaxonomyCategory/fb-2-5-12-6       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo de colza
gid://shopify/TaxonomyCategory/fb-2-5-12-7       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo de sésamo
gid://shopify/TaxonomyCategory/fb-2-5-12-8       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo de soja
gid://shopify/TaxonomyCategory/fb-2-5-12-9       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo de girassol
gid://shopify/TaxonomyCategory/fb-2-5-12-10      : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Óleos de cozinha > Óleo vegetal
gid://shopify/TaxonomyCategory/fb-2-5-13         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Amido de cozinha
gid://shopify/TaxonomyCategory/fb-2-5-14         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Vinho de cozinha
gid://shopify/TaxonomyCategory/fb-2-5-15         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Xarope de milho
gid://shopify/TaxonomyCategory/fb-2-5-16         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Massa
gid://shopify/TaxonomyCategory/fb-2-5-16-1       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Massa > Massa para pão e pastelaria
gid://shopify/TaxonomyCategory/fb-2-5-16-2       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Massa > Massa para bolachas e brownies
gid://shopify/TaxonomyCategory/fb-2-5-16-3       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Massa > Massas de tarte
gid://shopify/TaxonomyCategory/fb-2-5-17         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Decorações de cozinha comestíveis
gid://shopify/TaxonomyCategory/fb-2-5-18         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Substitutos de ovos
gid://shopify/TaxonomyCategory/fb-2-5-19         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Açúcar para algodão doce
gid://shopify/TaxonomyCategory/fb-2-5-20         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Farinha
gid://shopify/TaxonomyCategory/fb-2-5-21         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Corantes alimentares
gid://shopify/TaxonomyCategory/fb-2-5-22         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Congelados e refrigerados
gid://shopify/TaxonomyCategory/fb-2-5-23         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Sumo de limão e lima
gid://shopify/TaxonomyCategory/fb-2-5-24         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Marshmallows
gid://shopify/TaxonomyCategory/fb-2-5-25         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Farináceo
gid://shopify/TaxonomyCategory/fb-2-5-26         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Melaços
gid://shopify/TaxonomyCategory/fb-2-5-27         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Recheios de tarte e pastelaria
gid://shopify/TaxonomyCategory/fb-2-5-28         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Reduções e banha
gid://shopify/TaxonomyCategory/fb-2-5-29         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Culturas-mãe de fermentação
gid://shopify/TaxonomyCategory/fb-2-5-30         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Açúcar e adoçantes
gid://shopify/TaxonomyCategory/fb-2-5-30-1       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Açúcar e adoçantes > Açúcar granulado
gid://shopify/TaxonomyCategory/fb-2-5-30-2       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Açúcar e adoçantes > Açúcar em pó
gid://shopify/TaxonomyCategory/fb-2-5-30-3       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Açúcar e adoçantes > Adoçantes
gid://shopify/TaxonomyCategory/fb-2-5-30-4       : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Açúcar e adoçantes > Xaropes e néctares
gid://shopify/TaxonomyCategory/fb-2-5-31         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Pérolas de tapioca
gid://shopify/TaxonomyCategory/fb-2-5-32         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Molho de tomate
gid://shopify/TaxonomyCategory/fb-2-5-33         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Gelatina sem sabor
gid://shopify/TaxonomyCategory/fb-2-5-34         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Vinagre
gid://shopify/TaxonomyCategory/fb-2-5-35         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Misturas de waffle e panquecas
gid://shopify/TaxonomyCategory/fb-2-5-36         : Comida, bebidas e tabaco > Artigos alimentares > Ingredientes para cozinhar e assar > Fermento
gid://shopify/TaxonomyCategory/fb-2-6            : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos
gid://shopify/TaxonomyCategory/fb-2-6-1          : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Manteiga e margarina
gid://shopify/TaxonomyCategory/fb-2-6-1-1        : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Manteiga e margarina > Margarina
gid://shopify/TaxonomyCategory/fb-2-6-1-2        : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Manteiga e margarina > Manteiga com sal
gid://shopify/TaxonomyCategory/fb-2-6-1-3        : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Manteiga e margarina > Manteiga sem sal
gid://shopify/TaxonomyCategory/fb-2-6-1-4        : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Manteiga e margarina > Manteiga batida
gid://shopify/TaxonomyCategory/fb-2-6-2          : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Queijo
gid://shopify/TaxonomyCategory/fb-2-6-3          : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Natas/creme para café
gid://shopify/TaxonomyCategory/fb-2-6-4          : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Coalhada
gid://shopify/TaxonomyCategory/fb-2-6-5          : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Creme
gid://shopify/TaxonomyCategory/fb-2-6-5-1        : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Creme > Creme fresco
gid://shopify/TaxonomyCategory/fb-2-6-5-2        : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Creme > Natas batidas
gid://shopify/TaxonomyCategory/fb-2-6-6          : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Natas ácidas
gid://shopify/TaxonomyCategory/fb-2-6-7          : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Chantilly
gid://shopify/TaxonomyCategory/fb-2-6-8          : Comida, bebidas e tabaco > Artigos alimentares > Produtos lácteos > Iogurte
gid://shopify/TaxonomyCategory/fb-2-7            : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios
gid://shopify/TaxonomyCategory/fb-2-7-1          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Manteiga de maçã
gid://shopify/TaxonomyCategory/fb-2-7-2          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Molhos e recheios de queijo
gid://shopify/TaxonomyCategory/fb-2-7-3          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Queijo creme
gid://shopify/TaxonomyCategory/fb-2-7-4          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Guacamole
gid://shopify/TaxonomyCategory/fb-2-7-5          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Húmus
gid://shopify/TaxonomyCategory/fb-2-7-6          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Compotas e geleias
gid://shopify/TaxonomyCategory/fb-2-7-7          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Manteigas de frutos rígidos
gid://shopify/TaxonomyCategory/fb-2-7-8          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Molho
gid://shopify/TaxonomyCategory/fb-2-7-9          : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Tapenade
gid://shopify/TaxonomyCategory/fb-2-7-10         : Comida, bebidas e tabaco > Artigos alimentares > Molhos e recheios > Molho de vegetais
gid://shopify/TaxonomyCategory/fb-2-8            : Comida, bebidas e tabaco > Artigos alimentares > Cabazes alimentares
gid://shopify/TaxonomyCategory/fb-2-9            : Comida, bebidas e tabaco > Artigos alimentares > Sobremesas e novidades congeladas
gid://shopify/TaxonomyCategory/fb-2-9-1          : Comida, bebidas e tabaco > Artigos alimentares > Sobremesas e novidades congeladas > Gelado e iogurte congelado
gid://shopify/TaxonomyCategory/fb-2-9-1-1        : Comida, bebidas e tabaco > Artigos alimentares > Sobremesas e novidades congeladas > Gelado e iogurte congelado > Iogurte congelado
gid://shopify/TaxonomyCategory/fb-2-9-1-2        : Comida, bebidas e tabaco > Artigos alimentares > Sobremesas e novidades congeladas > Gelado e iogurte congelado > Gelato
gid://shopify/TaxonomyCategory/fb-2-9-1-3        : Comida, bebidas e tabaco > Artigos alimentares > Sobremesas e novidades congeladas > Gelado e iogurte congelado > Gelado
gid://shopify/TaxonomyCategory/fb-2-9-1-4        : Comida, bebidas e tabaco > Artigos alimentares > Sobremesas e novidades congeladas > Gelado e iogurte congelado > Sorvete
gid://shopify/TaxonomyCategory/fb-2-9-1-5        : Comida, bebidas e tabaco > Artigos alimentares > Sobremesas e novidades congeladas > Gelado e iogurte congelado > Sorbet
