# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-briller passformdesign
gid://shopify/TaxonomyAttribute/2936  : Instrumentdelemateriale
gid://shopify/TaxonomyAttribute/9763  : Monteringsmetode for instrumentdeler
gid://shopify/TaxonomyAttribute/9764  : Instrumentdeler inkludert
gid://shopify/TaxonomyAttribute/9765  : Teknikk for instrumentspilling
gid://shopify/TaxonomyAttribute/9766  : instrumentstørrelsesklasse
gid://shopify/TaxonomyAttribute/2937  : Instrumentstrengmateriale
gid://shopify/TaxonomyAttribute/3285  : Instrumentstøttetype
gid://shopify/TaxonomyAttribute/2776  : Finish på instrument/tilbehør
gid://shopify/TaxonomyAttribute/5974  : Isolasjonsfunksjonalitet
gid://shopify/TaxonomyAttribute/6730  : Fyllmateriale for isolering
gid://shopify/TaxonomyAttribute/2913  : Isolasjonsmateriale
gid://shopify/TaxonomyAttribute/5975  : Isolasjonsstatus
gid://shopify/TaxonomyAttribute/5976  : Isolasjonsteknologi
gid://shopify/TaxonomyAttribute/5977  : Isolasjonstype
gid://shopify/TaxonomyAttribute/5349  : Integrert LED-belysning
gid://shopify/TaxonomyAttribute/6731  : Integrert bunntype
gid://shopify/TaxonomyAttribute/6920  : Integrerte ladealternativer
gid://shopify/TaxonomyAttribute/6921  : Integrerte funksjoner
gid://shopify/TaxonomyAttribute/8461  : Integrert låsing
gid://shopify/TaxonomyAttribute/6922  : Integrerte strømalternativer
gid://shopify/TaxonomyAttribute/5380  : Integrerte strøm-/ladealternativer
gid://shopify/TaxonomyAttribute/5011  : Integrert stativtype
gid://shopify/TaxonomyAttribute/10616 : Integrerte lagringsfunksjoner
gid://shopify/TaxonomyAttribute/10617 : Integrerte funksjoner
gid://shopify/TaxonomyAttribute/2063  : Tiltenkt bruk
gid://shopify/TaxonomyAttribute/5978  : Tiltenkt drikketype
gid://shopify/TaxonomyAttribute/10618 : Tiltenkt brettype
gid://shopify/TaxonomyAttribute/7810  : Tiltenkt forbruk
gid://shopify/TaxonomyAttribute/9767  : Tiltenkt håndverk
gid://shopify/TaxonomyAttribute/7811  : Tiltenkt kulinarisk bruk
gid://shopify/TaxonomyAttribute/5127  : Tiltenkt effekt
gid://shopify/TaxonomyAttribute/10619 : Tiltenkt styrestil
gid://shopify/TaxonomyAttribute/5147  : Tiltenkt smykketype
gid://shopify/TaxonomyAttribute/10620 : Tiltenkt spillerrolle
gid://shopify/TaxonomyAttribute/10621 : Tiltenkt spilleflate
gid://shopify/TaxonomyAttribute/8462  : Tiltenkt reparasjonssted
gid://shopify/TaxonomyAttribute/8463  : Tiltenkt sittestilling
gid://shopify/TaxonomyAttribute/9768  : Tiltenkt bruksområde for sying
gid://shopify/TaxonomyAttribute/5049  : Tiltenkt overflate
gid://shopify/TaxonomyAttribute/9769  : Tiltenkt teknikk
gid://shopify/TaxonomyAttribute/8464  : Tiltenkt bruk
gid://shopify/TaxonomyAttribute/9770  : Tiltenkt bruk (fleecestoff)
gid://shopify/TaxonomyAttribute/8465  : Tiltenkt bruker
gid://shopify/TaxonomyAttribute/9771  : Tiltenkt garnform
gid://shopify/TaxonomyAttribute/6440  : Samhandlingsmodus
gid://shopify/TaxonomyAttribute/6441  : Interaktive effekter
gid://shopify/TaxonomyAttribute/5514  : Intercom kommunikasjonstype
gid://shopify/TaxonomyAttribute/5513  : Intercom kablingstype
gid://shopify/TaxonomyAttribute/2466  : Grensesnitttype
gid://shopify/TaxonomyAttribute/9772  : Bruksommrådet for grensesnittet
gid://shopify/TaxonomyAttribute/9773  : Fargefamilien for grensesnittet
gid://shopify/TaxonomyAttribute/9774  : Salgsformat for grensesnitt
gid://shopify/TaxonomyAttribute/9775  : Stivhetsnivå for grensesnitt
gid://shopify/TaxonomyAttribute/5146  : Innvendig fôrmateriale
gid://shopify/TaxonomyAttribute/8466  : Innvendig fôrtype
gid://shopify/TaxonomyAttribute/8467  : Innvendig båskonfigurasjon
gid://shopify/TaxonomyAttribute/5206  : Innvendig tekstur
gid://shopify/TaxonomyAttribute/1874  : Formfaktor for intern stasjon støttes
gid://shopify/TaxonomyAttribute/5979  : Intern membrantype
gid://shopify/TaxonomyAttribute/5468  : Internettradio formfaktor
gid://shopify/TaxonomyAttribute/3000  : Intime klesfunksjoner
gid://shopify/TaxonomyAttribute/2689  : Omformertype
gid://shopify/TaxonomyAttribute/2518  : Personaliseringsdesign for invitasjoner
gid://shopify/TaxonomyAttribute/9776  : Dekning av invitasjonstrykk
gid://shopify/TaxonomyAttribute/7812  : Jodisering
gid://shopify/TaxonomyAttribute/9777  : Iridescensnivå
gid://shopify/TaxonomyAttribute/9778  : Konfigurasjon av irsk krigsrørsett
gid://shopify/TaxonomyAttribute/5980  : Formålet med strykejernrenseren
gid://shopify/TaxonomyAttribute/9779  : Stryke-på-påføringsmetode
gid://shopify/TaxonomyAttribute/5981  : Formfaktor for strykebrett
gid://shopify/TaxonomyAttribute/5982  : Strykebrettunderlag-former
gid://shopify/TaxonomyAttribute/6923  : Funksjoner på strykesenteret
gid://shopify/TaxonomyAttribute/3142  : Strykefunksjoner
gid://shopify/TaxonomyAttribute/2680  : Varetilstand
gid://shopify/TaxonomyAttribute/2948  : Varemateriale
gid://shopify/TaxonomyAttribute/2493  : Elementstil
gid://shopify/TaxonomyAttribute/1237  : J-Cup-type
gid://shopify/TaxonomyAttribute/6732  : Jakkestil i brystet
gid://shopify/TaxonomyAttribute/6733  : Ventilstil for jakke
gid://shopify/TaxonomyAttribute/7813  : Konsistens av syltetøy og gelé
gid://shopify/TaxonomyAttribute/6298  : Krukkens form
gid://shopify/TaxonomyAttribute/5210  : Justerbarhet for kjevefremføring
gid://shopify/TaxonomyAttribute/10622 : Kjeveform
gid://shopify/TaxonomyAttribute/7814  : Rykkete form
gid://shopify/TaxonomyAttribute/9780  : Genserstil
gid://shopify/TaxonomyAttribute/9781  : Inkludert tilbehør til munnharpe
gid://shopify/TaxonomyAttribute/9782  : Rammestil for munnharpe
gid://shopify/TaxonomyAttribute/9783  : Tungeprofil for munnharpe
gid://shopify/TaxonomyAttribute/5141  : Smykkerensingstilbehør inkludert
gid://shopify/TaxonomyAttribute/5142  : Smykkerensingsformål
gid://shopify/TaxonomyAttribute/3275  : Smykkefunntype
gid://shopify/TaxonomyAttribute/2781  : Smykkemateriale
gid://shopify/TaxonomyAttribute/6734  : Inkluderte smykkeelementer
gid://shopify/TaxonomyAttribute/2313  : Smykkeprosjekttype
gid://shopify/TaxonomyAttribute/2285  : Smykkesett-type
gid://shopify/TaxonomyAttribute/5145  : Smykkedamprenser funksjoner
gid://shopify/TaxonomyAttribute/60    : Smykketype
gid://shopify/TaxonomyAttribute/6442  : Former på puslespillbrikke
gid://shopify/TaxonomyAttribute/6735  : Designfunksjoner for susp
gid://shopify/TaxonomyAttribute/3172  : Leddtilkobling
gid://shopify/TaxonomyAttribute/3173  : Leddoverflatetype
gid://shopify/TaxonomyAttribute/1242  : Skjøtestil
gid://shopify/TaxonomyAttribute/5033  : Reisetype
gid://shopify/TaxonomyAttribute/5336  : Joystickmonteringsstil
gid://shopify/TaxonomyAttribute/5642  : Joystick-sensorteknologi
gid://shopify/TaxonomyAttribute/9784  : Konstruksjonstype for sjongleringskølle
gid://shopify/TaxonomyAttribute/9785  : Kjernemateriale for sjongleringskølle
gid://shopify/TaxonomyAttribute/9786  : Størrelse på sjongleringssett
gid://shopify/TaxonomyAttribute/9787  : Kantprofil på sjongleringsring
gid://shopify/TaxonomyAttribute/7815  : Juicens form
gid://shopify/TaxonomyAttribute/7816  : Behandlingsmetode for juice
gid://shopify/TaxonomyAttribute/5983  : Juicertype
gid://shopify/TaxonomyAttribute/3382  : Hoppetaudesign
gid://shopify/TaxonomyAttribute/6443  : Hoppetauets stil
gid://shopify/TaxonomyAttribute/2765  : Materiale for hoppoverflate
gid://shopify/TaxonomyAttribute/7817  : Grønnkålvariant
gid://shopify/TaxonomyAttribute/6444  : Kaleidoskopisk visningstype
gid://shopify/TaxonomyAttribute/1824  : Karaokemoduser
gid://shopify/TaxonomyAttribute/10623 : Konstruksjonstype for kayak
gid://shopify/TaxonomyAttribute/10624 : Kajakkens designtype
gid://shopify/TaxonomyAttribute/10625 : Kajakkens skrogdesign
gid://shopify/TaxonomyAttribute/10626 : Type lagringsvæske for kayak
gid://shopify/TaxonomyAttribute/10627 : Kajakkens stil
gid://shopify/TaxonomyAttribute/8468  : Kjølens type
gid://shopify/TaxonomyAttribute/2112  : Bruk av parafin
gid://shopify/TaxonomyAttribute/10628 : Kettlebell-stil
gid://shopify/TaxonomyAttribute/6736  : Nøkkelens festemekanisme
gid://shopify/TaxonomyAttribute/5984  : Nøkkelbladtype
gid://shopify/TaxonomyAttribute/2138  : Nøkkelformål
gid://shopify/TaxonomyAttribute/10629 : Nøkkelretensjon i ulåst tilstand
gid://shopify/TaxonomyAttribute/2473  : Tastaturhandling
gid://shopify/TaxonomyAttribute/9788  : Innganger for keyboardforsterker
gid://shopify/TaxonomyAttribute/9789  : Utgangstyper for keyboardforsterker
gid://shopify/TaxonomyAttribute/5649  : Tastaturmonteringstype
gid://shopify/TaxonomyAttribute/5644  : Tastaturbaklystype
gid://shopify/TaxonomyAttribute/9790  : Håndtakstype for keyboardkoffert
gid://shopify/TaxonomyAttribute/9791  : Type innvendig polstring i keyboardkoffert
gid://shopify/TaxonomyAttribute/9792  : Beskyttelsesnivå for keyboardkoffert
gid://shopify/TaxonomyAttribute/9793  : Type hjul på keyboard-etui
gid://shopify/TaxonomyAttribute/1909  : Tastaturformat
gid://shopify/TaxonomyAttribute/3291  : Tastaturtasttype
gid://shopify/TaxonomyAttribute/1911  : Tastaturoppsett
gid://shopify/TaxonomyAttribute/5645  : Tastaturmonteringsstil
gid://shopify/TaxonomyAttribute/9794  : Tilkoblingstype for keyboardpedal
gid://shopify/TaxonomyAttribute/1914  : Tastaturporttype
gid://shopify/TaxonomyAttribute/9795  : Strømforsyningstype for keyboard
gid://shopify/TaxonomyAttribute/3082  : Tastaturspesialiserte funksjoner
gid://shopify/TaxonomyAttribute/9796  : Nivåtype for keyboardstativ
gid://shopify/TaxonomyAttribute/9797  : Nivåer på keyboard-stativ
gid://shopify/TaxonomyAttribute/1912  : Tastaturbrytertype
gid://shopify/TaxonomyAttribute/1879  : Tastaturtype
gid://shopify/TaxonomyAttribute/5631  : Trykkemetode for tastehettesymboler
gid://shopify/TaxonomyAttribute/5646  : Tastehettemateriale
gid://shopify/TaxonomyAttribute/5630  : Tastehetteprofil
gid://shopify/TaxonomyAttribute/9798  : Nøkkelringfestets type
gid://shopify/TaxonomyAttribute/9799  : Nøkkelringens stil
gid://shopify/TaxonomyAttribute/1335  : Tastaturstil
gid://shopify/TaxonomyAttribute/5393  : Type trapeskorreksjon
gid://shopify/TaxonomyAttribute/9800  : Finish på klaffeverk
gid://shopify/TaxonomyAttribute/10630 : Kickpunkt
gid://shopify/TaxonomyAttribute/10631 : Grepssystem for kick zone
gid://shopify/TaxonomyAttribute/10632 : Funksjoner for sparkebrett
gid://shopify/TaxonomyAttribute/10633 : Kickbrettets håndtakstype
gid://shopify/TaxonomyAttribute/10634 : Støttebenets monteringsposisjon
gid://shopify/TaxonomyAttribute/10635 : Støttebenets type
gid://shopify/TaxonomyAttribute/8469  : Nyrebeltets støttenivå
gid://shopify/TaxonomyAttribute/5038  : Ovnfunksjoner
gid://shopify/TaxonomyAttribute/9801  : Atmosfære for ovnfyring
gid://shopify/TaxonomyAttribute/9802  : Type varmeelement i ovn (kiln)
gid://shopify/TaxonomyAttribute/5039  : Ovnlastingsstil
gid://shopify/TaxonomyAttribute/10636 : Kingpin-design
gid://shopify/TaxonomyAttribute/10637 : Kingpin-orientering
gid://shopify/TaxonomyAttribute/8470  : Inkluderte komponenter i sett
gid://shopify/TaxonomyAttribute/2383  : Type konstruksjonssett
gid://shopify/TaxonomyAttribute/9803  : Settets format
gid://shopify/TaxonomyAttribute/9804  : Inkluderte deler i sett
gid://shopify/TaxonomyAttribute/9805  : Settets pose-/kofferttype
gid://shopify/TaxonomyAttribute/6445  : Verktøy inkludert i settet
gid://shopify/TaxonomyAttribute/5985  : Kjøkkenlayout
gid://shopify/TaxonomyAttribute/5986  : Kjøkkentøy inkludert
gid://shopify/TaxonomyAttribute/1411  : Kjøkkenutstyr inkludert
gid://shopify/TaxonomyAttribute/3320  : Møbelvarer for kjøkken og spiserom inkludert
gid://shopify/TaxonomyAttribute/10638 : Dragens oppblåsingssystem
gid://shopify/TaxonomyAttribute/10639 : Dragelinekonfigurasjon
gid://shopify/TaxonomyAttribute/10640 : Dragens type
gid://shopify/TaxonomyAttribute/10641 : Kiteboardbagens stil
gid://shopify/TaxonomyAttribute/1253  : Kitesurfing-stil
gid://shopify/TaxonomyAttribute/7818  : Kiwisort
gid://shopify/TaxonomyAttribute/5092  : Kneortosestil
gid://shopify/TaxonomyAttribute/6737  : Kneputelommens type
gid://shopify/TaxonomyAttribute/10642 : Stil for knepute
gid://shopify/TaxonomyAttribute/10643 : Knebeskyttelsesdesign
gid://shopify/TaxonomyAttribute/10644 : Knebrettets konstruksjon
gid://shopify/TaxonomyAttribute/10645 : Knebrettets stropptype
gid://shopify/TaxonomyAttribute/9806  : Låsemekanisme for kniv
gid://shopify/TaxonomyAttribute/10646 : Låsemekanisme for kniv
gid://shopify/TaxonomyAttribute/10647 : Åpningsmekanisme for kniv
gid://shopify/TaxonomyAttribute/9807  : Knivsystem
gid://shopify/TaxonomyAttribute/1263  : Knivtype
gid://shopify/TaxonomyAttribute/9808  : Bruksområde for strikket elastikk
gid://shopify/TaxonomyAttribute/6738  : Strikkemønster
gid://shopify/TaxonomyAttribute/6739  : Strikkestil
gid://shopify/TaxonomyAttribute/9809  : Strikkemarkør/tellertype
gid://shopify/TaxonomyAttribute/9810  : Stil på strikkepinnen
gid://shopify/TaxonomyAttribute/2953  : Prosjekttype for strikking/polstring
gid://shopify/TaxonomyAttribute/2414  : Knappfunksjon
gid://shopify/TaxonomyAttribute/2415  : Knottstil
gid://shopify/TaxonomyAttribute/2116  : Knott/håndtakdesign
gid://shopify/TaxonomyAttribute/8471  : Teknologi for dunkesensor
gid://shopify/TaxonomyAttribute/5197  : Knuteform
gid://shopify/TaxonomyAttribute/10648 : Rillemønsterets grovhet
gid://shopify/TaxonomyAttribute/10649 : Standard for markering av rillemønster
gid://shopify/TaxonomyAttribute/7819  : Kålrabisort
gid://shopify/TaxonomyAttribute/7820  : Type koji-mugg
gid://shopify/TaxonomyAttribute/7821  : Kumkvatsort
gid://shopify/TaxonomyAttribute/10662 : Tilgjengelige LED-farger
gid://shopify/TaxonomyAttribute/10663 : Farge på LED-indikator
gid://shopify/TaxonomyAttribute/10664 : Farge på LED-lys
gid://shopify/TaxonomyAttribute/5175  : LED-lysmodus
gid://shopify/TaxonomyAttribute/1885  : Lnb-utgang
gid://shopify/TaxonomyAttribute/1886  : Lnb-teknologi
gid://shopify/TaxonomyAttribute/5987  : Etikettens innholdstype
gid://shopify/TaxonomyAttribute/9811  : Kanttype for etikett
gid://shopify/TaxonomyAttribute/9812  : Overflatebehandling for etikett
gid://shopify/TaxonomyAttribute/9813  : Etikettens kantutførelse
gid://shopify/TaxonomyAttribute/9814  : Type etikettbrett
gid://shopify/TaxonomyAttribute/9815  : Teksttype for etikett
gid://shopify/TaxonomyAttribute/3011  : Merkeprosjekttype
gid://shopify/TaxonomyAttribute/2615  : Laboratoriefryserdesign
gid://shopify/TaxonomyAttribute/6740  : Størrelse på blondefelt
gid://shopify/TaxonomyAttribute/10650 : Type snøringstrammer
gid://shopify/TaxonomyAttribute/6741  : Type blonde
gid://shopify/TaxonomyAttribute/10651 : Sertifisering av lacrosseball
gid://shopify/TaxonomyAttribute/2851  : Lacrosseutstyr inkludert
gid://shopify/TaxonomyAttribute/10652 : Sertifisering for lacrossemål
gid://shopify/TaxonomyAttribute/10653 : Type lomme
gid://shopify/TaxonomyAttribute/10654 : Type streng
gid://shopify/TaxonomyAttribute/6924  : Plassering av stige
gid://shopify/TaxonomyAttribute/2732  : Stigetype
gid://shopify/TaxonomyAttribute/3369  : Lamineringsmodus
gid://shopify/TaxonomyAttribute/5041  : Lamineringstype
gid://shopify/TaxonomyAttribute/5988  : Lampearmstil
gid://shopify/TaxonomyAttribute/5406  : Lampe monteringstype
gid://shopify/TaxonomyAttribute/5989  : Monteringstype for lyktestolpe
gid://shopify/TaxonomyAttribute/5405  : Lampekvalitetsgrad
gid://shopify/TaxonomyAttribute/5990  : Lampskjerm-monteringstype
gid://shopify/TaxonomyAttribute/5991  : Lampeskjerm-form
gid://shopify/TaxonomyAttribute/5992  : Lampeskjermens gjennomsiktighet
gid://shopify/TaxonomyAttribute/2041  : Lampetype
gid://shopify/TaxonomyAttribute/5993  : Lampeskjermens form
gid://shopify/TaxonomyAttribute/5102  : Lansettmekanismetype
gid://shopify/TaxonomyAttribute/1733  : Språk
gid://shopify/TaxonomyAttribute/2536  : Språkversjon
gid://shopify/TaxonomyAttribute/6742  : Maskinvare for festing av nøkkelsnor
gid://shopify/TaxonomyAttribute/6743  : Snorstil
gid://shopify/TaxonomyAttribute/10655 : Type nøkkelsnor
gid://shopify/TaxonomyAttribute/9816  : Inkludert tilbehør til håndvev
gid://shopify/TaxonomyAttribute/6744  : Slagtype
gid://shopify/TaxonomyAttribute/5648  : Type bærbar PC-kabel
gid://shopify/TaxonomyAttribute/5647  : Type bærbar PC-kabinettdel
gid://shopify/TaxonomyAttribute/2270  : Laserlyskilde
gid://shopify/TaxonomyAttribute/9817  : Lasersikkerhetsklasse
gid://shopify/TaxonomyAttribute/6925  : Behandlingsmetode for lateks
gid://shopify/TaxonomyAttribute/6926  : Type lateks
gid://shopify/TaxonomyAttribute/2196  : Bruk av dreiebenk
gid://shopify/TaxonomyAttribute/10656 : Utskytningsprofil
gid://shopify/TaxonomyAttribute/10657 : Monteringskonfigurasjon for utskyter
gid://shopify/TaxonomyAttribute/5994  : Tekstur på klesvaskball
gid://shopify/TaxonomyAttribute/3145  : Vaskemiddelfunksjoner
gid://shopify/TaxonomyAttribute/5995  : Type klesvasketilbehør
gid://shopify/TaxonomyAttribute/6299  : Plenluftertype
gid://shopify/TaxonomyAttribute/5996  : Beltetype for gressklipper
gid://shopify/TaxonomyAttribute/5997  : Type gressklipperblad
gid://shopify/TaxonomyAttribute/5998  : Plenspredertype
gid://shopify/TaxonomyAttribute/6300  : Trådmønster for plentraktor
gid://shopify/TaxonomyAttribute/6745  : Lagkonstruksjon
gid://shopify/TaxonomyAttribute/6746  : Lagdesign
gid://shopify/TaxonomyAttribute/9818  : Type spenningsjustering for lazy kate
gid://shopify/TaxonomyAttribute/2254  : Blyantklassifisering
gid://shopify/TaxonomyAttribute/10658 : Type feste på kobbel
gid://shopify/TaxonomyAttribute/7822  : Gelatinkvalitet
gid://shopify/TaxonomyAttribute/7823  : Forberedelse for blader
gid://shopify/TaxonomyAttribute/8472  : Materiale i bladfjær
gid://shopify/TaxonomyAttribute/6747  : Lekkasjebeskyttelse
gid://shopify/TaxonomyAttribute/10659 : Type kobbelfeste
gid://shopify/TaxonomyAttribute/3233  : Bånddesign
gid://shopify/TaxonomyAttribute/10660 : Kobbeltype
gid://shopify/TaxonomyAttribute/10661 : Type bånd
gid://shopify/TaxonomyAttribute/5680  : Lærtype
gid://shopify/TaxonomyAttribute/2330  : Skinn/vinyltekstur
gid://shopify/TaxonomyAttribute/7824  : Type hevemiddelvirkning
gid://shopify/TaxonomyAttribute/7825  : Hevemiddel
gid://shopify/TaxonomyAttribute/2271  : Monteringstype for Lectern
gid://shopify/TaxonomyAttribute/7826  : Purrevariant
gid://shopify/TaxonomyAttribute/10665 : Bendekning
gid://shopify/TaxonomyAttribute/6748  : Type benavslutning
gid://shopify/TaxonomyAttribute/6749  : Høyde på benutskjæring
gid://shopify/TaxonomyAttribute/6750  : Snittstil for ben
gid://shopify/TaxonomyAttribute/6751  : Benlengde
gid://shopify/TaxonomyAttribute/1852  : Type benlås
gid://shopify/TaxonomyAttribute/10666 : Type bensløyfe
gid://shopify/TaxonomyAttribute/6752  : Type benåpning
gid://shopify/TaxonomyAttribute/1853  : Benseksjoner
gid://shopify/TaxonomyAttribute/6927  : Type benkunderstell
gid://shopify/TaxonomyAttribute/5598  : Merkingstype
gid://shopify/TaxonomyAttribute/6753  : Fotutforming på leggings
gid://shopify/TaxonomyAttribute/6754  : Type linning på leggings
gid://shopify/TaxonomyAttribute/6755  : Type lukking på lei
gid://shopify/TaxonomyAttribute/7827  : Sitronsort
gid://shopify/TaxonomyAttribute/5230  : Lengdejusterbarhet
gid://shopify/TaxonomyAttribute/6446  : Metode for lengdejustering
gid://shopify/TaxonomyAttribute/1985  : Kompatibel enhet for objektivdeksel
gid://shopify/TaxonomyAttribute/5219  : Inkludert tilbehør til linseetui
