# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Produkter til dyr og husdyr
gid://shopify/TaxonomyCategory/fb-2-8            : Mat, drikkevarer og tobakk > Matvarer > Gavekurver med mat
gid://shopify/TaxonomyCategory/fb-2-9            : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter
gid://shopify/TaxonomyCategory/fb-2-9-1          : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter > Iskrem og fryst yoghurt
gid://shopify/TaxonomyCategory/fb-2-9-1-1        : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter > Iskrem og fryst yoghurt > Frossen yogurt
gid://shopify/TaxonomyCategory/fb-2-9-1-2        : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter > Iskrem og fryst yoghurt > Gelato
gid://shopify/TaxonomyCategory/fb-2-9-1-3        : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter > Iskrem og fryst yoghurt > Iskrem
gid://shopify/TaxonomyCategory/fb-2-9-1-4        : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter > Iskrem og fryst yoghurt > Sherbet
gid://shopify/TaxonomyCategory/fb-2-9-1-5        : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter > Iskrem og fryst yoghurt > Sorbet
gid://shopify/TaxonomyCategory/fb-2-9-2          : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter > Diverse iskrem
gid://shopify/TaxonomyCategory/fb-2-9-3          : Mat, drikkevarer og tobakk > Matvarer > Frosne desserter > Ispinner
gid://shopify/TaxonomyCategory/fb-2-10           : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker
gid://shopify/TaxonomyCategory/fb-2-10-1         : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frukt på boks eller glass
gid://shopify/TaxonomyCategory/fb-2-10-2         : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Grønnsaker på boks eller glass
gid://shopify/TaxonomyCategory/fb-2-10-3         : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Bønner på boks
gid://shopify/TaxonomyCategory/fb-2-10-4         : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Tørket frukt
gid://shopify/TaxonomyCategory/fb-2-10-5         : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Tørkede grønnsaker
gid://shopify/TaxonomyCategory/fb-2-10-6         : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Tørkede bønner
gid://shopify/TaxonomyCategory/fb-2-10-7         : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt
gid://shopify/TaxonomyCategory/fb-2-10-7-1       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Epler
gid://shopify/TaxonomyCategory/fb-2-10-7-2       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Atemoyaer
gid://shopify/TaxonomyCategory/fb-2-10-7-3       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Avokadoer
gid://shopify/TaxonomyCategory/fb-2-10-7-4       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Babacos
gid://shopify/TaxonomyCategory/fb-2-10-7-5       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Bananer
gid://shopify/TaxonomyCategory/fb-2-10-7-6       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Bær
gid://shopify/TaxonomyCategory/fb-2-10-7-7       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Brødfrukt
gid://shopify/TaxonomyCategory/fb-2-10-7-8       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Kaktuspærer
gid://shopify/TaxonomyCategory/fb-2-10-7-9       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Cherimoyaer
gid://shopify/TaxonomyCategory/fb-2-10-7-10      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sitrusfrukter
gid://shopify/TaxonomyCategory/fb-2-10-7-10-1    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sitrusfrukter > Grapefrukter
gid://shopify/TaxonomyCategory/fb-2-10-7-10-2    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sitrusfrukter > Kumquater
gid://shopify/TaxonomyCategory/fb-2-10-7-10-3    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sitrusfrukter > Sitroner
gid://shopify/TaxonomyCategory/fb-2-10-7-10-4    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sitrusfrukter > Limquater
gid://shopify/TaxonomyCategory/fb-2-10-7-10-5    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sitrusfrukter > Lime
gid://shopify/TaxonomyCategory/fb-2-10-7-10-6    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sitrusfrukter > Appelsiner
gid://shopify/TaxonomyCategory/fb-2-10-7-10-7    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sitrusfrukter > Tangeloer
gid://shopify/TaxonomyCategory/fb-2-10-7-11      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Kokosnøtter
gid://shopify/TaxonomyCategory/fb-2-10-7-12      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Dadler
gid://shopify/TaxonomyCategory/fb-2-10-7-13      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Feijoaer
gid://shopify/TaxonomyCategory/fb-2-10-7-14      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Fiken
gid://shopify/TaxonomyCategory/fb-2-10-7-15      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Fruktblandinger
gid://shopify/TaxonomyCategory/fb-2-10-7-16      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Druer
gid://shopify/TaxonomyCategory/fb-2-10-7-17      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Guavaer
gid://shopify/TaxonomyCategory/fb-2-10-7-18      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Hjemlige frukt
gid://shopify/TaxonomyCategory/fb-2-10-7-19      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Kiwier
gid://shopify/TaxonomyCategory/fb-2-10-7-20      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Longan
gid://shopify/TaxonomyCategory/fb-2-10-7-21      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Loquater
gid://shopify/TaxonomyCategory/fb-2-10-7-22      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Litchier
gid://shopify/TaxonomyCategory/fb-2-10-7-23      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Madroñoer
gid://shopify/TaxonomyCategory/fb-2-10-7-24      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Mameyer
gid://shopify/TaxonomyCategory/fb-2-10-7-25      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Mangosteener
gid://shopify/TaxonomyCategory/fb-2-10-7-26      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Meloner
gid://shopify/TaxonomyCategory/fb-2-10-7-27      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Papayaer
gid://shopify/TaxonomyCategory/fb-2-10-7-28      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Pasjonsfrukt
gid://shopify/TaxonomyCategory/fb-2-10-7-29      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Pærer
gid://shopify/TaxonomyCategory/fb-2-10-7-30      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Persimoner
gid://shopify/TaxonomyCategory/fb-2-10-7-31      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Physalis
gid://shopify/TaxonomyCategory/fb-2-10-7-32      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Ananas
gid://shopify/TaxonomyCategory/fb-2-10-7-33      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Pitahayaer
gid://shopify/TaxonomyCategory/fb-2-10-7-34      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Granatepler
gid://shopify/TaxonomyCategory/fb-2-10-7-35      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Quince
gid://shopify/TaxonomyCategory/fb-2-10-7-36      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Rambutaner
gid://shopify/TaxonomyCategory/fb-2-10-7-37      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sapodilloer
gid://shopify/TaxonomyCategory/fb-2-10-7-38      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sapote
gid://shopify/TaxonomyCategory/fb-2-10-7-39      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Graviolaer
gid://shopify/TaxonomyCategory/fb-2-10-7-40      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Stjernefrukt
gid://shopify/TaxonomyCategory/fb-2-10-7-41      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Steinfrukt
gid://shopify/TaxonomyCategory/fb-2-10-7-41-1    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Steinfrukt > Aprikoser
gid://shopify/TaxonomyCategory/fb-2-10-7-41-2    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Steinfrukt > Kirsebær
gid://shopify/TaxonomyCategory/fb-2-10-7-41-3    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Steinfrukt > Mangoer
gid://shopify/TaxonomyCategory/fb-2-10-7-41-4    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Steinfrukt > Ferskner og nektariner
gid://shopify/TaxonomyCategory/fb-2-10-7-41-5    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Steinfrukt > Pluoser
gid://shopify/TaxonomyCategory/fb-2-10-7-41-6    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Steinfrukt > Plommer
gid://shopify/TaxonomyCategory/fb-2-10-7-42      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Sukkerepler
gid://shopify/TaxonomyCategory/fb-2-10-7-43      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Fersk og frossen frukt > Tamarindo
gid://shopify/TaxonomyCategory/fb-2-10-8         : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt
gid://shopify/TaxonomyCategory/fb-2-10-8-1       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Arracachaer
gid://shopify/TaxonomyCategory/fb-2-10-8-2       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Artisjokker
gid://shopify/TaxonomyCategory/fb-2-10-8-3       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Asparges
gid://shopify/TaxonomyCategory/fb-2-10-8-4       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Bønner
gid://shopify/TaxonomyCategory/fb-2-10-8-5       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Beter
gid://shopify/TaxonomyCategory/fb-2-10-8-6       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Borage
gid://shopify/TaxonomyCategory/fb-2-10-8-7       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Brokkoli
gid://shopify/TaxonomyCategory/fb-2-10-8-8       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Rosenkål
gid://shopify/TaxonomyCategory/fb-2-10-8-9       : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Kål
gid://shopify/TaxonomyCategory/fb-2-10-8-10      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Kaktusblader
gid://shopify/TaxonomyCategory/fb-2-10-8-11      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Artisjokk
gid://shopify/TaxonomyCategory/fb-2-10-8-12      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Gulrøtter
gid://shopify/TaxonomyCategory/fb-2-10-8-13      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Blomkål
gid://shopify/TaxonomyCategory/fb-2-10-8-14      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Selleri
gid://shopify/TaxonomyCategory/fb-2-10-8-15      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Sellerirøtter
gid://shopify/TaxonomyCategory/fb-2-10-8-16      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Mais
gid://shopify/TaxonomyCategory/fb-2-10-8-17      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Agurker
gid://shopify/TaxonomyCategory/fb-2-10-8-18      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Auberginer
gid://shopify/TaxonomyCategory/fb-2-10-8-19      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Fennikelpærer
gid://shopify/TaxonomyCategory/fb-2-10-8-20      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Felehoder
gid://shopify/TaxonomyCategory/fb-2-10-8-21      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Gai Choy
gid://shopify/TaxonomyCategory/fb-2-10-8-22      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Gai Lan
gid://shopify/TaxonomyCategory/fb-2-10-8-23      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Hvitløk
gid://shopify/TaxonomyCategory/fb-2-10-8-24      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Ingefærrot
gid://shopify/TaxonomyCategory/fb-2-10-8-25      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Goborot
gid://shopify/TaxonomyCategory/fb-2-10-8-26      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat
gid://shopify/TaxonomyCategory/fb-2-10-8-26-1    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Arugula
gid://shopify/TaxonomyCategory/fb-2-10-8-26-2    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Rødbetblader
gid://shopify/TaxonomyCategory/fb-2-10-8-26-3    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Bok Choy
gid://shopify/TaxonomyCategory/fb-2-10-8-26-4    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Chard
gid://shopify/TaxonomyCategory/fb-2-10-8-26-5    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Chicory
gid://shopify/TaxonomyCategory/fb-2-10-8-26-6    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Choy Sum
gid://shopify/TaxonomyCategory/fb-2-10-8-26-7    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Grønnkål
gid://shopify/TaxonomyCategory/fb-2-10-8-26-8    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Salat
gid://shopify/TaxonomyCategory/fb-2-10-8-26-9    : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Ong Choy
gid://shopify/TaxonomyCategory/fb-2-10-8-26-10   : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Salatblandinger
gid://shopify/TaxonomyCategory/fb-2-10-8-26-11   : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Spinat
gid://shopify/TaxonomyCategory/fb-2-10-8-26-12   : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Grønn salat > Yu Choy
gid://shopify/TaxonomyCategory/fb-2-10-8-27      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Pepperrot
gid://shopify/TaxonomyCategory/fb-2-10-8-28      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Jicama
gid://shopify/TaxonomyCategory/fb-2-10-8-29      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Kålrabi
gid://shopify/TaxonomyCategory/fb-2-10-8-30      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Vårløk
gid://shopify/TaxonomyCategory/fb-2-10-8-31      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Lotusrøtter
gid://shopify/TaxonomyCategory/fb-2-10-8-32      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Malangaer
gid://shopify/TaxonomyCategory/fb-2-10-8-33      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Sopper
gid://shopify/TaxonomyCategory/fb-2-10-8-34      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Okra
gid://shopify/TaxonomyCategory/fb-2-10-8-35      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Løk
gid://shopify/TaxonomyCategory/fb-2-10-8-36      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Persillerot
gid://shopify/TaxonomyCategory/fb-2-10-8-37      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Pastinakker
gid://shopify/TaxonomyCategory/fb-2-10-8-38      : Mat, drikkevarer og tobakk > Matvarer > Frukt og grønnsaker > Frisk og frossen frukt > Erter
