# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Đồ dùng cho động vật & thú cưng
gid://shopify/TaxonomyCategory/ha-10-2-8-5       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Tấm bọc nắp bồn cầu
gid://shopify/TaxonomyCategory/ha-10-2-8-6       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Nắp bồn chứa nước
gid://shopify/TaxonomyCategory/ha-10-2-8-7       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Cần gạt bồn cầu
gid://shopify/TaxonomyCategory/ha-10-2-8-7-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Cần gạt bồn cầu > Cần gạt phía trước
gid://shopify/TaxonomyCategory/ha-10-2-8-7-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Cần gạt bồn cầu > Cần gạt bên cạnh
gid://shopify/TaxonomyCategory/ha-10-2-8-8       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Bồn chứa nước
gid://shopify/TaxonomyCategory/ha-10-2-8-8-1     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Bồn chứa nước > Bồn chứa nước tự chảy
gid://shopify/TaxonomyCategory/ha-10-2-8-8-2     : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Bồn chứa nước > Bồn chứa nước hỗ trợ áp suất
gid://shopify/TaxonomyCategory/ha-10-2-8-9       : Phần cứng > Đường ống > Bộ phận và phần cứng của thiết bị đường ống > Phụ kiện bồn cầu và bồn vệ sinh nữ > Gờ nẹp bồn cầu
gid://shopify/TaxonomyCategory/ha-10-3           : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh
gid://shopify/TaxonomyCategory/ha-10-3-1         : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Thiết bị phòng tắm
gid://shopify/TaxonomyCategory/ha-10-3-2         : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn tắm
gid://shopify/TaxonomyCategory/ha-10-3-2-1       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn tắm > Bồn tắm âm tường
gid://shopify/TaxonomyCategory/ha-10-3-2-2       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn tắm > Bồn tắm âm sàn
gid://shopify/TaxonomyCategory/ha-10-3-2-3       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn tắm > Bồn tắm đứng
gid://shopify/TaxonomyCategory/ha-10-3-3         : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Vòi nước
gid://shopify/TaxonomyCategory/ha-10-3-3-1       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Vòi nước > Vòi nước chậu rửa trong phòng tắm
gid://shopify/TaxonomyCategory/ha-10-3-3-2       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Vòi nước > Bồn tắm và vòi hoa sen
gid://shopify/TaxonomyCategory/ha-10-3-3-3       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Vòi nước > Vòi chậu rửa nhà bếp
gid://shopify/TaxonomyCategory/ha-10-3-4         : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bộ bồn tắm đứng
gid://shopify/TaxonomyCategory/ha-10-3-5         : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa
gid://shopify/TaxonomyCategory/ha-10-3-5-1       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa > Bồn rửa mặt
gid://shopify/TaxonomyCategory/ha-10-3-5-1-1     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa > Bồn rửa mặt > Chậu rửa có bệ
gid://shopify/TaxonomyCategory/ha-10-3-5-1-2     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa > Bồn rửa mặt > Chậu rửa lắp âm
gid://shopify/TaxonomyCategory/ha-10-3-5-1-3     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa > Bồn rửa mặt > Chậu rửa mặt
gid://shopify/TaxonomyCategory/ha-10-3-5-2       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa > Chậu bếp & Bồn rửa chén bát
gid://shopify/TaxonomyCategory/ha-10-3-5-2-1     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa > Chậu bếp & Bồn rửa chén bát > Chậu rửa âm bàn
gid://shopify/TaxonomyCategory/ha-10-3-5-2-2     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa > Chậu bếp & Bồn rửa chén bát > Chậu rửa trang trại
gid://shopify/TaxonomyCategory/ha-10-3-5-2-3     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Chậu rửa > Chậu bếp & Bồn rửa chén bát > Chậu rửa lắp âm
gid://shopify/TaxonomyCategory/ha-10-3-6         : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn cầu và bồn tiểu nữ
gid://shopify/TaxonomyCategory/ha-10-3-6-1       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn cầu và bồn tiểu nữ > Vòi rửa vệ sinh
gid://shopify/TaxonomyCategory/ha-10-3-6-2       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn cầu và bồn tiểu nữ > Bồn cầu
gid://shopify/TaxonomyCategory/ha-10-3-6-2-1     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn cầu và bồn tiểu nữ > Bồn cầu > Bồn cầu một khối
gid://shopify/TaxonomyCategory/ha-10-3-6-2-2     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn cầu và bồn tiểu nữ > Bồn cầu > Bồn cầu hai khối
gid://shopify/TaxonomyCategory/ha-10-3-6-2-3     : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn cầu và bồn tiểu nữ > Bồn cầu > Bồn cầu gắn tường
gid://shopify/TaxonomyCategory/ha-10-3-6-3       : Phần cứng > Đường ống > Thiết bị kỹ thuật vệ sinh > Bồn cầu và bồn tiểu nữ > Bồn tiểu nam
gid://shopify/TaxonomyCategory/ha-10-4           : Phần cứng > Đường ống > Ống nước và đường ống cấp nước
gid://shopify/TaxonomyCategory/ha-10-4-1         : Phần cứng > Đường ống > Ống nước và đường ống cấp nước > Đường ống cấp nước cho vòi
gid://shopify/TaxonomyCategory/ha-10-4-2         : Phần cứng > Đường ống > Ống nước và đường ống cấp nước > Đường ống cấp nước cho bồn cầu
gid://shopify/TaxonomyCategory/ha-10-4-3         : Phần cứng > Đường ống > Ống nước và đường ống cấp nước > Đường ống cấp nước cho máy giặt
gid://shopify/TaxonomyCategory/ha-10-5           : Phần cứng > Đường ống > Ống nước
gid://shopify/TaxonomyCategory/ha-10-5-1         : Phần cứng > Đường ống > Ống nước > Ống thoát nước
gid://shopify/TaxonomyCategory/ha-10-5-2         : Phần cứng > Đường ống > Ống nước > Ống cấp nước
gid://shopify/TaxonomyCategory/ha-10-5-3         : Phần cứng > Đường ống > Ống nước > Ống thông hơi
gid://shopify/TaxonomyCategory/ha-10-6           : Phần cứng > Đường ống > Bộ dụng cụ sửa chữa ống nước
gid://shopify/TaxonomyCategory/ha-10-6-1         : Phần cứng > Đường ống > Bộ dụng cụ sửa chữa ống nước > Bộ dụng cụ sửa chữa vòi nước
gid://shopify/TaxonomyCategory/ha-10-6-2         : Phần cứng > Đường ống > Bộ dụng cụ sửa chữa ống nước > Bộ dụng cụ sửa chữa ống
gid://shopify/TaxonomyCategory/ha-10-6-3         : Phần cứng > Đường ống > Bộ dụng cụ sửa chữa ống nước > Bộ dụng cụ sửa chữa bồn cầu
gid://shopify/TaxonomyCategory/ha-10-7           : Phần cứng > Đường ống > Lọc và phân phối nước
gid://shopify/TaxonomyCategory/ha-10-7-1         : Phần cứng > Đường ống > Lọc và phân phối nước > Bộ lọc nước tại vòi
gid://shopify/TaxonomyCategory/ha-10-7-2         : Phần cứng > Đường ống > Lọc và phân phối nước > Máy nước nóng lạnh
gid://shopify/TaxonomyCategory/ha-10-7-2-1       : Phần cứng > Đường ống > Lọc và phân phối nước > Máy nước nóng lạnh > Vòi uống nước công cộng
gid://shopify/TaxonomyCategory/ha-10-7-2-2       : Phần cứng > Đường ống > Lọc và phân phối nước > Máy nước nóng lạnh > Máy làm lạnh nước
gid://shopify/TaxonomyCategory/ha-10-7-3         : Phần cứng > Đường ống > Lọc và phân phối nước > Máy cất nước
gid://shopify/TaxonomyCategory/ha-10-7-4         : Phần cứng > Đường ống > Lọc và phân phối nước > Phụ kiện lọc nước
gid://shopify/TaxonomyCategory/ha-10-7-4-1       : Phần cứng > Đường ống > Lọc và phân phối nước > Phụ kiện lọc nước > Lõi lọc nước
gid://shopify/TaxonomyCategory/ha-10-7-4-2       : Phần cứng > Đường ống > Lọc và phân phối nước > Phụ kiện lọc nước > Bộ lọc nước
gid://shopify/TaxonomyCategory/ha-10-7-5         : Phần cứng > Đường ống > Lọc và phân phối nước > Muối làm mềm nước
gid://shopify/TaxonomyCategory/ha-10-7-6         : Phần cứng > Đường ống > Lọc và phân phối nước > Thiết bị làm mềm nước
gid://shopify/TaxonomyCategory/ha-10-7-6-1       : Phần cứng > Đường ống > Lọc và phân phối nước > Thiết bị làm mềm nước > Thiết bị làm mềm nước gốc muối
gid://shopify/TaxonomyCategory/ha-10-7-6-2       : Phần cứng > Đường ống > Lọc và phân phối nước > Thiết bị làm mềm nước > Thiết bị làm mềm nước không muối
gid://shopify/TaxonomyCategory/ha-10-8           : Phần cứng > Đường ống > Máy thủy bình
gid://shopify/TaxonomyCategory/ha-10-9           : Phần cứng > Đường ống > Bộ hẹn giờ bơm nước
gid://shopify/TaxonomyCategory/ha-10-10          : Phần cứng > Đường ống > Phụ tùng cho giếng
gid://shopify/TaxonomyCategory/ha-11             : Phần cứng > Nguồn & Cấp điện
gid://shopify/TaxonomyCategory/ha-11-1           : Phần cứng > Nguồn & Cấp điện > Phần ứng điện, Rôto & Stato
gid://shopify/TaxonomyCategory/ha-11-1-1         : Phần cứng > Nguồn & Cấp điện > Phần ứng điện, Rôto & Stato > Phần ứng điện
gid://shopify/TaxonomyCategory/ha-11-1-2         : Phần cứng > Nguồn & Cấp điện > Phần ứng điện, Rôto & Stato > Rôto
gid://shopify/TaxonomyCategory/ha-11-1-3         : Phần cứng > Nguồn & Cấp điện > Phần ứng điện, Rôto & Stato > Stato
gid://shopify/TaxonomyCategory/ha-11-2           : Phần cứng > Nguồn & Cấp điện > Tăng phô và chuột đèn
gid://shopify/TaxonomyCategory/ha-11-2-1         : Phần cứng > Nguồn & Cấp điện > Tăng phô và chuột đèn > Tăng phô điện tử
gid://shopify/TaxonomyCategory/ha-11-2-2         : Phần cứng > Nguồn & Cấp điện > Tăng phô và chuột đèn > Tăng phô từ
gid://shopify/TaxonomyCategory/ha-11-2-3         : Phần cứng > Nguồn & Cấp điện > Tăng phô và chuột đèn > Chuột đèn
gid://shopify/TaxonomyCategory/ha-11-3           : Phần cứng > Nguồn & Cấp điện > Chổi than
gid://shopify/TaxonomyCategory/ha-11-4           : Phần cứng > Nguồn & Cấp điện > Bảng cầu dao tự động
gid://shopify/TaxonomyCategory/ha-11-4-1         : Phần cứng > Nguồn & Cấp điện > Bảng cầu dao tự động > Bảng cầu dao chính
gid://shopify/TaxonomyCategory/ha-11-4-2         : Phần cứng > Nguồn & Cấp điện > Bảng cầu dao tự động > Bảng cầu dao phụ
gid://shopify/TaxonomyCategory/ha-11-5           : Phần cứng > Nguồn & Cấp điện > Cầu dao
gid://shopify/TaxonomyCategory/ha-11-6           : Phần cứng > Nguồn & Cấp điện > Ống luồn dây điện và hộp điện
gid://shopify/TaxonomyCategory/ha-11-6-1         : Phần cứng > Nguồn & Cấp điện > Ống luồn dây điện và hộp điện > Ống luồn dây điện
gid://shopify/TaxonomyCategory/ha-11-6-1-1       : Phần cứng > Nguồn & Cấp điện > Ống luồn dây điện và hộp điện > Ống luồn dây điện > Ống luồn dây điện mềm
gid://shopify/TaxonomyCategory/ha-11-6-1-2       : Phần cứng > Nguồn & Cấp điện > Ống luồn dây điện và hộp điện > Ống luồn dây điện > Ống luồn dây điện cứng
gid://shopify/TaxonomyCategory/ha-11-6-2         : Phần cứng > Nguồn & Cấp điện > Ống luồn dây điện và hộp điện > Ống co nhiệt
gid://shopify/TaxonomyCategory/ha-11-7           : Phần cứng > Nguồn & Cấp điện > Mô tơ điện
gid://shopify/TaxonomyCategory/ha-11-7-1         : Phần cứng > Nguồn & Cấp điện > Mô tơ điện > Động cơ cảm ứng
gid://shopify/TaxonomyCategory/ha-11-7-2         : Phần cứng > Nguồn & Cấp điện > Mô tơ điện > Động cơ servo
gid://shopify/TaxonomyCategory/ha-11-7-3         : Phần cứng > Nguồn & Cấp điện > Mô tơ điện > Động cơ đa năng
gid://shopify/TaxonomyCategory/ha-11-8           : Phần cứng > Nguồn & Cấp điện > Hộp & chân đế gắn ổ điện
gid://shopify/TaxonomyCategory/ha-11-8-1         : Phần cứng > Nguồn & Cấp điện > Hộp & chân đế gắn ổ điện > Hộp gắn
gid://shopify/TaxonomyCategory/ha-11-8-2         : Phần cứng > Nguồn & Cấp điện > Hộp & chân đế gắn ổ điện > Chân đế gắn
gid://shopify/TaxonomyCategory/ha-11-9           : Phần cứng > Nguồn & Cấp điện > Bịt ổ điện
gid://shopify/TaxonomyCategory/ha-11-10          : Phần cứng > Nguồn & Cấp điện > Công tắc điện
gid://shopify/TaxonomyCategory/ha-11-10-1        : Phần cứng > Nguồn & Cấp điện > Công tắc điện > Công tắc đèn
gid://shopify/TaxonomyCategory/ha-11-10-1-1      : Phần cứng > Nguồn & Cấp điện > Công tắc điện > Công tắc đèn > Công tắc điều chỉnh độ sáng
gid://shopify/TaxonomyCategory/ha-11-10-1-2      : Phần cứng > Nguồn & Cấp điện > Công tắc điện > Công tắc đèn > Công tắc đơn cực
gid://shopify/TaxonomyCategory/ha-11-10-1-3      : Phần cứng > Nguồn & Cấp điện > Công tắc điện > Công tắc đèn > Công tắc ba chiều
gid://shopify/TaxonomyCategory/ha-11-10-2        : Phần cứng > Nguồn & Cấp điện > Công tắc điện > Công tắc và rơ le điện chuyên dụng
gid://shopify/TaxonomyCategory/ha-11-10-2-1      : Phần cứng > Nguồn & Cấp điện > Công tắc điện > Công tắc và rơ le điện chuyên dụng > Công tắc hành trình
