# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-brilledesign
gid://shopify/TaxonomyAttribute/2738  : Låseplacering
gid://shopify/TaxonomyAttribute/8490  : Lås' sikkerhedsniveau
gid://shopify/TaxonomyAttribute/8491  : Låsesystem
gid://shopify/TaxonomyAttribute/1236  : Låsetype
gid://shopify/TaxonomyAttribute/6932  : Konfiguration af skabsbænk
gid://shopify/TaxonomyAttribute/1726  : Låsemekanisme
gid://shopify/TaxonomyAttribute/9835  : Type drivkraft, som lokomotivets prototype bruger
gid://shopify/TaxonomyAttribute/9836  : Lokomotivets hjularrangement (Whyte-notation)
gid://shopify/TaxonomyAttribute/6933  : Højdekategorien for en loftseng
gid://shopify/TaxonomyAttribute/5483  : Logikfamilie
gid://shopify/TaxonomyAttribute/6761  : Påføringsmetode for logo
gid://shopify/TaxonomyAttribute/9837  : Stofvægt, som er kompatibel med logoetiketter
gid://shopify/TaxonomyAttribute/9838  : Typen af kantfinish på logoetiketten
gid://shopify/TaxonomyAttribute/9839  : Logoetikettens fremstillingsmetode/trykmetode
gid://shopify/TaxonomyAttribute/8492  : Long block-motors fuldstændighed
gid://shopify/TaxonomyAttribute/6762  : Long john-dele er inkluderet
gid://shopify/TaxonomyAttribute/7830  : Longansorten
gid://shopify/TaxonomyAttribute/9840  : Vævstilbehør medfølger
gid://shopify/TaxonomyAttribute/9841  : Vævens finish
gid://shopify/TaxonomyAttribute/9842  : Vævens foldnings- eller transportdesign
gid://shopify/TaxonomyAttribute/9843  : Rammens foldedesign på væven
gid://shopify/TaxonomyAttribute/9844  : Metode til justering af vævspænding
gid://shopify/TaxonomyAttribute/9845  : Vævbindingssystem
gid://shopify/TaxonomyAttribute/7831  : Loquat-sort
gid://shopify/TaxonomyAttribute/2388  : Lovibond
gid://shopify/TaxonomyAttribute/1676  : Påføring af smøremiddel
gid://shopify/TaxonomyAttribute/1677  : Sammensætning af smøremiddel
gid://shopify/TaxonomyAttribute/2060  : Smøremiddeldispensertype
gid://shopify/TaxonomyAttribute/5112  : Glidemiddeleffekt
gid://shopify/TaxonomyAttribute/10682 : Smøremidlets egenskaber
gid://shopify/TaxonomyAttribute/2397  : Smøremiddelform
gid://shopify/TaxonomyAttribute/6007  : Smøremiddelkrav
gid://shopify/TaxonomyAttribute/10683 : Smørekrav
gid://shopify/TaxonomyAttribute/8493  : Smøremiddeltype
gid://shopify/TaxonomyAttribute/8494  : Anlægsprofil på hjulmøtrikken
gid://shopify/TaxonomyAttribute/6934  : Type af lændestøtte
gid://shopify/TaxonomyAttribute/2914  : Tømmer-/træsortstype
gid://shopify/TaxonomyAttribute/6008  : Madpakkesæt medfølger
gid://shopify/TaxonomyAttribute/10684 : Type af lungetræningsmaskine
gid://shopify/TaxonomyAttribute/10685 : Lokkens opdrift
gid://shopify/TaxonomyAttribute/9846  : Glans
gid://shopify/TaxonomyAttribute/7832  : Litchi-kultivar
gid://shopify/TaxonomyAttribute/2407  : Lyre/Flip-mappetype
gid://shopify/TaxonomyAttribute/9847  : Monteringsplacering til lyre/flipfolder
gid://shopify/TaxonomyAttribute/6447  : Visningstype for sangtekster
gid://shopify/TaxonomyAttribute/5657  : Understøttet M.2-drevlængde
gid://shopify/TaxonomyAttribute/8496  : MAP-sensorens udgangssignaltype
gid://shopify/TaxonomyAttribute/6014  : MERV-vurdering
gid://shopify/TaxonomyAttribute/2430  : Midi-forbindelse
gid://shopify/TaxonomyAttribute/9881  : MIDI-udgangstype
gid://shopify/TaxonomyAttribute/5352  : MIMO-teknologi
gid://shopify/TaxonomyAttribute/10711 : MMA-handsketype
gid://shopify/TaxonomyAttribute/10712 : MOLLE-kompatibilitet
gid://shopify/TaxonomyAttribute/1797  : MP3-afspillertilbehør inkluderet
gid://shopify/TaxonomyAttribute/2547  : Mpaa-vurdering
gid://shopify/TaxonomyAttribute/6009  : Machetebladstil
gid://shopify/TaxonomyAttribute/5014  : MagSafe-kompatibilitet
gid://shopify/TaxonomyAttribute/10686 : Magasinkompatibilitet
gid://shopify/TaxonomyAttribute/10687 : Krav til magneter
gid://shopify/TaxonomyAttribute/6448  : Opbevaring tilmMagnetlegetøj inkluderet
gid://shopify/TaxonomyAttribute/1350  : Magnettype
gid://shopify/TaxonomyAttribute/2616  : Forstørrelse
gid://shopify/TaxonomyAttribute/5251  : Makeupbørsteapplikation
gid://shopify/TaxonomyAttribute/3130  : Makeupfunktioner
gid://shopify/TaxonomyAttribute/3334  : Makeupnuance
gid://shopify/TaxonomyAttribute/7833  : Malanga-sorten
gid://shopify/TaxonomyAttribute/2935  : Køllemateriale
gid://shopify/TaxonomyAttribute/9848  : Rangeringssystem til maltfarve
gid://shopify/TaxonomyAttribute/9849  : Maltknusning
gid://shopify/TaxonomyAttribute/9850  : Maltform
gid://shopify/TaxonomyAttribute/9851  : Tilsigtet anvendelse for malt
gid://shopify/TaxonomyAttribute/9852  : Maltbehandling
gid://shopify/TaxonomyAttribute/9853  : Maltbrugsformål
gid://shopify/TaxonomyAttribute/8495  : Mand over bord-systemtype
gid://shopify/TaxonomyAttribute/5350  : Administrationstype
gid://shopify/TaxonomyAttribute/5209  : Tilpasningsmetode for mandibulær enhed
gid://shopify/TaxonomyAttribute/9854  : Trætype i mandolinens ryg og sider
gid://shopify/TaxonomyAttribute/4993  : Form på bagsiden af en mandolin
gid://shopify/TaxonomyAttribute/9855  : Trætype i mandolinens krop
gid://shopify/TaxonomyAttribute/9856  : Type mandolinbro
gid://shopify/TaxonomyAttribute/9857  : Konfiguration af mandolintransducer
gid://shopify/TaxonomyAttribute/9858  : Konfiguration af mandolinstreng
gid://shopify/TaxonomyAttribute/7834  : Mangostanvariant
gid://shopify/TaxonomyAttribute/10688 : Mannequin-stil
gid://shopify/TaxonomyAttribute/2681  : Producenttype
gid://shopify/TaxonomyAttribute/10689 : Fremstillingsproces
gid://shopify/TaxonomyAttribute/6449  : Kortdækning (himmel/planetlegeme)
gid://shopify/TaxonomyAttribute/10690 : Kortformat
gid://shopify/TaxonomyAttribute/6450  : Kortstørrelse (ark)
gid://shopify/TaxonomyAttribute/6010  : Kortstil
gid://shopify/TaxonomyAttribute/5676  : Kortopdateringspolitik
gid://shopify/TaxonomyAttribute/9859  : Form af maraboufjer
gid://shopify/TaxonomyAttribute/9860  : Behandling af maraboufjer
gid://shopify/TaxonomyAttribute/6451  : Funktionsmoduler til kuglebanesæt
gid://shopify/TaxonomyAttribute/8497  : Certificering/standard for marine-nødblus
gid://shopify/TaxonomyAttribute/3089  : Funktioner for marinenavigation
gid://shopify/TaxonomyAttribute/10691 : Overholdelse af sikkerhedsstandarder for skibsfart
gid://shopify/TaxonomyAttribute/8498  : Marinetransmissionstype
gid://shopify/TaxonomyAttribute/10692 : Markørhandlingstype
gid://shopify/TaxonomyAttribute/10693 : Markørkaliber
gid://shopify/TaxonomyAttribute/5599  : Markørformat
gid://shopify/TaxonomyAttribute/5600  : Markørtekstfarve
gid://shopify/TaxonomyAttribute/2256  : Markørspidsdesign
gid://shopify/TaxonomyAttribute/10694 : Holdbarhed af opmærkning
gid://shopify/TaxonomyAttribute/9861  : Markeringsspidstype
gid://shopify/TaxonomyAttribute/5338  : Reklameskiltunderlag
gid://shopify/TaxonomyAttribute/7835  : Forarbejdningsmetode for skumfiduser
gid://shopify/TaxonomyAttribute/7836  : Skumfidusstørrelse
gid://shopify/TaxonomyAttribute/10695 : Kampsportsbæltes rang
gid://shopify/TaxonomyAttribute/5269  : Mascarabørsteform
gid://shopify/TaxonomyAttribute/1619  : Mascara-effekt
gid://shopify/TaxonomyAttribute/5270  : Mascaraformulering
gid://shopify/TaxonomyAttribute/6011  : Mosestavhoveds design
gid://shopify/TaxonomyAttribute/10696 : Type af halsbeskytter på fægtemaske
gid://shopify/TaxonomyAttribute/10697 : Materiale til maskebeskyttelse
gid://shopify/TaxonomyAttribute/5086  : Materiale til maskepude
gid://shopify/TaxonomyAttribute/5098  : Maskestørrelse
gid://shopify/TaxonomyAttribute/10699 : Materiale i den nedre del af masken
gid://shopify/TaxonomyAttribute/10700 : Maskestropmateriale
gid://shopify/TaxonomyAttribute/1594  : Masketype
gid://shopify/TaxonomyAttribute/10698 : Design af maske/beskyttelsesbriller
gid://shopify/TaxonomyAttribute/2910  : Murværksmateriale
gid://shopify/TaxonomyAttribute/2061  : Murværkproduktform
gid://shopify/TaxonomyAttribute/8499  : Måletype for luftmstrømssensor
gid://shopify/TaxonomyAttribute/8500  : Monteringstype for luftstrømssensoren
gid://shopify/TaxonomyAttribute/6935  : Massagefunktion
gid://shopify/TaxonomyAttribute/5169  : Massagemekanismens dimensioner
gid://shopify/TaxonomyAttribute/2839  : Massagestenstekstur
gid://shopify/TaxonomyAttribute/1528  : Massageteknik
gid://shopify/TaxonomyAttribute/10701 : Grænseflade til mastemontering
gid://shopify/TaxonomyAttribute/10702 : Mastbasetype
gid://shopify/TaxonomyAttribute/10703 : Mastbøjningskurve
gid://shopify/TaxonomyAttribute/10704 : Mastdiametertype
gid://shopify/TaxonomyAttribute/10705 : Type undersidebeklædning på måtte
gid://shopify/TaxonomyAttribute/2964  : Grundmateriale for måtte
gid://shopify/TaxonomyAttribute/10706 : Installationsmetode for måtte
gid://shopify/TaxonomyAttribute/10707 : Måttestil
gid://shopify/TaxonomyAttribute/2788  : Måtte-/tæppeform
gid://shopify/TaxonomyAttribute/4     : Materiale
gid://shopify/TaxonomyAttribute/2148  : Materialefasthed
gid://shopify/TaxonomyAttribute/1222  : Materialehårdhed
gid://shopify/TaxonomyAttribute/5681  : Materialets oprindelse
gid://shopify/TaxonomyAttribute/5686  : Materialebehandling
gid://shopify/TaxonomyAttribute/3002  : Funktioner for graviditetstøj
gid://shopify/TaxonomyAttribute/6763  : Type graviditetspanel
gid://shopify/TaxonomyAttribute/3252  : Stil for graviditetsnattøj
gid://shopify/TaxonomyAttribute/6764  : Stil af graviditetslinning
gid://shopify/TaxonomyAttribute/3109  : Funktioner for madras
gid://shopify/TaxonomyAttribute/6012  : Madrasbeskytters egenskaber
gid://shopify/TaxonomyAttribute/6936  : Madrastop-type
gid://shopify/TaxonomyAttribute/7837  : Materiale for modningsbeholder
gid://shopify/TaxonomyAttribute/5544  : Definerer den højeste digitale ordlængde (i bit) som konverteren understøtter, hvilket påvirker dynamikområde og opløsning.
gid://shopify/TaxonomyAttribute/2617  : Maksimal forstørrelse
gid://shopify/TaxonomyAttribute/9862  : Maksimal understøttet quiltstørrelse
gid://shopify/TaxonomyAttribute/5472  : Maksimal understøttet spolediameter
gid://shopify/TaxonomyAttribute/7838  : Måltidsret
gid://shopify/TaxonomyAttribute/7839  : Madlavningstilstand
gid://shopify/TaxonomyAttribute/5579  : Målte parametre
gid://shopify/TaxonomyAttribute/1550  : Målemetode
gid://shopify/TaxonomyAttribute/6301  : Måleskefunktioner
gid://shopify/TaxonomyAttribute/1554  : Måletype
gid://shopify/TaxonomyAttribute/1496  : Kød skåret
gid://shopify/TaxonomyAttribute/7840  : Kødforarbejdningstilstand
gid://shopify/TaxonomyAttribute/7841  : Grad af kødkvalitet
gid://shopify/TaxonomyAttribute/7842  : Opdrætsmærkning
gid://shopify/TaxonomyAttribute/6302  : Kødhammers slagfladetype
gid://shopify/TaxonomyAttribute/6013  : Kødhammermekanisme
gid://shopify/TaxonomyAttribute/1500  : Kødtype
gid://shopify/TaxonomyAttribute/9863  : Status for montering af maskinvæv
gid://shopify/TaxonomyAttribute/9864  : Vævningstype for maskinvæv
gid://shopify/TaxonomyAttribute/6452  : Primær mekanisme for mekaniske puslespil
gid://shopify/TaxonomyAttribute/6453  : Format til løsning af mekaniske puslespil
gid://shopify/TaxonomyAttribute/9865  : Fastgørelsesstil for medalje
gid://shopify/TaxonomyAttribute/9866  : Niveau for medaljetildeling
gid://shopify/TaxonomyAttribute/9867  : Medaljefinish
gid://shopify/TaxonomyAttribute/9868  : Medaljeemballage
gid://shopify/TaxonomyAttribute/2539  : Medieadgang
gid://shopify/TaxonomyAttribute/2546  : Medieindholdstype
gid://shopify/TaxonomyAttribute/1823  : Medieformat
gid://shopify/TaxonomyAttribute/5594  : Mediets fysisk størrelse
gid://shopify/TaxonomyAttribute/5413  : Medieafspillerens formfaktor
gid://shopify/TaxonomyAttribute/2542  : Mediesektion
gid://shopify/TaxonomyAttribute/2540  : Medietema
gid://shopify/TaxonomyAttribute/3126  : Medicinske alarmfunktioner
gid://shopify/TaxonomyAttribute/5106  : Medicinsk udstyrscertificering
gid://shopify/TaxonomyAttribute/3330  : Medicinsk identifikationstype
gid://shopify/TaxonomyAttribute/5688  : Medicinsk speciale
gid://shopify/TaxonomyAttribute/5054  : Medicinsk symbol
gid://shopify/TaxonomyAttribute/2601  : Medicinsk sprøjteformål
gid://shopify/TaxonomyAttribute/2826  : Materiale for medicinsk tape
gid://shopify/TaxonomyAttribute/2963  : Form for medicin/kosttilskud
gid://shopify/TaxonomyAttribute/2362  : Medium
gid://shopify/TaxonomyAttribute/9869  : Inkluderet tilbehørssæt til melodica
gid://shopify/TaxonomyAttribute/9870  : Materiale for luftkammer i melodica
gid://shopify/TaxonomyAttribute/9871  : Melodikatilbehør medfølger
gid://shopify/TaxonomyAttribute/9872  : Farveskema for melodica-tangenter
gid://shopify/TaxonomyAttribute/9873  : Konfiguration af melodica-mundstykke
gid://shopify/TaxonomyAttribute/9874  : Mundstykketype til melodica
gid://shopify/TaxonomyAttribute/9875  : Materiale i melodikaens stemmeplader
gid://shopify/TaxonomyAttribute/9876  : Melodica størrelsesklasse
gid://shopify/TaxonomyAttribute/2487  : Melodica-stil
gid://shopify/TaxonomyAttribute/7843  : Melonvariant
gid://shopify/TaxonomyAttribute/1900  : Hukommelseskanaler
gid://shopify/TaxonomyAttribute/6937  : Infusionsmateriale til memoryskum
gid://shopify/TaxonomyAttribute/1875  : Hukommelsesformfaktor
gid://shopify/TaxonomyAttribute/5567  : Memory rank
gid://shopify/TaxonomyAttribute/2031  : Hukommelseslagertype
gid://shopify/TaxonomyAttribute/1840  : Hukommelsesteknologi
gid://shopify/TaxonomyAttribute/9877  : Måler til hukommelsestråd
gid://shopify/TaxonomyAttribute/9878  : Størrelse på hukommelsestrådprojekt
gid://shopify/TaxonomyAttribute/1638  : Form af menstruationskop
gid://shopify/TaxonomyAttribute/5322  : Menstruationskopstørrelse
gid://shopify/TaxonomyAttribute/5321  : Menstruationskoppens stilktype
gid://shopify/TaxonomyAttribute/5351  : Mesh-netværksteknologi
gid://shopify/TaxonomyAttribute/3737  : Mesh-type
gid://shopify/TaxonomyAttribute/3050  : Metaldetektorfunktioner
gid://shopify/TaxonomyAttribute/2131  : Metalstøbningsanvendelse
gid://shopify/TaxonomyAttribute/6765  : Metalrenhed
gid://shopify/TaxonomyAttribute/2741  : Målertype
gid://shopify/TaxonomyAttribute/10708 : Optalte metrikværdier
gid://shopify/TaxonomyAttribute/1551  : Målinger understøttet
gid://shopify/TaxonomyAttribute/9879  : Metronomens visningsstil
gid://shopify/TaxonomyAttribute/9880  : Metronomens outputmetode
gid://shopify/TaxonomyAttribute/4364  : Mikrometertype
gid://shopify/TaxonomyAttribute/3425  : Mikrofondesign
gid://shopify/TaxonomyAttribute/5457  : Mikrofonforstærkerens formfaktor
gid://shopify/TaxonomyAttribute/1796  : Mikrofontråd
gid://shopify/TaxonomyAttribute/6454  : Funktionssæt for mikrofonlegetøj
gid://shopify/TaxonomyAttribute/1815  : Mikrofontype
gid://shopify/TaxonomyAttribute/5428  : Mikrofonens vindskærmstype
gid://shopify/TaxonomyAttribute/6015  : Mikrobølgeovnskompatibilitet
gid://shopify/TaxonomyAttribute/6016  : Mikrobølgeovns funktioner
gid://shopify/TaxonomyAttribute/6766  : Militært værn
gid://shopify/TaxonomyAttribute/7844  : Mælketype
gid://shopify/TaxonomyAttribute/7845  : Mælkefodringsmetode
gid://shopify/TaxonomyAttribute/6017  : Mælkeskummertype
gid://shopify/TaxonomyAttribute/6018  : Mælkeskumningsmetode
gid://shopify/TaxonomyAttribute/6019  : Mælkeskumningssystem
gid://shopify/TaxonomyAttribute/7846  : Forarbejdningsmetode for mælk
gid://shopify/TaxonomyAttribute/7847  : Dyr, der leverer mælken
gid://shopify/TaxonomyAttribute/7848  : Forarbejdningsmetode for hirse
gid://shopify/TaxonomyAttribute/7849  : Hirsevariant
gid://shopify/TaxonomyAttribute/7850  : Formalingsproces
gid://shopify/TaxonomyAttribute/2378  : Mineralklasse
gid://shopify/TaxonomyAttribute/5134  : Mineralforbindelsesform
gid://shopify/TaxonomyAttribute/2618  : Minimum forstørrelse
gid://shopify/TaxonomyAttribute/9882  : Møntmærke
gid://shopify/TaxonomyAttribute/6938  : Konfiguration af spejl
gid://shopify/TaxonomyAttribute/6939  : Spejldækning
gid://shopify/TaxonomyAttribute/6020  : Spejlkrumning
gid://shopify/TaxonomyAttribute/10709 : Spejlkrumningstype
gid://shopify/TaxonomyAttribute/2560  : Spejlhåndtagsdesign
gid://shopify/TaxonomyAttribute/10710 : Monteringsplacering for spejl
gid://shopify/TaxonomyAttribute/6940  : Spejlform
gid://shopify/TaxonomyAttribute/5247  : Spejlsider
gid://shopify/TaxonomyAttribute/6021  : Spejltype
gid://shopify/TaxonomyAttribute/5283  : Mist-spray-område
gid://shopify/TaxonomyAttribute/6022  : Tågeudgangstilstand
gid://shopify/TaxonomyAttribute/8501  : Blandingsforhold
gid://shopify/TaxonomyAttribute/1827  : Mixertype
gid://shopify/TaxonomyAttribute/6303  : Røreskåls egenskaber
gid://shopify/TaxonomyAttribute/6023  : Blandingsmekanisme
gid://shopify/TaxonomyAttribute/1736  : Mobilmonteringstype
gid://shopify/TaxonomyAttribute/1738  : Mobil bevægelse
gid://shopify/TaxonomyAttribute/5429  : Mobiltelefon-tilbehør inkluderet
gid://shopify/TaxonomyAttribute/3073  : Funktioner for mobiltelefoncover
gid://shopify/TaxonomyAttribute/5015  : Mobiltelefonens stiktype
gid://shopify/TaxonomyAttribute/5016  : Mobiltelefonens formfaktor
gid://shopify/TaxonomyAttribute/6941  : Mobilitetsfunktioner
gid://shopify/TaxonomyAttribute/1582  : Elscootertype
gid://shopify/TaxonomyAttribute/5379  : Mobilitetstype
gid://shopify/TaxonomyAttribute/3127  : Funktioner for mobilitetsudstyr
gid://shopify/TaxonomyAttribute/6024  : Mochimaskines funktioner
gid://shopify/TaxonomyAttribute/6025  : Virkningsmåde
gid://shopify/TaxonomyAttribute/6455  : Modelflys monteringsniveau
gid://shopify/TaxonomyAttribute/2395  : Modelstyringsteknologi
gid://shopify/TaxonomyAttribute/5042  : Modellens kønsrepræsentation
gid://shopify/TaxonomyAttribute/9883  : Inkluderede elementer i modelbygningssæt
gid://shopify/TaxonomyAttribute/9884  : Modelbygningsprodukttype
gid://shopify/TaxonomyAttribute/9885  : Modelraketsættets indhold
gid://shopify/TaxonomyAttribute/9886  : Modelrakettens sætformat
gid://shopify/TaxonomyAttribute/9887  : Modelraketmotor i impulsklasse
gid://shopify/TaxonomyAttribute/6456  : Ophængsstørrelse for modelraketmotor
gid://shopify/TaxonomyAttribute/9888  : Påkrævet strømkilde til modelraket
gid://shopify/TaxonomyAttribute/9889  : Drivmiddeltype til modelraket
gid://shopify/TaxonomyAttribute/9890  : Anbefalet størrelse af affyringsstang eller skinne for modelraket
gid://shopify/TaxonomyAttribute/9891  : Modelrakettens bjærgningsmetode
gid://shopify/TaxonomyAttribute/6457  : Type bjærgningssystem til modelraket
gid://shopify/TaxonomyAttribute/6458  : Modelrakets trin
gid://shopify/TaxonomyAttribute/9892  : Elektrisk forbindelsestype for modeltogtilbehør
gid://shopify/TaxonomyAttribute/2393  : Modeltogtilbehørstype
gid://shopify/TaxonomyAttribute/9893  : Modeltogkoblingstype
gid://shopify/TaxonomyAttribute/9894  : Fritprofil til modeltog
gid://shopify/TaxonomyAttribute/9895  : Belysningsfunktioner i modeltog
gid://shopify/TaxonomyAttribute/9896  : Modeltogets strømtilførselsmetode
gid://shopify/TaxonomyAttribute/9897  : Skala for modeltog
gid://shopify/TaxonomyAttribute/9898  : Lydfunktioner for modeltog
gid://shopify/TaxonomyAttribute/3022  : Modeltogstema
gid://shopify/TaxonomyAttribute/9899  : Sporvidde til modeltog
