# Shopify Product Taxonomy - Categories: 2099-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Dyr og tilbehør til kæledyr
gid://shopify/TaxonomyCategory/hg-11-6-11-9      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Ledningsopbevaringsbakker
gid://shopify/TaxonomyCategory/hg-11-6-11-11     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Skæreskiver
gid://shopify/TaxonomyCategory/hg-11-6-11-12     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Dobbelt piskerissæt
gid://shopify/TaxonomyCategory/hg-11-6-11-13     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Dejkroge
gid://shopify/TaxonomyCategory/hg-11-6-11-14     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Dejskrabere
gid://shopify/TaxonomyCategory/hg-11-6-11-15     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Tromlerivejernssæt
gid://shopify/TaxonomyCategory/hg-11-6-11-16     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Emulgerende skiver
gid://shopify/TaxonomyCategory/hg-11-6-11-20     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Frugtpresse-tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-11-21     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Granuleringsskiver
gid://shopify/TaxonomyCategory/hg-11-6-11-22     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Sliberedskaber
gid://shopify/TaxonomyCategory/hg-11-6-11-23     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Varmeskjolde
gid://shopify/TaxonomyCategory/hg-11-6-11-26     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Æltningsværktøj
gid://shopify/TaxonomyCategory/hg-11-6-11-29     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Kødhakkertilbehør
gid://shopify/TaxonomyCategory/hg-11-6-11-33     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Pastaformertilbehør
gid://shopify/TaxonomyCategory/hg-11-6-11-34     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Skrællere
gid://shopify/TaxonomyCategory/hg-11-6-11-35     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Skubbere
gid://shopify/TaxonomyCategory/hg-11-6-11-41     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Stænkbeskyttere
gid://shopify/TaxonomyCategory/hg-11-6-11-46     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Sitilbehør
gid://shopify/TaxonomyCategory/hg-11-6-11-52     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Foodprocessortilbehør > Grøntsagsskærertilbehør
gid://shopify/TaxonomyCategory/hg-11-6-12        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til frysere
gid://shopify/TaxonomyCategory/hg-11-6-12-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til frysere > Pakninger til fryserdøre
gid://shopify/TaxonomyCategory/hg-11-6-12-3      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til frysere > Håndtag til fryserdøre
gid://shopify/TaxonomyCategory/hg-11-6-12-4      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til frysere > Frysehylder
gid://shopify/TaxonomyCategory/hg-11-6-12-5      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til frysere > Frysertermometre
gid://shopify/TaxonomyCategory/hg-11-6-13        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Affaldskværn – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-13-4      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Affaldskværn – tilbehør > Stoppere
gid://shopify/TaxonomyCategory/hg-11-6-14        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Ismaskine – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-14-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Ismaskine – tilbehør > Ismaskine – fryseskåle
gid://shopify/TaxonomyCategory/hg-11-6-15        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Isknusere - tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-15-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Isknusere - tilbehør > Isbeholdere
gid://shopify/TaxonomyCategory/hg-11-6-15-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Isknusere - tilbehør > Isforme
gid://shopify/TaxonomyCategory/hg-11-6-16        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til ismaskiner
gid://shopify/TaxonomyCategory/hg-11-6-16-3      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til ismaskiner > Ismaskine – skeer
gid://shopify/TaxonomyCategory/hg-11-6-17        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Saftpresser – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-17-3      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Saftpresser – tilbehør > Juicesamlere
gid://shopify/TaxonomyCategory/hg-11-6-17-8      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Saftpresser – tilbehør > Frugtkødbeholdere
gid://shopify/TaxonomyCategory/hg-11-6-17-10     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Saftpresser – tilbehør > Skubbere
gid://shopify/TaxonomyCategory/hg-11-6-18        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Mikrobølgeovn – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-18-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Mikrobølgeovn – tilbehør > Bageplader
gid://shopify/TaxonomyCategory/hg-11-6-18-8      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Mikrobølgeovn – tilbehør > Stænkdæksler
gid://shopify/TaxonomyCategory/hg-11-6-18-9      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Mikrobølgeovn – tilbehør > Optøningsplader
gid://shopify/TaxonomyCategory/hg-11-6-18-11     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Mikrobølgeovn – tilbehør > Drejeplader
gid://shopify/TaxonomyCategory/hg-11-6-19        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-19-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Grillbriketter
gid://shopify/TaxonomyCategory/hg-11-6-19-1-1    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Grillbriketter > Trækul
gid://shopify/TaxonomyCategory/hg-11-6-19-1-2    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Grillbriketter > Grillbriketter
gid://shopify/TaxonomyCategory/hg-11-6-19-1-3    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Grillbriketter > Kulstykker
gid://shopify/TaxonomyCategory/hg-11-6-19-1-4    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Grillbriketter > Thai-kul
gid://shopify/TaxonomyCategory/hg-11-6-19-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Grillstartere
gid://shopify/TaxonomyCategory/hg-11-6-19-3      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Udendørsgrill – vogne
gid://shopify/TaxonomyCategory/hg-11-6-19-4      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Grillovertræk
gid://shopify/TaxonomyCategory/hg-11-6-19-5      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Udendørsgrill – grillriste og plader
gid://shopify/TaxonomyCategory/hg-11-6-19-5-1    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Udendørsgrill – grillriste og plader > Udendørsgrill – grillriste
gid://shopify/TaxonomyCategory/hg-11-6-19-5-2    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Udendørsgrill – grillriste og plader > Udendørsgrill – plader
gid://shopify/TaxonomyCategory/hg-11-6-19-6      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Reservedele til udendørs grill
gid://shopify/TaxonomyCategory/hg-11-6-19-6-1    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Reservedele til udendørs grill > Grillbrændere
gid://shopify/TaxonomyCategory/hg-11-6-19-6-2    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Reservedele til udendørs grill > Grillriste
gid://shopify/TaxonomyCategory/hg-11-6-19-6-3    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Reservedele til udendørs grill > Grilltændere
gid://shopify/TaxonomyCategory/hg-11-6-19-6-4    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Reservedele til udendørs grill > Grilltermometre
gid://shopify/TaxonomyCategory/hg-11-6-19-7      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Udendørsgrill – spyd og kurve
gid://shopify/TaxonomyCategory/hg-11-6-19-7-1    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Udendørsgrill – spyd og kurve > Udendørsgrill – kurve
gid://shopify/TaxonomyCategory/hg-11-6-19-7-2    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Udendørsgrill – spyd og kurve > Udendørsgrill – spyd
gid://shopify/TaxonomyCategory/hg-11-6-19-8      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Udendørsgrill – planker
gid://shopify/TaxonomyCategory/hg-11-6-19-9      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Røgeflis
gid://shopify/TaxonomyCategory/hg-11-6-19-9-1    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Røgeflis > Røgeflis
gid://shopify/TaxonomyCategory/hg-11-6-19-9-2    : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Udendørsgrill – tilbehør > Røgeflis > Røgepiller
gid://shopify/TaxonomyCategory/hg-11-6-20        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Pastamaskine – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-20-7      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Pastamaskine – tilbehør > Blandingspadler
gid://shopify/TaxonomyCategory/hg-11-6-20-8      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Pastamaskine – tilbehør > Pastatørrestativer
gid://shopify/TaxonomyCategory/hg-11-6-20-10     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Pastamaskine – tilbehør > Formningstilbehør
gid://shopify/TaxonomyCategory/hg-11-6-20-13     : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Pastamaskine – tilbehør > Klemmestænger
gid://shopify/TaxonomyCategory/hg-11-6-21        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Popcornmaskine – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-21-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Popcornmaskine – tilbehør > Popcornposer
gid://shopify/TaxonomyCategory/hg-11-6-21-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Popcornmaskine – tilbehør > Popcornkerner
gid://shopify/TaxonomyCategory/hg-11-6-21-4      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Popcornmaskine – tilbehør > Popcornkrydderier
gid://shopify/TaxonomyCategory/hg-11-6-22        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Kogeblus – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-22-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Kogeblus – tilbehør > Brandmåtter
gid://shopify/TaxonomyCategory/hg-11-6-22-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Kogeblus – tilbehør > Brandstartere
gid://shopify/TaxonomyCategory/hg-11-6-22-5      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Kogeblus – tilbehør > Komfurbaser
gid://shopify/TaxonomyCategory/hg-11-6-22-7      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Kogeblus – tilbehør > Vindskærme
gid://shopify/TaxonomyCategory/hg-11-6-23        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til emhætter
gid://shopify/TaxonomyCategory/hg-11-6-23-3      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til emhætter > Filtre
gid://shopify/TaxonomyCategory/hg-11-6-23-4      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til emhætter > Fedtkopper
gid://shopify/TaxonomyCategory/hg-11-6-23-5      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til emhætter > Udluftninger
gid://shopify/TaxonomyCategory/hg-11-6-24        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Køleskab – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-24-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Køleskab – tilbehør > Køleskabstermometre
gid://shopify/TaxonomyCategory/hg-11-6-24-3      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Køleskab – tilbehør > Hylder
gid://shopify/TaxonomyCategory/hg-11-6-25        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til sodavandsmaskiner
gid://shopify/TaxonomyCategory/hg-11-6-25-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til sodavandsmaskiner > Flasker
gid://shopify/TaxonomyCategory/hg-11-6-25-4      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til sodavandsmaskiner > Opladere
gid://shopify/TaxonomyCategory/hg-11-6-25-7      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til sodavandsmaskiner > Sirupper
gid://shopify/TaxonomyCategory/hg-11-6-26        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til varmebord
gid://shopify/TaxonomyCategory/hg-11-6-26-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til varmebord > Cover til varmebordspande
gid://shopify/TaxonomyCategory/hg-11-6-26-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til varmebord > Varmebordspander
gid://shopify/TaxonomyCategory/hg-11-6-27        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til brødristere
gid://shopify/TaxonomyCategory/hg-11-6-27-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til brødristere > Dæksler til brødristere
gid://shopify/TaxonomyCategory/hg-11-6-27-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til brødristere > Krummebakker til brødristere
gid://shopify/TaxonomyCategory/hg-11-6-27-4      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til brødristere > Stativer til brødristere
gid://shopify/TaxonomyCategory/hg-11-6-27-5      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til brødristere > Tænger til brødristere
gid://shopify/TaxonomyCategory/hg-11-6-28        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Vakuumforsegler – tilbehør
gid://shopify/TaxonomyCategory/hg-11-6-28-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Vakuumforsegler – tilbehør > Vakuumforsegler – poser
gid://shopify/TaxonomyCategory/hg-11-6-29        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til vaffeljern
gid://shopify/TaxonomyCategory/hg-11-6-29-1      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til vaffeljern > Crêpe-plader
gid://shopify/TaxonomyCategory/hg-11-6-29-2      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til vaffeljern > Sandwich-plader
gid://shopify/TaxonomyCategory/hg-11-6-29-3      : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Tilbehør til vaffeljern > Vaffel-plader
gid://shopify/TaxonomyCategory/hg-11-6-30        : Hjem og have > Køkken og spisestue > Køkkenapparater – tilbehør > Vandkøler – tilbehør
