# Shopify Product Taxonomy - Categories: 2026-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Živali in pripomočki za hišne ljubljenčke
gid://shopify/TaxonomyCategory/fb-2-12-1-2       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Jajca > Tekoča in zamrznjena jajca
gid://shopify/TaxonomyCategory/fb-2-12-1-3       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Jajca > Pripravljena jajca
gid://shopify/TaxonomyCategory/fb-2-12-1-4       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Jajca > Cela jajca
gid://shopify/TaxonomyCategory/fb-2-12-2         : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso
gid://shopify/TaxonomyCategory/fb-2-12-2-1       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Konzervirano meso
gid://shopify/TaxonomyCategory/fb-2-12-2-2       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Sveže in zamrznjeno meso
gid://shopify/TaxonomyCategory/fb-2-12-2-2-1     : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Sveže in zamrznjeno meso > Govedina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-2     : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Sveže in zamrznjeno meso > Divjačina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-3     : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Sveže in zamrznjeno meso > Ovčetina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-4     : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Sveže in zamrznjeno meso > Svinjina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5     : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Sveže in zamrznjeno meso > Perutnina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5-1   : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Sveže in zamrznjeno meso > Perutnina > Piščanec
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5-2   : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Sveže in zamrznjeno meso > Perutnina > Puran
gid://shopify/TaxonomyCategory/fb-2-12-2-3       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Meso > Narezki in mesnine
gid://shopify/TaxonomyCategory/fb-2-12-3         : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Morski sadeži
gid://shopify/TaxonomyCategory/fb-2-12-3-1       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Morski sadeži > Konzervirani morski sadeži
gid://shopify/TaxonomyCategory/fb-2-12-3-2       : Hrana, pijača in tobak > Prehrambeni izdelki > Meso, morski sadeži in jajca > Morski sadeži > Sveži in zamrznjeni morski sadeži
gid://shopify/TaxonomyCategory/fb-2-13           : Hrana, pijača in tobak > Prehrambeni izdelki > Oreščki in semena
gid://shopify/TaxonomyCategory/fb-2-14           : Hrana, pijača in tobak > Prehrambeni izdelki > Testenine in rezanci
gid://shopify/TaxonomyCategory/fb-2-15           : Hrana, pijača in tobak > Prehrambeni izdelki > Pripravljena hrana
gid://shopify/TaxonomyCategory/fb-2-15-1         : Hrana, pijača in tobak > Prehrambeni izdelki > Pripravljena hrana > Pripravljene predjedi in priloge
gid://shopify/TaxonomyCategory/fb-2-15-2         : Hrana, pijača in tobak > Prehrambeni izdelki > Pripravljena hrana > Pripravljene jedi in predjedi
gid://shopify/TaxonomyCategory/fb-2-16           : Hrana, pijača in tobak > Prehrambeni izdelki > Dišavnice in začimbe
gid://shopify/TaxonomyCategory/fb-2-16-1         : Hrana, pijača in tobak > Prehrambeni izdelki > Dišavnice in začimbe > Zelišča in začimbe
gid://shopify/TaxonomyCategory/fb-2-16-2         : Hrana, pijača in tobak > Prehrambeni izdelki > Dišavnice in začimbe > MSG
gid://shopify/TaxonomyCategory/fb-2-16-3         : Hrana, pijača in tobak > Prehrambeni izdelki > Dišavnice in začimbe > Poper
gid://shopify/TaxonomyCategory/fb-2-16-4         : Hrana, pijača in tobak > Prehrambeni izdelki > Dišavnice in začimbe > Sol
gid://shopify/TaxonomyCategory/fb-2-17           : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki
gid://shopify/TaxonomyCategory/fb-2-17-1         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Kruhove palčke
gid://shopify/TaxonomyCategory/fb-2-17-2         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Žitne ploščice in granola ploščice
gid://shopify/TaxonomyCategory/fb-2-17-2-1       : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Žitne ploščice in granola ploščice > Žitne ploščice
gid://shopify/TaxonomyCategory/fb-2-17-2-2       : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Žitne ploščice in granola ploščice > Granola ploščice
gid://shopify/TaxonomyCategory/fb-2-17-3         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Sirni napihnjenci
gid://shopify/TaxonomyCategory/fb-2-17-4         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Čips
gid://shopify/TaxonomyCategory/fb-2-17-5         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Krekerji
gid://shopify/TaxonomyCategory/fb-2-17-6         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Krutoni
gid://shopify/TaxonomyCategory/fb-2-17-7         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Sadni prigrizki
gid://shopify/TaxonomyCategory/fb-2-17-8         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Sušeno meso
gid://shopify/TaxonomyCategory/fb-2-17-9         : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Pokovka
gid://shopify/TaxonomyCategory/fb-2-17-10        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Svinjska koža
gid://shopify/TaxonomyCategory/fb-2-17-11        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Preste
gid://shopify/TaxonomyCategory/fb-2-17-12        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Puding in želatinasti prigrizki
gid://shopify/TaxonomyCategory/fb-2-17-13        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Riževi kolački
gid://shopify/TaxonomyCategory/fb-2-17-14        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Dodatki za solato
gid://shopify/TaxonomyCategory/fb-2-17-15        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Sezamove palčke
gid://shopify/TaxonomyCategory/fb-2-17-16        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Mini kolački
gid://shopify/TaxonomyCategory/fb-2-17-17        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Riževi kolački
gid://shopify/TaxonomyCategory/fb-2-17-18        : Hrana, pijača in tobak > Prehrambeni izdelki > Prigrizki > Mešanice za na pot in prigrizki
gid://shopify/TaxonomyCategory/fb-2-18           : Hrana, pijača in tobak > Prehrambeni izdelki > Juhe in jušne osnove
gid://shopify/TaxonomyCategory/fb-2-19           : Hrana, pijača in tobak > Prehrambeni izdelki > Tofu, soja in vegetarijanski izdelki
gid://shopify/TaxonomyCategory/fb-2-19-1         : Hrana, pijača in tobak > Prehrambeni izdelki > Tofu, soja in vegetarijanski izdelki > Sirni nadomestki
gid://shopify/TaxonomyCategory/fb-2-19-2         : Hrana, pijača in tobak > Prehrambeni izdelki > Tofu, soja in vegetarijanski izdelki > Mesni nadomestki
gid://shopify/TaxonomyCategory/fb-2-19-3         : Hrana, pijača in tobak > Prehrambeni izdelki > Tofu, soja in vegetarijanski izdelki > Sejtan
gid://shopify/TaxonomyCategory/fb-2-19-4         : Hrana, pijača in tobak > Prehrambeni izdelki > Tofu, soja in vegetarijanski izdelki > Tempeh
gid://shopify/TaxonomyCategory/fb-2-19-5         : Hrana, pijača in tobak > Prehrambeni izdelki > Tofu, soja in vegetarijanski izdelki > Tofu
gid://shopify/TaxonomyCategory/fb-3              : Hrana, pijača in tobak > Tobačni izdelki
gid://shopify/TaxonomyCategory/fb-3-2            : Hrana, pijača in tobak > Tobačni izdelki > Tobak za žvečenje
gid://shopify/TaxonomyCategory/fb-3-3            : Hrana, pijača in tobak > Tobačni izdelki > Cigarete
gid://shopify/TaxonomyCategory/fb-3-4            : Hrana, pijača in tobak > Tobačni izdelki > Cigare
gid://shopify/TaxonomyCategory/fb-3-5            : Hrana, pijača in tobak > Tobačni izdelki > Razsuti tobak
gid://shopify/TaxonomyCategory/fb-3-8            : Hrana, pijača in tobak > Tobačni izdelki > Papirčki za zvijanje tobaka
gid://shopify/TaxonomyCategory/fb-3-6            : Hrana, pijača in tobak > Tobačni izdelki > Pipe za kajenje
gid://shopify/TaxonomyCategory/fb-3-7            : Hrana, pijača in tobak > Tobačni izdelki > Vaporizatorji in elektronske cigarete
gid://shopify/TaxonomyCategory/fb-3-7-1          : Hrana, pijača in tobak > Tobačni izdelki > Vaporizatorji in elektronske cigarete > Tekočina za elektronske cigarete
gid://shopify/TaxonomyCategory/fb-3-7-2          : Hrana, pijača in tobak > Tobačni izdelki > Vaporizatorji in elektronske cigarete > Elektronske cigarete
gid://shopify/TaxonomyCategory/fb-3-7-3          : Hrana, pijača in tobak > Tobačni izdelki > Vaporizatorji in elektronske cigarete > Vaporizatorji
gid://shopify/TaxonomyCategory/fr                : Pohištvo
gid://shopify/TaxonomyCategory/fr-1              : Pohištvo > Pohištvo za dojenčke in malčke
gid://shopify/TaxonomyCategory/fr-1-1            : Pohištvo > Pohištvo za dojenčke in malčke > Pohištveni kompleti za dojenčke in malčke
gid://shopify/TaxonomyCategory/fr-1-2            : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za košarice in zibelke
gid://shopify/TaxonomyCategory/fr-1-3            : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke
gid://shopify/TaxonomyCategory/fr-1-3-1          : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Igralne košarice
gid://shopify/TaxonomyCategory/fr-1-3-2          : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Košarice
gid://shopify/TaxonomyCategory/fr-1-3-3          : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Košarice za ob posteljo
gid://shopify/TaxonomyCategory/fr-1-3-5          : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Prilagodljive košarice
gid://shopify/TaxonomyCategory/fr-1-3-6          : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Zibelke
gid://shopify/TaxonomyCategory/fr-1-3-7          : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Zložljive košarice
gid://shopify/TaxonomyCategory/fr-1-3-8          : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Viseče košarice
gid://shopify/TaxonomyCategory/fr-1-3-10         : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Gugalne košarice
gid://shopify/TaxonomyCategory/fr-1-3-11         : Pohištvo > Pohištvo za dojenčke in malčke > Košarice in zibelke > Potovalne košarice
gid://shopify/TaxonomyCategory/fr-1-4            : Pohištvo > Pohištvo za dojenčke in malčke > Previjalne mize
gid://shopify/TaxonomyCategory/fr-1-5            : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice
gid://shopify/TaxonomyCategory/fr-1-5-1          : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice > Podloge in obloge za otroške posteljice
gid://shopify/TaxonomyCategory/fr-1-5-1-1        : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice > Podloge in obloge za otroške posteljice > Obloge za otroške posteljice
gid://shopify/TaxonomyCategory/fr-1-5-1-2        : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice > Podloge in obloge za otroške posteljice > Zaščitne prevleke za ograje posteljice
gid://shopify/TaxonomyCategory/fr-1-5-1-3        : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice > Podloge in obloge za otroške posteljice > Zavesice za otroške posteljice
gid://shopify/TaxonomyCategory/fr-1-5-1-4        : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice > Podloge in obloge za otroške posteljice > Mrežaste podloge za otroške posteljice
gid://shopify/TaxonomyCategory/fr-1-5-1-5        : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice > Podloge in obloge za otroške posteljice > Oblazinjene podloge za otroške posteljice
gid://shopify/TaxonomyCategory/fr-1-5-1-6        : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice > Podloge in obloge za otroške posteljice > Prevleke za grizala za posteljne stranice
gid://shopify/TaxonomyCategory/fr-1-5-2          : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za posteljice in otroške posteljice > Kompleti za predelavo otroških posteljic
gid://shopify/TaxonomyCategory/fr-1-6            : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke
gid://shopify/TaxonomyCategory/fr-1-6-4          : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke > Dvonadstropne otroške posteljice
gid://shopify/TaxonomyCategory/fr-1-6-5          : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke > Otroške posteljice z baldahinom
gid://shopify/TaxonomyCategory/fr-1-6-6          : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke > Otroške postelje z dvignjenim okvirjem
gid://shopify/TaxonomyCategory/fr-1-6-7          : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke > Mini posteljice
gid://shopify/TaxonomyCategory/fr-1-6-9          : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke > Otroške posteljice z ukrivljeno obliko
gid://shopify/TaxonomyCategory/fr-1-6-10         : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke > Standardne posteljice
gid://shopify/TaxonomyCategory/fr-1-6-11         : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke > Otroške postelje
gid://shopify/TaxonomyCategory/fr-1-6-12         : Pohištvo > Pohištvo za dojenčke in malčke > Otroške posteljice in posteljice za malčke > Potovalne posteljice
gid://shopify/TaxonomyCategory/fr-1-7            : Pohištvo > Pohištvo za dojenčke in malčke > Dodatki za stolčke za hranjenje in blazine za stolček
gid://shopify/TaxonomyCategory/fr-1-8            : Pohištvo > Pohištvo za dojenčke in malčke > Stolčki za hranjenje in blazine za stolček
gid://shopify/TaxonomyCategory/fr-1-8-2          : Pohištvo > Pohištvo za dojenčke in malčke > Stolčki za hranjenje in blazine za stolček > Podporni sedeži za hranjenje
gid://shopify/TaxonomyCategory/fr-1-8-3          : Pohištvo > Pohištvo za dojenčke in malčke > Stolčki za hranjenje in blazine za stolček > Prilagodljivi stolčki za hranjenje
gid://shopify/TaxonomyCategory/fr-1-8-4          : Pohištvo > Pohištvo za dojenčke in malčke > Stolčki za hranjenje in blazine za stolček > Stolčki za hranjenje
gid://shopify/TaxonomyCategory/fr-1-8-5          : Pohištvo > Pohištvo za dojenčke in malčke > Stolčki za hranjenje in blazine za stolček > Pritrdljivi stolčki
gid://shopify/TaxonomyCategory/fr-1-9            : Pohištvo > Pohištvo za dojenčke in malčke > Otroške zofe
gid://shopify/TaxonomyCategory/fr-2              : Pohištvo > Postelje in dodatki
gid://shopify/TaxonomyCategory/fr-2-1            : Pohištvo > Postelje in dodatki > Dodatki za postelje in posteljne okvirje
gid://shopify/TaxonomyCategory/fr-2-2            : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-1          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Zračne postelje
gid://shopify/TaxonomyCategory/fr-2-2-2          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Pogradi in okvirji za postelje
gid://shopify/TaxonomyCategory/fr-2-2-3          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje z dvignjenim okvirjem in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-4          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje z dvignjenim okvirjem in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-5          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje s stranskimi stranicami in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-6          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Divan postelje in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-7          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje s štirimi stebri
gid://shopify/TaxonomyCategory/fr-2-2-8          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje z dvignjenim okvirjem in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-9          : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje in posteljni okvirji iz sredine 20. stoletja
gid://shopify/TaxonomyCategory/fr-2-2-10         : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje z okrasnimi paneli in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-11         : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje in posteljni okvirji s platformo
gid://shopify/TaxonomyCategory/fr-2-2-12         : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje z letvicami in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-13         : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Postelje z ukrivljeno obliko in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-14         : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Pomične postelje in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-15         : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Stenske postelje in posteljni okvirji
gid://shopify/TaxonomyCategory/fr-2-2-16         : Pohištvo > Postelje in dodatki > Postelje in posteljni okvirji > Vodne postelje
gid://shopify/TaxonomyCategory/fr-2-3            : Pohištvo > Postelje in dodatki > Podnožja
gid://shopify/TaxonomyCategory/fr-2-4            : Pohištvo > Postelje in dodatki > Vzglavja
gid://shopify/TaxonomyCategory/fr-2-5            : Pohištvo > Postelje in dodatki > Posteljna podnožja
gid://shopify/TaxonomyCategory/fr-2-5-1          : Pohištvo > Postelje in dodatki > Posteljna podnožja > Nastavljiva posteljna podnožja
gid://shopify/TaxonomyCategory/fr-2-5-2          : Pohištvo > Postelje in dodatki > Posteljna podnožja > Boxspring postelje
gid://shopify/TaxonomyCategory/fr-2-5-3          : Pohištvo > Postelje in dodatki > Posteljna podnožja > Posteljna dna
gid://shopify/TaxonomyCategory/fr-2-5-4          : Pohištvo > Postelje in dodatki > Posteljna podnožja > Preklopne kovinske podlage
gid://shopify/TaxonomyCategory/fr-2-5-5          : Pohištvo > Postelje in dodatki > Posteljna podnožja > Posteljna podnožja in okvirji v enem
