# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Hayvanlar ve Evcil Hayvan Ürünleri
gid://shopify/TaxonomyCategory/ha-14-19-1        : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri
gid://shopify/TaxonomyCategory/ha-14-19-1-1      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Aşındırıcı Rulolar
gid://shopify/TaxonomyCategory/ha-14-19-1-2      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Aşındırıcı Yapraklar
gid://shopify/TaxonomyCategory/ha-14-19-1-3      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Parlatma Pedleri
gid://shopify/TaxonomyCategory/ha-14-19-1-4      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Zımpara Bantları
gid://shopify/TaxonomyCategory/ha-14-19-1-5      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Zımpara Kabloları
gid://shopify/TaxonomyCategory/ha-14-19-1-6      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Zımpara Pedleri
gid://shopify/TaxonomyCategory/ha-14-19-1-7      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Zımpara Plakaları
gid://shopify/TaxonomyCategory/ha-14-19-1-8      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Zımpara Süngerleri
gid://shopify/TaxonomyCategory/ha-14-19-1-9      : Hırdavat > Alet Aksesuarları > Zımparalama Aksesuarları > Zımpara ve Zımparalama Süngerleri > Çelik Yün
gid://shopify/TaxonomyCategory/ha-14-20          : Hırdavat > Alet Aksesuarları > Testere Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-20-1        : Hırdavat > Alet Aksesuarları > Testere Aksesuarları > Şerit Testere Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-20-2        : Hırdavat > Alet Aksesuarları > Testere Aksesuarları > El Tipi Dairesel Testere Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-20-3        : Hırdavat > Alet Aksesuarları > Testere Aksesuarları > Oyma Testeresi Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-20-4        : Hırdavat > Alet Aksesuarları > Testere Aksesuarları > Gönye Burun Testere Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-20-5        : Hırdavat > Alet Aksesuarları > Testere Aksesuarları > Masa Testeresi Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-21          : Hırdavat > Alet Aksesuarları > Planya Tezgahı Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-21-1        : Hırdavat > Alet Aksesuarları > Planya Tezgahı Aksesuarları > Planya Tezgahı Bıçakları
gid://shopify/TaxonomyCategory/ha-14-21-1-1      : Hırdavat > Alet Aksesuarları > Planya Tezgahı Aksesuarları > Planya Tezgahı Bıçakları > Kalıp Kesiciler
gid://shopify/TaxonomyCategory/ha-14-21-1-2      : Hırdavat > Alet Aksesuarları > Planya Tezgahı Aksesuarları > Planya Tezgahı Bıçakları > Profil Kesiciler
gid://shopify/TaxonomyCategory/ha-14-21-1-3      : Hırdavat > Alet Aksesuarları > Planya Tezgahı Aksesuarları > Planya Tezgahı Bıçakları > Düz Kesiciler
gid://shopify/TaxonomyCategory/ha-14-22          : Hırdavat > Alet Aksesuarları > Havya Aksesuarları
gid://shopify/TaxonomyCategory/ha-14-22-1        : Hırdavat > Alet Aksesuarları > Havya Aksesuarları > Havya Stantları
gid://shopify/TaxonomyCategory/ha-14-22-2        : Hırdavat > Alet Aksesuarları > Havya Aksesuarları > Havya Uçları
gid://shopify/TaxonomyCategory/ha-14-22-2-1      : Hırdavat > Alet Aksesuarları > Havya Aksesuarları > Havya Uçları > Eğim Uçları
gid://shopify/TaxonomyCategory/ha-14-22-2-2      : Hırdavat > Alet Aksesuarları > Havya Aksesuarları > Havya Uçları > Keski Uçları
gid://shopify/TaxonomyCategory/ha-14-22-2-3      : Hırdavat > Alet Aksesuarları > Havya Aksesuarları > Havya Uçları > Konik Uçlar
gid://shopify/TaxonomyCategory/ha-14-23          : Hırdavat > Alet Aksesuarları > Alet Bıçak Ağızları
gid://shopify/TaxonomyCategory/ha-14-23-1        : Hırdavat > Alet Aksesuarları > Alet Bıçak Ağızları > Freze Bıçaklar ve Kazıyıcı Bıçakları
gid://shopify/TaxonomyCategory/ha-14-23-1-1      : Hırdavat > Alet Aksesuarları > Alet Bıçak Ağızları > Freze Bıçaklar ve Kazıyıcı Bıçakları > Kesici Bıçaklar
gid://shopify/TaxonomyCategory/ha-14-23-1-2      : Hırdavat > Alet Aksesuarları > Alet Bıçak Ağızları > Freze Bıçaklar ve Kazıyıcı Bıçakları > Kazıyıcı Bıçaklar
gid://shopify/TaxonomyCategory/ha-14-23-2        : Hırdavat > Alet Aksesuarları > Alet Bıçak Ağızları > Testere Bıçakları
gid://shopify/TaxonomyCategory/ha-14-23-2-1      : Hırdavat > Alet Aksesuarları > Alet Bıçak Ağızları > Testere Bıçakları > Daire Testere Bıçakları
gid://shopify/TaxonomyCategory/ha-14-23-2-2      : Hırdavat > Alet Aksesuarları > Alet Bıçak Ağızları > Testere Bıçakları > Dekupaj Testere Bıçakları
gid://shopify/TaxonomyCategory/ha-14-23-2-3      : Hırdavat > Alet Aksesuarları > Alet Bıçak Ağızları > Testere Bıçakları > Tilki Kuyruğu Testere Bıçakları
gid://shopify/TaxonomyCategory/ha-14-24          : Hırdavat > Alet Aksesuarları > Alet Sapı Kamaları
gid://shopify/TaxonomyCategory/ha-14-24-1        : Hırdavat > Alet Aksesuarları > Alet Sapı Kamaları > Balta Sapı Kamaları
gid://shopify/TaxonomyCategory/ha-14-24-2        : Hırdavat > Alet Aksesuarları > Alet Sapı Kamaları > Çekiç Saplı Kamalar
gid://shopify/TaxonomyCategory/ha-14-25          : Hırdavat > Alet Aksesuarları > Alet Güvenlik Bağları
gid://shopify/TaxonomyCategory/ha-14-26          : Hırdavat > Alet Aksesuarları > Alet Yuvaları
gid://shopify/TaxonomyCategory/ha-14-27          : Hırdavat > Alet Aksesuarları > Alet Stantları
gid://shopify/TaxonomyCategory/ha-14-27-1        : Hırdavat > Alet Aksesuarları > Alet Stantları > Testere Stantları
gid://shopify/TaxonomyCategory/ha-14-27-1-1      : Hırdavat > Alet Aksesuarları > Alet Stantları > Testere Stantları > Şerit Testere Stantları
gid://shopify/TaxonomyCategory/ha-14-27-1-2      : Hırdavat > Alet Aksesuarları > Alet Stantları > Testere Stantları > Gönye Testere Stantları
gid://shopify/TaxonomyCategory/ha-14-27-1-3      : Hırdavat > Alet Aksesuarları > Alet Stantları > Testere Stantları > Masa Testere Stantları
gid://shopify/TaxonomyCategory/ha-14-28          : Hırdavat > Alet Aksesuarları > Kamalama Araçları
gid://shopify/TaxonomyCategory/ha-14-28-1        : Hırdavat > Alet Aksesuarları > Kamalama Araçları > Devirme Kamaları
gid://shopify/TaxonomyCategory/ha-14-28-2        : Hırdavat > Alet Aksesuarları > Kamalama Araçları > Flanş Kamaları
gid://shopify/TaxonomyCategory/ha-14-28-3        : Hırdavat > Alet Aksesuarları > Kamalama Araçları > Ayırma Kamaları
gid://shopify/TaxonomyCategory/ha-14-29          : Hırdavat > Alet Aksesuarları > Kaynak Makinesi Aksesuarları
gid://shopify/TaxonomyCategory/ha-15             : Hırdavat > Aletler
gid://shopify/TaxonomyCategory/ha-15-1           : Hırdavat > Aletler > Kumlama Makineleri
gid://shopify/TaxonomyCategory/ha-15-1-1         : Hırdavat > Aletler > Kumlama Makineleri > Dolap Kumlama
gid://shopify/TaxonomyCategory/ha-15-1-2         : Hırdavat > Aletler > Kumlama Makineleri > Basınçlı Kumlama
gid://shopify/TaxonomyCategory/ha-15-1-3         : Hırdavat > Aletler > Kumlama Makineleri > Sifon Kumlama
gid://shopify/TaxonomyCategory/ha-15-2           : Hırdavat > Aletler > Örsler
gid://shopify/TaxonomyCategory/ha-15-3           : Hırdavat > Aletler > Baltalar
gid://shopify/TaxonomyCategory/ha-15-3-1         : Hırdavat > Aletler > Baltalar > Devirme Baltaları
gid://shopify/TaxonomyCategory/ha-15-3-2         : Hırdavat > Aletler > Baltalar > Baltalar
gid://shopify/TaxonomyCategory/ha-15-3-3         : Hırdavat > Aletler > Baltalar > Ayırma Baltaları
gid://shopify/TaxonomyCategory/ha-15-4           : Hırdavat > Aletler > Rendeler
gid://shopify/TaxonomyCategory/ha-15-4-1         : Hırdavat > Aletler > Rendeler > Tezgah Rendeleri
gid://shopify/TaxonomyCategory/ha-15-4-2         : Hırdavat > Aletler > Rendeler > El Tipi Rendeler
gid://shopify/TaxonomyCategory/ha-15-5           : Hırdavat > Aletler > Oyma Aletleri
gid://shopify/TaxonomyCategory/ha-15-5-1         : Hırdavat > Aletler > Oyma Aletleri > Düz Keskiler
gid://shopify/TaxonomyCategory/ha-15-5-2         : Hırdavat > Aletler > Oyma Aletleri > U-Oyuklar
gid://shopify/TaxonomyCategory/ha-15-5-3         : Hırdavat > Aletler > Oyma Aletleri > V-Oyuklar
gid://shopify/TaxonomyCategory/ha-15-6           : Hırdavat > Aletler > Kalafat Aletleri
gid://shopify/TaxonomyCategory/ha-15-6-1         : Hırdavat > Aletler > Kalafat Aletleri > Kalafat Sökücüler
gid://shopify/TaxonomyCategory/ha-15-6-2         : Hırdavat > Aletler > Kalafat Aletleri > Kalafat Pürüzsüzleştiriciler
gid://shopify/TaxonomyCategory/ha-15-6-3         : Hırdavat > Aletler > Kalafat Aletleri > Kalafat Tabancaları
gid://shopify/TaxonomyCategory/ha-15-7           : Hırdavat > Aletler > Baca Temizlik Fırçaları
gid://shopify/TaxonomyCategory/ha-15-8           : Hırdavat > Aletler > Sıkıştırıcılar
gid://shopify/TaxonomyCategory/ha-15-8-1         : Hırdavat > Aletler > Sıkıştırıcılar > Plakalı Sıkıştırıcılar
gid://shopify/TaxonomyCategory/ha-15-8-2         : Hırdavat > Aletler > Sıkıştırıcılar > Tokmak Sıkıştırıcılar
gid://shopify/TaxonomyCategory/ha-15-9           : Hırdavat > Aletler > Kompresörler
gid://shopify/TaxonomyCategory/ha-15-10          : Hırdavat > Aletler > Beton Süpürgeleri
gid://shopify/TaxonomyCategory/ha-15-11          : Hırdavat > Aletler > Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-1        : Hırdavat > Aletler > Kesiciler > Cıvata Keskileri
gid://shopify/TaxonomyCategory/ha-15-11-1-2      : Hırdavat > Aletler > Kesiciler > Cıvata Keskileri > Zincir Keskiler
gid://shopify/TaxonomyCategory/ha-15-11-1-3      : Hırdavat > Aletler > Kesiciler > Cıvata Keskileri > Beton Hasır Keskiler
gid://shopify/TaxonomyCategory/ha-15-11-2        : Hırdavat > Aletler > Kesiciler > Cam Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-2-1      : Hırdavat > Aletler > Kesiciler > Cam Kesiciler > Özel Kavrama Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-2-2      : Hırdavat > Aletler > Kesiciler > Cam Kesiciler > Kalem Kavrama Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-2-3      : Hırdavat > Aletler > Kesiciler > Cam Kesiciler > Tabanca Kavrama Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-3        : Hırdavat > Aletler > Kesiciler > El Tipi Metal Makasları ve Dişleyiciler
gid://shopify/TaxonomyCategory/ha-15-11-4        : Hırdavat > Aletler > Kesiciler > Penseler
gid://shopify/TaxonomyCategory/ha-15-11-4-1      : Hırdavat > Aletler > Kesiciler > Penseler > Uç Kesme Pensesi
gid://shopify/TaxonomyCategory/ha-15-11-4-2      : Hırdavat > Aletler > Kesiciler > Penseler > Yan Kesici Penseler
gid://shopify/TaxonomyCategory/ha-15-11-5        : Hırdavat > Aletler > Kesiciler > Boru Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-6        : Hırdavat > Aletler > Kesiciler > Betonarme Demiri Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-6-2      : Hırdavat > Aletler > Kesiciler > Betonarme Demiri Kesiciler > Manuel Betonarme Demiri Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-6-1      : Hırdavat > Aletler > Kesiciler > Betonarme Demiri Kesiciler > Elektrikli İnşaat Demiri Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-7        : Hırdavat > Aletler > Kesiciler > Tuğla ve Kiremit Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-7-1      : Hırdavat > Aletler > Kesiciler > Tuğla ve Kiremit Kesiciler > Manuel Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-7-2      : Hırdavat > Aletler > Kesiciler > Tuğla ve Kiremit Kesiciler > Elektrikli Kesiciler
gid://shopify/TaxonomyCategory/ha-15-11-8        : Hırdavat > Aletler > Kesiciler > Çok Amaçlı Bıçaklar
gid://shopify/TaxonomyCategory/ha-15-11-8-1      : Hırdavat > Aletler > Kesiciler > Çok Amaçlı Bıçaklar > Sabit Bıçaklı Bıçaklar
gid://shopify/TaxonomyCategory/ha-15-11-8-2      : Hırdavat > Aletler > Kesiciler > Çok Amaçlı Bıçaklar > Geri Çekilebilir Bıçaklı Bıçaklar
gid://shopify/TaxonomyCategory/ha-15-12          : Hırdavat > Aletler > Çapak Alıcılar
gid://shopify/TaxonomyCategory/ha-15-12-1        : Hırdavat > Aletler > Çapak Alıcılar > Manuel Çapak Alma Makineleri
gid://shopify/TaxonomyCategory/ha-15-12-2        : Hırdavat > Aletler > Çapak Alıcılar > Elektrikli Çapak Alma Makineleri
gid://shopify/TaxonomyCategory/ha-15-13          : Hırdavat > Aletler > Kaydırma Arabaları ve El Arabaları
gid://shopify/TaxonomyCategory/ha-15-13-1        : Hırdavat > Aletler > Kaydırma Arabaları ve El Arabaları > Cihaz Arabaları
gid://shopify/TaxonomyCategory/ha-15-13-2        : Hırdavat > Aletler > Kaydırma Arabaları ve El Arabaları > Cabrio Arabalar
gid://shopify/TaxonomyCategory/ha-15-13-3        : Hırdavat > Aletler > Kaydırma Arabaları ve El Arabaları > Platform Arabaları
gid://shopify/TaxonomyCategory/ha-15-14          : Hırdavat > Aletler > Matkaplar
gid://shopify/TaxonomyCategory/ha-15-14-1        : Hırdavat > Aletler > Matkaplar > Burgular
gid://shopify/TaxonomyCategory/ha-15-14-1-1      : Hırdavat > Aletler > Matkaplar > Burgular > El Burguları
gid://shopify/TaxonomyCategory/ha-15-14-1-2      : Hırdavat > Aletler > Matkaplar > Burgular > Elektrikli Burgular
gid://shopify/TaxonomyCategory/ha-15-14-2        : Hırdavat > Aletler > Matkaplar > Tezgah Üstü Matkaplar
gid://shopify/TaxonomyCategory/ha-15-14-3        : Hırdavat > Aletler > Matkaplar > Elektrikli El Matkapları
gid://shopify/TaxonomyCategory/ha-15-14-3-1      : Hırdavat > Aletler > Matkaplar > Elektrikli El Matkapları > Darbeli Matkaplar
gid://shopify/TaxonomyCategory/ha-15-14-3-2      : Hırdavat > Aletler > Matkaplar > Elektrikli El Matkapları > Darbeli Matkap
gid://shopify/TaxonomyCategory/ha-15-14-3-3      : Hırdavat > Aletler > Matkaplar > Elektrikli El Matkapları > Döner Matkaplar
gid://shopify/TaxonomyCategory/ha-15-14-4        : Hırdavat > Aletler > Matkaplar > Zıvana Delik Makineleri
gid://shopify/TaxonomyCategory/ha-15-14-5        : Hırdavat > Aletler > Matkaplar > Pnömatik Matkaplar
gid://shopify/TaxonomyCategory/ha-15-14-5-1      : Hırdavat > Aletler > Matkaplar > Pnömatik Matkaplar > Tabanca Kavrama Matkapları
gid://shopify/TaxonomyCategory/ha-15-14-5-2      : Hırdavat > Aletler > Matkaplar > Pnömatik Matkaplar > Dik Açılı Matkaplar
gid://shopify/TaxonomyCategory/ha-15-15          : Hırdavat > Aletler > Elektrikçi Kılavuz Telleri
gid://shopify/TaxonomyCategory/ha-15-16          : Hırdavat > Aletler > El ve Kafa Fenerleri
gid://shopify/TaxonomyCategory/ha-15-16-1        : Hırdavat > Aletler > El ve Kafa Fenerleri > El Fenerleri
gid://shopify/TaxonomyCategory/ha-15-16-1-1      : Hırdavat > Aletler > El ve Kafa Fenerleri > El Fenerleri > El Fenerleri
gid://shopify/TaxonomyCategory/ha-15-16-1-3      : Hırdavat > Aletler > El ve Kafa Fenerleri > El Fenerleri > Fenerler
gid://shopify/TaxonomyCategory/ha-15-16-2        : Hırdavat > Aletler > El ve Kafa Fenerleri > Kafa Lambaları
gid://shopify/TaxonomyCategory/ha-15-17          : Hırdavat > Aletler > Yağ Tabancaları
gid://shopify/TaxonomyCategory/ha-15-17-2        : Hırdavat > Aletler > Yağ Tabancaları > Kol Gres Tabancaları
gid://shopify/TaxonomyCategory/ha-15-17-3        : Hırdavat > Aletler > Yağ Tabancaları > Tabanca Kavrama Gres Tabancaları
gid://shopify/TaxonomyCategory/ha-15-18          : Hırdavat > Aletler > Taşlama Makineleri
gid://shopify/TaxonomyCategory/ha-15-18-1        : Hırdavat > Aletler > Taşlama Makineleri > Açılı Taşlamalar
gid://shopify/TaxonomyCategory/ha-15-18-2        : Hırdavat > Aletler > Taşlama Makineleri > Tezgah Taşlama Makineleri
gid://shopify/TaxonomyCategory/ha-15-18-3        : Hırdavat > Aletler > Taşlama Makineleri > Kalıp Taşlama
gid://shopify/TaxonomyCategory/ha-15-19          : Hırdavat > Aletler > Saplar
gid://shopify/TaxonomyCategory/ha-15-19-1        : Hırdavat > Aletler > Saplar > Tutamaç Saplar
gid://shopify/TaxonomyCategory/ha-15-19-2        : Hırdavat > Aletler > Saplar > Tabanca Saplar
gid://shopify/TaxonomyCategory/ha-15-19-3        : Hırdavat > Aletler > Saplar > Pense Saplar
gid://shopify/TaxonomyCategory/ha-15-20          : Hırdavat > Aletler > Çekiçler
gid://shopify/TaxonomyCategory/ha-15-20-1        : Hırdavat > Aletler > Çekiçler > El Çekiçleri
gid://shopify/TaxonomyCategory/ha-15-20-1-1      : Hırdavat > Aletler > Çekiçler > El Çekiçleri > Pençe Çekiçleri
gid://shopify/TaxonomyCategory/ha-15-20-1-2      : Hırdavat > Aletler > Çekiçler > El Çekiçleri > Tokmaklar
gid://shopify/TaxonomyCategory/ha-15-20-1-3      : Hırdavat > Aletler > Çekiçler > El Çekiçleri > Balyoz Çekiçleri
gid://shopify/TaxonomyCategory/ha-15-20-2        : Hırdavat > Aletler > Çekiçler > Elektrikli Çekiçler
gid://shopify/TaxonomyCategory/ha-15-20-2-1      : Hırdavat > Aletler > Çekiçler > Elektrikli Çekiçler > Yıkım Çekiçleri
gid://shopify/TaxonomyCategory/ha-15-20-2-2      : Hırdavat > Aletler > Çekiçler > Elektrikli Çekiçler > Döner Çekiçler
gid://shopify/TaxonomyCategory/ha-15-21          : Hırdavat > Aletler > Motorlu El Karıştırıcıları
gid://shopify/TaxonomyCategory/ha-15-22          : Hırdavat > Aletler > Üfleçler
gid://shopify/TaxonomyCategory/ha-15-23          : Hırdavat > Aletler > Isı Tabancaları
gid://shopify/TaxonomyCategory/ha-15-23-1        : Hırdavat > Aletler > Isı Tabancaları > Sıcak Hava Tabancaları
gid://shopify/TaxonomyCategory/ha-15-23-2        : Hırdavat > Aletler > Isı Tabancaları > Kızılötesi Isı Tabancaları
gid://shopify/TaxonomyCategory/ha-15-24          : Hırdavat > Aletler > Darbeli Anahtar ve Vidalamalar
gid://shopify/TaxonomyCategory/ha-15-24-1        : Hırdavat > Aletler > Darbeli Anahtar ve Vidalamalar > Darbeli Vidalama
gid://shopify/TaxonomyCategory/ha-15-24-2        : Hırdavat > Aletler > Darbeli Anahtar ve Vidalamalar > Elektrikli Tornavidalar
gid://shopify/TaxonomyCategory/ha-15-24-3        : Hırdavat > Aletler > Darbeli Anahtar ve Vidalamalar > Vida Tabancaları
gid://shopify/TaxonomyCategory/ha-15-25          : Hırdavat > Aletler > Endüstriyel Vibratörler
gid://shopify/TaxonomyCategory/ha-15-26          : Hırdavat > Aletler > İnceleme Aynaları
gid://shopify/TaxonomyCategory/ha-15-27          : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri
gid://shopify/TaxonomyCategory/ha-15-27-1        : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Tekerlekli Merdivenler
gid://shopify/TaxonomyCategory/ha-15-27-2        : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Taşınır Merdivenler
gid://shopify/TaxonomyCategory/ha-15-27-2-1      : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Taşınır Merdivenler > Uzatma Merdivenleri
gid://shopify/TaxonomyCategory/ha-15-27-2-2      : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Taşınır Merdivenler > Çok Konumlu Merdivenler
gid://shopify/TaxonomyCategory/ha-15-27-2-3      : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Taşınır Merdivenler > Basamaklı Merdivenler
gid://shopify/TaxonomyCategory/ha-15-27-3        : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Yapı İskeleleri
gid://shopify/TaxonomyCategory/ha-15-27-3-3      : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Yapı İskeleleri > Destekli İskele
gid://shopify/TaxonomyCategory/ha-15-27-3-4      : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Yapı İskeleleri > Asma İskele
gid://shopify/TaxonomyCategory/ha-15-27-4        : Hırdavat > Aletler > Merdivenler ve Yapı İskeleleri > Basamaklı Tabureler
