# Shopify Product Taxonomy - Categories: 2025-12
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Hewan & Perlengkapan Hewan Piaraan
gid://shopify/TaxonomyCategory/ha-10-2-8-2-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Keran & Penyemprot Bidet > Penyemprot Bidet
gid://shopify/TaxonomyCategory/ha-10-2-8-3       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Dudukan Toilet & Bidet
gid://shopify/TaxonomyCategory/ha-10-2-8-4       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Penutup Dudukan Toilet
gid://shopify/TaxonomyCategory/ha-10-2-8-5       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Cover Penutup Dudukan Toilet
gid://shopify/TaxonomyCategory/ha-10-2-8-6       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Penutup Tangki Toilet
gid://shopify/TaxonomyCategory/ha-10-2-8-7       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Tuas Tangki Toilet
gid://shopify/TaxonomyCategory/ha-10-2-8-7-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Tuas Tangki Toilet > Tuas Dudukan Depan
gid://shopify/TaxonomyCategory/ha-10-2-8-7-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Tuas Tangki Toilet > Tuas Dudukan Samping
gid://shopify/TaxonomyCategory/ha-10-2-8-8       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Tangki Toilet
gid://shopify/TaxonomyCategory/ha-10-2-8-8-1     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Tangki Toilet > Tangki Bertenaga Gravitasi
gid://shopify/TaxonomyCategory/ha-10-2-8-8-2     : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Tangki Toilet > Tangki Berbantuan Tekanan
gid://shopify/TaxonomyCategory/ha-10-2-8-9       : Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Aksesori Toilet & Bidet > Trim Toilet
gid://shopify/TaxonomyCategory/ha-10-3           : Perkakas > Perpipaan > Perlengkapan Perpipaan
gid://shopify/TaxonomyCategory/ha-10-3-1         : Perkakas > Perpipaan > Perlengkapan Perpipaan > Perlengkapan Kamar Mandi
gid://shopify/TaxonomyCategory/ha-10-3-2         : Perkakas > Perpipaan > Perlengkapan Perpipaan > Bak Mandi
gid://shopify/TaxonomyCategory/ha-10-3-2-1       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Bak Mandi > Bak Mandi Ceruk
gid://shopify/TaxonomyCategory/ha-10-3-2-2       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Bak Mandi > Bak Mandi Drop-In
gid://shopify/TaxonomyCategory/ha-10-3-2-3       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Bak Mandi > Bak Mandi Mandiri
gid://shopify/TaxonomyCategory/ha-10-3-3         : Perkakas > Perpipaan > Perlengkapan Perpipaan > Keran
gid://shopify/TaxonomyCategory/ha-10-3-3-1       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Keran > Keran Wastafel Kamar Mandi
gid://shopify/TaxonomyCategory/ha-10-3-3-2       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Keran > Keran Bak & Pancuran Mandi
gid://shopify/TaxonomyCategory/ha-10-3-3-3       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Keran > Keran Wastafel Dapur
gid://shopify/TaxonomyCategory/ha-10-3-4         : Perkakas > Perpipaan > Perlengkapan Perpipaan > Bilik Mandi & Perlengkapannya
gid://shopify/TaxonomyCategory/ha-10-3-5         : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel
gid://shopify/TaxonomyCategory/ha-10-3-5-1       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel > Wastafel Kamar Mandi
gid://shopify/TaxonomyCategory/ha-10-3-5-1-1     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel > Wastafel Kamar Mandi > Wastafel Pedestal
gid://shopify/TaxonomyCategory/ha-10-3-5-1-2     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel > Wastafel Kamar Mandi > Wastafel Undermount
gid://shopify/TaxonomyCategory/ha-10-3-5-1-3     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel > Wastafel Kamar Mandi > Wastafel Vessel
gid://shopify/TaxonomyCategory/ha-10-3-5-2       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel > Wastafel Dapur & Utilitas
gid://shopify/TaxonomyCategory/ha-10-3-5-2-1     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel > Wastafel Dapur & Utilitas > Wastafel Drop-In
gid://shopify/TaxonomyCategory/ha-10-3-5-2-2     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel > Wastafel Dapur & Utilitas > Wastafel Rumah Pertanian
gid://shopify/TaxonomyCategory/ha-10-3-5-2-3     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Wastafel > Wastafel Dapur & Utilitas > Wastafel Undermount
gid://shopify/TaxonomyCategory/ha-10-3-6         : Perkakas > Perpipaan > Perlengkapan Perpipaan > Toilet & Bidet
gid://shopify/TaxonomyCategory/ha-10-3-6-1       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Toilet & Bidet > Bidet
gid://shopify/TaxonomyCategory/ha-10-3-6-2       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Toilet & Bidet > Toilet
gid://shopify/TaxonomyCategory/ha-10-3-6-2-1     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Toilet & Bidet > Toilet > Toilet Satu Bagian
gid://shopify/TaxonomyCategory/ha-10-3-6-2-2     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Toilet & Bidet > Toilet > Toilet Dua Bagian
gid://shopify/TaxonomyCategory/ha-10-3-6-2-3     : Perkakas > Perpipaan > Perlengkapan Perpipaan > Toilet & Bidet > Toilet > Toilet yang Dipasang di Dinding
gid://shopify/TaxonomyCategory/ha-10-3-6-3       : Perkakas > Perpipaan > Perlengkapan Perpipaan > Toilet & Bidet > Urinoir
gid://shopify/TaxonomyCategory/ha-10-4           : Perkakas > Perpipaan > Selang Perpipaan & Saluran Pasokan
gid://shopify/TaxonomyCategory/ha-10-4-1         : Perkakas > Perpipaan > Selang Perpipaan & Saluran Pasokan > Saluran Pasokan Keran
gid://shopify/TaxonomyCategory/ha-10-4-2         : Perkakas > Perpipaan > Selang Perpipaan & Saluran Pasokan > Saluran Pasokan Toilet
gid://shopify/TaxonomyCategory/ha-10-4-3         : Perkakas > Perpipaan > Selang Perpipaan & Saluran Pasokan > Saluran Pasokan Mesin Cuci
gid://shopify/TaxonomyCategory/ha-10-5           : Perkakas > Perpipaan > Pipa Perpipaan
gid://shopify/TaxonomyCategory/ha-10-5-1         : Perkakas > Perpipaan > Pipa Perpipaan > Pipa Drainase
gid://shopify/TaxonomyCategory/ha-10-5-2         : Perkakas > Perpipaan > Pipa Perpipaan > Pipa Pasokan
gid://shopify/TaxonomyCategory/ha-10-5-3         : Perkakas > Perpipaan > Pipa Perpipaan > Pipa Ventilasi
gid://shopify/TaxonomyCategory/ha-10-6           : Perkakas > Perpipaan > Peralatan Reparasi Perpipaan
gid://shopify/TaxonomyCategory/ha-10-6-1         : Perkakas > Perpipaan > Peralatan Reparasi Perpipaan > Peralatan Reparasi Keran
gid://shopify/TaxonomyCategory/ha-10-6-2         : Perkakas > Perpipaan > Peralatan Reparasi Perpipaan > Peralatan Reparasi Pipa
gid://shopify/TaxonomyCategory/ha-10-6-3         : Perkakas > Perpipaan > Peralatan Reparasi Perpipaan > Peralatan Reparasi Toilet
gid://shopify/TaxonomyCategory/ha-10-7           : Perkakas > Perpipaan > Penyaluran & Penyaringan Air
gid://shopify/TaxonomyCategory/ha-10-7-1         : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Filter Air In-Line
gid://shopify/TaxonomyCategory/ha-10-7-2         : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Dispenser Air
gid://shopify/TaxonomyCategory/ha-10-7-2-1       : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Dispenser Air > Pancuran Minum
gid://shopify/TaxonomyCategory/ha-10-7-2-2       : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Dispenser Air > Pendingin Air
gid://shopify/TaxonomyCategory/ha-10-7-3         : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Penyuling Air
gid://shopify/TaxonomyCategory/ha-10-7-4         : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Aksesori Penyaringan Air
gid://shopify/TaxonomyCategory/ha-10-7-4-1       : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Aksesori Penyaringan Air > Kartrid Filter Air
gid://shopify/TaxonomyCategory/ha-10-7-4-2       : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Aksesori Penyaringan Air > Rumah Filter Air
gid://shopify/TaxonomyCategory/ha-10-7-5         : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Garam Pelunak Air
gid://shopify/TaxonomyCategory/ha-10-7-6         : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Pelunak Air
gid://shopify/TaxonomyCategory/ha-10-7-6-1       : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Pelunak Air > Pelunak Air Berbasis Garam
gid://shopify/TaxonomyCategory/ha-10-7-6-2       : Perkakas > Perpipaan > Penyaluran & Penyaringan Air > Pelunak Air > Pelunak Air Bebas Garam
gid://shopify/TaxonomyCategory/ha-10-8           : Perkakas > Perpipaan > Pengukur Ketinggian Air
gid://shopify/TaxonomyCategory/ha-10-9           : Perkakas > Perpipaan > Pengatur Waktu Air
gid://shopify/TaxonomyCategory/ha-10-10          : Perkakas > Perpipaan > Perlengkapan Sumur
gid://shopify/TaxonomyCategory/ha-11             : Perkakas > Perlengkapan Listrik & Daya
gid://shopify/TaxonomyCategory/ha-11-1           : Perkakas > Perlengkapan Listrik & Daya > Armatur, Rotor & Stator
gid://shopify/TaxonomyCategory/ha-11-1-1         : Perkakas > Perlengkapan Listrik & Daya > Armatur, Rotor & Stator > Armatur
gid://shopify/TaxonomyCategory/ha-11-1-2         : Perkakas > Perlengkapan Listrik & Daya > Armatur, Rotor & Stator > Rotor
gid://shopify/TaxonomyCategory/ha-11-1-3         : Perkakas > Perlengkapan Listrik & Daya > Armatur, Rotor & Stator > Stator
gid://shopify/TaxonomyCategory/ha-11-2           : Perkakas > Perlengkapan Listrik & Daya > Ballast & Starter
gid://shopify/TaxonomyCategory/ha-11-2-1         : Perkakas > Perlengkapan Listrik & Daya > Ballast & Starter > Ballast Elektronik
gid://shopify/TaxonomyCategory/ha-11-2-2         : Perkakas > Perlengkapan Listrik & Daya > Ballast & Starter > Ballast Magnetik
gid://shopify/TaxonomyCategory/ha-11-2-3         : Perkakas > Perlengkapan Listrik & Daya > Ballast & Starter > Starter
gid://shopify/TaxonomyCategory/ha-11-3           : Perkakas > Perlengkapan Listrik & Daya > Sikat Karbon
gid://shopify/TaxonomyCategory/ha-11-4           : Perkakas > Perlengkapan Listrik & Daya > Panel Pemutus Sirkuit
gid://shopify/TaxonomyCategory/ha-11-4-1         : Perkakas > Perlengkapan Listrik & Daya > Panel Pemutus Sirkuit > Panel Pemutus Utama
gid://shopify/TaxonomyCategory/ha-11-4-2         : Perkakas > Perlengkapan Listrik & Daya > Panel Pemutus Sirkuit > Panel Pemutus Sub-Panel
gid://shopify/TaxonomyCategory/ha-11-5           : Perkakas > Perlengkapan Listrik & Daya > Pemutus Sirkuit
gid://shopify/TaxonomyCategory/ha-11-6           : Perkakas > Perlengkapan Listrik & Daya > Conduit & Rumah
gid://shopify/TaxonomyCategory/ha-11-6-1         : Perkakas > Perlengkapan Listrik & Daya > Conduit & Rumah > Conduit Listrik
gid://shopify/TaxonomyCategory/ha-11-6-1-1       : Perkakas > Perlengkapan Listrik & Daya > Conduit & Rumah > Conduit Listrik > Conduit Listrik Fleksibel
gid://shopify/TaxonomyCategory/ha-11-6-1-2       : Perkakas > Perlengkapan Listrik & Daya > Conduit & Rumah > Conduit Listrik > Conduit Listrik Kaku
gid://shopify/TaxonomyCategory/ha-11-6-2         : Perkakas > Perlengkapan Listrik & Daya > Conduit & Rumah > Tubing Penyusut Panas
gid://shopify/TaxonomyCategory/ha-11-7           : Perkakas > Perlengkapan Listrik & Daya > Motor Listrik
gid://shopify/TaxonomyCategory/ha-11-7-1         : Perkakas > Perlengkapan Listrik & Daya > Motor Listrik > Motor Induksi
gid://shopify/TaxonomyCategory/ha-11-7-2         : Perkakas > Perlengkapan Listrik & Daya > Motor Listrik > Motor Servo
gid://shopify/TaxonomyCategory/ha-11-7-3         : Perkakas > Perlengkapan Listrik & Daya > Motor Listrik > Motor Universal
gid://shopify/TaxonomyCategory/ha-11-8           : Perkakas > Perlengkapan Listrik & Daya > Kotak & Braket Pemasangan Listrik
gid://shopify/TaxonomyCategory/ha-11-8-1         : Perkakas > Perlengkapan Listrik & Daya > Kotak & Braket Pemasangan Listrik > Kotak Pemasangan
gid://shopify/TaxonomyCategory/ha-11-8-2         : Perkakas > Perlengkapan Listrik & Daya > Kotak & Braket Pemasangan Listrik > Braket Pemasangan
gid://shopify/TaxonomyCategory/ha-11-9           : Perkakas > Perlengkapan Listrik & Daya > Tutup Steker Listrik
gid://shopify/TaxonomyCategory/ha-11-10          : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik
gid://shopify/TaxonomyCategory/ha-11-10-1        : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik > Sakelar Lampu
gid://shopify/TaxonomyCategory/ha-11-10-1-1      : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik > Sakelar Lampu > Sakelar Peredup
gid://shopify/TaxonomyCategory/ha-11-10-1-2      : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik > Sakelar Lampu > Sakelar Kutub Tunggal
gid://shopify/TaxonomyCategory/ha-11-10-1-3      : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik > Sakelar Lampu > Sakelar Tiga Arah
gid://shopify/TaxonomyCategory/ha-11-10-2        : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik > Sakelar & Relai Listrik Khusus
gid://shopify/TaxonomyCategory/ha-11-10-2-1      : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik > Sakelar & Relai Listrik Khusus > Sakelar Limit
gid://shopify/TaxonomyCategory/ha-11-10-2-2      : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik > Sakelar & Relai Listrik Khusus > Sakelar Tekanan
gid://shopify/TaxonomyCategory/ha-11-10-2-3      : Perkakas > Perlengkapan Listrik & Daya > Sakelar Listrik > Sakelar & Relai Listrik Khusus > Relai Khusus
gid://shopify/TaxonomyCategory/ha-11-11          : Perkakas > Perlengkapan Listrik & Daya > Kawat & Kabel Listrik
gid://shopify/TaxonomyCategory/ha-11-12          : Perkakas > Perlengkapan Listrik & Daya > Aksesori Kabel Ekstensi
gid://shopify/TaxonomyCategory/ha-11-13          : Perkakas > Perlengkapan Listrik & Daya > Kabel Ekstensi
gid://shopify/TaxonomyCategory/ha-11-14          : Perkakas > Perlengkapan Listrik & Daya > Aksesori Generator
gid://shopify/TaxonomyCategory/ha-11-15          : Perkakas > Perlengkapan Listrik & Daya > Generator
gid://shopify/TaxonomyCategory/ha-11-15-1        : Perkakas > Perlengkapan Listrik & Daya > Generator > Generator Inverter
gid://shopify/TaxonomyCategory/ha-11-15-2        : Perkakas > Perlengkapan Listrik & Daya > Generator > Generator Portabel
gid://shopify/TaxonomyCategory/ha-11-15-3        : Perkakas > Perlengkapan Listrik & Daya > Generator > Generator Siaga
gid://shopify/TaxonomyCategory/ha-11-16          : Perkakas > Perlengkapan Listrik & Daya > Kit Automasi Rumah
gid://shopify/TaxonomyCategory/ha-11-16-1        : Perkakas > Perlengkapan Listrik & Daya > Kit Automasi Rumah > Kit Manajemen Energi
gid://shopify/TaxonomyCategory/ha-11-16-2        : Perkakas > Perlengkapan Listrik & Daya > Kit Automasi Rumah > Kit Kontrol Pencahayaan
gid://shopify/TaxonomyCategory/ha-11-16-3        : Perkakas > Perlengkapan Listrik & Daya > Kit Automasi Rumah > Kit Keamanan
gid://shopify/TaxonomyCategory/ha-11-17          : Perkakas > Perlengkapan Listrik & Daya > Jack Telepon & Data
gid://shopify/TaxonomyCategory/ha-11-17-1        : Perkakas > Perlengkapan Listrik & Daya > Jack Telepon & Data > Jack Eternet
gid://shopify/TaxonomyCategory/ha-11-17-2        : Perkakas > Perlengkapan Listrik & Daya > Jack Telepon & Data > Jack Telepon
gid://shopify/TaxonomyCategory/ha-11-18          : Perkakas > Perlengkapan Listrik & Daya > Konverter Daya
gid://shopify/TaxonomyCategory/ha-11-18-1        : Perkakas > Perlengkapan Listrik & Daya > Konverter Daya > Konverter Step-Down
gid://shopify/TaxonomyCategory/ha-11-18-2        : Perkakas > Perlengkapan Listrik & Daya > Konverter Daya > Konverter Step-Up
gid://shopify/TaxonomyCategory/ha-11-19          : Perkakas > Perlengkapan Listrik & Daya > Saluran Masuk Daya
gid://shopify/TaxonomyCategory/ha-11-20          : Perkakas > Perlengkapan Listrik & Daya > Inverter Daya
gid://shopify/TaxonomyCategory/ha-11-21          : Perkakas > Perlengkapan Listrik & Daya > Stopkontak & Soket Listrik
gid://shopify/TaxonomyCategory/ha-11-21-1        : Perkakas > Perlengkapan Listrik & Daya > Stopkontak & Soket Listrik > Stopkontak Lantai
gid://shopify/TaxonomyCategory/ha-11-21-2        : Perkakas > Perlengkapan Listrik & Daya > Stopkontak & Soket Listrik > Stopkontak Pop-Up
gid://shopify/TaxonomyCategory/ha-11-21-3        : Perkakas > Perlengkapan Listrik & Daya > Stopkontak & Soket Listrik > Stopkontak Dinding
gid://shopify/TaxonomyCategory/ha-11-22          : Perkakas > Perlengkapan Listrik & Daya > Kit Energi Surya
gid://shopify/TaxonomyCategory/ha-11-22-1        : Perkakas > Perlengkapan Listrik & Daya > Kit Energi Surya > Kit Daya Cadangan
gid://shopify/TaxonomyCategory/ha-11-22-2        : Perkakas > Perlengkapan Listrik & Daya > Kit Energi Surya > Kit Tenaga Surya Terhubung Jaringan Listrik
gid://shopify/TaxonomyCategory/ha-11-22-3        : Perkakas > Perlengkapan Listrik & Daya > Kit Energi Surya > Kit Tenaga Surya Luar Jaringan Listrik
gid://shopify/TaxonomyCategory/ha-11-23          : Perkakas > Perlengkapan Listrik & Daya > Panel Surya
gid://shopify/TaxonomyCategory/ha-11-23-1        : Perkakas > Perlengkapan Listrik & Daya > Panel Surya > Panel Surya Monokristalin
gid://shopify/TaxonomyCategory/ha-11-23-2        : Perkakas > Perlengkapan Listrik & Daya > Panel Surya > Panel Surya Polikristalin
gid://shopify/TaxonomyCategory/ha-11-23-3        : Perkakas > Perlengkapan Listrik & Daya > Panel Surya > Panel Surya Lapisan Tipis
gid://shopify/TaxonomyCategory/ha-11-24          : Perkakas > Perlengkapan Listrik & Daya > Transformator & Regulator Tegangan
gid://shopify/TaxonomyCategory/ha-11-24-1        : Perkakas > Perlengkapan Listrik & Daya > Transformator & Regulator Tegangan > Regulator Tegangan
gid://shopify/TaxonomyCategory/ha-11-24-2        : Perkakas > Perlengkapan Listrik & Daya > Transformator & Regulator Tegangan > Transformator Tegangan
gid://shopify/TaxonomyCategory/ha-11-25          : Perkakas > Perlengkapan Listrik & Daya > Pelat & Penutup Dinding
gid://shopify/TaxonomyCategory/ha-11-25-1        : Perkakas > Perlengkapan Listrik & Daya > Pelat & Penutup Dinding > Pelat Dinding Kosong
gid://shopify/TaxonomyCategory/ha-11-25-2        : Perkakas > Perlengkapan Listrik & Daya > Pelat & Penutup Dinding > Penutup Soket Steker
gid://shopify/TaxonomyCategory/ha-11-25-3        : Perkakas > Perlengkapan Listrik & Daya > Pelat & Penutup Dinding > Pelat Sakelar Toggle
gid://shopify/TaxonomyCategory/ha-11-26          : Perkakas > Perlengkapan Listrik & Daya > Kontrol & Sensor Soket Dinding
gid://shopify/TaxonomyCategory/ha-11-26-1        : Perkakas > Perlengkapan Listrik & Daya > Kontrol & Sensor Soket Dinding > Sensor Cahaya
gid://shopify/TaxonomyCategory/ha-11-26-2        : Perkakas > Perlengkapan Listrik & Daya > Kontrol & Sensor Soket Dinding > Sakelar Pengatur Waktu
gid://shopify/TaxonomyCategory/ha-11-27          : Perkakas > Perlengkapan Listrik & Daya > Tutup & Mur Kawat
gid://shopify/TaxonomyCategory/ha-11-27-1        : Perkakas > Perlengkapan Listrik & Daya > Tutup & Mur Kawat > Tutup Kawat
gid://shopify/TaxonomyCategory/ha-11-27-2        : Perkakas > Perlengkapan Listrik & Daya > Tutup & Mur Kawat > Mur Kawat
gid://shopify/TaxonomyCategory/ha-11-28          : Perkakas > Perlengkapan Listrik & Daya > Terminal & Konektor Kawat
gid://shopify/TaxonomyCategory/ha-11-28-1        : Perkakas > Perlengkapan Listrik & Daya > Terminal & Konektor Kawat > Konektor Butt
gid://shopify/TaxonomyCategory/ha-11-28-2        : Perkakas > Perlengkapan Listrik & Daya > Terminal & Konektor Kawat > Terminal Cincin
gid://shopify/TaxonomyCategory/ha-11-28-3        : Perkakas > Perlengkapan Listrik & Daya > Terminal & Konektor Kawat > Terminal Sekop
gid://shopify/TaxonomyCategory/ha-12             : Perkakas > Mesin Kecil
gid://shopify/TaxonomyCategory/ha-13             : Perkakas > Tangki Penyimpanan
gid://shopify/TaxonomyCategory/ha-14             : Perkakas > Aksesori Alat
gid://shopify/TaxonomyCategory/ha-14-1           : Perkakas > Aksesori Alat > Aksesori Blaster Abrasif
gid://shopify/TaxonomyCategory/ha-14-1-1         : Perkakas > Aksesori Alat > Aksesori Blaster Abrasif > Kabinet Pengampelasan
