# Shopify Product Taxonomy - Categories: 2025-05-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Articoli per animali
gid://shopify/TaxonomyCategory/hg-11-6-9-3       : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per set di fondue > Supporti per scodelle da fondue
gid://shopify/TaxonomyCategory/hg-11-6-10        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori essiccazione cibo
gid://shopify/TaxonomyCategory/hg-11-6-10-1      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori essiccazione cibo > Buste essiccazione cibo
gid://shopify/TaxonomyCategory/hg-11-6-10-2      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori essiccazione cibo > Vassoi essiccazione cibo
gid://shopify/TaxonomyCategory/hg-11-6-11        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina
gid://shopify/TaxonomyCategory/hg-11-6-11-1      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Set di fissaggio
gid://shopify/TaxonomyCategory/hg-11-6-11-9      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Vassoi portacavi
gid://shopify/TaxonomyCategory/hg-11-6-11-11     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Dischi da taglio
gid://shopify/TaxonomyCategory/hg-11-6-11-12     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Set di doppie fruste
gid://shopify/TaxonomyCategory/hg-11-6-11-13     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Ganci per impasto
gid://shopify/TaxonomyCategory/hg-11-6-11-14     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Raschietti per impasto
gid://shopify/TaxonomyCategory/hg-11-6-11-15     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Set di grattugia a tamburo
gid://shopify/TaxonomyCategory/hg-11-6-11-16     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Dischi emulsionanti
gid://shopify/TaxonomyCategory/hg-11-6-11-20     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Accessori per pressa per frutta
gid://shopify/TaxonomyCategory/hg-11-6-11-21     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Dischi granulatori
gid://shopify/TaxonomyCategory/hg-11-6-11-22     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Accessori per macinatore
gid://shopify/TaxonomyCategory/hg-11-6-11-23     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Scudi termici
gid://shopify/TaxonomyCategory/hg-11-6-11-26     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Strumenti per impastare
gid://shopify/TaxonomyCategory/hg-11-6-11-29     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Accessori per tritacarne
gid://shopify/TaxonomyCategory/hg-11-6-11-33     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Accessori modellatori per pasta
gid://shopify/TaxonomyCategory/hg-11-6-11-34     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Pelapatate
gid://shopify/TaxonomyCategory/hg-11-6-11-35     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Accessori spingitori
gid://shopify/TaxonomyCategory/hg-11-6-11-41     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Paraspruzzi
gid://shopify/TaxonomyCategory/hg-11-6-11-46     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Accessori del filtro
gid://shopify/TaxonomyCategory/hg-11-6-11-52     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per robot da cucina > Accessori per tagliare le verdure
gid://shopify/TaxonomyCategory/hg-11-6-12        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per freezer
gid://shopify/TaxonomyCategory/hg-11-6-12-2      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per freezer > Guarnizioni porta freezer
gid://shopify/TaxonomyCategory/hg-11-6-12-3      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per freezer > Maniglie porta freezer
gid://shopify/TaxonomyCategory/hg-11-6-12-4      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per freezer > Ripiani freezer
gid://shopify/TaxonomyCategory/hg-11-6-12-5      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per freezer > Termometri freezer
gid://shopify/TaxonomyCategory/hg-11-6-13        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per lo smaltimento della spazzatura
gid://shopify/TaxonomyCategory/hg-11-6-13-4      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per lo smaltimento della spazzatura > Tappi
gid://shopify/TaxonomyCategory/hg-11-6-14        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina gelato
gid://shopify/TaxonomyCategory/hg-11-6-14-1      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina gelato > Recipienti freezer macchina gelato
gid://shopify/TaxonomyCategory/hg-11-6-15        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per tritaghiaccio
gid://shopify/TaxonomyCategory/hg-11-6-15-1      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per tritaghiaccio > Contenitori per il ghiaccio
gid://shopify/TaxonomyCategory/hg-11-6-15-2      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per tritaghiaccio > Stampi per ghiaccio
gid://shopify/TaxonomyCategory/hg-11-6-16        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per macchine del ghiaccio
gid://shopify/TaxonomyCategory/hg-11-6-16-3      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per macchine del ghiaccio > Palette per macchina del ghiaccio
gid://shopify/TaxonomyCategory/hg-11-6-17        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori spremiagrumi
gid://shopify/TaxonomyCategory/hg-11-6-17-3      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori spremiagrumi > Raccogli-succo
gid://shopify/TaxonomyCategory/hg-11-6-17-8      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori spremiagrumi > Contenitori per estrattore di succo
gid://shopify/TaxonomyCategory/hg-11-6-17-10     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori spremiagrumi > Corpi spingitori
gid://shopify/TaxonomyCategory/hg-11-6-18        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori forno a microonde
gid://shopify/TaxonomyCategory/hg-11-6-18-1      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori forno a microonde > Teglie da forno
gid://shopify/TaxonomyCategory/hg-11-6-18-8      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori forno a microonde > Protezioni per schizzi
gid://shopify/TaxonomyCategory/hg-11-6-18-9      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori forno a microonde > Piastre di scongelamento
gid://shopify/TaxonomyCategory/hg-11-6-18-11     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori forno a microonde > Piatti girevoli
gid://shopify/TaxonomyCategory/hg-11-6-19        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni
gid://shopify/TaxonomyCategory/hg-11-6-19-1      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Bricchette per barbecue
gid://shopify/TaxonomyCategory/hg-11-6-19-1-1    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Bricchette per barbecue > Carbone Binchotan
gid://shopify/TaxonomyCategory/hg-11-6-19-1-2    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Bricchette per barbecue > Bricchette di carbone
gid://shopify/TaxonomyCategory/hg-11-6-19-1-3    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Bricchette per barbecue > Carboni in pezzi
gid://shopify/TaxonomyCategory/hg-11-6-19-1-4    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Bricchette per barbecue > Carboncini tailandesi
gid://shopify/TaxonomyCategory/hg-11-6-19-2      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Camini a carbonella
gid://shopify/TaxonomyCategory/hg-11-6-19-3      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Carrelli per grigliate all'aperto
gid://shopify/TaxonomyCategory/hg-11-6-19-4      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Coperture griglia esterni
gid://shopify/TaxonomyCategory/hg-11-6-19-5      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Griglie e ripiani grigliata esterni
gid://shopify/TaxonomyCategory/hg-11-6-19-5-1    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Griglie e ripiani grigliata esterni > Griglie per esterni
gid://shopify/TaxonomyCategory/hg-11-6-19-5-2    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Griglie e ripiani grigliata esterni > Topper per griglia per esterni
gid://shopify/TaxonomyCategory/hg-11-6-19-6      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Parti di ricambio per griglie da esterno
gid://shopify/TaxonomyCategory/hg-11-6-19-6-1    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Parti di ricambio per griglie da esterno > Bruciatori per griglia
gid://shopify/TaxonomyCategory/hg-11-6-19-6-2    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Parti di ricambio per griglie da esterno > Griglie per griglia
gid://shopify/TaxonomyCategory/hg-11-6-19-6-3    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Parti di ricambio per griglie da esterno > Accenditori per griglia
gid://shopify/TaxonomyCategory/hg-11-6-19-6-4    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Parti di ricambio per griglie da esterno > Termometri per griglia
gid://shopify/TaxonomyCategory/hg-11-6-19-7      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Spiedi e cestelli grigliata esterni
gid://shopify/TaxonomyCategory/hg-11-6-19-7-1    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Spiedi e cestelli grigliata esterni > Cestini per grigliate all'aperto
gid://shopify/TaxonomyCategory/hg-11-6-19-7-2    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Spiedi e cestelli grigliata esterni > Spiedi per griglia all'aperto
gid://shopify/TaxonomyCategory/hg-11-6-19-8      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Tavole da griglia per esterni
gid://shopify/TaxonomyCategory/hg-11-6-19-9      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Trucioli e pellet per affumicare
gid://shopify/TaxonomyCategory/hg-11-6-19-9-1    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Trucioli e pellet per affumicare > Chip per affumicatura
gid://shopify/TaxonomyCategory/hg-11-6-19-9-2    : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori grigliata esterni > Trucioli e pellet per affumicare > Pellet per affumicatura
gid://shopify/TaxonomyCategory/hg-11-6-20        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina pasta
gid://shopify/TaxonomyCategory/hg-11-6-20-7      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina pasta > Pale di miscelazione
gid://shopify/TaxonomyCategory/hg-11-6-20-8      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina pasta > Stendipasta
gid://shopify/TaxonomyCategory/hg-11-6-20-10     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina pasta > Accessori per modellare
gid://shopify/TaxonomyCategory/hg-11-6-20-13     : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina pasta > Barre di compressione
gid://shopify/TaxonomyCategory/hg-11-6-21        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina popcorn
gid://shopify/TaxonomyCategory/hg-11-6-21-1      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina popcorn > Sacchetti di popcorn
gid://shopify/TaxonomyCategory/hg-11-6-21-2      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina popcorn > Chicchi di popcorn
gid://shopify/TaxonomyCategory/hg-11-6-21-4      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori macchina popcorn > Condimento per popcorn
gid://shopify/TaxonomyCategory/hg-11-6-22        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli da campeggio
gid://shopify/TaxonomyCategory/hg-11-6-22-1      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli da campeggio > Tappetini antincendio
gid://shopify/TaxonomyCategory/hg-11-6-22-2      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli da campeggio > Accendifuoco
gid://shopify/TaxonomyCategory/hg-11-6-22-5      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli da campeggio > Basi per stufe
gid://shopify/TaxonomyCategory/hg-11-6-22-7      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per fornelli da campeggio > Parabrezza
gid://shopify/TaxonomyCategory/hg-11-6-23        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per cappe
gid://shopify/TaxonomyCategory/hg-11-6-23-3      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per cappe > Filtri
gid://shopify/TaxonomyCategory/hg-11-6-23-4      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per cappe > Tazze di grasso
gid://shopify/TaxonomyCategory/hg-11-6-23-5      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per cappe > Prese d'aria
gid://shopify/TaxonomyCategory/hg-11-6-24        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori frigorifero
gid://shopify/TaxonomyCategory/hg-11-6-24-2      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori frigorifero > Termometri da frigorifero
gid://shopify/TaxonomyCategory/hg-11-6-24-3      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori frigorifero > Ripiani
gid://shopify/TaxonomyCategory/hg-11-6-25        : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per gasatori
gid://shopify/TaxonomyCategory/hg-11-6-25-2      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per gasatori > Bottiglie
gid://shopify/TaxonomyCategory/hg-11-6-25-4      : Casa e giardino > Cucina e pranzo > Accessori strumenti cucina > Accessori per gasatori > Caricatori
