# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : ペット・ペット用品
gid://shopify/TaxonomyCategory/fr-14             : 家具 > オットマン
gid://shopify/TaxonomyCategory/fr-15             : 家具 > 屋外用家具
gid://shopify/TaxonomyCategory/fr-15-1           : 家具 > 屋外用家具 > 屋外用ベッド
gid://shopify/TaxonomyCategory/fr-15-1-1         : 家具 > 屋外用家具 > 屋外用ベッド > 二段ベッド
gid://shopify/TaxonomyCategory/fr-15-1-2         : 家具 > 屋外用家具 > 屋外用ベッド > カバナベッド
gid://shopify/TaxonomyCategory/fr-15-1-3         : 家具 > 屋外用家具 > 屋外用ベッド > 天蓋付きベッド
gid://shopify/TaxonomyCategory/fr-15-1-4         : 家具 > 屋外用家具 > 屋外用ベッド > デイベッド
gid://shopify/TaxonomyCategory/fr-15-1-5         : 家具 > 屋外用家具 > 屋外用ベッド > フトンソファ
gid://shopify/TaxonomyCategory/fr-15-1-7         : 家具 > 屋外用家具 > 屋外用ベッド > プールサイドベッド
gid://shopify/TaxonomyCategory/fr-15-1-8         : 家具 > 屋外用家具 > 屋外用ベッド > サンベッド
gid://shopify/TaxonomyCategory/fr-15-1-9         : 家具 > 屋外用家具 > 屋外用ベッド > ブランコタイプ
gid://shopify/TaxonomyCategory/fr-15-2           : 家具 > 屋外用家具 > 屋外用家具セット
gid://shopify/TaxonomyCategory/fr-15-3           : 家具 > 屋外用家具 > 屋外用オットマン
gid://shopify/TaxonomyCategory/fr-15-3-1         : 家具 > 屋外用家具 > 屋外用オットマン > カクテルオットマン
gid://shopify/TaxonomyCategory/fr-15-3-2         : 家具 > 屋外用家具 > 屋外用オットマン > 折りたたみ式オットマン
gid://shopify/TaxonomyCategory/fr-15-3-3         : 家具 > 屋外用家具 > 屋外用オットマン > フットスツール
gid://shopify/TaxonomyCategory/fr-15-3-4         : 家具 > 屋外用家具 > 屋外用オットマン > グライダーオットマン
gid://shopify/TaxonomyCategory/fr-15-3-5         : 家具 > 屋外用家具 > 屋外用オットマン > ハソックス
gid://shopify/TaxonomyCategory/fr-15-3-6         : 家具 > 屋外用家具 > 屋外用オットマン > オットマンベンチ
gid://shopify/TaxonomyCategory/fr-15-3-7         : 家具 > 屋外用家具 > 屋外用オットマン > オットマンキューブ
gid://shopify/TaxonomyCategory/fr-15-3-8         : 家具 > 屋外用家具 > 屋外用オットマン > プーフ
gid://shopify/TaxonomyCategory/fr-15-3-9         : 家具 > 屋外用家具 > 屋外用オットマン > 長方形オットマン
gid://shopify/TaxonomyCategory/fr-15-3-10        : 家具 > 屋外用家具 > 屋外用オットマン > ラウンドオットマン
gid://shopify/TaxonomyCategory/fr-15-3-11        : 家具 > 屋外用家具 > 屋外用オットマン > 靴収納オットマン
gid://shopify/TaxonomyCategory/fr-15-3-12        : 家具 > 屋外用家具 > 屋外用オットマン > スリーパーオットマン
gid://shopify/TaxonomyCategory/fr-15-3-13        : 家具 > 屋外用家具 > 屋外用オットマン > スクエアオットマン
gid://shopify/TaxonomyCategory/fr-15-3-14        : 家具 > 屋外用家具 > 屋外用オットマン > 収納オットマン
gid://shopify/TaxonomyCategory/fr-15-3-15        : 家具 > 屋外用家具 > 屋外用オットマン > トレイトップオットマン
gid://shopify/TaxonomyCategory/fr-15-3-16        : 家具 > 屋外用家具 > 屋外用オットマン > タフテッドオットマン
gid://shopify/TaxonomyCategory/fr-15-4           : 家具 > 屋外用家具 > 屋外用ベンチ・椅子
gid://shopify/TaxonomyCategory/fr-15-4-1         : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用ベンチ
gid://shopify/TaxonomyCategory/fr-15-4-1-10      : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用ベンチ > ピクニックベンチ
gid://shopify/TaxonomyCategory/fr-15-4-1-11      : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用ベンチ > 収納ベンチ
gid://shopify/TaxonomyCategory/fr-15-4-1-12      : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用ベンチ > ブランコベンチ
gid://shopify/TaxonomyCategory/fr-15-4-2         : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用椅子
gid://shopify/TaxonomyCategory/fr-15-4-2-5       : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用椅子 > クラブチェア
gid://shopify/TaxonomyCategory/fr-15-4-2-9       : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用椅子 > 折りたたみ椅子
gid://shopify/TaxonomyCategory/fr-15-4-2-15      : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用椅子 > ロッキングチェア
gid://shopify/TaxonomyCategory/fr-15-4-2-16      : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用椅子 > スリングチェア
gid://shopify/TaxonomyCategory/fr-15-4-2-18      : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用椅子 > ブランコ型ハンギングチェア
gid://shopify/TaxonomyCategory/fr-15-4-3         : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用組立式ソファー・ユニット
gid://shopify/TaxonomyCategory/fr-15-4-4         : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用ソファー
gid://shopify/TaxonomyCategory/fr-15-4-4-1       : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用ソファー > 二人掛けソファ
gid://shopify/TaxonomyCategory/fr-15-4-4-2       : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > 屋外用ソファー > 組み合わせ式ソファー
gid://shopify/TaxonomyCategory/fr-15-4-5         : 家具 > 屋外用家具 > 屋外用ベンチ・椅子 > サンラウンジャー
gid://shopify/TaxonomyCategory/fr-15-5           : 家具 > 屋外用家具 > 屋外用収納ボックス
gid://shopify/TaxonomyCategory/fr-15-6           : 家具 > 屋外用家具 > 屋外用テーブル
gid://shopify/TaxonomyCategory/fr-15-6-1         : 家具 > 屋外用家具 > 屋外用テーブル > バーテーブル
gid://shopify/TaxonomyCategory/fr-15-6-2         : 家具 > 屋外用家具 > 屋外用テーブル > ビストロテーブル
gid://shopify/TaxonomyCategory/fr-15-6-3         : 家具 > 屋外用家具 > 屋外用テーブル > コーヒーテーブル
gid://shopify/TaxonomyCategory/fr-15-6-4         : 家具 > 屋外用家具 > 屋外用テーブル > コンソールテーブル
gid://shopify/TaxonomyCategory/fr-15-6-5         : 家具 > 屋外用家具 > 屋外用テーブル > ダイニングテーブル
gid://shopify/TaxonomyCategory/fr-15-6-7         : 家具 > 屋外用家具 > 屋外用テーブル > ファイヤーピット
gid://shopify/TaxonomyCategory/fr-15-6-9         : 家具 > 屋外用家具 > 屋外用テーブル > ゲームテーブル
gid://shopify/TaxonomyCategory/fr-15-6-11        : 家具 > 屋外用家具 > 屋外用テーブル > プールサイドテーブル
gid://shopify/TaxonomyCategory/fr-16             : 家具 > 屋外用家具関連用品
gid://shopify/TaxonomyCategory/fr-16-1           : 家具 > 屋外用家具関連用品 > 屋外用家具カバー
gid://shopify/TaxonomyCategory/fr-17             : 家具 > 間仕切り・パーティション関連用品
gid://shopify/TaxonomyCategory/fr-18             : 家具 > 間仕切り・パーティション
gid://shopify/TaxonomyCategory/fr-19             : 家具 > 棚・シェルフ
gid://shopify/TaxonomyCategory/fr-19-1           : 家具 > 棚・シェルフ > 本棚・シェルフ
gid://shopify/TaxonomyCategory/fr-19-1-1         : 家具 > 棚・シェルフ > 本棚・シェルフ > コーナー本棚・シェルフ
gid://shopify/TaxonomyCategory/fr-19-1-2         : 家具 > 棚・シェルフ > 本棚・シェルフ > フローティング本棚・シェルフ
gid://shopify/TaxonomyCategory/fr-19-1-3         : 家具 > 棚・シェルフ > 本棚・シェルフ > はしご本棚・シェルフ
gid://shopify/TaxonomyCategory/fr-19-1-4         : 家具 > 棚・シェルフ > 本棚・シェルフ > モジュール式本棚・シェルフ
gid://shopify/TaxonomyCategory/fr-19-1-5         : 家具 > 棚・シェルフ > 本棚・シェルフ > ラック本棚・シェルフ
gid://shopify/TaxonomyCategory/fr-19-2           : 家具 > 棚・シェルフ > ウォールシェルフ
gid://shopify/TaxonomyCategory/fr-19-2-1         : 家具 > 棚・シェルフ > ウォールシェルフ > コーナーウォールシェルフ
gid://shopify/TaxonomyCategory/fr-19-2-2         : 家具 > 棚・シェルフ > ウォールシェルフ > フローティングウォールシェルフ
gid://shopify/TaxonomyCategory/fr-19-2-3         : 家具 > 棚・シェルフ > ウォールシェルフ > ラダーウォールシェルフ
gid://shopify/TaxonomyCategory/fr-19-2-4         : 家具 > 棚・シェルフ > ウォールシェルフ > モジュラーウォールシェルフ
gid://shopify/TaxonomyCategory/fr-19-2-5         : 家具 > 棚・シェルフ > ウォールシェルフ > ラックウォールシェルフ
gid://shopify/TaxonomyCategory/fr-20             : 家具 > 棚・シェルフ関連用品
gid://shopify/TaxonomyCategory/fr-20-1           : 家具 > 棚・シェルフ関連用品 > 棚板
gid://shopify/TaxonomyCategory/fr-21             : 家具 > ソファ関連用品
gid://shopify/TaxonomyCategory/fr-21-1           : 家具 > ソファ関連用品 > 椅子・ソファ用支持材
gid://shopify/TaxonomyCategory/fr-21-2           : 家具 > ソファ関連用品 > 組み合わせ式ソファー ユニット
gid://shopify/TaxonomyCategory/fr-22             : 家具 > ソファ
gid://shopify/TaxonomyCategory/fr-22-1           : 家具 > ソファ > シェーズロングソファー
gid://shopify/TaxonomyCategory/fr-22-3           : 家具 > ソファ > コーナーソファ
gid://shopify/TaxonomyCategory/fr-22-4           : 家具 > ソファ > 二人掛けソファ
gid://shopify/TaxonomyCategory/fr-22-6           : 家具 > ソファ > 組み合わせ式ソファー
gid://shopify/TaxonomyCategory/fr-23             : 家具 > テーブル関連用品
gid://shopify/TaxonomyCategory/fr-23-1           : 家具 > テーブル関連用品 > テーブル脚
gid://shopify/TaxonomyCategory/fr-23-2           : 家具 > テーブル関連用品 > テーブル天板
gid://shopify/TaxonomyCategory/fr-24             : 家具 > テーブル
gid://shopify/TaxonomyCategory/fr-24-1           : 家具 > テーブル > アクセントテーブル
gid://shopify/TaxonomyCategory/fr-24-1-1         : 家具 > テーブル > アクセントテーブル > コーヒーテーブル
gid://shopify/TaxonomyCategory/fr-24-1-2         : 家具 > テーブル > アクセントテーブル > サイドテーブル
gid://shopify/TaxonomyCategory/fr-24-1-3         : 家具 > テーブル > アクセントテーブル > ソファーテーブル
gid://shopify/TaxonomyCategory/fr-24-2           : 家具 > テーブル > プレイテーブル
gid://shopify/TaxonomyCategory/fr-24-3           : 家具 > テーブル > 折りたたみテーブル
gid://shopify/TaxonomyCategory/fr-24-4           : 家具 > テーブル > ダイニングテーブル
gid://shopify/TaxonomyCategory/fr-24-4-1         : 家具 > テーブル > ダイニングテーブル > コンソールテーブル
gid://shopify/TaxonomyCategory/fr-24-5           : 家具 > テーブル > こたつ
gid://shopify/TaxonomyCategory/fr-24-6           : 家具 > テーブル > ベッドサイドテーブル
gid://shopify/TaxonomyCategory/gc                : ギフトカード
gid://shopify/TaxonomyCategory/ha                : DIY用品
gid://shopify/TaxonomyCategory/ha-1              : DIY用品 > 建築用消耗品
gid://shopify/TaxonomyCategory/ha-1-1            : DIY用品 > 建築用消耗品 > 化学製品
gid://shopify/TaxonomyCategory/ha-1-1-1          : DIY用品 > 建築用消耗品 > 化学製品 > 酸中和剤
gid://shopify/TaxonomyCategory/ha-1-1-2          : DIY用品 > 建築用消耗品 > 化学製品 > アンモニア
gid://shopify/TaxonomyCategory/ha-1-1-3          : DIY用品 > 建築用消耗品 > 化学製品 > 煙突用洗剤
gid://shopify/TaxonomyCategory/ha-1-1-4          : DIY用品 > 建築用消耗品 > 化学製品 > コンクリート・レンガ用洗剤
gid://shopify/TaxonomyCategory/ha-1-1-5          : DIY用品 > 建築用消耗品 > 化学製品 > 解氷剤
gid://shopify/TaxonomyCategory/ha-1-1-6          : DIY用品 > 建築用消耗品 > 化学製品 > デッキ・フェンス用洗剤
gid://shopify/TaxonomyCategory/ha-1-1-7          : DIY用品 > 建築用消耗品 > 化学製品 > 排水管用洗剤
gid://shopify/TaxonomyCategory/ha-1-1-8          : DIY用品 > 建築用消耗品 > 化学製品 > 電子部品用急冷剤
gid://shopify/TaxonomyCategory/ha-1-1-9          : DIY用品 > 建築用消耗品 > 化学製品 > ライター用オイル
gid://shopify/TaxonomyCategory/ha-1-1-10         : DIY用品 > 建築用消耗品 > 化学製品 > 浄化槽・汚水槽用洗剤
gid://shopify/TaxonomyCategory/ha-1-2            : DIY用品 > 建築用消耗品 > 金属用接着剤
gid://shopify/TaxonomyCategory/ha-1-3            : DIY用品 > 建築用消耗品 > DIY用テープ
gid://shopify/TaxonomyCategory/ha-1-3-1          : DIY用品 > 建築用消耗品 > DIY用テープ > ガムテープ
gid://shopify/TaxonomyCategory/ha-1-3-2          : DIY用品 > 建築用消耗品 > DIY用テープ > 電気テープ
gid://shopify/TaxonomyCategory/ha-1-3-3          : DIY用品 > 建築用消耗品 > DIY用テープ > マスキングテープ
gid://shopify/TaxonomyCategory/ha-1-4            : DIY用品 > 建築用消耗品 > 潤滑剤
gid://shopify/TaxonomyCategory/ha-1-4-1          : DIY用品 > 建築用消耗品 > 潤滑剤 > 乾式潤滑剤
gid://shopify/TaxonomyCategory/ha-1-4-2          : DIY用品 > 建築用消耗品 > 潤滑剤 > グリース
gid://shopify/TaxonomyCategory/ha-1-4-4          : DIY用品 > 建築用消耗品 > 潤滑剤 > オイル
gid://shopify/TaxonomyCategory/ha-1-5            : DIY用品 > 建築用消耗品 > 左官用消耗品
gid://shopify/TaxonomyCategory/ha-1-5-1          : DIY用品 > 建築用消耗品 > 左官用消耗品 > レンガ・コンクリート
gid://shopify/TaxonomyCategory/ha-1-5-2          : DIY用品 > 建築用消耗品 > 左官用消耗品 > セメント
