# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : การออกแบบการสวมใส่แว่น 3D
gid://shopify/TaxonomyAttribute/5294  : วิธีการสกัดน้ำมัน
gid://shopify/TaxonomyAttribute/8559  : ฝาปิดช่องเติมน้ำมันชนิดต่างๆ
gid://shopify/TaxonomyAttribute/8560  : ประเภทการติดตั้งฝาปิดช่องเติมน้ำมัน
gid://shopify/TaxonomyAttribute/8561  : ตำแหน่งการติดตั้งฝาปิดช่องเติมน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8562  : ประเภทการล็อกฝาปิดช่องเติมน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8563  : ประเภทสายคล้องฝาปิดช่องเติมน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8564  : ฝาปิดช่องเติมน้ำมันเครื่องแบบมีรูระบายอากาศ
gid://shopify/TaxonomyAttribute/8565  : แบบกรองน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8566  : คุณสมบัติแผ่นกั้น/กันน้ำมันในอ่างน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8567  : ผิวเคลือบอ่างน้ำมันเครื่อง
gid://shopify/TaxonomyAttribute/8568  : ประเภทการทำงานของเซ็นเซอร์แรงดันน้ำมัน
gid://shopify/TaxonomyAttribute/8569  : ประเภทเอาต์พุตสัญญาณเซ็นเซอร์แรงดันน้ำมัน
gid://shopify/TaxonomyAttribute/7858  : วิธีการแปรรูปน้ำมัน
gid://shopify/TaxonomyAttribute/8570  : วิธีการขับเคลื่อนปั๊มน้ำมัน
gid://shopify/TaxonomyAttribute/8571  : รูปแบบการติดตั้งปั๊มน้ำมัน
gid://shopify/TaxonomyAttribute/8572  : ระบบจ่ายน้ำมันเป็นไปตามมาตรฐาน
gid://shopify/TaxonomyAttribute/1440  : ประเภทน้ำมัน
gid://shopify/TaxonomyAttribute/9974  : ระดับความหนืดของน้ำมัน
gid://shopify/TaxonomyAttribute/7859  : พันธุ์กระเจี๊ยบ
gid://shopify/TaxonomyAttribute/9975  : รูปแบบวัสดุในศิลปะแห่งกลิ่น
gid://shopify/TaxonomyAttribute/9976  : เนื้อหาชุดเครื่องมือศิลปะการดมกลิ่น
gid://shopify/TaxonomyAttribute/3422  : ตระกูลกลิ่น
gid://shopify/TaxonomyAttribute/7860  : มะกอกหลากหลายสายพันธุ์
gid://shopify/TaxonomyAttribute/3248  : สไตล์ชิ้นเดียว
gid://shopify/TaxonomyAttribute/7861  : พันธุ์หัวหอม
gid://shopify/TaxonomyAttribute/6770  : ระดับความทึบแสง
gid://shopify/TaxonomyAttribute/2626  : การออกแบบป้ายเปิด/ปิด
gid://shopify/TaxonomyAttribute/1728  : ทิศทางการเปิด
gid://shopify/TaxonomyAttribute/1729  : กลไกการเปิด
gid://shopify/TaxonomyAttribute/2587  : โหมดการทำงาน
gid://shopify/TaxonomyAttribute/9977  : โหมดการทำงาน
gid://shopify/TaxonomyAttribute/1859  : ระบบการทำงาน
gid://shopify/TaxonomyAttribute/8573  : แรงดันไฟฟ้าใช้งาน
gid://shopify/TaxonomyAttribute/5595  : กลไกการทำงาน
gid://shopify/TaxonomyAttribute/1373  : วิธีการทำงาน
gid://shopify/TaxonomyAttribute/5593  : ความสามารถในการบันทึกแผ่นออปติคัล
gid://shopify/TaxonomyAttribute/5660  : รูปแบบไดรฟ์ออปติคัล
gid://shopify/TaxonomyAttribute/5659  : กลไกการโหลดไดรฟ์ออปติคัล
gid://shopify/TaxonomyAttribute/1877  : ประเภทออปติคัลไดรฟ์
gid://shopify/TaxonomyAttribute/1695  : ออกแบบกรอบแว่นสายตา
gid://shopify/TaxonomyAttribute/6461  : คุณสมบัติของของเล่นออปติคอล
gid://shopify/TaxonomyAttribute/2022  : ออปติคัลซูม
gid://shopify/TaxonomyAttribute/5170  : ฟังก์ชันการดูแลช่องปาก
gid://shopify/TaxonomyAttribute/5187  : สินค้าดูแลช่องปากที่รวมอยู่
gid://shopify/TaxonomyAttribute/9978  : เนื้อหาหลักสำหรับเครื่องสายวงออร์เคสตรา
gid://shopify/TaxonomyAttribute/9979  : ประเภทปลายสายของเครื่องดนตรีสากลประเภทเครื่องสาย
gid://shopify/TaxonomyAttribute/9980  : ชุดเครื่องสายออร์เคสตราที่รวมอยู่ในชุด
gid://shopify/TaxonomyAttribute/9981  : ประเภทอุปกรณ์ประกอบหรือชิ้นส่วนของเครื่องดนตรีสากลประเภทเครื่องสาย
gid://shopify/TaxonomyAttribute/9982  : ประเภทของอุปกรณ์ลดเสียงสำหรับเครื่องสายออร์เคสตรา
gid://shopify/TaxonomyAttribute/9983  : วงออร์เคสตราเลียตำแหน่งชิ้นส่วนเครื่องดนตรี
gid://shopify/TaxonomyAttribute/9984  : วัสดุสำหรับพันสายเครื่องสายวงออร์เคสตรา
gid://shopify/TaxonomyAttribute/12756 : ใบรับรองออร์แกนิก
gid://shopify/TaxonomyAttribute/6043  : การใช้งานอุปกรณ์จัดระเบียบ
gid://shopify/TaxonomyAttribute/2727  : ประเภทออแกไนเซอร์
gid://shopify/TaxonomyAttribute/9985  : ผิวสัมผัส/ความเงาแบบผ้าออร์แกนซ่า
gid://shopify/TaxonomyAttribute/9986  : ระดับความโปร่งใสของริบบิ้นผ้าออร์แกนซ่า
gid://shopify/TaxonomyAttribute/9987  : ระดับความโปร่งใสของผ้าออร์แกนซ่า
gid://shopify/TaxonomyAttribute/1383  : ปฐมนิเทศ
gid://shopify/TaxonomyAttribute/9988  : Shapes Paper โอริกามิ
gid://shopify/TaxonomyAttribute/9989  : ด้าน Paper โอริกามิ
gid://shopify/TaxonomyAttribute/6044  : รูปแบบของตะขอแขวนของตกแต่ง
gid://shopify/TaxonomyAttribute/5327  : ความยาวการปกคลุมของออร์โธติก
gid://shopify/TaxonomyAttribute/6045  : โหมดการส่าย
gid://shopify/TaxonomyAttribute/6046  : ประเภทการส่าย
gid://shopify/TaxonomyAttribute/9990  : ส่วนของขนนกกระจอกเทศ
gid://shopify/TaxonomyAttribute/8574  : ประเภทเพลามอเตอร์เรือนอก
gid://shopify/TaxonomyAttribute/8575  : ประเภทระบบบังคับเลี้ยวของเครื่องยนต์เรือหางยาว
gid://shopify/TaxonomyAttribute/2975  : คุณลักษณะอุปกรณ์กลางแจ้ง
gid://shopify/TaxonomyAttribute/3321  : รวมเฟอร์นิเจอร์กลางแจ้ง
gid://shopify/TaxonomyAttribute/6047  : ประเภทของตะแกรงย่างกลางแจ้ง
gid://shopify/TaxonomyAttribute/1432  : อุปกรณ์เสริมสำหรับไฟฟ้ากลางแจ้งที่รวมอยู่
gid://shopify/TaxonomyAttribute/6944  : ฟังก์ชันการใช้งานของโต๊ะกลางแจ้ง
gid://shopify/TaxonomyAttribute/1264  : กิจกรรมการเดินกลางแจ้ง
gid://shopify/TaxonomyAttribute/2998  : คุณลักษณะเสื้อผ้าชั้นนอก
gid://shopify/TaxonomyAttribute/6771  : ประเภทความยาวภายนอก
gid://shopify/TaxonomyAttribute/6772  : เสื้อผ้าชั้นนอกที่รวมอยู่ในชุด
gid://shopify/TaxonomyAttribute/6462  : กลไกการติดชุด
gid://shopify/TaxonomyAttribute/6773  : รายการเครื่องแต่งกายที่อยู่ในชุด
gid://shopify/TaxonomyAttribute/8576  : ประเภทเต้ารับ
gid://shopify/TaxonomyAttribute/1931  : ประเภทเต้าเสียบ
gid://shopify/TaxonomyAttribute/5541  : ประเภทการเชื่อมต่อขาออก
gid://shopify/TaxonomyAttribute/9991  : ประเภทแจ็คเอาต์พุต (เครื่องดนตรี)
gid://shopify/TaxonomyAttribute/2434  : ระดับเอาท์พุท
gid://shopify/TaxonomyAttribute/5542  : อินเทอร์เฟซสัญญาณขาออก
gid://shopify/TaxonomyAttribute/8577  : ประเภทสัญญาณเอาต์พุต
gid://shopify/TaxonomyAttribute/5547  : อินเทอร์เฟซวิดีโอขาออก
gid://shopify/TaxonomyAttribute/1835  : รูปคลื่นเอาท์พุต
gid://shopify/TaxonomyAttribute/10745 : ประเภทการทำเครื่องหมายบนพื้นรองเท้า
gid://shopify/TaxonomyAttribute/6774  : วัสดุพื้นรองเท้า
gid://shopify/TaxonomyAttribute/10746 : ประเภทปุ่มสตั๊ดที่พื้นรองเท้า
