# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Potreby pre zvieratá a domácich miláčikov
gid://shopify/TaxonomyCategory/fb-2-10-8-51      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Paradajky
gid://shopify/TaxonomyCategory/fb-2-10-8-52      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Repa a kvaka
gid://shopify/TaxonomyCategory/fb-2-10-8-53      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Zeleninové zmesi
gid://shopify/TaxonomyCategory/fb-2-10-8-54      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Gaštan vodný
gid://shopify/TaxonomyCategory/fb-2-10-8-55      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Žerucha
gid://shopify/TaxonomyCategory/fb-2-10-8-56      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Pšeničná tráva
gid://shopify/TaxonomyCategory/fb-2-10-8-57      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Yams
gid://shopify/TaxonomyCategory/fb-2-10-8-58      : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Čerstvá a mrazená zelenina > Koreň yuca
gid://shopify/TaxonomyCategory/fb-2-10-9         : Potraviny, nápoje a tabakové výrobky > Potraviny > Ovocie a zelenina > Ovocné omáčky
gid://shopify/TaxonomyCategory/fb-2-11           : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie
gid://shopify/TaxonomyCategory/fb-2-11-1         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Amarant
gid://shopify/TaxonomyCategory/fb-2-11-2         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Jačmeň
gid://shopify/TaxonomyCategory/fb-2-11-3         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Pohánka
gid://shopify/TaxonomyCategory/fb-2-11-4         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Cereálie a granola
gid://shopify/TaxonomyCategory/fb-2-11-5         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Kuskus
gid://shopify/TaxonomyCategory/fb-2-11-6         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Proso
gid://shopify/TaxonomyCategory/fb-2-11-7         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Ovos, krúpy a pražené cereálie
gid://shopify/TaxonomyCategory/fb-2-11-8         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Quinoa
gid://shopify/TaxonomyCategory/fb-2-11-9         : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Ryža
gid://shopify/TaxonomyCategory/fb-2-11-10        : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Raž
gid://shopify/TaxonomyCategory/fb-2-11-11        : Potraviny, nápoje a tabakové výrobky > Potraviny > Obilniny, ryža a cereálie > Pšenica
gid://shopify/TaxonomyCategory/fb-2-12           : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia
gid://shopify/TaxonomyCategory/fb-2-12-1         : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Vajcia
gid://shopify/TaxonomyCategory/fb-2-12-1-1       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Vajcia > Vaječné bielky
gid://shopify/TaxonomyCategory/fb-2-12-1-2       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Vajcia > Tekuté a mrazené vajcia
gid://shopify/TaxonomyCategory/fb-2-12-1-3       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Vajcia > Uvarené vajcia
gid://shopify/TaxonomyCategory/fb-2-12-1-4       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Vajcia > Celé vajcia
gid://shopify/TaxonomyCategory/fb-2-12-2         : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso
gid://shopify/TaxonomyCategory/fb-2-12-2-1       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Mäsové konzervy
gid://shopify/TaxonomyCategory/fb-2-12-2-2       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Čerstvé a mrazené mäso
gid://shopify/TaxonomyCategory/fb-2-12-2-2-1     : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Čerstvé a mrazené mäso > Hovädzina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-2     : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Čerstvé a mrazené mäso > Divina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-3     : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Čerstvé a mrazené mäso > Jahňacina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-4     : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Čerstvé a mrazené mäso > Bravčovina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5     : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Čerstvé a mrazené mäso > Hydina
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5-1   : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Čerstvé a mrazené mäso > Hydina > Kuracie mäso
gid://shopify/TaxonomyCategory/fb-2-12-2-2-5-2   : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Čerstvé a mrazené mäso > Hydina > Morčacie mäso
gid://shopify/TaxonomyCategory/fb-2-12-2-3       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Mäso > Údeniny
gid://shopify/TaxonomyCategory/fb-2-12-3         : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Morské plody
gid://shopify/TaxonomyCategory/fb-2-12-3-1       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Morské plody > Konzervované morské plody
gid://shopify/TaxonomyCategory/fb-2-12-3-2       : Potraviny, nápoje a tabakové výrobky > Potraviny > Mäso, morské plody a vajcia > Morské plody > Čerstvé a mrazené morské plody
gid://shopify/TaxonomyCategory/fb-2-13           : Potraviny, nápoje a tabakové výrobky > Potraviny > Orechy a semená
gid://shopify/TaxonomyCategory/fb-2-14           : Potraviny, nápoje a tabakové výrobky > Potraviny > Cestoviny a rezance
gid://shopify/TaxonomyCategory/fb-2-15           : Potraviny, nápoje a tabakové výrobky > Potraviny > Hotové jedlá
gid://shopify/TaxonomyCategory/fb-2-15-1         : Potraviny, nápoje a tabakové výrobky > Potraviny > Hotové jedlá > Hotové predjedlá a prílohy
gid://shopify/TaxonomyCategory/fb-2-15-2         : Potraviny, nápoje a tabakové výrobky > Potraviny > Hotové jedlá > Hotové jedlá a predjedlá
gid://shopify/TaxonomyCategory/fb-2-16           : Potraviny, nápoje a tabakové výrobky > Potraviny > Koreninové zmesi
gid://shopify/TaxonomyCategory/fb-2-16-1         : Potraviny, nápoje a tabakové výrobky > Potraviny > Koreninové zmesi > Bylinné zmesi
gid://shopify/TaxonomyCategory/fb-2-16-2         : Potraviny, nápoje a tabakové výrobky > Potraviny > Koreninové zmesi > Glutamát sodný (MSG)
gid://shopify/TaxonomyCategory/fb-2-16-3         : Potraviny, nápoje a tabakové výrobky > Potraviny > Koreninové zmesi > Korenie
gid://shopify/TaxonomyCategory/fb-2-16-4         : Potraviny, nápoje a tabakové výrobky > Potraviny > Koreninové zmesi > Soľ
gid://shopify/TaxonomyCategory/fb-2-17           : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny
gid://shopify/TaxonomyCategory/fb-2-17-1         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Chlebové tyčinky
gid://shopify/TaxonomyCategory/fb-2-17-2         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Cereálne a granolové tyčinky
gid://shopify/TaxonomyCategory/fb-2-17-2-1       : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Cereálne a granolové tyčinky > Cereálne tyčinky
gid://shopify/TaxonomyCategory/fb-2-17-2-2       : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Cereálne a granolové tyčinky > Granolové tyčinky
gid://shopify/TaxonomyCategory/fb-2-17-3         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Syrové chrumky
gid://shopify/TaxonomyCategory/fb-2-17-4         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Čipsy
gid://shopify/TaxonomyCategory/fb-2-17-5         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Krekry
gid://shopify/TaxonomyCategory/fb-2-17-6         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Krutóny
gid://shopify/TaxonomyCategory/fb-2-17-7         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Ovocné občerstvenie
gid://shopify/TaxonomyCategory/fb-2-17-8         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Sušené mäso
gid://shopify/TaxonomyCategory/fb-2-17-9         : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Popcorn
gid://shopify/TaxonomyCategory/fb-2-17-10        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Bravčové škvarky
gid://shopify/TaxonomyCategory/fb-2-17-11        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Praclíky
gid://shopify/TaxonomyCategory/fb-2-17-12        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Puding a želatínové chuťovky
gid://shopify/TaxonomyCategory/fb-2-17-13        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Ryžový chlebík
gid://shopify/TaxonomyCategory/fb-2-17-14        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Šalátové zálievky
gid://shopify/TaxonomyCategory/fb-2-17-15        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Sezamové tyčinky
gid://shopify/TaxonomyCategory/fb-2-17-16        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Koláčiky
gid://shopify/TaxonomyCategory/fb-2-17-17        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Ryžové koláčiky
gid://shopify/TaxonomyCategory/fb-2-17-18        : Potraviny, nápoje a tabakové výrobky > Potraviny > Slané pochutiny > Orechové zmesi
gid://shopify/TaxonomyCategory/fb-2-18           : Potraviny, nápoje a tabakové výrobky > Potraviny > Polievky a bujóny
gid://shopify/TaxonomyCategory/fb-2-19           : Potraviny, nápoje a tabakové výrobky > Potraviny > Tofu, sója a vegetariánske produkty
gid://shopify/TaxonomyCategory/fb-2-19-1         : Potraviny, nápoje a tabakové výrobky > Potraviny > Tofu, sója a vegetariánske produkty > Syrové náhrady
gid://shopify/TaxonomyCategory/fb-2-19-2         : Potraviny, nápoje a tabakové výrobky > Potraviny > Tofu, sója a vegetariánske produkty > Mäsové náhrady
gid://shopify/TaxonomyCategory/fb-2-19-3         : Potraviny, nápoje a tabakové výrobky > Potraviny > Tofu, sója a vegetariánske produkty > Seitan
gid://shopify/TaxonomyCategory/fb-2-19-4         : Potraviny, nápoje a tabakové výrobky > Potraviny > Tofu, sója a vegetariánske produkty > Tempeh
gid://shopify/TaxonomyCategory/fb-2-19-5         : Potraviny, nápoje a tabakové výrobky > Potraviny > Tofu, sója a vegetariánske produkty > Tofu
gid://shopify/TaxonomyCategory/fb-3              : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky
gid://shopify/TaxonomyCategory/fb-3-2            : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Žuvací tabak
gid://shopify/TaxonomyCategory/fb-3-3            : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Cigarety
gid://shopify/TaxonomyCategory/fb-3-4            : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Cigary
gid://shopify/TaxonomyCategory/fb-3-5            : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Sypaný tabak
gid://shopify/TaxonomyCategory/fb-3-8            : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Cigaretový papier
gid://shopify/TaxonomyCategory/fb-3-6            : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Fajky
gid://shopify/TaxonomyCategory/fb-3-7            : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Vaporizéry a elektronické cigarety
gid://shopify/TaxonomyCategory/fb-3-7-1          : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Vaporizéry a elektronické cigarety > E-liquidy
gid://shopify/TaxonomyCategory/fb-3-7-2          : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Vaporizéry a elektronické cigarety > Elektronické cigarety
gid://shopify/TaxonomyCategory/fb-3-7-3          : Potraviny, nápoje a tabakové výrobky > Tabakové výrobky > Vaporizéry a elektronické cigarety > Vaporizéry
gid://shopify/TaxonomyCategory/fr                : Nábytok
gid://shopify/TaxonomyCategory/fr-1              : Nábytok > Detský nábytok
gid://shopify/TaxonomyCategory/fr-1-1            : Nábytok > Detský nábytok > Súpravy detského nábytku
gid://shopify/TaxonomyCategory/fr-1-2            : Nábytok > Detský nábytok > Príslušenstvo ku detským košíkom a kolískam
gid://shopify/TaxonomyCategory/fr-1-3            : Nábytok > Detský nábytok > Detské košíky a kolísky
gid://shopify/TaxonomyCategory/fr-1-3-1          : Nábytok > Detský nábytok > Detské košíky a kolísky > Kombinované postieľky s košíkom
gid://shopify/TaxonomyCategory/fr-1-3-2          : Nábytok > Detský nábytok > Detské košíky a kolísky > Košíky
gid://shopify/TaxonomyCategory/fr-1-3-3          : Nábytok > Detský nábytok > Detské košíky a kolísky > Košíky ku posteli
gid://shopify/TaxonomyCategory/fr-1-3-5          : Nábytok > Detský nábytok > Detské košíky a kolísky > Konvertibilné košíky
gid://shopify/TaxonomyCategory/fr-1-3-6          : Nábytok > Detský nábytok > Detské košíky a kolísky > Kolísky
gid://shopify/TaxonomyCategory/fr-1-3-7          : Nábytok > Detský nábytok > Detské košíky a kolísky > Skladacie košíky
gid://shopify/TaxonomyCategory/fr-1-3-8          : Nábytok > Detský nábytok > Detské košíky a kolísky > Závesné košíky
gid://shopify/TaxonomyCategory/fr-1-3-10         : Nábytok > Detský nábytok > Detské košíky a kolísky > Hojdacie košíky
gid://shopify/TaxonomyCategory/fr-1-3-11         : Nábytok > Detský nábytok > Detské košíky a kolísky > Cestovné košíky
gid://shopify/TaxonomyCategory/fr-1-4            : Nábytok > Detský nábytok > Prebaľovacie stolíky
gid://shopify/TaxonomyCategory/fr-1-5            : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok
gid://shopify/TaxonomyCategory/fr-1-5-1          : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok > Mantinely a podložky do detskej postieľky
gid://shopify/TaxonomyCategory/fr-1-5-1-1        : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok > Mantinely a podložky do detskej postieľky > Podložky do detskej postieľky
gid://shopify/TaxonomyCategory/fr-1-5-1-2        : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok > Mantinely a podložky do detskej postieľky > Chrániče do detskej postieľky
gid://shopify/TaxonomyCategory/fr-1-5-1-3        : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok > Mantinely a podložky do detskej postieľky > Závesy do detskej postieľky
gid://shopify/TaxonomyCategory/fr-1-5-1-4        : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok > Mantinely a podložky do detskej postieľky > Priedušné mantinely do postieľky
gid://shopify/TaxonomyCategory/fr-1-5-1-5        : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok > Mantinely a podložky do detskej postieľky > Polstrované mantinely do postieľky
gid://shopify/TaxonomyCategory/fr-1-5-1-6        : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok > Mantinely a podložky do detskej postieľky > Ochrana hrán do posieľky
gid://shopify/TaxonomyCategory/fr-1-5-2          : Nábytok > Detský nábytok > Príslušenstvo do detských postieľok > Súpravy na konverziu postieľok
gid://shopify/TaxonomyCategory/fr-1-6            : Nábytok > Detský nábytok > Detské postieľky
gid://shopify/TaxonomyCategory/fr-1-6-4          : Nábytok > Detský nábytok > Detské postieľky > Poschodové detské postele
gid://shopify/TaxonomyCategory/fr-1-6-5          : Nábytok > Detský nábytok > Detské postieľky > Detské postele s baldachýnom
gid://shopify/TaxonomyCategory/fr-1-6-6          : Nábytok > Detský nábytok > Detské postieľky > Podkrovné detské postele
gid://shopify/TaxonomyCategory/fr-1-6-7          : Nábytok > Detský nábytok > Detské postieľky > Mini postieľky
gid://shopify/TaxonomyCategory/fr-1-6-9          : Nábytok > Detský nábytok > Detské postieľky > Detské postele so zábranou
gid://shopify/TaxonomyCategory/fr-1-6-10         : Nábytok > Detský nábytok > Detské postieľky > Štandardné detské postieľky
gid://shopify/TaxonomyCategory/fr-1-6-11         : Nábytok > Detský nábytok > Detské postieľky > Detské postieľky
gid://shopify/TaxonomyCategory/fr-1-6-12         : Nábytok > Detský nábytok > Detské postieľky > Cestovné postieľky
gid://shopify/TaxonomyCategory/fr-1-7            : Nábytok > Detský nábytok > Príslušenstvo pre vysoké stoličky a podsedáky
gid://shopify/TaxonomyCategory/fr-1-8            : Nábytok > Detský nábytok > Vysoké stoličky a podsedáky
gid://shopify/TaxonomyCategory/fr-1-8-2          : Nábytok > Detský nábytok > Vysoké stoličky a podsedáky > Stoličky na kŕmenie
gid://shopify/TaxonomyCategory/fr-1-8-3          : Nábytok > Detský nábytok > Vysoké stoličky a podsedáky > Konvertibilné vysoké stoličky
gid://shopify/TaxonomyCategory/fr-1-8-4          : Nábytok > Detský nábytok > Vysoké stoličky a podsedáky > Vysoké stoličky
gid://shopify/TaxonomyCategory/fr-1-8-5          : Nábytok > Detský nábytok > Vysoké stoličky a podsedáky > Stolové sedadlá
