# Shopify Product Taxonomy - Categories: 2025-04
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Állatok és kisállatkellékek
gid://shopify/TaxonomyCategory/hb-3-2-9-22       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Kézkrémek
gid://shopify/TaxonomyCategory/hb-3-2-9-9        : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Ajakbalzsamok és kezelések
gid://shopify/TaxonomyCategory/hb-3-2-9-9-1      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Ajakbalzsamok és kezelések > Ajakbalzsamok
gid://shopify/TaxonomyCategory/hb-3-2-9-9-2      : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Ajakbalzsamok és kezelések > Gyógyszeres ajakkezelések
gid://shopify/TaxonomyCategory/hb-3-2-9-10       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Testápolók és hidratálók
gid://shopify/TaxonomyCategory/hb-3-2-9-11       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Sminklemosók
gid://shopify/TaxonomyCategory/hb-3-2-9-12       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Vazelin
gid://shopify/TaxonomyCategory/hb-3-2-9-13       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Bőrápoló maszkok és radírok
gid://shopify/TaxonomyCategory/hb-3-2-9-14       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Bőr rovarriasztó
gid://shopify/TaxonomyCategory/hb-3-2-9-15       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Fényvédő krém
gid://shopify/TaxonomyCategory/hb-3-2-9-16       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Barnító termékek
gid://shopify/TaxonomyCategory/hb-3-2-9-16-1     : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Barnító termékek > Önbarnító
gid://shopify/TaxonomyCategory/hb-3-2-9-16-2     : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Barnító termékek > Barnító olajok és testápolók
gid://shopify/TaxonomyCategory/hb-3-2-9-17       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Tonikok és összehúzó szerek
gid://shopify/TaxonomyCategory/hb-3-2-9-17-1     : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Tonikok és összehúzó szerek > Összehúzó szerek
gid://shopify/TaxonomyCategory/hb-3-2-9-17-2     : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Tonikok és összehúzó szerek > Tonikok
gid://shopify/TaxonomyCategory/hb-3-2-9-18       : Egészség és szépség > Személyes gondoskodás > Kozmetikumok > Bőrápolás > Szemölcseltávolítók
gid://shopify/TaxonomyCategory/hb-3-3            : Egészség és szépség > Személyes gondoskodás > Vattagolyók
gid://shopify/TaxonomyCategory/hb-3-4            : Egészség és szépség > Személyes gondoskodás > Pamut törlőkendők
gid://shopify/TaxonomyCategory/hb-3-5            : Egészség és szépség > Személyes gondoskodás > Dezodorok és izzadásgátlók
gid://shopify/TaxonomyCategory/hb-3-5-1          : Egészség és szépség > Személyes gondoskodás > Dezodorok és izzadásgátlók > Izzadásgátló
gid://shopify/TaxonomyCategory/hb-3-5-2          : Egészség és szépség > Személyes gondoskodás > Dezodorok és izzadásgátlók > Dezodorok
gid://shopify/TaxonomyCategory/hb-3-6            : Egészség és szépség > Személyes gondoskodás > Fülápolás
gid://shopify/TaxonomyCategory/hb-3-6-1          : Egészség és szépség > Személyes gondoskodás > Fülápolás > Fülgyertyák
gid://shopify/TaxonomyCategory/hb-3-6-2          : Egészség és szépség > Személyes gondoskodás > Fülápolás > Fülcseppek
gid://shopify/TaxonomyCategory/hb-3-6-3          : Egészség és szépség > Személyes gondoskodás > Fülápolás > Fülszárítók
gid://shopify/TaxonomyCategory/hb-3-6-4          : Egészség és szépség > Személyes gondoskodás > Fülápolás > Fülpiszkálók és kanalak
gid://shopify/TaxonomyCategory/hb-3-6-5          : Egészség és szépség > Személyes gondoskodás > Fülápolás > Fülfecskendők
gid://shopify/TaxonomyCategory/hb-3-6-6          : Egészség és szépség > Személyes gondoskodás > Fülápolás > Fülviasz-eltávolító készletek
gid://shopify/TaxonomyCategory/hb-3-6-7          : Egészség és szépség > Személyes gondoskodás > Fülápolás > Füldugó-adagolók
gid://shopify/TaxonomyCategory/hb-3-6-8          : Egészség és szépség > Személyes gondoskodás > Fülápolás > Füldugók
gid://shopify/TaxonomyCategory/hb-3-6-8-1        : Egészség és szépség > Személyes gondoskodás > Fülápolás > Füldugók > Habfüldugók
gid://shopify/TaxonomyCategory/hb-3-6-8-2        : Egészség és szépség > Személyes gondoskodás > Fülápolás > Füldugók > Önthető füldugók
gid://shopify/TaxonomyCategory/hb-3-6-8-3        : Egészség és szépség > Személyes gondoskodás > Fülápolás > Füldugók > Előre formázott füldugók
gid://shopify/TaxonomyCategory/hb-3-7            : Egészség és szépség > Személyes gondoskodás > Beöntő készletek és kellékek
gid://shopify/TaxonomyCategory/hb-3-8            : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek
gid://shopify/TaxonomyCategory/hb-3-8-2          : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női dezodorok
gid://shopify/TaxonomyCategory/hb-3-8-3          : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női intim öblítők
gid://shopify/TaxonomyCategory/hb-3-8-7          : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női intim lemosó
gid://shopify/TaxonomyCategory/hb-3-8-4          : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női betétek és protektorok
gid://shopify/TaxonomyCategory/hb-3-8-4-1        : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női betétek és protektorok > Kismamabetétek és protektorok
gid://shopify/TaxonomyCategory/hb-3-8-4-2        : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női betétek és protektorok > Női betétek és protektorok
gid://shopify/TaxonomyCategory/hb-3-8-4-3        : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női betétek és protektorok > Éjszakai betétek és protektorok
gid://shopify/TaxonomyCategory/hb-3-8-4-4        : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női betétek és protektorok > Betétek
gid://shopify/TaxonomyCategory/hb-3-8-4-5        : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női betétek és protektorok > Hagyományos betétek és protektorok
gid://shopify/TaxonomyCategory/hb-3-8-4-6        : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Női betétek és protektorok > Újrahasználható ruhák
gid://shopify/TaxonomyCategory/hb-3-8-5          : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Menstruációs csészék
gid://shopify/TaxonomyCategory/hb-3-8-6          : Egészség és szépség > Személyes gondoskodás > Női egészségügyi kellékek > Tamponok
gid://shopify/TaxonomyCategory/hb-3-9            : Egészség és szépség > Személyes gondoskodás > Lábápolás
gid://shopify/TaxonomyCategory/hb-3-9-1          : Egészség és szépség > Személyes gondoskodás > Lábápolás > Bütyökápoló kellékek
gid://shopify/TaxonomyCategory/hb-3-9-2          : Egészség és szépség > Személyes gondoskodás > Lábápolás > Tyúkszem- és bőrkeményedés-ápoló kellékek
gid://shopify/TaxonomyCategory/hb-3-9-3          : Egészség és szépség > Személyes gondoskodás > Lábápolás > Lábszag-eltávolítók
gid://shopify/TaxonomyCategory/hb-3-9-4          : Egészség és szépség > Személyes gondoskodás > Lábápolás > Talpbetétek és betétek
gid://shopify/TaxonomyCategory/hb-3-9-4-1        : Egészség és szépség > Személyes gondoskodás > Lábápolás > Talpbetétek és betétek > Boltozattámogatók
gid://shopify/TaxonomyCategory/hb-3-9-4-2        : Egészség és szépség > Személyes gondoskodás > Lábápolás > Talpbetétek és betétek > Gél-sarokpárnák
gid://shopify/TaxonomyCategory/hb-3-9-4-3        : Egészség és szépség > Személyes gondoskodás > Lábápolás > Talpbetétek és betétek > Lábközépcsont-párnák
gid://shopify/TaxonomyCategory/hb-3-9-5          : Egészség és szépség > Személyes gondoskodás > Lábápolás > Lábujjtávtartók
gid://shopify/TaxonomyCategory/hb-3-10           : Egészség és szépség > Személyes gondoskodás > Hajápolás
gid://shopify/TaxonomyCategory/hb-3-10-1         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajápoló készletek
gid://shopify/TaxonomyCategory/hb-3-10-2         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajszín
gid://shopify/TaxonomyCategory/hb-3-10-3         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajszín-eltávolítók
gid://shopify/TaxonomyCategory/hb-3-10-4         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajfestő-kiegészítők
gid://shopify/TaxonomyCategory/hb-3-10-5         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajhullás elleni korrektorok
gid://shopify/TaxonomyCategory/hb-3-10-6         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajhullás elleni kezelések
gid://shopify/TaxonomyCategory/hb-3-10-7         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Tartós hajszerek és hajkiegyenesítők
gid://shopify/TaxonomyCategory/hb-3-10-8         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajvágó olló
gid://shopify/TaxonomyCategory/hb-3-10-9         : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajpárolók és melegítősapkák
gid://shopify/TaxonomyCategory/hb-3-10-10        : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó termékek
gid://shopify/TaxonomyCategory/hb-3-10-11        : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázóeszköz-kiegészítők
gid://shopify/TaxonomyCategory/hb-3-10-11-1      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázóeszköz-kiegészítők > Hajcsavaró klipek és tűk
gid://shopify/TaxonomyCategory/hb-3-10-11-1-1    : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázóeszköz-kiegészítők > Hajcsavaró klipek és tűk > Kapcsok
gid://shopify/TaxonomyCategory/hb-3-10-11-1-2    : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázóeszköz-kiegészítők > Hajcsavaró klipek és tűk > Tűk
gid://shopify/TaxonomyCategory/hb-3-10-11-2      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázóeszköz-kiegészítők > Hajszárító-kiegészítők
gid://shopify/TaxonomyCategory/hb-3-10-11-3      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázóeszköz-kiegészítők > Hajvasaló-kiegészítők
gid://shopify/TaxonomyCategory/hb-3-10-12        : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök
gid://shopify/TaxonomyCategory/hb-3-10-12-2      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Fésűk és kefék
gid://shopify/TaxonomyCategory/hb-3-10-12-2-1    : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Fésűk és kefék > Hajfésűk
gid://shopify/TaxonomyCategory/hb-3-10-12-2-2    : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Fésűk és kefék > Hajkefék és fésűk
gid://shopify/TaxonomyCategory/hb-3-10-12-2-3    : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Fésűk és kefék > Forrólevegős kefék
gid://shopify/TaxonomyCategory/hb-3-10-12-2-4    : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Fésűk és kefék > Lapos hajkefék
gid://shopify/TaxonomyCategory/hb-3-10-12-2-5    : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Fésűk és kefék > Kerek hajkefék
gid://shopify/TaxonomyCategory/hb-3-10-12-2-6    : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Fésűk és kefék > Egyenesítő kefék
gid://shopify/TaxonomyCategory/hb-3-10-12-3      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Hajsütővasak
gid://shopify/TaxonomyCategory/hb-3-10-12-5      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Hajcsavarók
gid://shopify/TaxonomyCategory/hb-3-10-12-6      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Hajszárítók
gid://shopify/TaxonomyCategory/hb-3-10-12-7      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Hajvasalók
gid://shopify/TaxonomyCategory/hb-3-10-12-9      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Hajformázó eszközök > Hajformázó eszközkészletek
gid://shopify/TaxonomyCategory/hb-3-10-13        : Egészség és szépség > Személyes gondoskodás > Hajápolás > Sampon és balzsam
gid://shopify/TaxonomyCategory/hb-3-10-13-1      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Sampon és balzsam > Balzsamok
gid://shopify/TaxonomyCategory/hb-3-10-13-3      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Sampon és balzsam > Sampon
gid://shopify/TaxonomyCategory/hb-3-10-13-2      : Egészség és szépség > Személyes gondoskodás > Hajápolás > Sampon és balzsam > Sampon- és balzsamkészletek
gid://shopify/TaxonomyCategory/hb-3-11           : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció
gid://shopify/TaxonomyCategory/hb-3-11-1         : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Hátkaparó
gid://shopify/TaxonomyCategory/hb-3-11-2         : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Szempárnák
gid://shopify/TaxonomyCategory/hb-3-11-3         : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszázsszékek
gid://shopify/TaxonomyCategory/hb-3-11-4         : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszázsolaj
gid://shopify/TaxonomyCategory/hb-3-11-5         : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszázskő-melegítők
gid://shopify/TaxonomyCategory/hb-3-11-6         : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszázskövek
gid://shopify/TaxonomyCategory/hb-3-11-7         : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszázstáblák
gid://shopify/TaxonomyCategory/hb-3-11-8         : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszírozók
gid://shopify/TaxonomyCategory/hb-3-11-8-1       : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszírozók > Elektromos masszírozók
gid://shopify/TaxonomyCategory/hb-3-11-8-2       : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszírozók > Kézi masszázseszközök
gid://shopify/TaxonomyCategory/hb-3-11-8-3       : Egészség és szépség > Személyes gondoskodás > Masszázs és relaxáció > Masszírozók > Masszázspárnák
gid://shopify/TaxonomyCategory/hb-3-12           : Egészség és szépség > Személyes gondoskodás > Szájápolás
gid://shopify/TaxonomyCategory/hb-3-12-1         : Egészség és szépség > Személyes gondoskodás > Szájápolás > Lehelet spray-k
